Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_586_1 - polya	(1, 0.003193101695727435)	(2, 0.006749357814547311)	(3, 0.010318900070797398)	(4, 0.012852123607491007)	(5, 0.01559349663059126)	(6, 0.017985001368029285)	(7, 0.02067765855388543)	(8, 0.02507537004328535)	(9, 0.029933667630265927)	(10, 0.03731411697274827)	(12, 0.04212369872248474)	(14, 0.04724550470183117)	(16, 0.052137017632387275)	(18, 0.05746033002942525)	(20, 0.0625245627465741)	(22, 0.06783237464994349)	(24, 0.07361405878832375)	(26, 0.07982089932447077)	(28, 0.08578416067439726)	(30, 0.09190021260477116)	(32, 0.09790333236698827)	(34, 0.10432053674578029)	(36, 0.11079310003053155)	(38, 0.11742066825196859)	(40, 0.12358322166334823)	(42, 0.13018421760992485)	(44, 0.13597697352949695)	(46, 0.14142650423212194)	(48, 0.14698675274666534)	(50, 0.1533242403008761)	(52, 0.1588003432783615)	(54, 0.1645576694981197)	(56, 0.17053643134171476)	(58, 0.17600589125048505)	(60, 0.1817322164829061)	(62, 0.18819149363022714)	(64, 0.1942743302170255)	(66, 0.19995636832467917)	(68, 0.20566276435095493)	(70, 0.2110060059541382)	(72, 0.2155255070366484)	(74, 0.2205587387664601)	(76, 0.2258864798759748)	(78, 0.2312496506853034)	(80, 0.23544585575701177)	(82, 0.2399277127834697)	(84, 0.24458450395275877)	(86, 0.24901764514197255)	(88, 0.2529769140961755)	(90, 0.25386708530399965)
TS047_RoL_RNA_586_2 - polya	(1, 0.018994747812725338)	(2, 0.02366261076320622)	(3, 0.025704247214982014)	(4, 0.028193183626908255)	(5, 0.03032339432821879)	(6, 0.032223311980739)	(7, 0.03445538306901449)	(8, 0.04112502405898053)	(9, 0.04826853728395744)	(10, 0.05729425331154761)	(12, 0.06292978993819555)	(14, 0.06996258535125402)	(16, 0.07645064912967385)	(18, 0.08360744849208097)	(20, 0.09078417706063341)	(22, 0.09806940908486592)	(24, 0.10476562234969237)	(26, 0.11227228999776173)	(28, 0.11903714830597761)	(30, 0.12561600069017054)	(32, 0.13454649939951088)	(34, 0.14227681702765543)	(36, 0.14962626538280063)	(38, 0.1576820933779854)	(40, 0.1642144442811726)	(42, 0.17202005002142168)	(44, 0.17978579734938016)	(46, 0.18659937149484013)	(48, 0.19372295551367175)	(50, 0.20172563895913564)	(52, 0.21020662335208717)	(54, 0.21690726532939036)	(56, 0.22382491421805367)	(58, 0.23062741658232183)	(60, 0.23796357880003682)	(62, 0.24554996327268744)	(64, 0.2534618581123782)	(66, 0.26074930449284905)	(68, 0.26766916773775074)	(70, 0.27520905072939567)	(72, 0.2824964971098666)	(74, 0.29004745188270326)	(76, 0.29722860916373245)	(78, 0.3051139317285628)	(80, 0.31307232804925933)	(82, 0.3205922818347589)	(84, 0.32762286289157905)	(86, 0.3359355562104145)	(88, 0.34420396240448264)	(90, 0.3460950226320494)
TS047_RoL_RNA_586_2 - polyg	(1, 0.06725885638420605)	(2, 0.08191346596972904)	(3, 0.08604988342300147)	(4, 0.08959285340439115)	(5, 0.09019958701370412)	(6, 0.09058045628670351)	(7, 0.09101447010942375)	(8, 0.09135990968260924)	(9, 0.0915459156066322)	(10, 0.09187585468614912)	(12, 0.09235194127739835)	(14, 0.09267523728820015)	(16, 0.09288781548708352)	(18, 0.09331075752861193)	(20, 0.09495380985748138)	(22, 0.09531474992433545)	(24, 0.09569340484109647)	(26, 0.09599012857703784)	(28, 0.09630013845040944)	(30, 0.09657914733644388)	(32, 0.09684265572880973)	(34, 0.09709730669622213)	(36, 0.09733867152620429)	(38, 0.09759110813737831)	(40, 0.09782582989864537)	(42, 0.0980206932476218)	(44, 0.09820669917164476)	(46, 0.09834620361466198)	(48, 0.09849899419510941)	(50, 0.09863628428188825)	(52, 0.09879350357481242)	(54, 0.09898172385507376)	(56, 0.09915665799790487)	(58, 0.09934709263440455)	(60, 0.09947995400870667)	(62, 0.09962831587667736)	(64, 0.099794392594555)	(66, 0.10000697079343839)	(68, 0.10026162176085077)	(70, 0.10049191480964109)	(72, 0.10066906330871059)	(74, 0.10087499843887884)	(76, 0.10112300633757612)	(78, 0.10130901226159908)	(80, 0.10153266224167432)	(82, 0.1017585265779879)	(84, 0.10196003299567943)	(86, 0.1022501136629057)	(88, 0.10252690819270179)	(90, 0.10274612946030026)
TS047_RoL_RNA_616_1 - polya	(1, 0.0015073695202509495)	(2, 0.0035934195993598487)	(3, 0.005240792480624818)	(4, 0.006855497910986517)	(5, 0.008400201660841204)	(6, 0.00954822922115617)	(7, 0.011536276947555255)	(8, 0.013878999855189858)	(9, 0.017346416429637086)	(10, 0.021754188912228488)	(12, 0.02500226688775375)	(14, 0.028693688839823414)	(16, 0.03215410524621994)	(18, 0.03581519313673657)	(20, 0.03943194662959876)	(22, 0.04279436068328547)	(24, 0.046422781122898826)	(26, 0.05048521198165564)	(28, 0.05431430390538909)	(30, 0.057912390283449404)	(32, 0.06118146876312677)	(34, 0.06521356556033055)	(36, 0.06892832140590255)	(38, 0.07250307389046054)	(40, 0.07613616110877436)	(42, 0.08028026059478935)	(44, 0.08382001223909383)	(46, 0.08701442225956371)	(48, 0.09036283597714903)	(50, 0.09376258426043949)	(52, 0.09691499327260517)	(54, 0.1006740835158316)	(56, 0.10387782709370244)	(58, 0.10716557268818167)	(60, 0.11064932298808053)	(62, 0.11408173872227426)	(64, 0.11779649456784626)	(66, 0.12115190845348228)	(68, 0.12450265556041781)	(70, 0.12776240048269427)	(72, 0.13091014271615947)	(74, 0.13448256181136722)	(76, 0.1377726407951967)	(78, 0.14098338454111822)	(80, 0.1440051237496708)	(82, 0.14718320004468907)	(84, 0.1504359447989148)	(86, 0.1533526814867069)	(88, 0.15589840926781184)	(90, 0.15643508881836557)
TS047_RoL_RNA_616_2 - polya	(1, 0.007980191577799145)	(2, 0.010103575886511782)	(3, 0.011064932298808054)	(4, 0.012273627982229094)	(5, 0.013538325010055741)	(6, 0.014583683438960425)	(7, 0.015386369375440806)	(8, 0.018419775530744576)	(9, 0.02196652734309975)	(10, 0.026217962739225494)	(12, 0.028850025926289068)	(14, 0.03233610961553817)	(16, 0.035847860587639835)	(18, 0.03975862113863147)	(20, 0.043795384714535715)	(22, 0.04791615030704837)	(24, 0.05199958166995729)	(26, 0.05629068468503701)	(28, 0.06012444338747092)	(30, 0.06392553463900158)	(32, 0.06825630527303525)	(34, 0.07270141198523039)	(36, 0.07659350542142015)	(38, 0.08097794401050921)	(40, 0.08409768557177164)	(42, 0.08807144763521957)	(44, 0.09186787210804974)	(46, 0.09552195983051567)	(48, 0.09907804520027177)	(50, 0.10314280944837884)	(52, 0.10755058193097022)	(54, 0.11093632987815927)	(56, 0.11462308505152846)	(58, 0.11811616890882827)	(60, 0.12172592223363976)	(62, 0.12580235342849796)	(64, 0.13051346652661974)	(66, 0.13432622472490158)	(68, 0.13823231849719272)	(70, 0.14200540907652057)	(72, 0.14589283573400985)	(74, 0.15011393706858256)	(76, 0.1537563578442973)	(78, 0.15785845632200812)	(80, 0.16217289323059014)	(82, 0.16603231921587663)	(84, 0.1697914094591031)	(86, 0.17379317219475382)	(88, 0.17819861128799497)	(90, 0.17918563498314383)
TS047_RoL_RNA_618_1 - polya	(1, 0.0014838187970377182)	(2, 0.0037554747172645108)	(3, 0.005680906251515835)	(4, 0.007507416532631313)	(5, 0.009743743433881017)	(6, 0.011206364819532482)	(7, 0.013251915018305908)	(8, 0.016336138375005735)	(9, 0.01934617079185368)	(10, 0.02405552902149958)	(12, 0.027349960041113085)	(14, 0.03101534575998602)	(16, 0.034345105798576615)	(18, 0.037913336715262556)	(20, 0.04149039988669277)	(22, 0.04517874946790081)	(24, 0.04864275977860434)	(26, 0.052355839673096344)	(28, 0.05625792981911577)	(30, 0.060061098711999356)	(32, 0.06375121474415626)	(34, 0.06734947532697272)	(36, 0.07126216417868528)	(38, 0.0752843729892268)	(40, 0.0799354383375605)	(42, 0.08415195675247603)	(44, 0.08836317581454498)	(46, 0.0917812584005783)	(48, 0.09522053839799785)	(50, 0.0988240983336609)	(52, 0.10223158221400108)	(54, 0.10598352402936788)	(56, 0.10972840004093927)	(58, 0.11356336505090223)	(60, 0.11712629661474161)	(62, 0.120592073376394)	(64, 0.1239483301792174)	(66, 0.12696719485080962)	(68, 0.130153872362543)	(70, 0.13344653693120767)	(72, 0.13638591131010142)	(74, 0.13952842754811345)	(76, 0.14373788015923356)	(78, 0.14712240017723863)	(80, 0.1500529423013881)	(82, 0.15289339542714603)	(84, 0.15559253247699562)	(86, 0.1586696900299)	(88, 0.16171858436762276)	(90, 0.1623403751016195)
TS047_RoL_RNA_618_2 - polya	(1, 0.005062648419416786)	(2, 0.006574730431636176)	(3, 0.007443824298472553)	(4, 0.008482497456398955)	(5, 0.009139617209372803)	(6, 0.010036974291390851)	(7, 0.010793015297500546)	(8, 0.013594606502383666)	(9, 0.016473921549016383)	(10, 0.019623503590823824)	(12, 0.021670820240546104)	(14, 0.02396014067026144)	(16, 0.026263592707567614)	(18, 0.028930933640337796)	(20, 0.031455192046250774)	(22, 0.034055407842964486)	(24, 0.036844633891205625)	(26, 0.039806972132434504)	(28, 0.042493744025642086)	(30, 0.04492967988411234)	(32, 0.04821174574708387)	(34, 0.051212945909187534)	(36, 0.054268906050705695)	(38, 0.05733546489791698)	(40, 0.06001517098732914)	(42, 0.06280792993746799)	(44, 0.065489402477829)	(46, 0.06809138472549157)	(48, 0.07052555413301298)	(50, 0.07342076723818539)	(52, 0.07636014161707914)	(54, 0.07911227219539435)	(56, 0.08177431377531796)	(58, 0.08434803280779887)	(60, 0.08717435432596594)	(62, 0.08959439212589651)	(64, 0.09277400383383448)	(66, 0.09554026601974051)	(68, 0.0983118275584931)	(70, 0.10118760970322811)	(72, 0.10382315451891892)	(74, 0.1068084566224829)	(76, 0.10963831104254769)	(78, 0.11260948153852084)	(80, 0.11577849454076568)	(82, 0.11850059545295036)	(84, 0.1211961996009022)	(86, 0.12410907721556316)	(88, 0.12728868892350112)	(90, 0.12811008861471843)
TS047_RoL_RNA_618_2 - polyg	(1, 0.07171790852348972)	(2, 0.08282888499178406)	(3, 0.08521006087083982)	(4, 0.0873121374999766)	(5, 0.08773961862959936)	(6, 0.08803991529090462)	(7, 0.08840380418636863)	(8, 0.08871469955336701)	(9, 0.08896906849000205)	(10, 0.08932412513072178)	(12, 0.08977280367173081)	(14, 0.09003953776500782)	(16, 0.09021971576179098)	(18, 0.09085563810337857)	(20, 0.09301600761382753)	(22, 0.0934629197038877)	(24, 0.0939787233809532)	(26, 0.09436557613875232)	(28, 0.09472769858326748)	(30, 0.09515517971289025)	(32, 0.09555263117638249)	(34, 0.0958546942886366)	(36, 0.09612849418570904)	(38, 0.0963704979657021)	(40, 0.09662663335328597)	(42, 0.0967767816839386)	(44, 0.09699405515064771)	(46, 0.09718483185312399)	(48, 0.09737914145749797)	(50, 0.09754695429763914)	(52, 0.09771300068683145)	(54, 0.09791790899689856)	(56, 0.09812811665981225)	(58, 0.09832772561703279)	(60, 0.09849553845717397)	(62, 0.09860152551410523)	(64, 0.09868984806154796)	(66, 0.09886825960738226)	(68, 0.09903077309467687)	(70, 0.09913146079876156)	(72, 0.09927807622751647)	(74, 0.0994246916562714)	(76, 0.0995836722416683)	(78, 0.09975325153275832)	(80, 0.09991753147100178)	(82, 0.10011537397727348)	(84, 0.10023725909274443)	(86, 0.10045453255945352)	(88, 0.10062234539959469)	(90, 0.10069123698660003)
TS047_RoL_RNA_646_1 - polya	(1, 0.003471710817009279)	(2, 0.0069609555270337565)	(3, 0.010217876154606856)	(4, 0.01265947075697323)	(5, 0.014829290017604028)	(6, 0.016722950463245453)	(7, 0.019317966629494813)	(8, 0.023074603208001067)	(9, 0.02757204676639945)	(10, 0.034412456778953715)	(12, 0.038912092073979)	(14, 0.044246779023853114)	(16, 0.049390784887186935)	(18, 0.05479341567249493)	(20, 0.060305633289147925)	(22, 0.06538827052692855)	(24, 0.07056734417629278)	(26, 0.07630092719226264)	(28, 0.08164218935201745)	(30, 0.08695276719899567)	(32, 0.09181403903745941)	(34, 0.09676736381425295)	(36, 0.10174260595731549)	(38, 0.10667620510446693)	(40, 0.11196486558517615)	(42, 0.11745297409893324)	(44, 0.12183863908935974)	(46, 0.1265026546314025)	(48, 0.13173432995981232)	(50, 0.1374985972885588)	(52, 0.14256370063332421)	(54, 0.14774277428268845)	(56, 0.15292623140530648)	(58, 0.1578291462396813)	(60, 0.1634005407452606)	(62, 0.16945630904538472)	(64, 0.17468360090054075)	(66, 0.17965007609709568)	(68, 0.18467134470932312)	(70, 0.18996658039991304)	(72, 0.19416156430379924)	(74, 0.19819435969729488)	(76, 0.20272248756846986)	(78, 0.20708185171937354)	(80, 0.21117382400179546)	(82, 0.21547839473702668)	(84, 0.21914955358708382)	(86, 0.2226344148238545)	(88, 0.22650063823370575)	(90, 0.22741459240712297)
TS047_RoL_RNA_646_2 - polya	(1, 0.010463350656819633)	(2, 0.013167953654413983)	(3, 0.014662718033959644)	(4, 0.016293370084373093)	(5, 0.017538276488452176)	(6, 0.019190845905134625)	(7, 0.020904783947370265)	(8, 0.02640604288088876)	(9, 0.032104558110828234)	(10, 0.03718500361198196)	(12, 0.040707124371409935)	(14, 0.045088405888582636)	(16, 0.04890641109264208)	(18, 0.052937014749510805)	(20, 0.05701145313891753)	(22, 0.06104424853241316)	(24, 0.0649367727817872)	(26, 0.06982215372314685)	(28, 0.07443575932277091)	(30, 0.07923347079905457)	(32, 0.08461637595472048)	(34, 0.08925847413049424)	(36, 0.09430385184561757)	(38, 0.09937991387351751)	(40, 0.10324394554674185)	(42, 0.10826302242234238)	(44, 0.11298840658993836)	(46, 0.11721407480660116)	(48, 0.12157124722087796)	(50, 0.1265421058906867)	(52, 0.13219021117820748)	(54, 0.13606300979793942)	(56, 0.14013744818734614)	(58, 0.14414175100469206)	(60, 0.1481548207685456)	(62, 0.1525185683927031)	(64, 0.15712779051907338)	(66, 0.16174797132857816)	(68, 0.16616212889515433)	(70, 0.1709686073179456)	(72, 0.1751942755346084)	(74, 0.17948350411345132)	(76, 0.18349219040405101)	(78, 0.18793484054677692)	(80, 0.19224817822851573)	(82, 0.19632261661792244)	(84, 0.20052636746831626)	(86, 0.2053087367882116)	(88, 0.209740428247803)	(90, 0.2109020486600599)
TS047_RoL_RNA_651_1 - polya	(1, 0.0029680584341706543)	(2, 0.0067502337574188685)	(3, 0.01047034635818135)	(4, 0.013558879488941956)	(5, 0.01622392580744697)	(6, 0.018352312113869472)	(7, 0.0209406927163627)	(8, 0.025076990632617743)	(9, 0.02957106189026113)	(10, 0.03717557076895421)	(12, 0.041868607813390094)	(14, 0.04719322432782786)	(16, 0.05177491354662758)	(18, 0.05665596413271142)	(20, 0.06211565833726519)	(22, 0.06686893272999606)	(24, 0.07249473598590869)	(26, 0.07797450930656079)	(28, 0.08424832040019212)	(30, 0.09025562686197294)	(32, 0.09578833603415698)	(34, 0.10082636880064591)	(36, 0.10562345217395494)	(38, 0.11082211786923049)	(40, 0.11581269090675975)	(42, 0.1211117521825269)	(44, 0.12572264738837874)	(46, 0.13034084409099359)	(48, 0.13499737365161435)	(50, 0.1401065960115428)	(52, 0.14493105999771316)	(54, 0.15083979625319313)	(56, 0.15611512766448044)	(58, 0.16097427376027523)	(60, 0.1658279437334977)	(62, 0.17054471064241344)	(64, 0.1747649757714433)	(66, 0.17914587382925976)	(68, 0.18383343475112335)	(70, 0.1881431432155003)	(72, 0.19219547391898056)	(74, 0.1964869286414499)	(76, 0.20131139262762032)	(78, 0.20534729496338372)	(80, 0.2092061360026437)	(82, 0.21330045031251138)	(84, 0.2176959513638539)	(86, 0.2216935208416114)	(88, 0.22522561990072593)	(90, 0.22597767406731775)
TS047_RoL_RNA_651_2 - polya	(1, 0.00929480537933393)	(2, 0.012040168162232249)	(3, 0.013193804650790585)	(4, 0.014522677061661578)	(5, 0.015727424027561106)	(6, 0.016943123238605175)	(7, 0.018074855236874427)	(8, 0.021798618586018424)	(9, 0.025956820992562548)	(10, 0.030788586475495955)	(12, 0.033972039064175924)	(14, 0.03796595779355193)	(16, 0.04128813882072942)	(18, 0.04521086795666591)	(20, 0.049936761736535426)	(22, 0.05414059849784847)	(24, 0.05822578593676232)	(26, 0.06269612732992587)	(28, 0.06727051505196256)	(30, 0.07174450719350763)	(32, 0.07690849077915879)	(34, 0.08141716503032823)	(36, 0.08646067391938944)	(38, 0.09127601103460603)	(40, 0.09522794615759464)	(42, 0.10030431178208946)	(44, 0.10537520128401201)	(46, 0.10888174510445595)	(48, 0.11262193682131674)	(50, 0.11708132596933576)	(52, 0.12169769729775987)	(54, 0.12594716841384182)	(56, 0.1301473544267734)	(58, 0.13410841642071575)	(60, 0.13787781412462868)	(62, 0.1418571298604786)	(64, 0.14623620254410433)	(66, 0.15076678128556287)	(68, 0.1547004626666439)	(70, 0.15906128160836203)	(72, 0.16321400789233387)	(74, 0.16747078050517888)	(76, 0.17083129439036226)	(78, 0.17510632074511484)	(80, 0.17925904702908668)	(82, 0.1829846357524214)	(84, 0.18667736774032256)	(86, 0.19088302987582637)	(88, 0.19541178324309413)	(90, 0.19651248388012052)
TS047_RoL_RNA_652_1 - polya	(1, 0.0030224559711224865)	(2, 0.0067601496148006765)	(3, 0.010276350301816454)	(4, 0.013331107329118876)	(5, 0.01575830097921113)	(6, 0.018153193573123453)	(7, 0.02124025165660581)	(8, 0.024973330863686867)	(9, 0.029601610770611835)	(10, 0.03787760280757088)	(12, 0.043408005069235464)	(14, 0.04898685891516995)	(16, 0.05464185096495714)	(18, 0.06034529459901423)	(20, 0.06658401287833882)	(22, 0.07246511232138554)	(24, 0.07896685348674673)	(26, 0.08518249958308566)	(28, 0.0925217609908266)	(30, 0.09983333577898473)	(32, 0.10646428116906567)	(34, 0.11248612092832497)	(36, 0.11797268604231678)	(38, 0.12435675907445107)	(40, 0.13036475552391896)	(42, 0.13684111728799594)	(44, 0.14231614631049494)	(46, 0.14797344557858066)	(48, 0.15423985047748806)	(50, 0.16068852562198221)	(52, 0.1665950044663132)	(54, 0.17320749211000558)	(56, 0.18026527288532138)	(58, 0.1858141328933745)	(60, 0.1913699145563233)	(62, 0.19753710906839234)	(64, 0.2028875483027687)	(66, 0.20830951130440062)	(68, 0.21455284402032235)	(70, 0.21983175948744316)	(72, 0.224508490978638)	(74, 0.22972280433339895)	(76, 0.2348932805404871)	(78, 0.23957231924998054)	(80, 0.24415676200923275)	(82, 0.24878734913445627)	(84, 0.2533025753447515)	(86, 0.2574832549017545)	(88, 0.2615808746000091)	(90, 0.26245992477176305)
TS047_RoL_RNA_652_2 - polya	(1, 0.012242100292195354)	(2, 0.015412218234426116)	(3, 0.016976512240854395)	(4, 0.018776142513736487)	(5, 0.02030813546398483)	(6, 0.02195087489256438)	(7, 0.02325676044955318)	(8, 0.027155959374131042)	(9, 0.032061105476884025)	(10, 0.03770456143517838)	(12, 0.041384574621392396)	(14, 0.04634970839990812)	(16, 0.0505465384850011)	(18, 0.055513979481815384)	(20, 0.060640618541230776)	(22, 0.06570726992488343)	(24, 0.07041168803566111)	(26, 0.07536067128608685)	(28, 0.08019429362158427)	(30, 0.08489871173236194)	(32, 0.09103821962484815)	(34, 0.0958141615028814)	(36, 0.10158451446759692)	(38, 0.10692572482877902)	(40, 0.11173166054469363)	(42, 0.11755507953027619)	(44, 0.12306010239065654)	(46, 0.1280483083521579)	(48, 0.133043435968555)	(50, 0.13850923611785973)	(52, 0.14420114366042397)	(54, 0.14880173694776616)	(56, 0.15368150364923489)	(58, 0.1583766928868183)	(60, 0.1633556699751254)	(62, 0.16792165498798908)	(64, 0.17289140320310192)	(66, 0.17805265053699582)	(68, 0.18314006688533557)	(70, 0.18860355981634175)	(72, 0.19334027898329934)	(74, 0.1984346169865348)	(76, 0.2029152349223515)	(78, 0.2078411459897916)	(80, 0.21298624279559553)	(82, 0.21742763802033654)	(84, 0.2216959918726851)	(86, 0.2267326494184564)	(88, 0.23157088619055094)	(90, 0.23266912210066873)
TS047_RoL_RNA_655_1 - polya	(1, 0.0029283036494279205)	(2, 0.006239181768317121)	(3, 0.009460673328920975)	(4, 0.01174896922102582)	(5, 0.013940727630182495)	(6, 0.01574991156987789)	(7, 0.017823679722097904)	(8, 0.020869973628462483)	(9, 0.024331021165271062)	(10, 0.03058986797641096)	(12, 0.03456399435777742)	(14, 0.03902259588505046)	(16, 0.043642093217237124)	(18, 0.04856550484759395)	(20, 0.05335841210285418)	(22, 0.057622150933065164)	(24, 0.06245617600513665)	(26, 0.06752618159108145)	(28, 0.07261227675751761)	(30, 0.07772697562260508)	(32, 0.08245194909356846)	(34, 0.08691055062084149)	(36, 0.09150144425437684)	(38, 0.09623535638116874)	(40, 0.10122133860232532)	(42, 0.10599279308359706)	(44, 0.11041563998755596)	(46, 0.11498686857826854)	(48, 0.11942222960038737)	(50, 0.12390407163281461)	(52, 0.1286862525010806)	(54, 0.1337294421195398)	(56, 0.13890313611309557)	(58, 0.14356553899325922)	(60, 0.14877319987896345)	(62, 0.15376275756245145)	(64, 0.1582982315298499)	(66, 0.1625011875004268)	(68, 0.1668400110395975)	(70, 0.17097145776354616)	(72, 0.1749884896928896)	(74, 0.17913960145966104)	(76, 0.1835481465142943)	(78, 0.18720405674816493)	(80, 0.19043806242692873)	(82, 0.19385977987809178)	(84, 0.1972582568241006)	(86, 0.2004404182990589)	(88, 0.20380850381525073)	(90, 0.20451644535687066)
TS047_RoL_RNA_655_2 - polya	(1, 0.006693265484406676)	(2, 0.008802788259940832)	(3, 0.009807493175068115)	(4, 0.010862254562835193)	(5, 0.011723940984705925)	(6, 0.01263568387921645)	(7, 0.013536700386732731)	(8, 0.016214721672961684)	(9, 0.019457666007554022)	(10, 0.023379948185114987)	(12, 0.02600612526753844)	(14, 0.02939030036422162)	(16, 0.03215413274640451)	(18, 0.03528623774872301)	(20, 0.038579238555955145)	(22, 0.04189905533067288)	(24, 0.04499361797851154)	(26, 0.048724612921341864)	(28, 0.05231258937091564)	(30, 0.05562704295213625)	(32, 0.05987647993302158)	(34, 0.06348769688774955)	(36, 0.06708461199315184)	(38, 0.07050096625081775)	(40, 0.07373675966074726)	(42, 0.07715490164957887)	(44, 0.08056946817607907)	(46, 0.08370336090956329)	(48, 0.0868622818793674)	(50, 0.09052355530673516)	(52, 0.09411510721864035)	(54, 0.09740810802587246)	(56, 0.10070647202660173)	(58, 0.10386360526524013)	(60, 0.10707258270768404)	(62, 0.11034234300976198)	(64, 0.11400361643712972)	(66, 0.11749147994142392)	(68, 0.12110090916498617)	(70, 0.1246263150237602)	(72, 0.12789965078816956)	(74, 0.13169321632179964)	(76, 0.13495403796804903)	(78, 0.13894961712340398)	(80, 0.14260016416377747)	(82, 0.14587171219702114)	(84, 0.14913789703676766)	(86, 0.15279738273296972)	(88, 0.1569306171880841)	(90, 0.15779587907228623)
TS047_RoL_RNA_676_1 - polya	(1, 0.0023046077721320278)	(2, 0.005547231339237091)	(3, 0.009085006428036257)	(4, 0.011518995689130083)	(5, 0.01419557524202728)	(6, 0.016597219130880657)	(7, 0.01928592819836802)	(8, 0.023357401929134606)	(9, 0.02813643067766102)	(10, 0.03574365791146174)	(12, 0.04074101792261119)	(14, 0.04643986819422539)	(16, 0.051404882833134394)	(18, 0.056299141970267405)	(20, 0.06161591253229129)	(22, 0.0665303875270746)	(24, 0.0718916329759291)	(26, 0.07750759823117714)	(28, 0.08383920484724514)	(30, 0.09027391233732956)	(32, 0.09573421548867045)	(34, 0.10090947504714237)	(36, 0.10602206544689842)	(38, 0.11131053380821192)	(40, 0.11680318233179325)	(42, 0.12270621276567528)	(44, 0.12757014811633288)	(46, 0.1325513354413621)	(48, 0.13756891131016186)	(50, 0.14310805630633883)	(52, 0.1483864167388272)	(54, 0.15355763312576903)	(56, 0.15917764155254716)	(58, 0.16458942664552734)	(60, 0.1695079448118407)	(62, 0.17498037747777176)	(64, 0.18014350752165353)	(66, 0.18477091733780282)	(68, 0.18945695314113792)	(70, 0.19410660040070254)	(72, 0.1978647283378898)	(74, 0.20215251174551438)	(76, 0.20661415152893137)	(78, 0.2109989710532773)	(80, 0.21531303507584726)	(82, 0.21938653039237888)	(84, 0.2230799675850852)	(86, 0.2269998223834747)	(88, 0.23070134591924113)	(90, 0.23170203087293004)
TS047_RoL_RNA_676_2 - polya	(1, 0.008502789727708166)	(2, 0.011134894393774745)	(3, 0.012481270513283457)	(4, 0.014231963785797786)	(5, 0.01565920333590762)	(6, 0.016957061397055658)	(7, 0.018149796998422233)	(8, 0.021699701601811568)	(9, 0.025872254620829555)	(10, 0.03131840667181524)	(12, 0.03482990114566904)	(14, 0.03948561316252874)	(16, 0.043379187345972854)	(18, 0.04804702887742272)	(20, 0.05318792147788917)	(22, 0.05799120925559592)	(24, 0.06225877680557022)	(26, 0.06720761875835901)	(28, 0.07212411533890734)	(30, 0.07680408638494737)	(32, 0.08250091507079654)	(34, 0.0875205125253613)	(36, 0.09245116020626482)	(38, 0.09765472196544714)	(40, 0.10210423223427398)	(42, 0.10727342703545081)	(44, 0.11225057118894999)	(46, 0.11672434048695715)	(48, 0.1210101023088167)	(50, 0.12579519581463822)	(52, 0.13130401702433978)	(54, 0.1354300735707621)	(56, 0.13964912306237576)	(58, 0.14391062585505496)	(60, 0.1482610784213954)	(62, 0.15239117813934783)	(64, 0.1570448685704425)	(66, 0.16182591890473397)	(68, 0.16605709791093776)	(70, 0.17046617646446402)	(72, 0.1750491113937827)	(74, 0.1792782688142215)	(76, 0.18341241170370393)	(78, 0.1884764840450993)	(80, 0.1932959445089263)	(82, 0.19768076403327223)	(84, 0.20183107960887492)	(86, 0.2061916401040405)	(88, 0.21047740192590006)	(90, 0.21141339613510807)
TS047_RoL_RNA_677_1 - polya	(1, 0.0024013043049748344)	(2, 0.006072167755536363)	(3, 0.009550926861699907)	(4, 0.012236211501871765)	(5, 0.015714970608035308)	(6, 0.01809539400601036)	(7, 0.021252587144377274)	(8, 0.02555823016773215)	(9, 0.03148005539287009)	(10, 0.03958811158088511)	(12, 0.045528729622322864)	(14, 0.05168859718725831)	(16, 0.057011140381502526)	(18, 0.06246314519914538)	(20, 0.0679589999214878)	(22, 0.07348826409502984)	(24, 0.08002189989526137)	(26, 0.08659520941879248)	(28, 0.09313302140042395)	(30, 0.09973556419375476)	(32, 0.10566574178169262)	(34, 0.1111929178645347)	(36, 0.11677856048697616)	(38, 0.12289457814721205)	(40, 0.12940106876834387)	(42, 0.13598481874537488)	(44, 0.14262912335270522)	(46, 0.14869502683614166)	(48, 0.15438716208428202)	(50, 0.1598370788112249)	(52, 0.16510324355656972)	(54, 0.17113782567950647)	(56, 0.17787818245903583)	(58, 0.18362251997467566)	(60, 0.1898575588048103)	(62, 0.1968401341055371)	(64, 0.20319419410557055)	(66, 0.20829957586701703)	(68, 0.214313277082954)	(70, 0.21980286753319647)	(72, 0.2249416587458426)	(74, 0.2302976113912865)	(76, 0.23663496666572006)	(78, 0.24169649852246702)	(80, 0.24663483302791528)	(82, 0.25134974182846587)	(84, 0.2559289247335179)	(86, 0.26020115830567314)	(88, 0.26449009660342815)	(90, 0.2655216134092173)
