Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_258_2 - polya	(1, 0.010680298206366042)	(2, 0.014218905531131495)	(3, 0.01622904688389215)	(4, 0.018296079029655465)	(5, 0.02025691502848048)	(6, 0.021641257658211874)	(7, 0.023310054252956566)	(8, 0.02780821961970022)	(9, 0.033072514332213025)	(10, 0.039472728545012284)	(12, 0.043862801405050875)	(14, 0.04954429526624986)	(16, 0.05419037669480043)	(18, 0.059407262413144354)	(20, 0.06461656269242125)	(22, 0.07083662272737876)	(24, 0.07651811658857774)	(26, 0.08260732779962911)	(28, 0.08824710174595948)	(30, 0.09410306070569995)	(32, 0.10092426678671888)	(34, 0.10738706087182107)	(36, 0.1135369555954086)	(38, 0.11983476638080308)	(40, 0.12566796902334249)	(42, 0.13161116053235372)	(44, 0.136964584153904)	(46, 0.14228576965941947)	(48, 0.14780607294044423)	(50, 0.15340223061213926)	(52, 0.15933025124301642)	(54, 0.1648922744389098)	(56, 0.170114849236554)	(58, 0.17539241846743409)	(60, 0.1810985650056009)	(62, 0.1873053505221911)	(64, 0.19366384482012175)	(66, 0.19879539434896168)	(68, 0.20406158542124125)	(70, 0.2097051520871051)	(72, 0.21565592903518335)	(74, 0.22096573638209827)	(76, 0.22553217070044512)	(78, 0.23091783243803027)	(80, 0.23668845520826676)	(82, 0.24227133836159448)	(84, 0.24730806990209664)	(86, 0.2528795748968238)	(88, 0.2584624580501515)	(90, 0.25983162980174884)
TS047_RoL_RNA_262_1 - polya	(1, 0.0027992923388967268)	(2, 0.006888693320937163)	(3, 0.010209592927951292)	(4, 0.012890654286074742)	(5, 0.016413242036760933)	(6, 0.018555309217829732)	(7, 0.02146587777392484)	(8, 0.02606993126050778)	(9, 0.03077482881892675)	(10, 0.03880062598435985)	(12, 0.043931502811741366)	(14, 0.04941011781786782)	(16, 0.05466444169870378)	(18, 0.060009177506013436)	(20, 0.06553647585716418)	(22, 0.0704343681047866)	(24, 0.07575650093047781)	(26, 0.08189234109443219)	(28, 0.08806121638536735)	(30, 0.09409273509569824)	(32, 0.09959743046523056)	(34, 0.10512820619816876)	(36, 0.11111799632705027)	(38, 0.11782586579504006)	(40, 0.124728468643127)	(42, 0.1316189006549579)	(44, 0.1377217056919315)	(46, 0.14278825095624523)	(48, 0.1480078010192067)	(50, 0.1537733000227977)	(52, 0.159297120992161)	(54, 0.16542426770164675)	(56, 0.17129930423154244)	(58, 0.1766440400388521)	(60, 0.18228609198898865)	(62, 0.18744304917977606)	(64, 0.1924209212085098)	(66, 0.1975517980358913)	(68, 0.2024531676653012)	(70, 0.20727108013181225)	(72, 0.21163519427506117)	(74, 0.2163574787424174)	(76, 0.2224811480701157)	(78, 0.22785891900440614)	(80, 0.2324021183097087)	(82, 0.23667234314469648)	(84, 0.24112686921441912)	(86, 0.245579656593248)	(88, 0.24945693728625404)	(90, 0.25028107676987954)
TS047_RoL_RNA_262_2 - polya	(1, 0.010873772849354119)	(2, 0.014114692675256913)	(3, 0.015648218043522077)	(4, 0.017612938753430958)	(5, 0.01920557961208276)	(6, 0.020784310943584766)	(7, 0.022338700602574625)	(8, 0.02707141721529319)	(9, 0.0323779018229409)	(10, 0.038393772315228274)	(12, 0.042778750749201906)	(14, 0.04824867230085973)	(16, 0.05319003182082526)	(18, 0.05813139134079079)	(20, 0.0631562080236551)	(22, 0.06930595771475928)	(24, 0.07471502508513674)	(26, 0.08058484554235124)	(28, 0.08585829502301817)	(30, 0.09135951301076306)	(32, 0.09790742291653018)	(34, 0.1041945291882386)	(36, 0.10920022027127194)	(38, 0.11463884538684273)	(40, 0.11946197392603497)	(42, 0.12502056871327277)	(44, 0.13056525397336075)	(46, 0.13552052302047607)	(48, 0.14027584261481307)	(50, 0.14598918089159235)	(52, 0.15246580447071675)	(54, 0.15739499315442623)	(56, 0.16227375980221764)	(58, 0.16786191233464876)	(60, 0.17313883919710316)	(62, 0.178899122128013)	(64, 0.1852957659260261)	(66, 0.19092390834901285)	(68, 0.19615389055733667)	(70, 0.20144472694694088)	(72, 0.20669731213688308)	(74, 0.21262624808448424)	(76, 0.21747371829618864)	(78, 0.2224394194886663)	(80, 0.22788847674959944)	(82, 0.23305238870396172)	(84, 0.23781814044366106)	(86, 0.24317156970543935)	(88, 0.24863975256620344)	(90, 0.24995768026364673)
TS047_RoL_RNA_286_1 - polya	(1, 0.003923135013359925)	(2, 0.0088558711345146)	(3, 0.012854527490583582)	(4, 0.016050272729429965)	(5, 0.019126773742946256)	(6, 0.021483834596971015)	(7, 0.024774975216081466)	(8, 0.029020069637832633)	(9, 0.034930608406694034)	(10, 0.043685121949678066)	(12, 0.04972881677015807)	(14, 0.05619582859055989)	(16, 0.062390566096458)	(18, 0.06853760591222409)	(20, 0.07490723494860634)	(22, 0.08109004803197145)	(24, 0.08750737475848572)	(26, 0.09434801848492183)	(28, 0.10215652784028714)	(30, 0.10939067751031253)	(32, 0.11699249687510571)	(34, 0.12345354648424102)	(36, 0.12964629658638366)	(38, 0.1357615379420617)	(40, 0.1420854566920674)	(42, 0.14931761895833728)	(44, 0.15550639425296892)	(46, 0.1619237209794832)	(48, 0.16906843748051104)	(50, 0.17658082367630662)	(52, 0.1830140496328649)	(54, 0.1896976884626164)	(56, 0.1973551551325636)	(58, 0.20371882195767935)	(60, 0.21099271970281477)	(62, 0.2177101443964098)	(64, 0.22396052920746196)	(66, 0.22970611346461672)	(68, 0.23619299932257354)	(70, 0.24185511262199727)	(72, 0.24694485363983656)	(74, 0.2524658612726197)	(76, 0.25785768766129524)	(78, 0.2632336148199267)	(80, 0.2682995069927)	(82, 0.273637673479977)	(84, 0.27861214507999715)	(86, 0.28360847812132794)	(88, 0.28809802320500577)	(90, 0.2891990448855536)
TS047_RoL_RNA_286_2 - polya	(1, 0.014281483387033646)	(2, 0.018252316090525605)	(3, 0.019874037555014813)	(4, 0.022517284549831783)	(5, 0.02453648676542129)	(6, 0.02648414244581274)	(7, 0.02881735445477148)	(8, 0.03648475814349619)	(9, 0.04355991551308147)	(10, 0.05111801199525361)	(12, 0.05589970543099017)	(14, 0.06179235756605206)	(16, 0.06632363812859543)	(18, 0.07172738893980396)	(20, 0.07850443574606401)	(22, 0.08471109767449514)	(24, 0.09059381279077952)	(26, 0.09746625497730366)	(28, 0.10339269297620907)	(30, 0.10957550605957417)	(32, 0.11742177608629403)	(34, 0.12444923576574726)	(36, 0.1313375771823154)	(38, 0.13757206276332354)	(40, 0.14330771000170084)	(42, 0.1504921745778387)	(44, 0.1572175488864557)	(46, 0.1632314326506032)	(48, 0.16923736679972864)	(50, 0.17544005392064876)	(52, 0.18264836734185264)	(54, 0.18828663179621036)	(56, 0.19396861913318908)	(58, 0.1990881712073609)	(60, 0.2043031186617968)	(62, 0.20963532293780726)	(64, 0.21538090719496206)	(66, 0.22128150894504595)	(68, 0.22694560964822516)	(70, 0.23327747801325288)	(72, 0.23868321622821692)	(74, 0.24430558145253062)	(76, 0.2489998291230251)	(78, 0.2544711516619207)	(80, 0.2601610886139214)	(82, 0.26542572116224483)	(84, 0.2705313614101281)	(86, 0.27604044462037824)	(88, 0.2810308154504425)	(90, 0.2821835096286333)
TS047_RoL_RNA_288_1 - polya	(1, 0.0031882351553493855)	(2, 0.007637750152375451)	(3, 0.011452732389545656)	(4, 0.014769431232473222)	(5, 0.017953773548805087)	(6, 0.020449083359035804)	(7, 0.02383585330427874)	(8, 0.028534509998426126)	(9, 0.03329155927783632)	(10, 0.04068211415259921)	(12, 0.046716014629756164)	(14, 0.052950396316315436)	(16, 0.05829526428737125)	(18, 0.0636771142290935)	(20, 0.06938596264828747)	(22, 0.07524857820867353)	(24, 0.08124355029565528)	(26, 0.08787110872298415)	(28, 0.09411911534610473)	(30, 0.1005637103396101)	(32, 0.1065508967485568)	(34, 0.11233565552859245)	(36, 0.11812819998666313)	(38, 0.12372999533287529)	(40, 0.13006559083389013)	(42, 0.13624352635469533)	(44, 0.14197962464701197)	(46, 0.14803104289974778)	(48, 0.15423622829367561)	(50, 0.160680823287181)	(52, 0.16608992310202592)	(54, 0.17200314556963972)	(56, 0.17801368901269154)	(58, 0.18388409025111263)	(60, 0.19046104177121373)	(62, 0.19788857861664305)	(64, 0.2035662843236969)	(66, 0.20871261750485914)	(68, 0.21471732168938468)	(70, 0.22077847203966428)	(72, 0.2261291792692464)	(74, 0.23124047689925095)	(76, 0.2365678270947279)	(78, 0.2417861777977143)	(80, 0.24656074485270335)	(82, 0.2515027039854458)	(84, 0.25624028906976837)	(86, 0.260709268261882)	(88, 0.26499528402017225)	(90, 0.2660015829062013)
TS047_RoL_RNA_288_2 - polya	(1, 0.010121381445553605)	(2, 0.013539294102936706)	(3, 0.015034144285664625)	(4, 0.016902707014074522)	(5, 0.018522128045363098)	(6, 0.02011429920352903)	(7, 0.021924469346676117)	(8, 0.02711751659604862)	(9, 0.033069667453837645)	(10, 0.0390101397945741)	(12, 0.04262074798332448)	(14, 0.04724349431663021)	(16, 0.051634616728393465)	(18, 0.05635857687615474)	(20, 0.06132389304300229)	(22, 0.06663372546290042)	(24, 0.07145111374708217)	(26, 0.07684074936683946)	(28, 0.08178076208007312)	(30, 0.08650861506685192)	(32, 0.09293569228477846)	(34, 0.09859977305527096)	(36, 0.10475240512246228)	(38, 0.11073764511190023)	(40, 0.11507426777741821)	(42, 0.12042692142650906)	(44, 0.12587884247054668)	(46, 0.13115363933928711)	(48, 0.13529756647343782)	(50, 0.14038745348884601)	(52, 0.14641940754649424)	(54, 0.15119397460148326)	(56, 0.15608727324650667)	(58, 0.16052705614598894)	(60, 0.16517315951339978)	(62, 0.17036036750424602)	(64, 0.17564100363151275)	(66, 0.1808262652028502)	(68, 0.1860446159058366)	(70, 0.19160164360334725)	(72, 0.1959947124346193)	(74, 0.20085881478701129)	(76, 0.2054932396373696)	(78, 0.2103612348287791)	(80, 0.2149567312889622)	(82, 0.21911428335967423)	(84, 0.22388885041466328)	(86, 0.22921036135161393)	(88, 0.23404526741137455)	(90, 0.23532990428715636)
TS047_RoL_RNA_289_1 - polya	(1, 0.0026869778011125406)	(2, 0.005812444004124428)	(3, 0.00867415778494122)	(4, 0.011153430553575122)	(5, 0.013286528268077961)	(6, 0.01557128362534298)	(7, 0.018403325258662825)	(8, 0.02188485723163809)	(9, 0.026688448220866277)	(10, 0.03475267852948134)	(12, 0.03977221681438176)	(14, 0.044945061194683084)	(16, 0.04993492733208656)	(18, 0.05514074076516226)	(20, 0.06087900440054432)	(22, 0.06628757750818251)	(24, 0.07212474830188773)	(26, 0.07786630884254722)	(28, 0.08396723205844753)	(30, 0.0899362790632503)	(32, 0.09554926029808969)	(34, 0.10066935419395198)	(36, 0.10588011298494386)	(38, 0.11116834904995554)	(40, 0.11670714991605255)	(42, 0.1223003497192273)	(44, 0.12728527049871463)	(46, 0.1323015118783376)	(48, 0.13747600471127763)	(50, 0.142983484977239)	(52, 0.1486920764651241)	(54, 0.1546215606065976)	(56, 0.16079171883332413)	(58, 0.16633546505733732)	(60, 0.17163853719609745)	(62, 0.17708502471442616)	(64, 0.18284801513938903)	(66, 0.18764666077070108)	(68, 0.19262828464491094)	(70, 0.19770551877216652)	(72, 0.20231624080266458)	(74, 0.2069450958121885)	(76, 0.2116909909590615)	(78, 0.21592586578793152)	(80, 0.22003545821625886)	(82, 0.22430330209790325)	(84, 0.2281837596094486)	(86, 0.23177408945657935)	(88, 0.23539903680912322)	(90, 0.23632876409736092)
TS047_RoL_RNA_289_2 - polya	(1, 0.010494049498087382)	(2, 0.014011847429114476)	(3, 0.015673487688943583)	(4, 0.017361503190992195)	(5, 0.018944017724162772)	(6, 0.020533126067888225)	(7, 0.022072780832452097)	(8, 0.026299413398128513)	(9, 0.03155138350508836)	(10, 0.03731931928796737)	(12, 0.04130362931575204)	(14, 0.04622590889496801)	(16, 0.05057287850327094)	(18, 0.05557758071442289)	(20, 0.06071251068403367)	(22, 0.06587711280114139)	(24, 0.07093291704409363)	(26, 0.07631016955159615)	(28, 0.08142202118426486)	(30, 0.08667728819650214)	(32, 0.09293975977099697)	(34, 0.09895496344968387)	(36, 0.10482015793824731)	(38, 0.1112161541764784)	(40, 0.11593072872321573)	(42, 0.12188658810690875)	(44, 0.1276495785318716)	(46, 0.13241030975249307)	(48, 0.13695014831952618)	(50, 0.14213618032093725)	(52, 0.14771454405036352)	(54, 0.15235823513363594)	(56, 0.15761679905115067)	(58, 0.16230994371358465)	(60, 0.1670080337339348)	(62, 0.17175392888080782)	(64, 0.17735372249453743)	(66, 0.18248205865359335)	(68, 0.1875131361069648)	(70, 0.19273213716115026)	(72, 0.19768244043522445)	(74, 0.20297397340551357)	(76, 0.20799021478513657)	(78, 0.21332790442930982)	(80, 0.2185304209571081)	(82, 0.2231905965667677)	(84, 0.22759031665950963)	(86, 0.2324680880174802)	(88, 0.2371200213639462)	(90, 0.2383200948849339)
TS047_RoL_RNA_291_1 - polya	(1, 0.0034412544764221035)	(2, 0.0076560933890271595)	(3, 0.011352550978416835)	(4, 0.014183710512900837)	(5, 0.017026832693305193)	(6, 0.019040544756564942)	(7, 0.02220665837681888)	(8, 0.026385609351662873)	(9, 0.031262381338527566)	(10, 0.03938701169276863)	(12, 0.04553182414719095)	(14, 0.051790281737856644)	(16, 0.05758020236330842)	(18, 0.06301523115978969)	(20, 0.0684821603453919)	(22, 0.07399095879171534)	(24, 0.07963334011748274)	(26, 0.08567447630726199)	(28, 0.09203062883961058)	(30, 0.09794416347290605)	(32, 0.10432224752277529)	(34, 0.10994469110534211)	(36, 0.11587218215887797)	(38, 0.12171194714233124)	(40, 0.12790461018043497)	(42, 0.1343126008451051)	(44, 0.13973965454430615)	(46, 0.1451846522123877)	(48, 0.1508609277015961)	(50, 0.15667676739320868)	(52, 0.16239291836881825)	(54, 0.16805124988914616)	(56, 0.17418808724628823)	(58, 0.17967296040077096)	(60, 0.1852316032050959)	(62, 0.19057093083421434)	(64, 0.19616745535062036)	(66, 0.2012376234465308)	(68, 0.20676835341037492)	(70, 0.21237484679838126)	(72, 0.21778196275438166)	(74, 0.2233505744303069)	(76, 0.22908666314911708)	(78, 0.23373614486349503)	(80, 0.23842350828995412)	(82, 0.24294738222216833)	(84, 0.2474353682166215)	(86, 0.251865534755793)	(88, 0.25631962658680507)	(90, 0.25733645149003526)
TS047_RoL_RNA_291_2 - polya	(1, 0.011504077826741331)	(2, 0.015136734637889114)	(3, 0.01686334319906034)	(4, 0.01859792685751181)	(5, 0.02000951907611369)	(6, 0.021456999232476636)	(7, 0.023044043591243724)	(8, 0.028626611687409362)	(9, 0.0341653167485337)	(10, 0.03993928717942501)	(12, 0.04380920313465984)	(14, 0.048955134654732516)	(16, 0.05330953776974172)	(18, 0.05832986150765067)	(20, 0.06364725761924844)	(22, 0.06879717668796123)	(24, 0.07407669108747789)	(26, 0.07937414945587506)	(28, 0.08495073622908053)	(30, 0.0910197852593406)	(32, 0.09694927008719653)	(34, 0.1025099066658415)	(36, 0.10823802028737146)	(38, 0.113884389161779)	(40, 0.11893461951448883)	(42, 0.12446335570401287)	(44, 0.12938997204887906)	(46, 0.13366661796540596)	(48, 0.13829815571090337)	(50, 0.1435836514333802)	(52, 0.148936935482739)	(54, 0.15382965766416418)	(56, 0.1589018195343947)	(58, 0.1639919253735057)	(60, 0.16872514560932614)	(62, 0.17395880319948143)	(64, 0.1792462926962783)	(66, 0.18421278452754566)	(68, 0.18899784289568766)	(70, 0.19405604834567772)	(72, 0.19945518920439792)	(74, 0.20464697753383196)	(76, 0.20949982422885594)	(78, 0.21413534952299348)	(80, 0.21905997209353958)	(82, 0.22370347248495737)	(84, 0.22834697287637515)	(86, 0.2335088545910083)	(88, 0.23831385070235087)	(90, 0.23940843280406335)
TS047_RoL_RNA_317_1 - polya	(1, 0.0026939819051318616)	(2, 0.00643869575566706)	(3, 0.009713345314837607)	(4, 0.012893191991716124)	(5, 0.01672480848435235)	(6, 0.019260785585664162)	(7, 0.022215475417099107)	(8, 0.02769034186946386)	(9, 0.032489737785497894)	(10, 0.04064081060256475)	(12, 0.04646328762333361)	(14, 0.05291975891943043)	(16, 0.058256371168452635)	(18, 0.0641262496303675)	(20, 0.06982429786812809)	(22, 0.07592130823553428)	(24, 0.08092413533648662)	(26, 0.08710014810580285)	(28, 0.09298582704809974)	(30, 0.09931194438104501)	(32, 0.10455177868772744)	(34, 0.11056781159317586)	(36, 0.11649891691657102)	(38, 0.12284280978994605)	(40, 0.1300221530635196)	(42, 0.13750960570454224)	(44, 0.14370931919443147)	(46, 0.14937971659152355)	(48, 0.1551942933721014)	(50, 0.1613466054208446)	(52, 0.1677438249155089)	(54, 0.17414499453026872)	(56, 0.180455311382832)	(58, 0.18635481574546311)	(60, 0.19296731678533224)	(62, 0.20005185717661372)	(64, 0.20664460761600534)	(66, 0.21190221746311755)	(68, 0.21733363259443178)	(70, 0.2239974851955424)	(72, 0.22907733963835702)	(74, 0.2341591691412194)	(76, 0.24027000492895983)	(78, 0.24592657690571768)	(80, 0.2507397982420859)	(82, 0.2560764104911082)	(84, 0.261130589153302)	(86, 0.2655724992006932)	(88, 0.27029881789496046)	(90, 0.2712428965977853)
TS047_RoL_RNA_317_2 - polya	(1, 0.011905661967840809)	(2, 0.015559523056179476)	(3, 0.017305476138391035)	(4, 0.019316087267001177)	(5, 0.020935636506156697)	(6, 0.022705290308941264)	(7, 0.02435644050886079)	(8, 0.029215088226327346)	(9, 0.034448997352866516)	(10, 0.04039787821669142)	(12, 0.04447835227534423)	(14, 0.05001049546909375)	(16, 0.05498172160928208)	(18, 0.06010502737314723)	(20, 0.065666796467613)	(22, 0.07109426147883174)	(24, 0.07648617540919098)	(26, 0.08218619870699928)	(28, 0.08780129442275433)	(30, 0.0933156620760741)	(32, 0.09992026287575222)	(34, 0.10604294902377917)	(36, 0.1120668821694186)	(38, 0.11829424649997633)	(40, 0.12356568176742277)	(42, 0.1294572858898629)	(44, 0.13532518929173004)	(46, 0.14142614977923174)	(48, 0.14674696154787192)	(50, 0.15256746350859307)	(52, 0.1585104191922747)	(54, 0.16389245782239517)	(56, 0.16863852711713995)	(58, 0.17324041702839893)	(60, 0.1784940767554156)	(62, 0.18388994080587032)	(64, 0.19024963415962737)	(66, 0.19560204688903154)	(68, 0.20088928263686)	(70, 0.2066465826760531)	(72, 0.21199702034540957)	(74, 0.21747978703796533)	(76, 0.2225418659403502)	(78, 0.22800883215252393)	(80, 0.23350542426541393)	(82, 0.23892301397639393)	(84, 0.24376981133357398)	(86, 0.2491538250237422)	(88, 0.2547511451990675)	(90, 0.256260091075549)
TS047_RoL_RNA_318_1 - polya	(1, 0.0024854885777223306)	(2, 0.005804456783763578)	(3, 0.009321516560660891)	(4, 0.012655435073936558)	(5, 0.015959452972743385)	(6, 0.01831412636216454)	(7, 0.02150601695671322)	(8, 0.026177987967469476)	(9, 0.03096582385929249)	(10, 0.03876427787044684)	(12, 0.04472384409176752)	(14, 0.05050026904946657)	(16, 0.05568989444821462)	(18, 0.06090755167302721)	(20, 0.06648588505987019)	(22, 0.07189415870192163)	(24, 0.07720712413535366)	(26, 0.08384319175903185)	(28, 0.09017651566121304)	(30, 0.09623886524477035)	(32, 0.10160789433033145)	(34, 0.10697318583908394)	(36, 0.11300937238498102)	(38, 0.11938380963205686)	(40, 0.12542186496635827)	(42, 0.13118147082841858)	(44, 0.13706254793675854)	(46, 0.14276609014668978)	(48, 0.1485238272203458)	(50, 0.15482911929646245)	(52, 0.16098303951183063)	(54, 0.16720049853294505)	(56, 0.17373378279438662)	(58, 0.1798690151257117)	(60, 0.1867181246274804)	(62, 0.19358965959010072)	(64, 0.19952680035056974)	(66, 0.2048621912448534)	(68, 0.21039006734478022)	(70, 0.21579647219842735)	(72, 0.22072259843216877)	(74, 0.22588979837006518)	(76, 0.23168117363499863)	(78, 0.23658487440788842)	(80, 0.24115779963321665)	(82, 0.24615867740313013)	(84, 0.25068675170675514)	(86, 0.2548092989266464)	(88, 0.2589916473754754)	(90, 0.25991482884720085)
TS047_RoL_RNA_318_2 - polya	(1, 0.01105948977666222)	(2, 0.015219412764639593)	(3, 0.016834045945956957)	(4, 0.01868788404302504)	(5, 0.02038848149094032)	(6, 0.022040490440343733)	(7, 0.023827052154856927)	(8, 0.02879802931030159)	(9, 0.03437449390874026)	(10, 0.040541495642938526)	(12, 0.04475000712942776)	(14, 0.04981068612827894)	(16, 0.054620947480953586)	(18, 0.05992083139555549)	(20, 0.06565988058516847)	(22, 0.07111300514892319)	(24, 0.07631384327809705)	(26, 0.08182863785919375)	(28, 0.08687997291602342)	(30, 0.09213687469732636)	(32, 0.09900840965994667)	(34, 0.104867061307435)	(36, 0.11063974868832546)	(38, 0.11720106477583153)	(40, 0.12199263824446316)	(42, 0.12791856627450643)	(44, 0.13346699904688053)	(46, 0.138208115228596)	(48, 0.1429249371610555)	(50, 0.1485107457015157)	(52, 0.15407412878112425)	(54, 0.15882458890486123)	(56, 0.1637395024081768)	(58, 0.16882634444468822)	(60, 0.17405521439992663)	(62, 0.1794018180246361)	(64, 0.18474842164934555)	(66, 0.18984460762787847)	(68, 0.19515009790769328)	(70, 0.20080692040751696)	(72, 0.20563213206742603)	(74, 0.21064796014457396)	(76, 0.21518350960181615)	(78, 0.2203787413657771)	(80, 0.22563564314708004)	(82, 0.23037862811719978)	(84, 0.2350879748960421)	(86, 0.23999728203414478)	(88, 0.24504301072576157)	(90, 0.2462764110726012)
TS047_RoL_RNA_319_1 - polya	(1, 0.0029119777742751744)	(2, 0.007334407860393831)	(3, 0.011364701288630045)	(4, 0.014498163656709192)	(5, 0.017094253567690176)	(6, 0.01962861826400448)	(7, 0.02272940257726009)	(8, 0.027137309083457174)	(9, 0.03287412315247809)	(10, 0.04199493134322527)	(12, 0.047996800745814874)	(14, 0.054142090500130004)	(16, 0.05923986705260176)	(18, 0.06462811520350495)	(20, 0.07039216098487881)	(22, 0.07637406046507625)	(24, 0.08298410477688167)	(26, 0.08957054827131455)	(28, 0.0961769616881396)	(30, 0.102389422999592)	(32, 0.10905756163108371)	(34, 0.11513567982826158)	(36, 0.12088701747720407)	(38, 0.1264695185095583)	(40, 0.1322499033183439)	(42, 0.1383679613603061)	(44, 0.1438397200957583)	(46, 0.1497544480188185)	(48, 0.15629005898352588)	(50, 0.1627566829436058)	(52, 0.16903631581219544)	(54, 0.17471140466654966)	(56, 0.18082220091855106)	(58, 0.18633934584125822)	(60, 0.19258993155000476)	(62, 0.1985573074502806)	(64, 0.2043649239714192)	(66, 0.20997465671612636)	(68, 0.21588030740173555)	(70, 0.2214864092514623)	(72, 0.22645165813714974)	(74, 0.2312317313788371)	(76, 0.23607534528268131)	(78, 0.24110776572550602)	(80, 0.24625092846523267)	(82, 0.2515520351366064)	(84, 0.2563121384559016)	(86, 0.26034243188413786)	(88, 0.2643926952347663)	(90, 0.26542205396170765)
TS047_RoL_RNA_319_2 - polya	(1, 0.009026404921256961)	(2, 0.012559265737179337)	(3, 0.0141314432636895)	(4, 0.015656419155454553)	(5, 0.017261274736788252)	(6, 0.01874994167874938)	(7, 0.020387475314906613)	(8, 0.025020497309888062)	(9, 0.030201784446908853)	(10, 0.03612558960742001)	(12, 0.04015043669318563)	(14, 0.04534987830510839)	(16, 0.049852188080795695)	(18, 0.054514257235620284)	(20, 0.05986256554173915)	(22, 0.0652235819802894)	(24, 0.0701416292312317)	(26, 0.07589478232766439)	(28, 0.08117228818166558)	(30, 0.08638625337350991)	(32, 0.09282564562123688)	(34, 0.09824294093198321)	(36, 0.10413406803767083)	(38, 0.10971112272755446)	(40, 0.11422250974069273)	(42, 0.12012271408383134)	(44, 0.12549099231234237)	(46, 0.13022023302430424)	(48, 0.13476611353975626)	(50, 0.13995647791422802)	(52, 0.1459184074720333)	(54, 0.15053872133458338)	(56, 0.1549230270234079)	(58, 0.15955786446587955)	(60, 0.16441963284462577)	(62, 0.16929047846082296)	(64, 0.17461881684454966)	(66, 0.17937165837388408)	(68, 0.1840210193962773)	(70, 0.18937840493984714)	(72, 0.19396785619506388)	(74, 0.19849921313059432)	(76, 0.20314675870549737)	(78, 0.2081809945958122)	(80, 0.21323520040851926)	(82, 0.21769938578691245)	(84, 0.22187128411938395)	(86, 0.22658418580393408)	(88, 0.2312825639085626)	(90, 0.23249709827950404)
TS047_RoL_RNA_322_1 - polya	(1, 0.004631818510753083)	(2, 0.00898344486364881)	(3, 0.01344922357715309)	(4, 0.017237006451891423)	(5, 0.02040214008694674)	(6, 0.02292041034522026)	(7, 0.026445296874314652)	(8, 0.03130542010628484)	(9, 0.03675706011595389)	(10, 0.044794424051528794)	(12, 0.05041383343966799)	(14, 0.056662810392375564)	(16, 0.06198992055410801)	(18, 0.06804345482880397)	(20, 0.07402434669220359)	(22, 0.080444552185824)	(24, 0.08647041316097848)	(26, 0.09294423567246049)	(28, 0.0998452647456139)	(30, 0.10687774199158925)	(32, 0.11297797495926144)	(34, 0.11912144745746718)	(36, 0.12483771339400151)	(38, 0.13057127514274924)	(40, 0.13715752043361845)	(42, 0.14380084190479195)	(44, 0.15045972960695753)	(46, 0.15664471205447544)	(48, 0.16344023667312702)	(50, 0.1700385890325456)	(52, 0.17592781309121408)	(54, 0.18140020807553925)	(56, 0.18773393450809256)	(58, 0.19313195749990003)	(60, 0.19905231402055268)	(62, 0.206003500949125)	(64, 0.2117266852105447)	(66, 0.21695866840510336)	(68, 0.22247084375751935)	(70, 0.2280297178029116)	(72, 0.2330230187889251)	(74, 0.23844525591783133)	(76, 0.24481703313725417)	(78, 0.2500922558623464)	(80, 0.25477769139096107)	(82, 0.2599093588746819)	(84, 0.264890552792146)	(86, 0.2694964275845789)	(88, 0.2739414513234271)	(90, 0.2751175665539395)
TS047_RoL_RNA_322_2 - polya	(1, 0.011871845503289456)	(2, 0.01528603883421798)	(3, 0.017012160893117)	(4, 0.01941627879078197)	(5, 0.020924473615791934)	(6, 0.02262638153759217)	(7, 0.024560053343052196)	(8, 0.030689689191487193)	(9, 0.03724480202037225)	(10, 0.043678844163763386)	(12, 0.0478471349071969)	(14, 0.053559941681288546)	(16, 0.058177923542270894)	(18, 0.0634289321302643)	(20, 0.06930777870160476)	(22, 0.07538552711339952)	(24, 0.08056043412765389)	(26, 0.08666412625776876)	(28, 0.09196183353873841)	(30, 0.09790813377771118)	(32, 0.10541451627833417)	(34, 0.11146286180936611)	(36, 0.11769627253108161)	(38, 0.12410955969981666)	(40, 0.1292827371328497)	(42, 0.13552306617945054)	(44, 0.14157833003536785)	(46, 0.14712336743098936)	(48, 0.15222390245272605)	(50, 0.1582272788720031)	(52, 0.16432232309601127)	(54, 0.16946955681072418)	(56, 0.1747361316297097)	(58, 0.1798314779077823)	(60, 0.1852675516864593)	(62, 0.19050299404346066)	(64, 0.19655825789937792)	(66, 0.20222609556171472)	(68, 0.2077866991883283)	(70, 0.21322969129189062)	(72, 0.21835962919439011)	(74, 0.22368155061245854)	(76, 0.22864025997404522)	(78, 0.23442570915943323)	(80, 0.23962828947322906)	(82, 0.24483778811191026)	(84, 0.249806874960825)	(86, 0.25499734820607145)	(88, 0.26054238560169296)	(90, 0.26177903617495224)
