Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_20_2 - illumina_universal_adapter	(1, 0.00012660997775251675)	(2, 0.00014067775305835195)	(3, 0.00032004188820775064)	(4, 0.0010586000917640983)	(5, 0.001536904452162495)	(6, 0.0017725396885352343)	(7, 0.00199059020577568)	(8, 0.0022965643186775952)	(9, 0.002493513172959288)	(10, 0.002947198926572473)	(12, 0.0032004188820775065)	(14, 0.0034606727252354573)	(16, 0.003694549489694968)	(18, 0.0038967737597163485)	(20, 0.0040374515127747)	(22, 0.004114824276956794)	(24, 0.004232641895143163)	(26, 0.004357493400982451)	(28, 0.004480586434908509)	(30, 0.00459488710926842)	(32, 0.00471270472745479)	(34, 0.004923721357042318)	(36, 0.005176941312547352)	(38, 0.005440712099531762)	(40, 0.0058803300778391115)	(42, 0.006494036775556171)	(44, 0.007320518574773989)	(46, 0.008389669498017463)	(48, 0.009928332422093188)	(50, 0.01223544757225016)	(52, 0.015318048836141296)	(54, 0.01966850834947083)	(56, 0.025923392944827803)	(58, 0.03479664221898335)	(60, 0.04777416493861632)	(62, 0.06616250573525614)	(64, 0.09201555980355478)	(66, 0.12737139609094505)	(68, 0.17590170395225002)	(70, 0.24149446478761988)	(72, 0.3291771497969774)	(74, 0.4473200852872946)	(76, 0.5980773993522774)	(78, 0.7838968848951413)	(80, 1.011975967456734)	(82, 1.2903649314558199)	(84, 1.6297939725069246)	(86, 2.029937773306101)	(88, 2.487078924228782)	(90, 2.8600455416089976)
TS047_RoL_RNA_20_2 - polya	(1, 0.011475787705735058)	(2, 0.015678535578353324)	(3, 0.017320948345309582)	(4, 0.019153276078894617)	(5, 0.021175518779108424)	(6, 0.022926956804684907)	(7, 0.024484962919806154)	(8, 0.029521226479295153)	(9, 0.03464541363444562)	(10, 0.041042734454774174)	(12, 0.044909614191965624)	(14, 0.050287021302621124)	(16, 0.05529866625532491)	(18, 0.06051781089378977)	(20, 0.06574047247608109)	(22, 0.07111612111482335)	(24, 0.07620162188788279)	(26, 0.08231407025826817)	(28, 0.0878356720658085)	(30, 0.09320428681689785)	(32, 0.09976514552515674)	(34, 0.10648426670560626)	(36, 0.11279542240218658)	(38, 0.11883929036795603)	(40, 0.12384741837683336)	(42, 0.13036255681534828)	(44, 0.13623409453362123)	(46, 0.14134421391346585)	(48, 0.14680075226021672)	(50, 0.15272504413588656)	(52, 0.15909247093369022)	(54, 0.16405663714473678)	(56, 0.16895222295116744)	(58, 0.17414499051093385)	(60, 0.17940106305957654)	(62, 0.18526732536210982)	(64, 0.1914096677550201)	(66, 0.19693478650638688)	(68, 0.20228757501025718)	(70, 0.20784434625606207)	(72, 0.21316020684975454)	(74, 0.21881896946652674)	(76, 0.2236916951380854)	(78, 0.2289600769901207)	(80, 0.23457311933714894)	(82, 0.23978523008796088)	(84, 0.24489886641163197)	(86, 0.2500705323084396)	(88, 0.25566423146442235)	(90, 0.2599935893147931)
TS047_RoL_RNA_229_1 - illumina_universal_adapter	(1, 0.0001316089695253197)	(2, 0.0001316089695253197)	(3, 0.00027707151479014675)	(4, 0.0009039458170028537)	(5, 0.0013195530891880738)	(6, 0.0015896978161084668)	(7, 0.001877159512703244)	(8, 0.0020607193912517163)	(9, 0.002289303390953587)	(10, 0.002623520905669202)	(12, 0.0028174709660223046)	(14, 0.002966396905222008)	(16, 0.0031395666019658503)	(18, 0.0033040778138724997)	(20, 0.003385467571342105)	(22, 0.0034859059954535335)	(24, 0.0035898078134998382)	(26, 0.00368678284367639)	(28, 0.003783757873852941)	(30, 0.003946537388792153)	(32, 0.0041387557521778175)	(34, 0.004315388842856535)	(36, 0.00458380187280949)	(38, 0.0048972390239158435)	(40, 0.005312846296101063)	(42, 0.005872184416583673)	(44, 0.006755349869977265)	(46, 0.00799697659563061)	(48, 0.009650747199534298)	(50, 0.01210975689329685)	(52, 0.015839832161159202)	(54, 0.020875606942470117)	(56, 0.02813488062997196)	(58, 0.03856489146485355)	(60, 0.05335358356677763)	(62, 0.0747140656601305)	(64, 0.10526985865058137)	(66, 0.1477639705345527)	(68, 0.20395926882489676)	(70, 0.27996691211970376)	(72, 0.38162445089620856)	(74, 0.5195350656860367)	(76, 0.6953386735173522)	(78, 0.9157629171086534)	(80, 1.179661413067496)	(82, 1.5025709465857378)	(84, 1.8998412795827524)	(86, 2.3776389849595887)	(88, 2.9213935644322184)	(90, 3.36143854422193)
TS047_RoL_RNA_229_1 - polya	(1, 0.002462473087697429)	(2, 0.005125823023617714)	(3, 0.007612539868859281)	(4, 0.009673259260110997)	(5, 0.011262957076219465)	(6, 0.013063921922355419)	(7, 0.01508654398032349)	(8, 0.017805308219201805)	(9, 0.02158733439608731)	(10, 0.027379860752168812)	(12, 0.03107530208068239)	(14, 0.03493352292413519)	(16, 0.03884542637357857)	(18, 0.04238328327805526)	(20, 0.046040627273285194)	(22, 0.04987114096525897)	(24, 0.053905994899390484)	(26, 0.057883702833596534)	(28, 0.06242940737312237)	(30, 0.06712750124578279)	(32, 0.07154506020971821)	(34, 0.07610288662801612)	(36, 0.08022086201658468)	(38, 0.08430247176883701)	(40, 0.0885607146117681)	(42, 0.09292805436364777)	(44, 0.09706854181279304)	(46, 0.10088693362599474)	(48, 0.10470532543919644)	(50, 0.10917656700912244)	(52, 0.11344173663992327)	(54, 0.11808268451265821)	(56, 0.12210368487105022)	(58, 0.1258839793509683)	(60, 0.12944608001298913)	(62, 0.13286964491761485)	(64, 0.1367070853974584)	(66, 0.1402536007867723)	(68, 0.14380184787305358)	(70, 0.14731892441392103)	(72, 0.15077365986396066)	(74, 0.15419376137465152)	(76, 0.15766061870346326)	(78, 0.16076208797214545)	(80, 0.16384104518025094)	(82, 0.16726287838790926)	(84, 0.1707886134136139)	(86, 0.1737740589854777)	(88, 0.17684955279964834)	(90, 0.17900551552410918)
TS047_RoL_RNA_229_2 - illumina_universal_adapter	(1, 0.0001316089695253197)	(2, 0.0001316089695253197)	(3, 0.0002736081208552699)	(4, 0.0009074092109377306)	(5, 0.0013195530891880738)	(6, 0.0015619906646294522)	(7, 0.0018425255733544757)	(8, 0.0020226220579680713)	(9, 0.0022442792698001883)	(10, 0.002575033390580926)	(12, 0.002777641935771221)	(14, 0.0029421531476778702)	(16, 0.003120517935324027)	(18, 0.0032694438745237316)	(20, 0.0033560287228956522)	(22, 0.003454735450039642)	(24, 0.0035898078134998382)	(26, 0.003700636419415897)	(28, 0.003802806540494764)	(30, 0.003953464176661906)	(32, 0.00414568254004757)	(34, 0.004330974115563481)	(36, 0.004592460357646682)	(38, 0.00491109259965535)	(40, 0.005345748538482393)	(42, 0.005908550052899879)	(44, 0.0067813253244888416)	(46, 0.008052390898588639)	(48, 0.009730405260036466)	(50, 0.012194610044701333)	(52, 0.015900441555019545)	(54, 0.02092755785149327)	(56, 0.028174709660223046)	(58, 0.03861511067690926)	(60, 0.053428046536377484)	(62, 0.07487511347810227)	(64, 0.10556078374111103)	(66, 0.14806528580688696)	(68, 0.2041514871882824)	(70, 0.2802699590890055)	(72, 0.38202793628962173)	(74, 0.5198848684734593)	(76, 0.6950841140631387)	(78, 0.9157352099571745)	(80, 1.1791349771893949)	(82, 1.5012513934965497)	(84, 1.8976783900704217)	(86, 2.3735833506618476)	(88, 2.9156772327427047)	(90, 3.3566763775614743)
TS047_RoL_RNA_229_2 - polya	(1, 0.007609076474924405)	(2, 0.010092329926231094)	(3, 0.011249103500479958)	(4, 0.012385096711119559)	(5, 0.013760064103265662)	(6, 0.014573961677961718)	(7, 0.015439810161680926)	(8, 0.018262476218605547)	(9, 0.021382994153929573)	(10, 0.02545421372437729)	(12, 0.02835826953877152)	(14, 0.03200349165522939)	(16, 0.034950839893809565)	(18, 0.038467916434676994)	(20, 0.04211140685416742)	(22, 0.045801653091778693)	(24, 0.04952306987480385)	(26, 0.05349038762720527)	(28, 0.056868928410677616)	(30, 0.060623247436084104)	(32, 0.06463732100660635)	(34, 0.06834488421389201)	(36, 0.07244554263278619)	(38, 0.07651503050626646)	(40, 0.07984681547161797)	(42, 0.08382279170885658)	(44, 0.08777106079461616)	(46, 0.09101626091159576)	(48, 0.09429263157398925)	(50, 0.09794478047831687)	(52, 0.10215107241222479)	(54, 0.10571490477121305)	(56, 0.1092285179181456)	(58, 0.11281313064074311)	(60, 0.11671637560534931)	(62, 0.12052091384281152)	(64, 0.12401374662613479)	(66, 0.12724855656130976)	(68, 0.13050068346615912)	(70, 0.13415283237048675)	(72, 0.1378292250323585)	(74, 0.14124759484608193)	(76, 0.14471791556882851)	(78, 0.14836140598831893)	(80, 0.15230101658924133)	(82, 0.15570553282722527)	(84, 0.15902346421683727)	(86, 0.16275353948469962)	(88, 0.1667225889340685)	(90, 0.1694326946881096)
TS047_RoL_RNA_229_2 - polyg	(1, 0.06895617324339777)	(2, 0.0803749830466867)	(3, 0.08203048534755782)	(4, 0.08395266898141446)	(5, 0.0842297404962046)	(6, 0.084499885223125)	(7, 0.08478734691971977)	(8, 0.08507480861631456)	(9, 0.08534841673716982)	(10, 0.08565492710040642)	(12, 0.08609650982710321)	(14, 0.0863753130388608)	(16, 0.08660909212946499)	(18, 0.08709050388641287)	(20, 0.08855032442996347)	(22, 0.08890185891435345)	(24, 0.08919971079275285)	(26, 0.0894940992772174)	(28, 0.08978848776168193)	(30, 0.09015214412484399)	(32, 0.09049848351833167)	(34, 0.09074438448770794)	(36, 0.09099374885101906)	(38, 0.09125004000219995)	(40, 0.09148901418370645)	(42, 0.09167776915315723)	(44, 0.09189942636498935)	(46, 0.09211935187985404)	(48, 0.09229944836446763)	(50, 0.09252456897023462)	(52, 0.09275661636387136)	(54, 0.09300944412111739)	(56, 0.0932761254541029)	(58, 0.09350817284773964)	(60, 0.09371597648383226)	(62, 0.09402075515010141)	(64, 0.09445367939196102)	(66, 0.09487101836111367)	(68, 0.09529874751207096)	(70, 0.09574725702663753)	(72, 0.0961386205412786)	(74, 0.09651959387411504)	(76, 0.0969767618735188)	(78, 0.09767636744836392)	(80, 0.09886431156802666)	(82, 0.10005225568768941)	(84, 0.10099256714100849)	(86, 0.10202985362450409)	(88, 0.10279872707804674)	(90, 0.10333035804705035)
TS047_RoL_RNA_231_1 - illumina_universal_adapter	(1, 0.0001625663492386279)	(2, 0.00016749260224585905)	(3, 0.00023153389133986397)	(4, 0.0008276105052148329)	(5, 0.0012709732758656362)	(6, 0.0016059584803573544)	(7, 0.0017389673115525953)	(8, 0.001990206214921384)	(9, 0.0022069613472395543)	(10, 0.0026823447624373603)	(12, 0.003142949418613473)	(14, 0.003573996556746198)	(16, 0.003832624839625833)	(18, 0.004091253122505469)	(20, 0.004322787013845333)	(22, 0.004455795845040573)	(24, 0.0046503828388262045)	(26, 0.004803096682050369)	(28, 0.004886842983173299)	(30, 0.005049409332411927)	(32, 0.005207049428643324)	(34, 0.005421341434457879)	(36, 0.005734158500417056)	(38, 0.006140574373513626)	(40, 0.006611031535704201)	(42, 0.007381990131335876)	(44, 0.008497786437473731)	(46, 0.01002246174321177)	(48, 0.012054541108694621)	(50, 0.014832947804772987)	(52, 0.01925425987876294)	(54, 0.025040144035755926)	(56, 0.03370542307547551)	(58, 0.04616145380425948)	(60, 0.06382946021469399)	(62, 0.08842377835329548)	(64, 0.12422778520985148)	(66, 0.172298162054413)	(68, 0.23700449530439416)	(70, 0.3239676396410456)	(72, 0.44047352326206224)	(74, 0.5948154931051177)	(76, 0.7944223387051167)	(78, 1.0367939866608893)	(80, 1.3263320440343964)	(82, 1.6806922016035544)	(84, 2.1131014486927793)	(86, 2.620042440654908)	(88, 3.190460665741713)	(90, 3.6485258384925983)
TS047_RoL_RNA_231_1 - polya	(1, 0.002684807888940976)	(2, 0.006246488813169096)	(3, 0.009852506014462296)	(4, 0.012517608891374347)	(5, 0.016098994827631392)	(6, 0.01853256381320358)	(7, 0.021887342111127993)	(8, 0.02676925884129406)	(9, 0.03285810755823176)	(10, 0.04170812108572251)	(12, 0.04842506706108219)	(14, 0.054664166494740436)	(16, 0.06066187953104436)	(18, 0.06624578731474087)	(20, 0.07204398710425193)	(22, 0.0777190305685822)	(24, 0.08377832176747652)	(26, 0.09094601989299785)	(28, 0.09793390978375523)	(30, 0.10485283213241137)	(32, 0.11199343586639293)	(34, 0.11863895117314774)	(36, 0.12545934846165926)	(38, 0.13228713512968165)	(40, 0.13962232585744883)	(42, 0.1474181212413921)	(44, 0.15387643893387215)	(46, 0.15966478621736874)	(48, 0.16581274997039322)	(50, 0.1720272181390153)	(52, 0.17829094883770974)	(54, 0.18533302751154665)	(56, 0.19194898530025808)	(58, 0.19826197852902477)	(60, 0.20498138763088808)	(62, 0.21071061987829792)	(64, 0.21668616477606928)	(66, 0.22261244714376835)	(68, 0.22841064693327942)	(70, 0.2341177110421567)	(72, 0.23980507013900507)	(74, 0.24548503985634257)	(76, 0.25198030444637687)	(78, 0.2577243154528084)	(80, 0.2631210256222301)	(82, 0.2686433552433362)	(84, 0.27416568486444237)	(86, 0.2791485897812566)	(88, 0.2840723796619842)	(90, 0.2876537655982412)
TS047_RoL_RNA_231_2 - illumina_universal_adapter	(1, 0.0001527138432241656)	(2, 0.00015764009623139675)	(3, 0.00022168138532540168)	(4, 0.0008325367582220641)	(5, 0.0012808257818800986)	(6, 0.0016108847333645856)	(7, 0.0017438935645598265)	(8, 0.0020049849739430772)	(9, 0.0022118876002467855)	(10, 0.0026675660034156667)	(12, 0.003123244406584548)	(14, 0.0035592177977245044)	(16, 0.003822772333611371)	(18, 0.004088789996001853)	(20, 0.00431293450783087)	(22, 0.004453332718536958)	(24, 0.004667624724351513)	(26, 0.004810486061561216)	(28, 0.004894232362684146)	(30, 0.005071577470944467)	(32, 0.005273553844240944)	(34, 0.00549277210306273)	(36, 0.005842536066576141)	(38, 0.006256341319183558)	(40, 0.006729261607877748)	(42, 0.007532240848056426)	(44, 0.008618479636150894)	(46, 0.01012837618286724)	(48, 0.012113656144781394)	(50, 0.01488713658785253)	(52, 0.019315838041353332)	(54, 0.02504999654177039)	(56, 0.03372266496100083)	(58, 0.04610480189467632)	(60, 0.06381960770867953)	(62, 0.08839914708825934)	(64, 0.12417605955327556)	(66, 0.1719311562053743)	(68, 0.23632713551589987)	(70, 0.3228690852204331)	(72, 0.43885278602268324)	(74, 0.5927169093240373)	(76, 0.7911291385697826)	(78, 1.0335672909411526)	(80, 1.3214230329126906)	(82, 1.673795447393431)	(84, 2.1034509190516135)	(86, 2.6066725899932823)	(88, 3.1736178067099905)	(90, 3.6318258407980846)
TS047_RoL_RNA_231_2 - polya	(1, 0.018798581475594062)	(2, 0.024774126373365443)	(3, 0.027651058129588436)	(4, 0.0313309691259901)	(5, 0.03493206007427607)	(6, 0.03814890328799801)	(7, 0.041301705212625946)	(8, 0.04920834128923194)	(9, 0.057819431545871984)	(10, 0.06848969555953466)	(12, 0.07677072686469022)	(14, 0.08654933908404405)	(16, 0.09524663876831063)	(18, 0.10550063440286227)	(20, 0.11499352394779669)	(22, 0.1253534340220038)	(24, 0.13504337368722746)	(26, 0.14748462565698972)	(28, 0.15712283966563748)	(30, 0.16678322181281777)	(32, 0.17938704013181866)	(34, 0.19170267264989654)	(36, 0.20170050312807214)	(38, 0.21180424804590323)	(40, 0.22095968925984233)	(42, 0.23129496806901326)	(44, 0.2422780491486351)	(46, 0.25267983237340363)	(48, 0.2622589313459647)	(50, 0.27304496230529723)	(52, 0.28370537381294547)	(54, 0.29345935476726315)	(56, 0.30301628560129157)	(58, 0.31256829018231275)	(60, 0.32262769882307873)	(62, 0.33242601605446154)	(64, 0.34402980501299446)	(66, 0.35353747331695057)	(68, 0.36356978756617686)	(70, 0.3733089897614728)	(72, 0.3819841213072068)	(74, 0.3915804621652931)	(76, 0.400762997770772)	(78, 0.41013519411702926)	(80, 0.4201675083662555)	(82, 0.42967763979671525)	(84, 0.4388035234926109)	(86, 0.4479762065920753)	(88, 0.45770309315485325)	(90, 0.4646146261239985)
TS047_RoL_RNA_231_2 - polyg	(1, 0.0767066855755962)	(2, 0.08616016509647278)	(3, 0.08729320328813595)	(4, 0.08833756892566895)	(5, 0.08873166916624745)	(6, 0.08901739184066684)	(7, 0.08942627084026704)	(8, 0.08985978110490338)	(9, 0.09023417633345295)	(10, 0.09067261285109651)	(12, 0.09124405819993534)	(14, 0.09167756846457167)	(16, 0.09196329113899107)	(18, 0.0926135565359456)	(20, 0.09507175678655394)	(22, 0.09544122576209627)	(24, 0.09588212540624345)	(26, 0.0964584970080895)	(28, 0.09683781848964629)	(30, 0.09725162374225371)	(32, 0.09773193341045874)	(34, 0.09808169737397215)	(36, 0.0984511663495145)	(38, 0.09884526659009299)	(40, 0.09919256742710278)	(42, 0.09948567948103304)	(44, 0.0999068741131513)	(46, 0.10030590060673703)	(48, 0.10068768521479744)	(50, 0.10103991230481446)	(52, 0.10141677065986765)	(54, 0.10175914524387021)	(56, 0.10207935168934024)	(58, 0.10242911565285365)	(60, 0.10272961708629474)	(62, 0.10315327484491663)	(64, 0.10361141637458912)	(66, 0.10403753725971462)	(68, 0.10447597377735819)	(70, 0.10497598845759215)	(72, 0.10541688810173934)	(74, 0.10581591459532506)	(76, 0.10647356937179042)	(78, 0.10719526543734978)	(80, 0.10851796436979136)	(82, 0.10969780196502321)	(84, 0.11076187261458514)	(86, 0.11213876033010625)	(88, 0.1133038191663164)	(90, 0.1141708396955891)
TS047_RoL_RNA_258_1 - illumina_universal_adapter	(1, 0.00010232800765322538)	(2, 0.00011748771249074026)	(3, 0.00029561424433154)	(4, 0.0013113144684450365)	(5, 0.00206929971032078)	(6, 0.002524090855446226)	(7, 0.0029788820005716725)	(8, 0.00328207609732197)	(9, 0.0036648586444692206)	(10, 0.004510012189160675)	(12, 0.005002702596379908)	(14, 0.005400644848364673)	(16, 0.005760687838255651)	(18, 0.0060638819350059495)	(20, 0.006276117802731157)	(22, 0.006439084629734442)	(24, 0.006607736346051794)	(26, 0.006783967914787905)	(28, 0.0069052455534880245)	(30, 0.007058737564967863)	(32, 0.007233074170599284)	(34, 0.007394146034497879)	(36, 0.0075684826401293)	(38, 0.00789441629413587)	(40, 0.008290463583015946)	(42, 0.008794523768863315)	(44, 0.009433126335143628)	(46, 0.010403347444744582)	(48, 0.011788565474272502)	(50, 0.013723322804160339)	(52, 0.016639671022277265)	(54, 0.020651307914904635)	(56, 0.026209234700958525)	(58, 0.0344580090956713)	(60, 0.04619730552922188)	(62, 0.06308332175510876)	(64, 0.08733884949513257)	(66, 0.12084369214914512)	(68, 0.16518772376198082)	(70, 0.22555366842496505)	(72, 0.3085416826317308)	(74, 0.4195277767102819)	(76, 0.5605926201495672)	(78, 0.7381032889813429)	(80, 0.9548889631209103)	(82, 1.2204471976489724)	(84, 1.5456759253805976)	(86, 1.9369971762775784)	(88, 2.383067701195244)	(90, 2.7494588174869317)
TS047_RoL_RNA_258_1 - polya	(1, 0.0024824016671430604)	(2, 0.0063898155890125185)	(3, 0.008891166887202474)	(4, 0.011320509587414231)	(5, 0.014951258895999043)	(6, 0.016997819049063553)	(7, 0.01975688532949126)	(8, 0.024410914714608323)	(9, 0.02915590232875048)	(10, 0.03664100659227345)	(12, 0.04165507896728149)	(14, 0.046563033408426935)	(16, 0.05140845406711762)	(18, 0.05684889314068077)	(20, 0.06241439977915342)	(22, 0.06729961466304259)	(24, 0.07239517045155228)	(26, 0.0777503361854044)	(28, 0.08321161985311913)	(30, 0.08854973091902907)	(32, 0.09373245501035446)	(34, 0.09931880624297869)	(36, 0.10473840072239025)	(38, 0.1106260510886601)	(40, 0.11717314861536182)	(42, 0.12349853545881491)	(44, 0.1299470949040728)	(46, 0.13524162181857485)	(48, 0.14069532563387085)	(50, 0.1460467014415136)	(52, 0.15177327994388484)	(54, 0.15741837503275444)	(56, 0.16345193755808535)	(58, 0.1686801407639233)	(60, 0.1740618359812411)	(62, 0.1790967529504007)	(64, 0.18404260665363992)	(66, 0.18903204450828703)	(68, 0.19447437854495486)	(70, 0.20001335569996184)	(72, 0.20447788877460998)	(74, 0.209711776869762)	(76, 0.21599168459870255)	(78, 0.2212142029152264)	(80, 0.22633439322409704)	(82, 0.2307970313356405)	(84, 0.23526156441028861)	(86, 0.23980000104601962)	(88, 0.24386469690557833)	(90, 0.24697054143416416)
TS047_RoL_RNA_258_2 - illumina_universal_adapter	(1, 0.00010611793386260411)	(2, 0.00012127763870011898)	(3, 0.0003145638753784336)	(4, 0.0013378439519106874)	(5, 0.0020768795627395375)	(6, 0.002531670707864984)	(7, 0.0029864618529904297)	(8, 0.0032896559497407273)	(9, 0.003687598201725493)	(10, 0.004527066857102879)	(12, 0.005031127042950248)	(14, 0.005427174331830324)	(16, 0.0057758475430931665)	(18, 0.006099886233995047)	(20, 0.00632728180655777)	(22, 0.006492143596665744)	(24, 0.006674060054715923)	(26, 0.0068578714758707904)	(28, 0.0069867289669896665)	(30, 0.007144010904678884)	(32, 0.007316452547205615)	(34, 0.007477524411104211)	(36, 0.007672705610887214)	(38, 0.008028958674568815)	(40, 0.008438270705181716)	(42, 0.008921486296877503)	(44, 0.009554403973843748)	(46, 0.010539784788282216)	(48, 0.01194205748575234)	(50, 0.013835125627337009)	(52, 0.016719259472674216)	(54, 0.02067215250905622)	(56, 0.026158070697131913)	(58, 0.03429125234245864)	(60, 0.04598506966149668)	(62, 0.06277633773214909)	(64, 0.08697880650524159)	(66, 0.12032447225846023)	(68, 0.16436341481144096)	(70, 0.22437689633695296)	(72, 0.3071754142332498)	(74, 0.41749069137274086)	(76, 0.5574659310268297)	(78, 0.7347113050239489)	(80, 0.9503467365589698)	(82, 1.2138224066349783)	(84, 1.5366710607071137)	(86, 1.9246306470563757)	(88, 2.3669434601374424)	(90, 2.732119905079024)
TS047_RoL_RNA_258_2 - polya	(1, 0.010721701246332394)	(2, 0.01428044195693901)	(3, 0.016304262552747247)	(4, 0.018377352189277406)	(5, 0.020336744039526202)	(6, 0.021723857032158813)	(7, 0.02339142456428545)	(8, 0.027886277048608608)	(9, 0.03316564425827316)	(10, 0.03959146414627478)	(12, 0.04399156847536347)	(14, 0.04969540742047844)	(16, 0.05435701665801426)	(18, 0.059587114826956895)	(20, 0.06481721299589953)	(22, 0.07107248620447909)	(24, 0.07680285463305972)	(26, 0.08293495523983449)	(28, 0.08860089492285567)	(30, 0.09447149062118332)	(32, 0.10131799231842596)	(34, 0.10782340065682453)	(36, 0.11402371993536811)	(38, 0.12034910677882119)	(40, 0.12622917729267227)	(42, 0.13223052544522346)	(44, 0.13765580481394912)	(46, 0.14304697484679035)	(48, 0.14862953615320518)	(50, 0.15428410605759824)	(52, 0.16024565998495094)	(54, 0.16587559536898305)	(56, 0.1711568575417523)	(58, 0.17650823334939503)	(60, 0.1822689211876507)	(62, 0.1885336692117537)	(64, 0.19495759413665065)	(66, 0.20014979304349947)	(68, 0.20545947966283906)	(70, 0.21116142364484936)	(72, 0.21718551135465683)	(74, 0.2225330972360902)	(76, 0.22713406765427596)	(78, 0.23256124198610628)	(80, 0.23839583338544484)	(82, 0.24406556299467538)	(84, 0.24919712308217418)	(86, 0.25487443254382347)	(88, 0.26081703684012936)	(90, 0.2652683051730446)
TS047_RoL_RNA_262_1 - illumina_universal_adapter	(1, 0.00010077358319900041)	(2, 0.000118148338922966)	(3, 0.0002779960915834494)	(4, 0.0009034872976462105)	(5, 0.0013343812396005572)	(6, 0.0015915276243152479)	(7, 0.001775700034989283)	(8, 0.00198419710367687)	(9, 0.0021509947586269397)	(10, 0.002559301518140131)	(12, 0.002845984987585563)	(14, 0.0030423197272663747)	(16, 0.003236916991374789)	(18, 0.0034176144509040314)	(20, 0.0035722497768473247)	(22, 0.0037320975295078085)	(24, 0.0038849953798787053)	(26, 0.004001406243229275)	(28, 0.0040830675951319135)	(30, 0.004208165836344466)	(32, 0.004366276113432552)	(34, 0.0045139615370862595)	(36, 0.0047259335569186395)	(38, 0.005057791391246383)	(40, 0.005441773492746022)	(42, 0.005891779665996731)	(44, 0.006595457272817337)	(46, 0.0076344676651104795)	(48, 0.008984486184862604)	(50, 0.01089570931449882)	(52, 0.01363744576774059)	(54, 0.01771182598501052)	(56, 0.02328043519454149)	(58, 0.03102088886956816)	(60, 0.04260985093745321)	(62, 0.05900988286530433)	(64, 0.08327372923382226)	(66, 0.11609464279639327)	(68, 0.1611751839977944)	(70, 0.22131963841187366)	(72, 0.3019749919580943)	(74, 0.411587113393876)	(76, 0.552847352380861)	(78, 0.7276530322441064)	(80, 0.9435500093945305)	(82, 1.2065881737752178)	(84, 1.527463425009842)	(86, 1.9095151911485488)	(88, 2.3449213571644094)	(90, 2.705808933355754)
TS047_RoL_RNA_262_1 - polya	(1, 0.002804285573848046)	(2, 0.006890828120124752)	(3, 0.01020940646340218)	(4, 0.012888593796037674)	(5, 0.016408719305713103)	(6, 0.01854928921090566)	(7, 0.0214578233190975)	(8, 0.02606213358594838)	(9, 0.03076721743599826)	(10, 0.03879087962932557)	(12, 0.04391817004346782)	(14, 0.04939295557208937)	(16, 0.05464360675187177)	(18, 0.059989819088135984)	(20, 0.06552889121293622)	(22, 0.07042857232709451)	(24, 0.07575219748091758)	(26, 0.08188374877590501)	(28, 0.088048312106768)	(30, 0.09410515195214242)	(32, 0.0996181619433567)	(34, 0.10516244649487412)	(36, 0.11116021217078703)	(38, 0.11787034283138255)	(40, 0.12478897056066564)	(42, 0.13170759828994874)	(44, 0.13783046220707423)	(46, 0.14291605320747894)	(48, 0.14816322943611654)	(50, 0.15395944794563146)	(52, 0.15950199502157647)	(54, 0.1656509210722879)	(56, 0.17154965064057423)	(58, 0.1769236625859968)	(60, 0.1825826205252924)	(62, 0.18775856025546173)	(64, 0.1927729147573982)	(66, 0.19793495468298838)	(68, 0.20288154763760136)	(70, 0.20773431691130495)	(72, 0.21215097981633702)	(74, 0.2169064504579864)	(76, 0.2230623264109874)	(78, 0.22849541252587144)	(80, 0.2331101476461567)	(82, 0.23745904900386527)	(84, 0.24202513480812343)	(86, 0.2466520322574155)	(88, 0.2508723604227667)	(90, 0.25388688054087477)
TS047_RoL_RNA_262_2 - illumina_universal_adapter	(1, 0.00010424853434379353)	(2, 0.00012162329006775912)	(3, 0.00028147104272824254)	(4, 0.0009139121510805899)	(5, 0.0013517559953245227)	(6, 0.0016158522823287997)	(7, 0.001803499644147628)	(8, 0.002005046810545629)	(9, 0.002178794367785285)	(10, 0.0025627764692849244)	(12, 0.0028511974143027533)	(14, 0.0030631694341351334)	(16, 0.0032612416493883406)	(18, 0.0033811274638837034)	(20, 0.0035201255096754284)	(22, 0.0036782357867635148)	(24, 0.003827658685989619)	(26, 0.0039405945981953955)	(28, 0.004018780998953241)	(30, 0.004143879240165793)	(32, 0.004317626797405449)	(34, 0.004477474550065932)	(36, 0.004703346374477484)	(38, 0.005050841488956796)	(40, 0.005440036017173626)	(42, 0.005891779665996731)	(44, 0.006590244846100147)	(46, 0.0076379426162552725)	(48, 0.008984486184862606)	(50, 0.010871384656485268)	(52, 0.013597483829575468)	(54, 0.017689238802569365)	(56, 0.023228310927369593)	(58, 0.030932277615375935)	(60, 0.04245000318479272)	(62, 0.058867409868367804)	(64, 0.08304090750712112)	(66, 0.11555428789337793)	(68, 0.16024910951770702)	(70, 0.22038313907835191)	(72, 0.3010020056375522)	(74, 0.4103152812748817)	(76, 0.5507154698535304)	(78, 0.7252553159541992)	(80, 0.9398439739986085)	(82, 1.201358372302304)	(84, 1.520242476530962)	(86, 1.899832239783583)	(88, 2.3329484129950244)	(90, 2.693413782622277)
