Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TS047_RoL_RNA_618_2 - polyg	(1, 0.08435963654044576)	(2, 0.0964826274962497)	(3, 0.09892911344044658)	(4, 0.10110023733031828)	(5, 0.10157329521851798)	(6, 0.10190867207955506)	(7, 0.10234642714027717)	(8, 0.10271357654604409)	(9, 0.10304189284158566)	(10, 0.10349553417467267)	(12, 0.10405508399019245)	(14, 0.10438163514436014)	(16, 0.10464111092632042)	(18, 0.10532775092075952)	(20, 0.10758183645520356)	(22, 0.10807254575714204)	(24, 0.10862680014854018)	(26, 0.10906632035063615)	(28, 0.10947230286662843)	(30, 0.10996301216856691)	(32, 0.11042900949127107)	(34, 0.11081557545215068)	(36, 0.11114918717181388)	(38, 0.11144573092262564)	(40, 0.11177404721816721)	(42, 0.11199115960715438)	(44, 0.11226828680285345)	(46, 0.11252246716069209)	(48, 0.11276782181166133)	(50, 0.11298493420064849)	(52, 0.11319498602414015)	(54, 0.11343857553373551)	(56, 0.11369275589157414)	(58, 0.11393987568391727)	(60, 0.11416051835565219)	(62, 0.11432820678617074)	(64, 0.114485304368446)	(66, 0.11470418189880704)	(68, 0.11492305942916811)	(70, 0.11509604328380829)	(72, 0.11531139053142159)	(74, 0.11550379094117444)	(76, 0.11575444101626532)	(78, 0.11612159042203224)	(80, 0.11693708573676453)	(82, 0.11784789868568632)	(84, 0.11846569816654412)	(86, 0.11909232335427132)	(88, 0.11961480520093964)	(90, 0.11987075070015216)
TS047_RoL_RNA_646_1 - illumina_universal_adapter	(1, 0.00010950553607427734)	(2, 0.00012264620040319062)	(3, 0.0002890946152360922)	(4, 0.001073154253527918)	(5, 0.0016250621553422758)	(6, 0.0019316776563502523)	(7, 0.002155068949941778)	(8, 0.002439783343734899)	(9, 0.002676315301655338)	(10, 0.003180040767597014)	(12, 0.0035676903652999557)	(14, 0.0038962069735227877)	(16, 0.004117408156392829)	(18, 0.004294807124833157)	(20, 0.004434974211008232)	(22, 0.004507247864817255)	(24, 0.00458828196151222)	(26, 0.004684646833257585)	(28, 0.004800722701496319)	(30, 0.0049036579054061395)	(32, 0.005013163441480417)	(34, 0.005118288756111723)	(36, 0.005260645953008283)	(38, 0.005420524035676728)	(40, 0.005639535107825283)	(42, 0.005832264851316011)	(44, 0.006149830905931415)	(46, 0.006563761832292184)	(48, 0.006920749879894328)	(50, 0.0074836083353161135)	(52, 0.008335561405973992)	(54, 0.009463468427539048)	(56, 0.010724972203114722)	(58, 0.012387266240722252)	(60, 0.014577376962207799)	(62, 0.017391669239316728)	(64, 0.021896726993412496)	(66, 0.02793048203110518)	(68, 0.035457892580851004)	(70, 0.04552802167824155)	(72, 0.059207453244640273)	(74, 0.07709627761773422)	(76, 0.10108237023944393)	(78, 0.1332988989524963)	(80, 0.17466133003847234)	(82, 0.22878772640926615)	(84, 0.2991603641120397)	(86, 0.3907069922701356)	(88, 0.5062243822748909)	(90, 0.6076944021120376)
TS047_RoL_RNA_646_1 - polya	(1, 0.003477895825719048)	(2, 0.006964552094324039)	(3, 0.010219056626451561)	(4, 0.01265883997018646)	(5, 0.014831429805900123)	(6, 0.016728065690706607)	(7, 0.019325537006388466)	(8, 0.023083767004457665)	(9, 0.027577874204946007)	(10, 0.034426350431031316)	(12, 0.03892702796368411)	(14, 0.04425994757050142)	(16, 0.049404517655270964)	(18, 0.05480752080517581)	(20, 0.06032440971259791)	(22, 0.06540765669716586)	(24, 0.07058945866420066)	(26, 0.07632316853304982)	(28, 0.08166265847203158)	(30, 0.08697367697163404)	(32, 0.09184229310549641)	(34, 0.09680289388966118)	(36, 0.10178977600248376)	(38, 0.10672628556871219)	(40, 0.11202635351470722)	(42, 0.11752353142563593)	(44, 0.12190813309005)	(46, 0.1265883997018646)	(48, 0.13183371487982248)	(50, 0.1376068467416584)	(52, 0.14267914317261893)	(54, 0.1478828462468686)	(56, 0.15309749987472565)	(58, 0.1580318193302326)	(60, 0.1636231720021852)	(62, 0.16970948969719354)	(64, 0.17496575542875886)	(66, 0.17997891887023926)	(68, 0.18505340541192128)	(70, 0.1903863250187386)	(72, 0.19460447826831975)	(74, 0.19867808421028288)	(76, 0.20329264750045292)	(78, 0.20773200193290411)	(80, 0.2118997826358911)	(82, 0.21625153263948288)	(84, 0.21998786153033723)	(86, 0.22356431233852314)	(88, 0.22780217658459767)	(90, 0.23055295565078351)
TS047_RoL_RNA_646_2 - illumina_universal_adapter	(1, 0.00010950553607427734)	(2, 0.0001270264218461617)	(3, 0.00030223527956500546)	(4, 0.0010687740320849469)	(5, 0.0016425830411141602)	(6, 0.0019491985421221368)	(7, 0.0021638293928277204)	(8, 0.0024441635651778703)	(9, 0.002706976851756136)	(10, 0.0032063220962548406)	(12, 0.003587401361793326)	(14, 0.003911537748573187)	(16, 0.004115218045671342)	(18, 0.004301377456997614)	(20, 0.004450304986058631)	(22, 0.004529148972032111)	(24, 0.004614563290170047)	(26, 0.004750350154902151)	(28, 0.0048620458016979135)	(30, 0.0049715513377721916)	(32, 0.0050854370952894395)	(34, 0.005208083295692631)	(36, 0.005350440492589191)	(38, 0.005525649350308035)	(40, 0.0057534208653425315)	(42, 0.0059483407195547455)	(44, 0.006272477106334606)	(46, 0.0067039289184672585)	(48, 0.007074057630398317)	(50, 0.0076369160858201016)	(52, 0.008477918602870551)	(54, 0.00957516407433481)	(56, 0.010823527185581572)	(58, 0.012485821223189104)	(60, 0.014706593494775447)	(62, 0.017584398982807455)	(64, 0.022074125961852827)	(66, 0.028035607345736485)	(68, 0.03563967177073431)	(70, 0.045709800868124845)	(72, 0.05933009944504346)	(74, 0.0772649161432886)	(76, 0.10123567798994793)	(78, 0.13340183415640613)	(80, 0.17463504870981453)	(82, 0.22853367356557386)	(84, 0.2986040759887824)	(86, 0.3897455336634035)	(88, 0.5049913499386944)	(90, 0.6069804260168333)
TS047_RoL_RNA_646_2 - polya	(1, 0.010481869913029827)	(2, 0.013184466543342993)	(3, 0.014686882498282077)	(4, 0.016325085317953267)	(5, 0.017577828650642998)	(6, 0.01923355235608607)	(7, 0.02095059916173074)	(8, 0.026452157294102434)	(9, 0.03215082539140783)	(10, 0.03723845259741875)	(12, 0.040768911080453454)	(14, 0.04517322374136089)	(16, 0.0490059175039606)	(18, 0.053062002560151825)	(20, 0.05714874916644386)	(22, 0.061209214444078064)	(24, 0.06513389285698017)	(26, 0.07004412109455076)	(28, 0.07470029648842903)	(30, 0.07952730051858317)	(32, 0.08493687400065247)	(34, 0.08961495050174562)	(36, 0.09472009859352842)	(38, 0.09984933790324757)	(40, 0.10374335476604887)	(42, 0.1088156511970094)	(44, 0.11359885301273383)	(46, 0.11786518869818767)	(48, 0.12224322003043728)	(50, 0.1272739043576896)	(52, 0.13297914278715944)	(54, 0.13691696186439045)	(56, 0.14108036234593446)	(58, 0.14514520784501164)	(60, 0.14921662367625327)	(62, 0.15362750666932518)	(64, 0.1582902523953679)	(66, 0.1629880398929544)	(68, 0.16748214709344272)	(70, 0.17234638300586214)	(72, 0.17665871101646718)	(74, 0.18100170057717302)	(76, 0.1850665460762502)	(78, 0.18954313239096665)	(80, 0.19390802305888735)	(82, 0.19801667077239424)	(84, 0.20227424601496213)	(86, 0.20714067203810302)	(88, 0.21184283975713247)	(90, 0.21549813455129188)
TS047_RoL_RNA_646_2 - polyg	(1, 0.07870819910874759)	(2, 0.09049975523322577)	(3, 0.09304466389159197)	(4, 0.09577354185056296)	(5, 0.09636487174536407)	(6, 0.09667586746781501)	(7, 0.09715331160509885)	(8, 0.09758695352795299)	(9, 0.09790232947184692)	(10, 0.09836882305552333)	(12, 0.09895358261815998)	(14, 0.09935437288019183)	(16, 0.09955805317729)	(18, 0.10018880506507782)	(20, 0.10250594220840953)	(22, 0.10300966767435121)	(24, 0.10366232066935391)	(26, 0.10419670768539638)	(28, 0.10472671447999587)	(30, 0.1051932080636723)	(32, 0.10568598297600655)	(34, 0.10605173146649463)	(36, 0.10636929752111005)	(38, 0.10674161634376259)	(40, 0.10703728129116313)	(42, 0.10728038358124803)	(44, 0.10754976719999075)	(46, 0.10783667170450537)	(48, 0.10809072454819768)	(50, 0.10829221473457434)	(52, 0.10848275436734359)	(54, 0.10872804676814998)	(56, 0.10899086005472824)	(58, 0.10923615245553461)	(60, 0.1094529734169617)	(62, 0.10966103393550282)	(64, 0.10990851644703067)	(66, 0.11014285829422964)	(68, 0.11043852324163018)	(70, 0.11082179261789016)	(72, 0.11115468944755597)	(74, 0.11137808074114748)	(76, 0.11168250613143398)	(78, 0.1121928019295401)	(80, 0.11348496725521658)	(82, 0.11449241818709993)	(84, 0.11538379325074455)	(86, 0.11626421776078175)	(88, 0.11681393555187461)	(90, 0.11723662692112133)
TS047_RoL_RNA_651_1 - illumina_universal_adapter	(1, 3.283342737678171e-05)	(2, 4.377790316904228e-05)	(3, 0.00020794504005295083)	(4, 0.0008792062219782658)	(5, 0.0014264300115912943)	(6, 0.0017328753337745903)	(7, 0.001959061166814642)	(8, 0.002170654365465013)	(9, 0.0022764509647901984)	(10, 0.002661331696818029)	(12, 0.0028893416091567907)	(14, 0.0031064070457032917)	(16, 0.003276046420483331)	(18, 0.0034602784296530503)	(20, 0.0035660750289782358)	(22, 0.0036499826767189)	(24, 0.0037484829588492453)	(26, 0.0038305665272911995)	(28, 0.003950955761006066)	(30, 0.004038511567344151)	(32, 0.004113298818591264)	(34, 0.004204502783526769)	(36, 0.004330364255137766)	(38, 0.004447105330255212)	(40, 0.004667818925399133)	(42, 0.004932310423712097)	(44, 0.0051949778427263504)	(46, 0.005554321464572239)	(48, 0.005970211544678141)	(50, 0.006573981792551182)	(52, 0.007374752604684914)	(54, 0.008409005567053538)	(56, 0.009620194221397042)	(58, 0.011393199299743254)	(60, 0.01364411315435151)	(62, 0.016850844561483856)	(64, 0.021128310516959032)	(66, 0.02682126200823324)	(68, 0.03469763642006343)	(70, 0.045104008819204525)	(72, 0.05897978004449221)	(74, 0.07756349993975066)	(76, 0.10220133902742792)	(78, 0.13507489614878124)	(80, 0.1775266936676613)	(82, 0.2326759071848623)	(84, 0.30588350575929324)	(86, 0.40009902561696836)	(88, 0.5153115222820954)	(90, 0.6182497893462022)
TS047_RoL_RNA_651_1 - polya	(1, 0.002976897415494875)	(2, 0.006756389722422192)	(3, 0.010473863333193365)	(4, 0.013563853665208266)	(5, 0.016227009441325005)	(6, 0.018353885903620977)	(7, 0.020944078507789312)	(8, 0.025081090357263806)	(9, 0.02957197359068806)	(10, 0.037174736107711735)	(12, 0.04186809214329281)	(14, 0.04718893145763016)	(16, 0.05177101865598992)	(18, 0.056648606700740706)	(20, 0.06210807604178002)	(22, 0.06686162669421852)	(24, 0.07248526317214177)	(26, 0.07796479738546688)	(28, 0.08423598201443219)	(30, 0.0902554437001755)	(32, 0.0958006447682542)	(34, 0.10084969626708373)	(36, 0.10564702482269128)	(38, 0.11086024345840473)	(40, 0.1158600448161691)	(42, 0.12117358781331161)	(44, 0.12580674923203528)	(46, 0.1304417347300576)	(48, 0.135120498131249)	(50, 0.14023521648483211)	(52, 0.14506537846781642)	(54, 0.15098816395072812)	(56, 0.1562798179962861)	(58, 0.16115375788243946)	(60, 0.16604046632368383)	(62, 0.17077577618313522)	(64, 0.17500399199754524)	(66, 0.17943285653481333)	(68, 0.1841626941563686)	(70, 0.18850765104589606)	(72, 0.19259541275430536)	(74, 0.19692577700944314)	(76, 0.2017978928162978)	(78, 0.20591119163488908)	(80, 0.2098420825236093)	(82, 0.214015575959058)	(84, 0.2184900424787939)	(86, 0.22257962826650193)	(88, 0.2264576208555596)	(90, 0.22946917577772996)
TS047_RoL_RNA_651_2 - illumina_universal_adapter	(1, 2.918526877936152e-05)	(2, 4.012974457162209e-05)	(3, 0.00019700056426069027)	(4, 0.0008792062219782658)	(5, 0.0014081892186041934)	(6, 0.0017000419063978086)	(7, 0.0019189314222430199)	(8, 0.0021195801451011306)	(9, 0.002225376744426316)	(10, 0.0026066093178567255)	(12, 0.0028327951508967776)	(14, 0.0030462124288458585)	(16, 0.003210379565729767)	(18, 0.003392787495600777)	(20, 0.0034912877777311217)	(22, 0.003580667663367916)	(24, 0.0036955846591866523)	(26, 0.0037813163862260267)	(28, 0.003907177857837023)	(30, 0.004005678139967369)	(32, 0.004098706184201583)	(34, 0.004208150942124189)	(36, 0.004350429127423576)	(38, 0.0044708183611384435)	(40, 0.004698828273477205)	(42, 0.004961495692491458)	(44, 0.005224163111505712)	(46, 0.005583506733351601)	(48, 0.005993924575561372)	(50, 0.006610463378525384)	(52, 0.007429474983646217)	(54, 0.00847832058040452)	(56, 0.009705925948436415)	(58, 0.011464338392392947)	(60, 0.013691539216117973)	(62, 0.01686908535447096)	(64, 0.02117573657872549)	(66, 0.026788428580856456)	(68, 0.034642914041102126)	(70, 0.04507664762972387)	(72, 0.05876636276654314)	(74, 0.0772990084414377)	(76, 0.10192043081542657)	(78, 0.13476297858870182)	(80, 0.1769849421159444)	(82, 0.23173833042532532)	(84, 0.3044278904789226)	(86, 0.3978134542556846)	(88, 0.5120263554651185)	(90, 0.6149336131811473)
TS047_RoL_RNA_651_2 - polya	(1, 0.009321045216408586)	(2, 0.012071756798863409)	(3, 0.013224574915648189)	(4, 0.014556152803706559)	(5, 0.015763693299452642)	(6, 0.016978530112393565)	(7, 0.018113107436191243)	(8, 0.021841525522754677)	(9, 0.026015018958203375)	(10, 0.03085430133768126)	(12, 0.03406285682411231)	(14, 0.03806853496407968)	(16, 0.041406600080719155)	(18, 0.04535937992102393)	(20, 0.05010198609767018)	(22, 0.054333850070677606)	(24, 0.05842890809628176)	(26, 0.06292161540900473)	(28, 0.06751282300385804)	(30, 0.07201465071307456)	(32, 0.07721145263509963)	(34, 0.08174793785099163)	(36, 0.08684988764948376)	(38, 0.09169464226685778)	(40, 0.09568390369313674)	(42, 0.10079679796742114)	(44, 0.10589692368661457)	(46, 0.10943381344681344)	(48, 0.11321330575374075)	(50, 0.11772607793874953)	(52, 0.12239754502274608)	(54, 0.12669872400910448)	(56, 0.13096159733018997)	(58, 0.134994636659638)	(60, 0.13881425871113695)	(62, 0.14283452948549397)	(64, 0.14724150507117756)	(66, 0.15181082371444637)	(68, 0.1557927888235305)	(70, 0.16019064401272054)	(72, 0.16440244311344215)	(74, 0.1687145665755928)	(76, 0.17211829854698585)	(78, 0.1764304220091365)	(80, 0.18064222110985811)	(82, 0.18444177828907127)	(84, 0.18821215019950505)	(86, 0.19247867167918792)	(88, 0.19723039825232774)	(90, 0.20056116705177238)
TS047_RoL_RNA_652_1 - illumina_universal_adapter	(1, 0.00011066792194831246)	(2, 0.0001198902487773385)	(3, 0.00030894794877237225)	(4, 0.0010098447877783512)	(5, 0.0015124615999602702)	(6, 0.0017384086072714082)	(7, 0.0020519677194582933)	(8, 0.0023055817072565096)	(9, 0.0024808059170080042)	(10, 0.002863532480412585)	(12, 0.0031263687950398265)	(14, 0.0034007330182033516)	(16, 0.0035782628096621026)	(18, 0.003698153058439441)	(20, 0.0038042098169732406)	(22, 0.0038987386669707574)	(24, 0.004002489843797301)	(26, 0.004106241020623843)	(28, 0.004205381034035873)	(30, 0.004350632681593033)	(32, 0.004465911766955859)	(34, 0.004622691323049302)	(36, 0.004807137859629822)	(38, 0.005026168121819191)	(40, 0.005295921181568203)	(42, 0.0056048691303405744)	(44, 0.0059899012754524115)	(46, 0.006393378074222301)	(48, 0.0068936893046969636)	(50, 0.00757614149004489)	(52, 0.0083761783424629)	(54, 0.00986097296193609)	(56, 0.011481796902137416)	(58, 0.013808128844759234)	(60, 0.016957553456871628)	(62, 0.021130656347005908)	(64, 0.02608304585419289)	(66, 0.033274155199125945)	(68, 0.04267170623790348)	(70, 0.05458695250100512)	(72, 0.07086205377252883)	(74, 0.09301408281584936)	(76, 0.12291747755896629)	(78, 0.16159822186160877)	(80, 0.21061027779446762)	(82, 0.2761441322415267)	(84, 0.3612408474746572)	(86, 0.4715421819315158)	(88, 0.608749654912058)	(90, 0.7308417342198265)
TS047_RoL_RNA_652_1 - polya	(1, 0.0030203120365060276)	(2, 0.0067599655656760856)	(3, 0.010273672087535006)	(4, 0.013330873431357138)	(5, 0.015756345387390985)	(6, 0.018154150362937757)	(7, 0.021239018687246966)	(8, 0.024969449889587998)	(9, 0.029594446794344555)	(10, 0.03786917954168817)	(12, 0.04339565889398202)	(14, 0.048970555462128265)	(16, 0.05462384180832122)	(18, 0.06032554537036657)	(20, 0.06657136621532445)	(22, 0.07245059956882854)	(24, 0.07895003440158466)	(26, 0.08516357710264094)	(28, 0.09249763251342391)	(30, 0.0998086321071343)	(32, 0.1064556241691548)	(34, 0.11250085940558138)	(36, 0.11799736619568091)	(38, 0.12439996659673222)	(40, 0.13040831252584267)	(42, 0.13690083061347702)	(44, 0.1423881150767475)	(46, 0.14809673538391463)	(48, 0.15438175111789587)	(50, 0.16086043571528666)	(52, 0.16679039186635042)	(54, 0.17341432811129837)	(56, 0.18049707511599036)	(58, 0.18608580517438011)	(60, 0.1916699240693554)	(62, 0.19788577235211896)	(64, 0.20328544471051369)	(66, 0.20876350684695516)	(68, 0.21504160583581464)	(70, 0.22036980516128443)	(72, 0.2251100811514038)	(74, 0.23040369675126476)	(76, 0.23566503420722412)	(78, 0.24041222694246528)	(80, 0.2450602796642944)	(82, 0.24973369378490334)	(84, 0.254314884637222)	(86, 0.2586147945212554)	(88, 0.2630945397784548)	(90, 0.2662393532271527)
TS047_RoL_RNA_652_2 - illumina_universal_adapter	(1, 0.00012911257560636454)	(2, 0.00013833490243539057)	(3, 0.00032739260243042436)	(4, 0.0010282894414364032)	(5, 0.0015355174170328353)	(6, 0.0017660755877584862)	(7, 0.0020750235365308584)	(8, 0.0023101928706710227)	(9, 0.00249002824383703)	(10, 0.002863532480412585)	(12, 0.00312406321333257)	(14, 0.003407649763325121)	(16, 0.003596707463320155)	(18, 0.003714292130390237)	(20, 0.003815737725509523)	(22, 0.003926405647457836)	(24, 0.004027851242577122)	(26, 0.0041408247462326915)	(28, 0.00424688150476649)	(30, 0.004401355479152677)	(32, 0.004518940146222759)	(34, 0.004675719702316202)	(36, 0.004832499258409644)	(38, 0.005104557899865912)	(40, 0.005399672358394746)	(42, 0.005706314725459861)	(44, 0.006102874779107981)	(46, 0.0064994348327561)	(48, 0.006990523736401737)	(50, 0.007654531268091611)	(52, 0.008445345793680593)	(54, 0.009946279485104582)	(56, 0.011594770405792987)	(58, 0.013918796766707547)	(60, 0.017077443705648968)	(62, 0.02130357497505015)	(64, 0.02629054820784598)	(66, 0.03341479568326859)	(68, 0.042791596486680815)	(70, 0.05467687018758812)	(72, 0.07096580494935537)	(74, 0.09302099956097112)	(76, 0.12263158542726649)	(78, 0.16120166180796064)	(80, 0.20984482466765847)	(82, 0.2749290906818025)	(84, 0.359424049089339)	(86, 0.46893918018402325)	(88, 0.6052797544426369)	(90, 0.7270052462589516)
TS047_RoL_RNA_652_2 - polya	(1, 0.012251861192361092)	(2, 0.015419730458131536)	(3, 0.01699674834589499)	(4, 0.018799713240969577)	(5, 0.020339841821416925)	(6, 0.02200908297747064)	(7, 0.02332326455060685)	(8, 0.027224308799284863)	(9, 0.03213519783574123)	(10, 0.03778387301851968)	(12, 0.041477414913544605)	(14, 0.04647130489146221)	(16, 0.05069513057915613)	(18, 0.055668270321708416)	(20, 0.060802800783768665)	(22, 0.06589352519339103)	(24, 0.0706291900200959)	(26, 0.07561385767118448)	(28, 0.08047632949178846)	(30, 0.08522813339044413)	(32, 0.09141400911101334)	(34, 0.09622806371576494)	(36, 0.10201737938268603)	(38, 0.10740091266912999)	(40, 0.11226569007144122)	(42, 0.11813339551640903)	(44, 0.12367140277723918)	(46, 0.12870218206247286)	(48, 0.1337421836745356)	(50, 0.13924560720975687)	(52, 0.14502108938643443)	(54, 0.14968528118021435)	(56, 0.15461000370691427)	(58, 0.15935489086044816)	(60, 0.16438105898226735)	(62, 0.1689968335601949)	(64, 0.17402300168201407)	(66, 0.17925667215748636)	(68, 0.18440503610979014)	(70, 0.18991307080842595)	(72, 0.19472712541317755)	(74, 0.1998824061106031)	(76, 0.2044359299824347)	(78, 0.20940906972498696)	(80, 0.21459432298460687)	(82, 0.21907637382351353)	(84, 0.22341317301486302)	(86, 0.228545397895216)	(88, 0.23366609486703271)	(90, 0.2375901949327833)
TS047_RoL_RNA_652_2 - polyg	(1, 0.06993751550791896)	(2, 0.07967168147595594)	(3, 0.08163142592712397)	(4, 0.08342516849536954)	(5, 0.08379406156853059)	(6, 0.08416295464169163)	(7, 0.08456412585875425)	(8, 0.08492840776850079)	(9, 0.08520507757337156)	(10, 0.08565236042457933)	(12, 0.08616419956359028)	(14, 0.08644548053187556)	(16, 0.08664145497699237)	(18, 0.08740229694038701)	(20, 0.09022894011348351)	(22, 0.09077536297810329)	(24, 0.09135867515003918)	(26, 0.09187973661587916)	(28, 0.0924077148268409)	(30, 0.09291263722073008)	(32, 0.09341064286949749)	(34, 0.09384639781216897)	(36, 0.09427523600971868)	(38, 0.09467410164507405)	(40, 0.09504068913652783)	(42, 0.09529891428774057)	(44, 0.09561708456334196)	(46, 0.09588683762309097)	(48, 0.09613814602918193)	(50, 0.09645631630478332)	(52, 0.09671915261941058)	(54, 0.09705346196696277)	(56, 0.09726096432061584)	(58, 0.09753071738036487)	(60, 0.09777510904133405)	(62, 0.09796647232303635)	(64, 0.098197030493762)	(66, 0.0983976161022933)	(68, 0.09866967474374957)	(70, 0.09898553943764372)	(72, 0.09923684784373468)	(74, 0.09948123950470386)	(76, 0.0998455214144504)	(78, 0.10033199915468152)	(80, 0.10147095651806623)	(82, 0.1024323840899922)	(84, 0.10318400372655782)	(86, 0.10389873405580735)	(88, 0.10440826761311103)	(90, 0.10480713324846641)
TS047_RoL_RNA_655_1 - illumina_universal_adapter	(1, 6.430920551978772e-05)	(2, 7.502740643975235e-05)	(3, 0.00031082782667897404)	(4, 0.0008002923353573584)	(5, 0.0012040112366760258)	(6, 0.0014576753251151885)	(7, 0.0016470302080345634)	(8, 0.001829239623673962)	(9, 0.00193284889923362)	(10, 0.002215094856792689)	(12, 0.0024366043424719572)	(14, 0.002586659155351462)	(16, 0.0027742276714508426)	(18, 0.002909991549770395)	(20, 0.0029975235239501057)	(22, 0.003070764563569864)	(24, 0.0031511510704695985)	(26, 0.0032511876123892686)	(28, 0.0033476514206689503)	(30, 0.00344768796258862)	(32, 0.0035405790372283136)	(34, 0.0036227519109480423)	(36, 0.003762088522907582)	(38, 0.003919288803067063)	(40, 0.004106857319166444)	(42, 0.004321221337565737)	(44, 0.004573099059184905)	(46, 0.0049089360213437966)	(48, 0.005316227656302452)	(50, 0.0057771102958609315)	(52, 0.006541675294818408)	(54, 0.007459867840295377)	(56, 0.008696033679731296)	(58, 0.010323413852745924)	(60, 0.012227680882859639)	(62, 0.014867931042810922)	(64, 0.018787219845877987)	(66, 0.02380333787642143)	(68, 0.030194958358360332)	(70, 0.038799887330271926)	(72, 0.050229062244594204)	(74, 0.06587406285410256)	(76, 0.08704965513831267)	(78, 0.11410953972758334)	(80, 0.149050874726668)	(82, 0.1955642939856745)	(84, 0.258124646388688)	(86, 0.33668191366474864)	(88, 0.4362129137743601)	(90, 0.5235805422066317)
TS047_RoL_RNA_655_1 - polya	(1, 0.0029260688511503416)	(2, 0.006234420201779421)	(3, 0.009453453211408796)	(4, 0.011743575474641237)	(5, 0.013933661195954008)	(6, 0.01574146441778804)	(7, 0.017813649928981202)	(8, 0.020857618990251153)	(9, 0.024326743354679704)	(10, 0.03058081359147906)	(12, 0.034551907032325954)	(14, 0.03900889224821124)	(16, 0.04363022321153598)	(18, 0.04854987743379975)	(20, 0.05334627234548392)	(22, 0.057617475412089815)	(24, 0.06245317039381386)	(26, 0.06753538399669708)	(28, 0.0726211703332203)	(30, 0.0777355385388634)	(32, 0.08245690604410782)	(34, 0.08691210489317312)	(36, 0.09150485398737795)	(38, 0.0962458715276423)	(40, 0.10123519405588584)	(42, 0.10601015256573007)	(44, 0.11045463321387541)	(46, 0.11503666410716029)	(48, 0.11947935838848561)	(50, 0.12397743004123077)	(52, 0.12878454315383492)	(54, 0.13385067945533818)	(56, 0.13904543416788104)	(58, 0.1437239288694456)	(60, 0.14895441091838835)	(62, 0.1539598107480118)	(64, 0.15852040523945676)	(66, 0.1627719582710427)	(68, 0.16716284791458824)	(70, 0.17134115990655446)	(72, 0.17539978532158104)	(74, 0.17959596098174718)	(76, 0.18404401436353252)	(78, 0.18774000731410032)	(80, 0.1910465722979094)	(82, 0.1945228421296179)	(84, 0.19799018012722647)	(86, 0.20127173597555564)	(88, 0.20506955183486308)	(90, 0.20801884345467336)
TS047_RoL_RNA_655_2 - illumina_universal_adapter	(1, 6.430920551978772e-05)	(2, 7.502740643975235e-05)	(3, 0.00031440056031896223)	(4, 0.0008038650689973466)	(5, 0.0012111567039560021)	(6, 0.0014612480587551768)	(7, 0.0016506029416745516)	(8, 0.0018363850909539384)	(9, 0.0019399943665135964)	(10, 0.002231172158172635)	(12, 0.0024562543774918925)	(14, 0.002604522823551403)	(16, 0.00279030497283079)	(18, 0.0029278552179703354)	(20, 0.0030207462926100295)	(22, 0.003104705533149752)	(24, 0.003192237507329463)	(26, 0.0032904876824291387)	(28, 0.003401242425268773)	(30, 0.0035066380676484253)	(32, 0.003610247343208083)	(34, 0.0037013520510277825)	(36, 0.0038406886629873227)	(38, 0.004015752611346745)	(40, 0.004231902996566032)	(42, 0.004464130683165264)	(44, 0.004719581138424422)	(46, 0.005082213602883225)	(48, 0.005503796172401832)	(50, 0.005959319711500329)	(52, 0.006722098343637812)	(54, 0.007640290889114781)	(56, 0.00885859306035076)	(58, 0.01047346866562543)	(60, 0.012400958464399068)	(62, 0.01500190855431048)	(64, 0.018878324553697687)	(66, 0.02392481082018103)	(68, 0.030325363136219904)	(70, 0.03899460131365129)	(72, 0.05045414446391346)	(74, 0.06612772694254172)	(76, 0.0871889917502722)	(78, 0.11428103094230278)	(80, 0.1489937109884282)	(82, 0.19511770228067593)	(84, 0.2574922725344101)	(86, 0.33546003875987274)	(88, 0.43396745068162756)	(90, 0.5211403651305199)
TS047_RoL_RNA_655_2 - polya	(1, 0.006706021042257865)	(2, 0.008817506623490895)	(3, 0.00982501750996757)	(4, 0.010893264868324044)	(5, 0.011757866409201189)	(6, 0.012668913487398183)	(7, 0.01356924236467521)	(8, 0.016252365328306356)	(9, 0.019499980207055633)	(10, 0.02344070541196263)	(12, 0.02607559647145393)	(14, 0.02948398436400268)	(16, 0.03227964843729345)	(18, 0.03543973134186302)	(20, 0.03875344179295208)	(22, 0.042099306846801035)	(24, 0.04521473058087075)	(26, 0.04897860547059833)	(28, 0.05258706644698642)	(30, 0.05591864056627542)	(32, 0.060186270899241334)	(34, 0.06382331374474934)	(36, 0.06744785202251737)	(38, 0.07089553998510599)	(40, 0.07416816399933518)	(42, 0.07764086109740373)	(44, 0.08110819909501227)	(46, 0.08427721383368181)	(48, 0.08746766497419128)	(50, 0.09117973522613904)	(52, 0.09483285537302696)	(54, 0.09817336132641595)	(56, 0.10151565364662492)	(58, 0.10471325025441436)	(60, 0.10796086513316364)	(62, 0.11126743011697274)	(64, 0.11497235490164051)	(66, 0.11851829303932879)	(68, 0.12217677228667673)	(70, 0.1257566513939449)	(72, 0.12906321637775398)	(74, 0.13289854594028133)	(76, 0.13619975182363042)	(78, 0.14025123177137705)	(80, 0.14392578832010494)	(82, 0.14726808064031388)	(84, 0.15059250929232293)	(86, 0.1543563841820505)	(88, 0.15873476925785604)	(90, 0.16166619720946637)
