Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
TS047_RoL_RNA_258_2	(1, 39.40395974522297)	(2, 39.330136606374246)	(3, 39.39557271432014)	(4, 39.42351083755929)	(5, 39.46962590168977)	(6, 39.441348504256354)	(7, 39.46148089547467)	(8, 39.42184327002716)	(9, 39.46844329311539)	(10, 39.45283948472466)	(12, 39.44441842028447)	(14, 39.46141631513206)	(16, 39.45706381227616)	(18, 39.45706055293962)	(20, 39.453463609772825)	(22, 39.447283149707616)	(24, 39.43777312576969)	(26, 39.453971156690784)	(28, 39.4594562410951)	(30, 39.4261272510172)	(32, 39.44624452042994)	(34, 39.43501493117229)	(36, 39.41945895165032)	(38, 39.4114273400274)	(40, 39.41409431110094)	(42, 39.40131119319081)	(44, 39.41039231117962)	(46, 39.39130222546741)	(48, 39.376511507845635)	(50, 39.38670542396805)	(52, 39.388758048003055)	(54, 39.37753910843806)	(56, 39.3749103398207)	(58, 39.31308527356711)	(60, 39.36007747821948)	(62, 39.35546892794888)	(64, 39.35440267010913)	(66, 39.33445030038576)	(68, 39.3175032663479)	(70, 39.313417953289765)	(72, 39.32078761640095)	(74, 39.31380551114394)	(76, 39.206650122880774)	(78, 39.299797792277026)	(80, 39.2891011803422)	(82, 39.284012256924555)	(84, 39.27761849981229)	(86, 39.25653601199254)	(88, 39.249377599368266)	(90, 39.16738159834681)	(92, 39.21462151257623)	(94, 39.17927218863463)	(96, 39.15965227123834)	(98, 39.112816780034734)	(100, 39.009732985296836)
TS047_RoL_RNA_262_1	(1, 39.59391081530937)	(2, 39.47523866225084)	(3, 39.50563760436451)	(4, 39.52642170415566)	(5, 39.58374852918349)	(6, 39.51944150029209)	(7, 39.5752414317869)	(8, 39.53252079940695)	(9, 39.5233156538244)	(10, 39.52552064932381)	(12, 39.51326074368889)	(14, 39.51970802904489)	(16, 39.61814116314885)	(18, 39.576572199077305)	(20, 39.62898050875578)	(22, 39.63190600062556)	(24, 39.62785705705067)	(26, 39.607688023612155)	(28, 39.50565404088343)	(30, 39.59912025356857)	(32, 39.61131357913956)	(34, 39.541983404119826)	(36, 39.59121494821124)	(38, 39.58606708608632)	(40, 39.582457306837114)	(42, 39.58105836100523)	(44, 39.58612685524601)	(46, 39.579737810071194)	(48, 39.57735934501063)	(50, 39.572200988533254)	(52, 39.5783172500432)	(54, 39.5620970815866)	(56, 39.567213738650246)	(58, 39.55304705782315)	(60, 39.55892730065135)	(62, 39.55060809386316)	(64, 39.50987329181392)	(66, 39.5536788734403)	(68, 39.545644925391585)	(70, 39.540520206441286)	(72, 39.5359121432272)	(74, 39.47794971488547)	(76, 39.52900102139239)	(78, 39.45695472030935)	(80, 39.51371769976443)	(82, 39.50573942043305)	(84, 39.50421968529939)	(86, 39.493433367446926)	(88, 39.489058125959545)	(90, 39.48130182650729)	(92, 39.48576526225474)	(94, 39.484123139341754)	(96, 39.4806121877031)	(98, 39.4714827960555)	(100, 39.33162119015478)
TS047_RoL_RNA_262_2	(1, 39.385805026120686)	(2, 39.32062453350953)	(3, 39.41743458743278)	(4, 39.42826920710615)	(5, 39.47012124069795)	(6, 39.44998848574938)	(7, 39.467117631926435)	(8, 39.427344314109455)	(9, 39.47392547821322)	(10, 39.45978472052167)	(12, 39.45167585252627)	(14, 39.474200902840956)	(16, 39.46899184682638)	(18, 39.46761156148216)	(20, 39.464709143287976)	(22, 39.46011004544785)	(24, 39.450903405636296)	(26, 39.46577880274937)	(28, 39.46880666667987)	(30, 39.43063655232305)	(32, 39.45783443894116)	(34, 39.44653125685542)	(36, 39.43807753470842)	(38, 39.42903592032674)	(40, 39.430331938105695)	(42, 39.417855751511524)	(44, 39.42650817136499)	(46, 39.407092993827824)	(48, 39.38835821172481)	(50, 39.39806110930935)	(52, 39.40092134159663)	(54, 39.38638812292278)	(56, 39.384995432002974)	(58, 39.32131281708278)	(60, 39.37233403051278)	(62, 39.36671593799895)	(64, 39.365354869134556)	(66, 39.34216509541538)	(68, 39.32631789346516)	(70, 39.324598001145546)	(72, 39.330545797024)	(74, 39.323422112427664)	(76, 39.212996053185236)	(78, 39.306519533065256)	(80, 39.29556575731712)	(82, 39.295653395585)	(84, 39.28828834088215)	(86, 39.26482644373882)	(88, 39.25794975866985)	(90, 39.17450662556772)	(92, 39.22662366484124)	(94, 39.18722039457167)	(96, 39.1670481641781)	(98, 39.11893412962534)	(100, 39.01595412619695)
TS047_RoL_RNA_286_1	(1, 39.57686245414821)	(2, 39.47887035445238)	(3, 39.52450990107878)	(4, 39.553469924472026)	(5, 39.61143112074479)	(6, 39.54030701409278)	(7, 39.58473225367832)	(8, 39.539490856135316)	(9, 39.535078487282924)	(10, 39.53504980974519)	(12, 39.52948326929808)	(14, 39.53688533103828)	(16, 39.6369880498476)	(18, 39.58617252541745)	(20, 39.63989528488453)	(22, 39.642195366401026)	(24, 39.63840961366392)	(26, 39.619532008799155)	(28, 39.51437008775525)	(30, 39.60933773992961)	(32, 39.61993698965055)	(34, 39.55311880337294)	(36, 39.59408764498988)	(38, 39.59008915417509)	(40, 39.58857984980358)	(42, 39.58512301491959)	(44, 39.58769724098653)	(46, 39.58234272366464)	(48, 39.58212792016873)	(50, 39.57467787717427)	(52, 39.581152486690065)	(54, 39.56526600461804)	(56, 39.56870023906025)	(58, 39.55331001343753)	(60, 39.559318712264165)	(62, 39.55271755616219)	(64, 39.511387782709576)	(66, 39.550555381032126)	(68, 39.541960063629176)	(70, 39.53659625192526)	(72, 39.53155496322185)	(74, 39.47279286131086)	(76, 39.5266883612372)	(78, 39.45438200124648)	(80, 39.50724093925847)	(82, 39.50070841859307)	(84, 39.499055527935)	(86, 39.487136674563054)	(88, 39.48171705684734)	(90, 39.47042644809352)	(92, 39.47537201260588)	(94, 39.472002441642104)	(96, 39.47054584515504)	(98, 39.4575094019228)	(100, 39.31440662182617)
TS047_RoL_RNA_286_2	(1, 39.381749622932084)	(2, 39.34408306730813)	(3, 39.43518993645622)	(4, 39.45256693553778)	(5, 39.49443693501626)	(6, 39.455865408450954)	(7, 39.48655005606617)	(8, 39.44087174312838)	(9, 39.48568734675937)	(10, 39.46483893570746)	(12, 39.45888806859127)	(14, 39.4820580097336)	(16, 39.477476594343)	(18, 39.475821002753406)	(20, 39.47144906843481)	(22, 39.46546185790169)	(24, 39.45498625523747)	(26, 39.47227857217162)	(28, 39.47432349509755)	(30, 39.42706398534602)	(32, 39.4474589576573)	(34, 39.43690844386266)	(36, 39.43783875589692)	(38, 39.428530551448)	(40, 39.42858282241705)	(42, 39.42262083381807)	(44, 39.43080727785067)	(46, 39.41577349575094)	(48, 39.39633989618652)	(50, 39.40211186630834)	(52, 39.404047123470185)	(54, 39.38983780072043)	(56, 39.39123640661873)	(58, 39.32443756377724)	(60, 39.373179964378686)	(62, 39.370750754503234)	(64, 39.368823997331795)	(66, 39.34580717517555)	(68, 39.33176173541842)	(70, 39.32934464001528)	(72, 39.334098438388914)	(74, 39.324100821166596)	(76, 39.213753310180266)	(78, 39.30563848452479)	(80, 39.29478951779594)	(82, 39.29558804025929)	(84, 39.2875829955547)	(86, 39.26601208531814)	(88, 39.26183350592153)	(90, 39.180107369177904)	(92, 39.23756488143963)	(94, 39.201328191024494)	(96, 39.188304974412844)	(98, 39.147664613733625)	(100, 39.056390604587236)
TS047_RoL_RNA_288_1	(1, 39.58494994354406)	(2, 39.49864560990811)	(3, 39.51396437374834)	(4, 39.51797545658588)	(5, 39.568429239701565)	(6, 39.505414565048106)	(7, 39.575934032018175)	(8, 39.51133456107717)	(9, 39.51797623459093)	(10, 39.51514484081122)	(12, 39.512964248256125)	(14, 39.51365698395294)	(16, 39.615435449037676)	(18, 39.565268983187075)	(20, 39.62681548451003)	(22, 39.625765022091066)	(24, 39.62070145402142)	(26, 39.60031165326306)	(28, 39.49508051846568)	(30, 39.59577074898624)	(32, 39.60491876576968)	(34, 39.53374791407121)	(36, 39.57863845537367)	(38, 39.57540195436425)	(40, 39.575704520528326)	(42, 39.57073197904957)	(44, 39.57444508595283)	(46, 39.568705976097974)	(48, 39.5682783845223)	(50, 39.56318416305368)	(52, 39.56925291364837)	(54, 39.55028592852608)	(56, 39.554660261921626)	(58, 39.54180598467937)	(60, 39.54886085667536)	(62, 39.54035080403321)	(64, 39.49432643707063)	(66, 39.53783146807919)	(68, 39.53065102606807)	(70, 39.52600345729884)	(72, 39.52249504352433)	(74, 39.4608647899577)	(76, 39.513449101003495)	(78, 39.44003137071964)	(80, 39.49903811345601)	(82, 39.49210756666706)	(84, 39.489248553708066)	(86, 39.47548471076145)	(88, 39.47262608680498)	(90, 39.4634510732463)	(92, 39.469474116044275)	(94, 39.46768194251056)	(96, 39.46487793450862)	(98, 39.452849120624776)	(100, 39.308236848388674)
TS047_RoL_RNA_288_2	(1, 39.36651794581459)	(2, 39.29801086670774)	(3, 39.38769944451217)	(4, 39.42165065130304)	(5, 39.460252461082824)	(6, 39.43205569084631)	(7, 39.45416083713966)	(8, 39.413382791633055)	(9, 39.46085868261805)	(10, 39.44571053528537)	(12, 39.436745660890786)	(14, 39.460270510799994)	(16, 39.45272339500865)	(18, 39.45020685987281)	(20, 39.445924953477245)	(22, 39.44183599233416)	(24, 39.43086973884782)	(26, 39.44853391561306)	(28, 39.45022708800412)	(30, 39.4068966024286)	(32, 39.430080063721725)	(34, 39.421481668606106)	(36, 39.40619768159163)	(38, 39.392929894665116)	(40, 39.39980100186823)	(42, 39.38874873992357)	(44, 39.397368024474794)	(46, 39.3757999350677)	(48, 39.35999904149777)	(50, 39.3737399332954)	(52, 39.37457959524598)	(54, 39.3597574320294)	(56, 39.359082473747975)	(58, 39.29430927427922)	(60, 39.344579137001006)	(62, 39.34139729084637)	(64, 39.338279396706874)	(66, 39.316474288061194)	(68, 39.29997354004824)	(70, 39.298039497293594)	(72, 39.302761598946645)	(74, 39.29510735185987)	(76, 39.179978475712275)	(78, 39.27611088034617)	(80, 39.26681838802489)	(82, 39.26616186846316)	(84, 39.25969925281173)	(86, 39.23632576378506)	(88, 39.23311163042084)	(90, 39.15352933822035)	(92, 39.20528262317163)	(94, 39.16949734727508)	(96, 39.15634583320334)	(98, 39.11161264342232)	(100, 39.01545324201317)
TS047_RoL_RNA_289_1	(1, 39.57409960409896)	(2, 39.503534551868334)	(3, 39.51399942285366)	(4, 39.54195151832351)	(5, 39.57916273059209)	(6, 39.5151089091094)	(7, 39.57122593058753)	(8, 39.54047092940757)	(9, 39.5250394634272)	(10, 39.521065264945854)	(12, 39.52031225336903)	(14, 39.52141086747652)	(16, 39.621257448286386)	(18, 39.568087075496564)	(20, 39.62685436431258)	(22, 39.62518334807278)	(24, 39.623837112552465)	(26, 39.60176955084882)	(28, 39.498550166085245)	(30, 39.59364990107828)	(32, 39.60497241983084)	(34, 39.53706821057322)	(36, 39.57839100574191)	(38, 39.57690382764522)	(40, 39.57618432205254)	(42, 39.56925556786598)	(44, 39.57219908669342)	(46, 39.567385624259146)	(48, 39.5681640700737)	(50, 39.55882713505024)	(52, 39.56425484091461)	(54, 39.54693709015913)	(56, 39.55200179805564)	(58, 39.53874238961977)	(60, 39.54517665873648)	(62, 39.537108569305346)	(64, 39.49574419640608)	(66, 39.536806290638154)	(68, 39.530030174823814)	(70, 39.5258331961411)	(72, 39.51856223285196)	(74, 39.4574604302399)	(76, 39.51196194932611)	(78, 39.44035086465042)	(80, 39.49673356189663)	(82, 39.4900314755281)	(84, 39.487075766716245)	(86, 39.476533901153786)	(88, 39.47272413567822)	(90, 39.4637247643849)	(92, 39.46573360792207)	(94, 39.4648565220716)	(96, 39.46560162663152)	(98, 39.45289234889699)	(100, 39.30918429335665)
TS047_RoL_RNA_289_2	(1, 39.40740038138837)	(2, 39.330768275084594)	(3, 39.41886298612381)	(4, 39.42755912331872)	(5, 39.46778369973077)	(6, 39.44629466809753)	(7, 39.469255063793646)	(8, 39.426125844720616)	(9, 39.471803231775716)	(10, 39.45780267228838)	(12, 39.445874607824315)	(14, 39.47317147515976)	(16, 39.470588845762336)	(18, 39.46920057126879)	(20, 39.4655239072445)	(22, 39.46142698527157)	(24, 39.451179260738066)	(26, 39.46450446214379)	(28, 39.46617000936355)	(30, 39.42913571659828)	(32, 39.44691414992633)	(34, 39.42251069069868)	(36, 39.42818410711345)	(38, 39.42328060352415)	(40, 39.42133620217478)	(42, 39.41270717578587)	(44, 39.42184755554737)	(46, 39.39925397954396)	(48, 39.37804772260287)	(50, 39.39294226918932)	(52, 39.39510164256086)	(54, 39.37747443093117)	(56, 39.37975352971706)	(58, 39.312593535479955)	(60, 39.36566592715193)	(62, 39.35898446491915)	(64, 39.35609151805401)	(66, 39.33725614718675)	(68, 39.3224836322279)	(70, 39.31779921889874)	(72, 39.324852936898345)	(74, 39.3143887907229)	(76, 39.20097205571271)	(78, 39.29963953557214)	(80, 39.287254939719375)	(82, 39.28893287459896)	(84, 39.28218924344575)	(86, 39.26097076357436)	(88, 39.25596789513925)	(90, 39.17375208411669)	(92, 39.22945560155645)	(94, 39.19259269338265)	(96, 39.17714676415052)	(98, 39.13499185429002)	(100, 39.03725173573023)
TS047_RoL_RNA_291_1	(1, 39.56774098870014)	(2, 39.49247329874174)	(3, 39.50225962611803)	(4, 39.518184970696126)	(5, 39.562795188926295)	(6, 39.5078703698723)	(7, 39.56171122823338)	(8, 39.51539577614737)	(9, 39.517491337857486)	(10, 39.514890453786414)	(12, 39.51610789736131)	(14, 39.51957024409158)	(16, 39.61657038167856)	(18, 39.56668356520107)	(20, 39.62375319517178)	(22, 39.62121662195787)	(24, 39.620868450786915)	(26, 39.599389501097164)	(28, 39.49727330333196)	(30, 39.590835360181245)	(32, 39.60106134430969)	(34, 39.53019655732905)	(36, 39.575892130849404)	(38, 39.57358698109177)	(40, 39.571021719019654)	(42, 39.56476364305625)	(44, 39.56920053436186)	(46, 39.56490119019314)	(48, 39.562942299015916)	(50, 39.5539415682071)	(52, 39.558371924828336)	(54, 39.54308371197645)	(56, 39.54825575527384)	(58, 39.534184906305576)	(60, 39.54078031542682)	(62, 39.53060202652516)	(64, 39.49127008005905)	(66, 39.53058381706932)	(68, 39.52302207157384)	(70, 39.51781655794187)	(72, 39.510681559212344)	(74, 39.454580576662785)	(76, 39.505180390958216)	(78, 39.43583073430209)	(80, 39.48995840155405)	(82, 39.48265453701741)	(84, 39.4772861344238)	(86, 39.46766978853243)	(88, 39.463103637982314)	(90, 39.45285127604256)	(92, 39.45602362623104)	(94, 39.45335333106134)	(96, 39.45150835855861)	(98, 39.440219173313814)	(100, 39.30283998578148)
TS047_RoL_RNA_291_2	(1, 39.39384243863901)	(2, 39.32827126399244)	(3, 39.41134654702297)	(4, 39.425061574458084)	(5, 39.467662775700425)	(6, 39.43439262559275)	(7, 39.47620089867051)	(8, 39.42411452337188)	(9, 39.47212596512606)	(10, 39.45114600234109)	(12, 39.443980043552074)	(14, 39.4648825862655)	(16, 39.45900858239147)	(18, 39.4569675693576)	(20, 39.45169981684157)	(22, 39.448394461918745)	(24, 39.43684572219837)	(26, 39.45163359339385)	(28, 39.45491472216973)	(30, 39.421931380952934)	(32, 39.439149756278184)	(34, 39.426651973189784)	(36, 39.42075625344391)	(38, 39.41221733356109)	(40, 39.41009587218731)	(42, 39.398963320139245)	(44, 39.407452432976555)	(46, 39.38389808346872)	(48, 39.36739688975322)	(50, 39.3788709985966)	(52, 39.38095452692451)	(54, 39.368576559664795)	(56, 39.36785575210213)	(58, 39.30320736254919)	(60, 39.351326267984774)	(62, 39.34748602523878)	(64, 39.34379456609915)	(66, 39.32495925484835)	(68, 39.30894206607833)	(70, 39.30615374813358)	(72, 39.31328125588346)	(74, 39.30278659262869)	(76, 39.198664445989664)	(78, 39.2895475213205)	(80, 39.27885215559514)	(82, 39.27679484569598)	(84, 39.269455877153675)	(86, 39.24846862261724)	(88, 39.24405635591493)	(90, 39.16382923897504)	(92, 39.2171467647475)	(94, 39.182171101864526)	(96, 39.16928091894876)	(98, 39.127555126338365)	(100, 39.029865380322015)
TS047_RoL_RNA_317_1	(1, 39.609176446711196)	(2, 39.519157975139336)	(3, 39.521310196063745)	(4, 39.537646834866024)	(5, 39.57620367064026)	(6, 39.525074688120775)	(7, 39.580220612906956)	(8, 39.537732563736476)	(9, 39.538653004463384)	(10, 39.53648018019167)	(12, 39.531429991897994)	(14, 39.532819099571356)	(16, 39.629857549956505)	(18, 39.58015450063347)	(20, 39.63803731566171)	(22, 39.63489431844542)	(24, 39.63009492262081)	(26, 39.610403964147174)	(28, 39.51037834416108)	(30, 39.6046220017936)	(32, 39.61298309274321)	(34, 39.542875940733246)	(36, 39.587000614035006)	(38, 39.58099390942161)	(40, 39.57808954791007)	(42, 39.57273015152657)	(44, 39.5764549367495)	(46, 39.56991586058702)	(48, 39.56730476127963)	(50, 39.559416363217906)	(52, 39.56369001845579)	(54, 39.548222825122295)	(56, 39.5525368187145)	(58, 39.5390697288714)	(60, 39.54802302791134)	(62, 39.53656472496169)	(64, 39.493022431716774)	(66, 39.53469297795691)	(68, 39.527601242658136)	(70, 39.52203241838025)	(72, 39.51858408113551)	(74, 39.45999226624545)	(76, 39.5081327371835)	(78, 39.436389197862354)	(80, 39.49301895835554)	(82, 39.48401008553586)	(84, 39.48154099933892)	(86, 39.47108105092386)	(88, 39.46686249582555)	(90, 39.45916521157171)	(92, 39.46333908661414)	(94, 39.46009567768218)	(96, 39.457177975305896)	(98, 39.446989738467344)	(100, 39.305599780609874)
TS047_RoL_RNA_317_2	(1, 39.46767589387445)	(2, 39.40763497688972)	(3, 39.47208714158119)	(4, 39.49163174524285)	(5, 39.52358272159088)	(6, 39.49694472488986)	(7, 39.520286186020044)	(8, 39.47624885985931)	(9, 39.51785546467673)	(10, 39.50107881415816)	(12, 39.49230478792189)	(14, 39.50610753076421)	(16, 39.50050673577498)	(18, 39.49861138570181)	(20, 39.49265772878724)	(22, 39.489652481919876)	(24, 39.47859543113274)	(26, 39.4941613784413)	(28, 39.49650218709269)	(30, 39.46412675021389)	(32, 39.48778464244647)	(34, 39.4755196118803)	(36, 39.45853708576861)	(38, 39.44891721713193)	(40, 39.45220285897889)	(42, 39.442758552964555)	(44, 39.4489672651097)	(46, 39.42878008961982)	(48, 39.41545051330556)	(50, 39.425545679851055)	(52, 39.42723783829206)	(54, 39.41592944245566)	(56, 39.41316938331537)	(58, 39.35154753438914)	(60, 39.39954883405776)	(62, 39.396147702949776)	(64, 39.39414191577738)	(66, 39.37490738854586)	(68, 39.35713190985254)	(70, 39.35460401333471)	(72, 39.3596410186437)	(74, 39.35345425182635)	(76, 39.24648119891273)	(78, 39.338432161840956)	(80, 39.329761428631365)	(82, 39.32516096167742)	(84, 39.31845907170711)	(86, 39.29791149551923)	(88, 39.291787130794035)	(90, 39.2096024307845)	(92, 39.25751673854222)	(94, 39.22356968464524)	(96, 39.20528247722018)	(98, 39.16034626096018)	(100, 39.06156540680618)
TS047_RoL_RNA_318_1	(1, 39.577576227456966)	(2, 39.47786730820414)	(3, 39.52206434193991)	(4, 39.53087676730131)	(5, 39.57786919809633)	(6, 39.51634581202505)	(7, 39.573040784993985)	(8, 39.52012051685638)	(9, 39.5286190557755)	(10, 39.52987176297137)	(12, 39.52545867795543)	(14, 39.52815016829378)	(16, 39.62387716686784)	(18, 39.573094157641066)	(20, 39.63138862928808)	(22, 39.63025073491035)	(24, 39.62777422914621)	(26, 39.604729048098655)	(28, 39.501195039339265)	(30, 39.59563276541202)	(32, 39.60690825066425)	(34, 39.53826239875724)	(36, 39.58289504143831)	(38, 39.57879390068295)	(40, 39.57587771486188)	(42, 39.57099380018252)	(44, 39.57458534233977)	(46, 39.56885194726499)	(48, 39.56794158694322)	(50, 39.55988623894795)	(52, 39.563002021288256)	(54, 39.54736073567452)	(56, 39.552819536136795)	(58, 39.53980878623579)	(60, 39.5475496501944)	(62, 39.53849213644244)	(64, 39.49636206957985)	(66, 39.53905626552671)	(68, 39.53193824429912)	(70, 39.52711722642709)	(72, 39.52131219472732)	(74, 39.461704658853165)	(76, 39.514995099352674)	(78, 39.44397000016509)	(80, 39.499807985459334)	(82, 39.49230347007364)	(84, 39.48892900407088)	(86, 39.47941851378729)	(88, 39.47519897464758)	(90, 39.46574234255648)	(92, 39.469583230964176)	(94, 39.46814175864702)	(96, 39.467788505675685)	(98, 39.45680367538465)	(100, 39.314681541587305)
TS047_RoL_RNA_318_2	(1, 39.41174901903017)	(2, 39.34885355628782)	(3, 39.42748547154715)	(4, 39.4563410626438)	(5, 39.50072962537482)	(6, 39.462746826082935)	(7, 39.48826828879674)	(8, 39.4424032197787)	(9, 39.48795201197699)	(10, 39.46912674356561)	(12, 39.45882160216992)	(14, 39.4782604505996)	(16, 39.4741156854553)	(18, 39.47038609899883)	(20, 39.46785364346191)	(22, 39.46593170527214)	(24, 39.45377331168946)	(26, 39.470167155361914)	(28, 39.471401374481985)	(30, 39.43324997887878)	(32, 39.465632273143655)	(34, 39.45248515967759)	(36, 39.43959781301376)	(38, 39.430027862090455)	(40, 39.428048031946204)	(42, 39.41780511506418)	(44, 39.426443789862816)	(46, 39.40461202418136)	(48, 39.38598851856879)	(50, 39.398449631048976)	(52, 39.40261206257679)	(54, 39.38914437708145)	(56, 39.387408477488655)	(58, 39.32164687745364)	(60, 39.37273790922795)	(62, 39.367823741333666)	(64, 39.366012656899336)	(66, 39.344612951946615)	(68, 39.330696846576686)	(70, 39.327741032779024)	(72, 39.333227957526276)	(74, 39.32468187250518)	(76, 39.21594150955475)	(78, 39.310228044252156)	(80, 39.3007139310527)	(82, 39.29818117671859)	(84, 39.29026219228839)	(86, 39.26959932119256)	(88, 39.262872985724144)	(90, 39.179578751247384)	(92, 39.230045483654415)	(94, 39.19252604409634)	(96, 39.174095187968454)	(98, 39.12803773091326)	(100, 39.026903212943715)
TS047_RoL_RNA_319_1	(1, 39.58615819916296)	(2, 39.49915379028005)	(3, 39.52351683612995)	(4, 39.54656033038791)	(5, 39.590360763794166)	(6, 39.53116592466836)	(7, 39.599570991520054)	(8, 39.53856217716506)	(9, 39.53852647241979)	(10, 39.53426650442779)	(12, 39.53417891168888)	(14, 39.5375294246652)	(16, 39.633947404152536)	(18, 39.58386859608724)	(20, 39.63927510368346)	(22, 39.638972048772395)	(24, 39.63700966662436)	(26, 39.615560548898046)	(28, 39.516080597221375)	(30, 39.60705236935456)	(32, 39.61578820293445)	(34, 39.54690268228996)	(36, 39.59219201083102)	(38, 39.5894421648803)	(40, 39.58692548833315)	(42, 39.581557874960964)	(44, 39.58441534314183)	(46, 39.57869068231695)	(48, 39.579590267728264)	(50, 39.57126685298448)	(52, 39.57554895501572)	(54, 39.558352040225024)	(56, 39.562959331206585)	(58, 39.54974022983551)	(60, 39.55505022213504)	(62, 39.547898931767726)	(64, 39.50968458558656)	(66, 39.549847271500695)	(68, 39.542317924486056)	(70, 39.535713054605544)	(72, 39.53043288883103)	(74, 39.47280840536149)	(76, 39.52422947962293)	(78, 39.45495882669562)	(80, 39.509747867167604)	(82, 39.50213738619929)	(84, 39.5011864207887)	(86, 39.489692976201695)	(88, 39.48716672033264)	(90, 39.478310346952156)	(92, 39.48293803027806)	(94, 39.48105678208371)	(96, 39.47875792625388)	(98, 39.46810836912698)	(100, 39.33003329322355)
TS047_RoL_RNA_319_2	(1, 39.37922967882928)	(2, 39.31134153250717)	(3, 39.40381087196431)	(4, 39.42757310564737)	(5, 39.46420690000008)	(6, 39.43828046527347)	(7, 39.45473672431169)	(8, 39.413627064371084)	(9, 39.461737321785606)	(10, 39.4465855922209)	(12, 39.43766100245717)	(14, 39.46421517305081)	(16, 39.45926135735653)	(18, 39.458091736666475)	(20, 39.45214319547746)	(22, 39.449848730170174)	(24, 39.43966681812155)	(26, 39.457130175945295)	(28, 39.457499270120984)	(30, 39.42135460175022)	(32, 39.45159575900197)	(34, 39.43337222392884)	(36, 39.4273675856502)	(38, 39.417176057994375)	(40, 39.416429378880395)	(42, 39.406505491672846)	(44, 39.414874698478144)	(46, 39.393270860189)	(48, 39.37388282065456)	(50, 39.38850877607399)	(52, 39.39064989966023)	(54, 39.373665181363776)	(56, 39.374345458360025)	(58, 39.3125592675186)	(60, 39.3626253031547)	(62, 39.354244122197024)	(64, 39.35366769375866)	(66, 39.332017482843035)	(68, 39.320257631508305)	(70, 39.31330558377948)	(72, 39.318570800006185)	(74, 39.31230846345427)	(76, 39.207151965274086)	(78, 39.29566577049208)	(80, 39.2852524670201)	(82, 39.28751380383915)	(84, 39.28113295946401)	(86, 39.2589838981033)	(88, 39.25712532822784)	(90, 39.17650793222281)	(92, 39.22996853120185)	(94, 39.19368862747984)	(96, 39.18151697415927)	(98, 39.13773178058331)	(100, 39.04228573941589)
TS047_RoL_RNA_322_1	(1, 39.5666882328962)	(2, 39.4958985967571)	(3, 39.51462412626784)	(4, 39.517206404855614)	(5, 39.55909874522844)	(6, 39.50735514201443)	(7, 39.56000107710164)	(8, 39.51738145115525)	(9, 39.517790583857185)	(10, 39.516668268838075)	(12, 39.517395692678846)	(14, 39.521329671602565)	(16, 39.61715639014571)	(18, 39.56821387339403)	(20, 39.62476717096524)	(22, 39.62351854884129)	(24, 39.62162919642307)	(26, 39.60000613906453)	(28, 39.49911012945994)	(30, 39.59120259607766)	(32, 39.601406855129724)	(34, 39.53298338591463)	(36, 39.57720822514355)	(38, 39.57268190945233)	(40, 39.57007415512939)	(42, 39.56501492300815)	(44, 39.569038291689154)	(46, 39.56367760246301)	(48, 39.5622723927132)	(50, 39.55433751353161)	(52, 39.5592632140858)	(54, 39.54328581469241)	(56, 39.54793560301048)	(58, 39.534649160239226)	(60, 39.54192478131916)	(62, 39.53219163325007)	(64, 39.49068270787638)	(66, 39.53107592049068)	(68, 39.52360050327886)	(70, 39.51812263258435)	(72, 39.511551621254014)	(74, 39.454870737606186)	(76, 39.50492094761854)	(78, 39.43395688738228)	(80, 39.48902526415175)	(82, 39.482348132730586)	(84, 39.4794571034421)	(86, 39.46762391827937)	(88, 39.46441107203795)	(90, 39.45437425458846)	(92, 39.45994213724273)	(94, 39.457150383817705)	(96, 39.45392806627176)	(98, 39.44247760477207)	(100, 39.3015043577161)
TS047_RoL_RNA_322_2	(1, 39.404605245533375)	(2, 39.33081057878347)	(3, 39.40797737561144)	(4, 39.43213846604757)	(5, 39.48192669424614)	(6, 39.45771154132726)	(7, 39.460392819244056)	(8, 39.42184778998343)	(9, 39.46997418447315)	(10, 39.45965530189628)	(12, 39.448902260250776)	(14, 39.47334845769312)	(16, 39.46710956422355)	(18, 39.4661703150028)	(20, 39.46115909617346)	(22, 39.45995541089578)	(24, 39.448089179867644)	(26, 39.46362018354351)	(28, 39.46672089507008)	(30, 39.43165065929785)	(32, 39.452101590871514)	(34, 39.44489859464853)	(36, 39.435876312920705)	(38, 39.426856243468386)	(40, 39.42608996653899)	(42, 39.41560571636782)	(44, 39.42336271477177)	(46, 39.399990577089)	(48, 39.38286714984838)	(50, 39.396046919459934)	(52, 39.39864603208166)	(54, 39.38427540147702)	(56, 39.38187131476813)	(58, 39.31922848689101)	(60, 39.36817245544849)	(62, 39.36382436620295)	(64, 39.36187784028954)	(66, 39.340022839670624)	(68, 39.326603936903275)	(70, 39.324597921518766)	(72, 39.32971322099744)	(74, 39.32362503879692)	(76, 39.21455719456365)	(78, 39.30686369883685)	(80, 39.297170129759294)	(82, 39.29742194893245)	(84, 39.29068225159456)	(86, 39.271333931961266)	(88, 39.267473407497796)	(90, 39.187666709218405)	(92, 39.24214195418384)	(94, 39.2099312227741)	(96, 39.197575180121575)	(98, 39.158231484835426)	(100, 39.06580230297189)
