Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
TS047_RoL_RNA_286	1.10.3	none	vb	[]	1	['ISR']	1001	183.98421090449597	71.43565816074675	False	False	4096	mapping	False	121117	26	107135	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25158451	21896680	1167025	174761	1561726	13864345	87.03508813002836	quant	Fri May 16 00:30:31 2025	Fri May 16 00:40:06 2025
TS047_RoL_RNA_288	1.10.3	none	vb	[]	1	['ISR']	1001	186.8929613980558	73.84603741454484	False	False	4096	mapping	False	121117	26	105488	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25688193	22572714	1035254	195484	1424584	15327994	87.87194179053388	quant	Fri May 16 00:30:30 2025	Fri May 16 00:40:25 2025
TS047_RoL_RNA_289	1.10.3	none	vb	[]	1	['ISR']	1001	181.87082727290638	70.89892732907204	False	False	4096	mapping	False	121117	26	112001	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	30331475	26417279	1294416	192486	1821416	18522313	87.09526655067054	quant	Fri May 16 00:30:30 2025	Fri May 16 00:41:01 2025
TS047_RoL_RNA_291	1.10.3	none	vb	[]	1	['ISR']	1001	183.4658340542389	71.20428909166831	False	False	4096	mapping	False	121117	26	149132	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25078064	21714361	1108454	174583	1539851	17177986	86.58707067658811	quant	Fri May 16 00:30:30 2025	Fri May 16 00:40:18 2025
TS047_RoL_RNA_317	1.10.3	none	vb	[]	1	['ISR']	1001	178.44003510173815	69.34758702396064	False	False	4096	mapping	False	121117	26	94942	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25315686	21546889	1208595	200326	1650477	16248022	85.11279923443512	quant	Fri May 16 00:13:43 2025	Fri May 16 00:20:21 2025
TS047_RoL_RNA_318	1.10.3	none	vb	[]	1	['ISR']	1001	179.1235717696747	70.56162875144314	False	False	4096	mapping	False	121117	26	99112	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26755303	23364798	1063814	163277	1482200	16134176	87.32772714254068	quant	Fri May 16 00:13:42 2025	Fri May 16 00:19:48 2025
TS047_RoL_RNA_319	1.10.3	none	vb	[]	1	['ISR']	1001	183.6289181030571	71.82251177844253	False	False	4096	mapping	False	121117	26	102149	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27541419	23772437	1093783	169802	1538510	14384313	86.31522217500849	quant	Fri May 16 00:30:31 2025	Fri May 16 00:40:45 2025
TS047_RoL_RNA_322	1.10.3	none	vb	[]	1	['ISR']	1001	183.3263086050695	70.19055555541394	False	False	4096	mapping	False	121117	26	103962	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28908732	25090914	1099387	181274	1611647	15683997	86.79354736139932	quant	Fri May 16 00:30:30 2025	Fri May 16 00:40:41 2025
TS047_RoL_RNA_326	1.10.3	none	vb	[]	1	['ISR']	1001	178.07690160792677	70.06219765833418	False	False	4096	mapping	False	121117	26	99928	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24134791	20274407	1044117	167215	1448707	14935009	84.00489981454572	quant	Fri May 16 00:30:31 2025	Fri May 16 00:40:09 2025
TS047_RoL_RNA_328	1.10.3	none	vb	[]	1	['ISR']	1001	181.09231334359865	70.13728030443177	False	False	4096	mapping	False	121117	26	116109	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	29848600	25658394	1294196	192960	1772005	16736171	85.9618005534598	quant	Fri May 16 00:13:42 2025	Fri May 16 00:20:57 2025
TS047_RoL_RNA_347	1.10.3	none	vb	[]	1	['ISR']	1001	177.30198058347435	70.8900131190477	False	False	4096	mapping	False	121117	26	102811	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	23097007	19955056	986370	180164	1362320	14088840	86.39671798168482	quant	Fri May 16 00:30:31 2025	Fri May 16 00:40:08 2025
TS047_RoL_RNA_355	1.10.3	none	vb	[]	1	['ISR']	1001	163.62866149873915	63.77520257205354	False	False	4096	mapping	False	121117	26	82368	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	19813209	15796537	929284	101255	1242711	13001092	79.72730212455741	quant	Fri May 16 00:30:31 2025	Fri May 16 00:39:24 2025
TS047_RoL_RNA_377	1.10.3	none	vb	[]	1	['ISR']	1001	179.65999275413884	70.46983524002516	False	False	4096	mapping	False	121117	26	85959	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24069821	21716291	801441	165536	1119876	11931525	90.22207103243518	quant	Fri May 16 00:13:42 2025	Fri May 16 00:19:11 2025
TS047_RoL_RNA_381	1.10.3	none	vb	[]	1	['ISR']	1001	180.09880067630212	71.0295596442108	False	False	4096	mapping	False	121117	26	98249	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25262677	21565910	1298190	198125	1708726	17072363	85.36668540709285	quant	Fri May 16 00:13:42 2025	Fri May 16 00:20:08 2025
TS047_RoL_RNA_407	1.10.3	none	vb	[]	1	['ISR']	1001	183.5793837572655	71.37531236872667	False	False	4096	mapping	False	121117	26	83560	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	30623500	28398382	777170	129931	1077335	13130541	92.73395268339674	quant	Fri May 16 00:13:42 2025	Fri May 16 00:19:24 2025
TS047_RoL_RNA_412	1.10.3	none	vb	[]	1	['ISR']	1001	185.20987660579772	71.72268447029798	False	False	4096	mapping	False	121117	26	87146	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	26157776	23058753	1128039	157948	1507770	12631053	88.15257459196837	quant	Fri May 16 00:13:42 2025	Fri May 16 00:19:56 2025
TS047_RoL_RNA_439	1.10.3	none	vb	[]	1	['ISR']	1001	177.94429954475268	70.21578779137221	False	False	4096	mapping	False	121117	26	94589	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	24242583	20501459	1226759	174813	1660943	15749964	84.56796456054208	quant	Fri May 16 00:13:42 2025	Fri May 16 00:19:58 2025
TS047_RoL_RNA_442	1.10.3	none	vb	[]	1	['ISR']	1001	184.15127277640664	71.13948511726188	False	False	4096	mapping	False	121117	26	99984	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	29043258	25495841	1191999	193424	1642636	15682207	87.78574703981214	quant	Fri May 16 00:30:31 2025	Fri May 16 00:41:01 2025
TS047_RoL_RNA_46	1.10.3	none	vb	[]	1	['ISR']	1001	175.2699672679083	68.41110196512058	False	False	4096	mapping	False	121117	26	69687	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25718199	24484222	439359	67729	619319	10241630	95.20193074172884	quant	Fri May 16 00:13:42 2025	Fri May 16 00:18:16 2025
TS047_RoL_RNA_468	1.10.3	none	vb	[]	1	['ISR']	1001	182.16913002870174	71.51723597008792	False	False	4096	mapping	False	121117	26	108328	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27285758	23404626	1312765	217733	1784168	16797931	85.77597880916484	quant	Fri May 16 00:30:51 2025	Fri May 16 00:41:16 2025
TS047_RoL_RNA_469	1.10.3	none	vb	[]	1	['ISR']	1001	181.3105297728229	69.88339870464861	False	False	4096	mapping	False	121117	26	96858	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	30770546	27472465	1096337	163088	1554065	16609716	89.28169490395132	quant	Fri May 16 00:39:46 2025	Fri May 16 00:46:12 2025
TS047_RoL_RNA_477	1.10.3	none	vb	[]	1	['ISR']	1001	182.18004071910826	70.96511854528741	False	False	4096	mapping	False	121117	26	141544	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28376426	24508101	1306462	222969	1798366	17174637	86.3678216559055	quant	Fri May 16 00:40:12 2025	Fri May 16 00:46:54 2025
TS047_RoL_RNA_478	1.10.3	none	vb	[]	1	['ISR']	1001	182.5723236293202	71.77496605794724	False	False	4096	mapping	False	121117	26	110078	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28752196	24891330	1238188	202743	1775751	17508670	86.5719265408458	quant	Fri May 16 00:40:21 2025	Fri May 16 00:47:22 2025
TS047_RoL_RNA_498	1.10.3	none	vb	[]	1	['ISR']	1001	181.87983244405717	71.65367755957858	False	False	4096	mapping	False	121117	26	112399	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	27977215	24020267	1296532	197107	1741929	15668062	85.85653361136912	quant	Fri May 16 00:40:26 2025	Fri May 16 00:46:55 2025
TS047_RoL_RNA_500	1.10.3	none	vb	[]	1	['ISR']	1001	186.23713032607205	73.03997217547632	False	False	4096	mapping	False	121117	26	106179	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	28084569	24803677	1053185	194237	1469004	15566772	88.31781253256904	quant	Fri May 16 00:40:13 2025	Fri May 16 00:46:42 2025
TS047_RoL_RNA_502	1.10.3	none	vb	[]	1	['ISR']	1001	187.73696593836104	69.34190280701961	False	False	4096	mapping	False	121117	26	105066	False	['range_factorized', 'gzipped']	[1540, 2492, 3611, 5261, 93139]	4cdb021ef27a990175985add0accb3f7e5b2d2bb37986674c4e4f50802d0793b	fdc6baad09122ebb2ca5080ce760e19fd65a9c4faa64af4f429325ee4448e3f2	e26b010782ac99674f527f0645803e17a54941047934a974734881b683125ffce6fef3c56315c6eab3260402769dd3ac181d58a1bdb3a46ec91afa6e92d74a71	a5047c9e5fa06112a62dcadc38b359aa777e749a3762adf7522607253e9ae6c1f8e86e3031b602363d403a4fddeac4789f486a3554aa17faceee5632120e488a	ae982e5d6578908fcb22a758582cac09bc51527cb539ebc6400a279cffb679b8	cf64a3f444904ffcad1675fd35f0f8c74e6ac44f219ec30e1fe87f9b87ce5fad	0	25335493	21281369	1367634	183177	1854130	15310821	83.99824309714438	quant	Fri May 16 00:40:26 2025	Fri May 16 00:47:19 2025
