Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
TS047_RoL_RNA_170_1	(1, 0.0018147531693851527)	(2, 0.01479275344682183)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.12819741418955116)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.2661051121287229)	(30, 0.0)	(32, 0.0)	(34, 0.13288907350272708)	(36, 0.0)	(38, 0.0)	(40, 0.0002747280917406095)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 1.934704871412743e-06)	(64, 0.13133937490072545)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13039330421860462)	(76, 0.0)	(78, 0.1304668230037183)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 1.934704871412743e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.26597548690233824)
TS047_RoL_RNA_170_2	(1, 0.000940266567506593)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0002302298796981164)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 7.158408024227148e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 1.934704871412743e-06)	(54, 3.869409742825486e-06)	(56, 1.934704871412743e-06)	(58, 0.1307396163905875)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.00016831932381290861)	(68, 0.0)	(70, 5.804114614238229e-06)	(72, 0.0)	(74, 5.223703152814405e-05)	(76, 0.2638318339048129)	(78, 3.8694097428254855e-05)	(80, 0.0)	(82, 0.0)	(84, 0.0001257558166418283)	(86, 0.00011995170202759005)	(88, 5.9975851013795025e-05)	(90, 0.1331483239554964)	(92, 5.223703152814405e-05)	(94, 5.223703152814405e-05)	(96, 0.0003269651232687535)	(98, 1.934704871412743e-06)	(100, 0.0001721887335557341)
TS047_RoL_RNA_175_1	(1, 0.001915802713075617)	(2, 0.014614388252722623)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.12483992032463691)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.26441617938270556)	(30, 0.0)	(32, 0.0)	(34, 0.1308567996873662)	(36, 0.0)	(38, 0.0)	(40, 0.00019472738048715205)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.13078402278758816)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.12775886408870693)	(76, 0.0)	(78, 0.12858694719158664)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 1.180165942346376e-05)	(98, 0.0)	(100, 0.2638693691627517)
TS047_RoL_RNA_175_2	(1, 0.0008811905702852942)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 3.93388647448792e-06)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.000147520742793297)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 7.474384301527048e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 3.93388647448792e-06)	(58, 0.12883871592595386)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0001514546292677849)	(68, 0.0)	(70, 3.93388647448792e-06)	(72, 0.0)	(74, 3.93388647448792e-05)	(76, 0.25842093639558594)	(78, 4.327275121936712e-05)	(80, 1.96694323724396e-06)	(82, 9.8347161862198e-06)	(84, 0.00011998353747188156)	(86, 0.0001514546292677849)	(88, 5.5074410642830884e-05)	(90, 0.1337029665516582)	(92, 6.294218359180672e-05)	(94, 4.523969445661108e-05)	(96, 0.0003481489529921809)	(98, 0.0)	(100, 0.0001376860266070772)
TS047_RoL_RNA_177_1	(1, 0.0019568625407297927)	(2, 0.014659885474619803)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.1361926577605375)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.2756543538968492)	(30, 0.0)	(32, 0.0)	(34, 0.12884613144237395)	(36, 0.0)	(38, 0.0)	(40, 0.00022802423673758178)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 2.072947606705289e-06)	(64, 0.1388211553258398)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13612839638472962)	(76, 0.0)	(78, 0.13885846838276047)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.2758657945527332)
TS047_RoL_RNA_177_2	(1, 0.0008084495666150626)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0001907111798168866)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 1.86565284603476e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.14136051614405376)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 1.86565284603476e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 1.0364738033526445e-05)	(76, 0.28315635128551564)	(78, 2.072947606705289e-05)	(80, 0.0)	(82, 0.0)	(84, 5.182369016763223e-05)	(86, 1.658358085364231e-05)	(88, 8.291790426821156e-06)	(90, 0.13672125940024732)	(92, 2.280242367375818e-05)	(94, 2.072947606705289e-05)	(96, 8.913674708832744e-05)	(98, 0.0)	(100, 6.840727102127454e-05)
TS047_RoL_RNA_200_1	(1, 0.0017488848676500094)	(2, 0.014517781372222791)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13843398563440945)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.28517153694242836)	(30, 0.0)	(32, 0.0)	(34, 0.10938969301541653)	(36, 0.0)	(38, 0.0)	(40, 0.00010184853638560786)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.14156946557599495)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1404316719266586)	(76, 0.0)	(78, 0.14075904222218374)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.28656831687000245)
TS047_RoL_RNA_200_2	(1, 0.0009544662838422681)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 7.856887092604036e-05)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 1.6004770003452666e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 1.4549790912229697e-06)	(54, 0.0)	(56, 0.0)	(58, 0.14243081319799894)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 5.674418455769581e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 2.9099581824459394e-06)	(76, 0.2854785375306764)	(78, 5.819916364891879e-06)	(80, 0.0)	(82, 7.2748954561148475e-06)	(84, 5.528920546647285e-05)	(86, 2.618962364201345e-05)	(88, 1.0184853638560788e-05)	(90, 0.14464238141665786)	(92, 4.073941455424315e-05)	(94, 3.055456091568236e-05)	(96, 0.00010766845275049976)	(98, 0.0)	(100, 7.129397546992551e-05)
TS047_RoL_RNA_204_1	(1, 0.0019600046081505724)	(2, 0.014379073107829526)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13078537299058873)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.26979805790076145)	(30, 0.0)	(32, 0.0)	(34, 0.12397243120854569)	(36, 0.0)	(38, 0.0)	(40, 0.00023751147544182698)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 2.1397430219984415e-06)	(64, 0.13346861074017477)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13147864972971623)	(76, 0.0)	(78, 0.13297219035907112)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.27209400216336577)
TS047_RoL_RNA_204_2	(1, 0.0008173818344034045)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00019471661500185814)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 2.7816659285979735e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.13563403067843718)	(60, 0.0)	(62, 2.1397430219984415e-06)	(64, 0.0)	(66, 6.419229065995324e-06)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 6.419229065995324e-06)	(76, 0.27026452187955713)	(78, 1.4978201153989088e-05)	(80, 0.0)	(82, 2.1397430219984415e-06)	(84, 4.065511741797038e-05)	(86, 1.925768719798597e-05)	(88, 6.419229065995324e-06)	(90, 0.13732014817977198)	(92, 1.925768719798597e-05)	(94, 1.925768719798597e-05)	(96, 9.84281790119283e-05)	(98, 0.0)	(100, 5.777306159395791e-05)
TS047_RoL_RNA_20_1	(1, 0.0016810991490473057)	(2, 0.01425769027246397)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.12789542072108745)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.27053738690651663)	(30, 0.0)	(32, 0.0)	(34, 0.13244634603252511)	(36, 0.0)	(38, 0.0)	(40, 0.00028663092185639207)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 2.9894022524899784e-05)	(64, 0.13222302009954498)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1290718384310379)	(76, 0.0)	(78, 0.13272946001055505)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 1.0550831479376395e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.26753215840680755)
TS047_RoL_RNA_20_2	(1, 0.0009495748331438755)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00023563523637273946)	(26, 0.0)	(28, 8.792359566146997e-06)	(30, 3.516943826458798e-06)	(32, 2.6377078698440988e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.516943826458798e-06)	(54, 1.4067775305835192e-05)	(56, 1.758471913229399e-06)	(58, 0.13275583708925348)	(60, 0.0)	(62, 3.516943826458798e-06)	(64, 0.0)	(66, 7.209734844240537e-05)	(68, 0.0)	(70, 1.758471913229399e-06)	(72, 8.792359566146997e-06)	(74, 3.5169438264587986e-05)	(76, 0.26715760388928966)	(78, 3.6927910177817386e-05)	(80, 1.758471913229399e-06)	(82, 3.165249443812919e-05)	(84, 0.00010550831479376395)	(86, 3.8686382091046786e-05)	(88, 4.220332591750558e-05)	(90, 0.1340131445072125)	(92, 7.561429226886416e-05)	(94, 4.572026974396438e-05)	(96, 0.00016705483175679292)	(98, 8.792359566146997e-06)	(100, 0.00022332593298013368)
TS047_RoL_RNA_229_1	(1, 0.0016589656948060034)	(2, 0.014404255375152754)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13110850910173)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.2769295156388168)	(30, 0.0)	(32, 0.0)	(34, 0.1284988417718003)	(36, 0.0)	(38, 0.0)	(40, 0.00025282775724600886)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 1.731696967438417e-05)	(64, 0.13620835667083614)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1332367646747118)	(76, 0.0)	(78, 0.13396927249193824)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 2.4243757544137837e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.2719404966756267)
TS047_RoL_RNA_229_2	(1, 0.0009316529684818683)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00022165721183211738)	(26, 0.0)	(28, 1.2121878772068918e-05)	(30, 3.463393934876834e-06)	(32, 3.809733328364517e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 1.731696967438417e-06)	(48, 0.0)	(50, 0.0)	(52, 8.658484837192084e-06)	(54, 3.809733328364517e-05)	(56, 0.0)	(58, 0.13417707612803087)	(60, 0.0)	(62, 1.2121878772068918e-05)	(64, 0.0)	(66, 9.870672714398977e-05)	(68, 0.0)	(70, 1.731696967438417e-06)	(72, 2.2512060576699422e-05)	(74, 3.9829030251083594e-05)	(76, 0.26792642310510445)	(78, 1.2121878772068918e-05)	(80, 6.926787869753668e-06)	(82, 6.06093938603446e-05)	(84, 0.00010909690894862027)	(86, 5.0219212055714095e-05)	(88, 1.0390181804630502e-05)	(90, 0.1344177820065048)	(92, 0.00011082860591605869)	(94, 4.156072721852201e-05)	(96, 0.00020953533306004846)	(98, 1.731696967438417e-05)	(100, 0.00026494963601807783)
TS047_RoL_RNA_231_1	(1, 0.0018227136126755248)	(2, 0.014217166178869095)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.14171598338552208)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.28805279209182694)	(30, 0.0)	(32, 0.0)	(34, 0.12550614786522798)	(36, 0.0)	(38, 0.0)	(40, 0.0002118288793109394)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 3.4483771050618036e-05)	(64, 0.14196475916238724)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.14124059997032426)	(76, 0.0)	(78, 0.1440140804133954)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 2.7094391539771317e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.2763603305791638)
TS047_RoL_RNA_231_2	(1, 0.0009113568063377624)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00018227136126755248)	(26, 0.0)	(28, 7.3893795108467224e-06)	(30, 0.0)	(32, 4.679940356869591e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 4.9262530072311486e-06)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 3.202064454700246e-05)	(56, 4.9262530072311486e-06)	(58, 0.14351160260665782)	(60, 0.0)	(62, 7.3893795108467224e-06)	(64, 0.0)	(66, 7.882004811569838e-05)	(68, 0.0)	(70, 0.0)	(72, 3.202064454700246e-05)	(74, 5.172565657592706e-05)	(76, 0.28951588923497457)	(78, 2.463126503615574e-05)	(80, 9.852506014462297e-06)	(82, 3.202064454700246e-05)	(84, 0.00013054570469162542)	(86, 5.66519095831582e-05)	(88, 4.926253007231148e-05)	(90, 0.13552614648193612)	(92, 0.0001231563251807787)	(94, 4.4336277065080335e-05)	(96, 0.00016256634923862787)	(98, 2.955751804338689e-05)	(100, 0.00021429200581455493)
TS047_RoL_RNA_258_1	(1, 0.0018835933260612228)	(2, 0.014378980038382857)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13016880558732147)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.26661372897737406)	(30, 0.0)	(32, 0.0)	(34, 0.13196333564746227)	(36, 0.0)	(38, 0.0)	(40, 0.00015917690079390618)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.1317094105914339)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13152180924406964)	(76, 0.0)	(78, 0.1322096808510719)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.26699461656141665)
TS047_RoL_RNA_258_2	(1, 0.0008906326592039988)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00011938267559542962)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 4.737407761723398e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.13249582027988)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 6.821867176881693e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 2.6529483465651027e-05)	(76, 0.26726938621159657)	(78, 1.5159704837514871e-05)	(80, 0.0)	(82, 9.474815523446795e-06)	(84, 7.769348729226373e-05)	(86, 7.200859797819564e-05)	(88, 2.273955725627231e-05)	(90, 0.13508623484399035)	(92, 7.011363487350629e-05)	(94, 3.9794225198476544e-05)	(96, 0.00022929053566741244)	(98, 0.0)	(100, 0.00011369778628136155)
TS047_RoL_RNA_262_1	(1, 0.001890373422767456)	(2, 0.014292474058534092)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13118983056937455)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.2719931134808193)	(30, 0.0)	(32, 0.0)	(34, 0.13032978016103827)	(36, 0.0)	(38, 0.0)	(40, 0.00024324658013551823)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 1.7374755723965588e-06)	(64, 0.1365204056254872)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13422867534549615)	(76, 0.0)	(78, 0.1341087895310008)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.2705718584625989)
TS047_RoL_RNA_262_2	(1, 0.0008409381770399344)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 1.7374755723965588e-06)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0002102345442599836)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 2.0849706868758703e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 3.4749511447931176e-06)	(58, 0.13705381062621294)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 4.343688930991397e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 1.911223129636215e-05)	(76, 0.2746288639241449)	(78, 2.2587182441155264e-05)	(80, 0.0)	(82, 3.4749511447931176e-06)	(84, 9.208620533701762e-05)	(86, 6.77615473234658e-05)	(88, 2.4324658013551822e-05)	(90, 0.13676886463233992)	(92, 3.6486987020327736e-05)	(94, 2.779960915834494e-05)	(96, 0.0001389980457917247)	(98, 0.0)	(100, 8.513630304743138e-05)
TS047_RoL_RNA_286_1	(1, 0.0017834092023676523)	(2, 0.014243441870134526)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.13159693093150085)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.27376125647970356)	(30, 0.0)	(32, 0.0)	(34, 0.12103748023106788)	(36, 0.0)	(38, 0.0)	(40, 0.000260163257806417)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 2.7803706941143802e-05)	(64, 0.13471094610890894)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.13391059654481743)	(76, 0.0)	(78, 0.13468711436010225)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 1.9859790672245574e-06)	(88, 0.0)	(90, 0.0)	(92, 7.94391626889823e-06)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.2737413966890313)
TS047_RoL_RNA_286_2	(1, 0.0008658868733099069)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 1.9859790672245574e-06)	(24, 0.00022242965552915042)	(26, 0.0)	(28, 7.94391626889823e-06)	(30, 5.957937201673672e-06)	(32, 2.5817727873919246e-05)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 9.929895336122786e-06)	(54, 1.588783253779646e-05)	(56, 0.0)	(58, 0.13689552308285596)	(60, 0.0)	(62, 9.929895336122786e-06)	(64, 0.0)	(66, 0.00010525689056290154)	(68, 0.0)	(70, 3.971958134449115e-06)	(72, 1.588783253779646e-05)	(74, 3.7733602277266585e-05)	(76, 0.27363415381940115)	(78, 3.971958134449115e-06)	(80, 5.957937201673672e-06)	(82, 2.978968600836836e-05)	(84, 0.00011121482776457521)	(86, 3.177566507559292e-05)	(88, 2.383174880669469e-05)	(90, 0.1397215712955165)	(92, 0.0001251166812351471)	(94, 5.5607413882287605e-05)	(96, 0.00021249976019302764)	(98, 2.184576973947013e-05)	(100, 0.00024030346713417144)
