feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Mycobacterium	SWB02	Blfdi19_Genus	Streptococcus	Chloroflexaceae_Genus	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	Luteolibacter	Babeliaceae_Genus	Ideonella	Paracaedibacteraceae_Genus	Sphingorhabdus	SH.PL14	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Psychromonas	Sediminibacterium	Altererythrobacter	Crenobacter	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Ilumatobacter	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	P3OB.42	Limnobacter	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	SM2D12_Genus	Turicibacter	Clostridium	Chitinilyticum	Sphaerotilus	Stagnimonas	Vibrio	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Polyangiia_Genus	Granulicatella	Sphingobium	Roseomonas	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Rickettsiaceae_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Chryseobacterium	Micrococcus	Micavibrionales_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Culicoidibacter	Undibacterium	Arthrospira_PCC.7345	Neochlamydia	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Candidatus_Megaira	alphaI_cluster	Haliangiaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	SM1A02	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Alphaproteobacteria_Genus	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Candidatus_Obscuribacter	Trueperella	Oligoflexaceae_Genus	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Runella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Leuconostoc	Stenotrophomonas	Planococcus	Armatimonadota_Genus	DEV114	Simkaniaceae_Genus	Arthrobacter	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	AAP99	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Rhodopseudomonas	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Rubripirellula	Candidatus_Accumulibacter	Burkholderia.Caballeronia.Paraburkholderia	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Ramlibacter	Panacibacter	Niveibacterium	Blastococcus	Elsteraceae_Genus	Perlucidibaca	Obscuribacteraceae_Genus	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f141	0	0	112	0	0	0	0	0	98	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	52	696	0	0	79690	0	0	5	0	0	0	2077	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	197	0	0	61	2	0	0	0	0	0	0	0	0	0	9	0	0	233	0	0	0	0	0	0	0	0	19	17	0	0	380	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	5	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	20	40	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
f142	0	0	260	0	7	0	0	0	471	0	0	25	0	0	0	0	0	0	0	0	0	0	11	0	0	0	104	0	0	0	0	9	0	0	0	0	0	0	0	0	105	1394	0	0	81990	0	0	0	3	0	0	2869	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	6	11	0	0	0	0	0	7	0	0	48	0	24	0	110	0	0	122	0	26	0	0	0	0	0	0	0	0	21	0	0	242	0	0	0	0	17	0	0	0	18	19	0	0	0	0	0	21	0	0	0	0	30	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	27	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	8	0	0	0	0
f143	0	0	1896	50	30	0	0	0	834	44	0	283	3	0	9	0	0	0	12	44	0	0	117	0	0	35	419	0	0	0	10	114	0	91	0	0	0	0	12	0	349	670	116	0	70789	0	0	62	0	0	0	7507	0	0	0	68	4	0	0	5	0	5	45	22	0	0	23	176	47	73	6	0	0	0	0	85	89	0	264	0	244	0	303	0	5	446	89	19	8	0	0	282	0	0	0	0	163	0	0	249	0	5	0	5	98	0	0	0	122	103	0	0	4540	0	0	0	0	0	0	0	238	49	42	0	0	0	0	4	0	0	0	5	0	37	0	0	0	0	0	0	0	0	0	39	0	0	0	0	186	0	14	0	15	45	24	0	0	0	102	0	0	159	0	0	232	0	0	0	0	0	0	0	0	0	0	17	196	0	20	44	0	0	0	29	55	12	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	36	0	0	0	0	0	0	0	11	0	112	0	8	0	0	37	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	137	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	102	0	0	0	0	0	244	5	11	0	26	0	9	0	0	0	0	0	0	0	0	0	0	49	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	3	23	7	0	115	0	0	0	0	0	54	0	0	9	0	56	0	0	0	1508	0	0	0	0	0	0	11	0	0	0	0	0	0	46	0	0	506	0	0	0	7	0	0	0	17	0	0	0	0
f144	8	0	2327	64	198	0	6	0	682	47	0	345	23	7	8	0	0	0	113	13	0	0	217	8	34	45	366	0	0	0	0	114	34	670	0	106	25	0	235	0	113	650	155	0	45476	32	0	1219	164	0	89	3006	0	0	0	264	0	12	351	34	0	25	125	203	0	12	93	510	86	225	276	0	0	40	0	118	700	0	496	0	213	0	748	0	54	699	124	92	161	0	87	1795	0	0	4	10	250	9	0	276	0	3	3	0	163	0	0	0	139	11	180	0	1523	0	0	6	0	0	0	0	294	85	72	0	29	0	0	0	0	0	0	15	0	243	0	0	0	15	2	15	0	0	10	38	0	0	0	7	726	0	17	0	12	60	50	0	34	39	93	0	6	135	113	0	289	0	0	0	20	0	0	0	0	0	0	30	530	0	16	0	0	18	48	72	75	246	0	0	0	162	0	0	0	0	0	0	7	0	0	0	0	329	0	42	3	0	0	0	34	0	0	0	0	0	0	0	37	7	35	97	13	0	0	10	1063	0	0	0	0	0	0	0	0	0	12	0	23	0	14	0	0	0	129	0	0	0	29	0	0	87	0	0	0	0	0	5	0	0	0	163	0	0	0	0	0	312	0	0	0	0	0	256	0	925	0	65	0	0	0	19	0	0	0	0	0	0	0	0	64	0	21	22	16	0	0	0	0	0	0	0	0	0	6	22	215	0	0	23	0	0	0	0	24	0	38	41	10	0	1570	0	0	0	0	21	61	0	0	17	0	102	5	0	10	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	1409	0	0	398	0	0	0	0	0	0	0	31	0	0	0	0
f145	9	5	3667	63	403	0	0	0	899	40	68	437	40	29	0	0	0	32	105	21	0	0	269	5	63	57	644	0	0	0	28	151	40	1096	0	231	204	0	197	0	172	686	185	0	4077	16	0	1005	174	0	120	3564	0	0	23	277	10	46	404	157	24	158	182	404	0	26	224	388	199	343	665	0	0	94	0	123	1627	0	581	16	287	0	1004	0	73	880	413	93	261	0	156	2781	0	41	0	0	299	38	0	317	0	21	0	0	178	0	0	0	150	12	238	0	0	0	0	0	0	0	0	0	287	95	42	0	20	0	0	9	0	0	0	38	0	295	0	5	0	24	0	12	0	0	26	0	0	0	19	8	795	0	38	0	16	78	59	0	130	18	111	0	5	144	167	7	312	0	0	0	28	0	0	0	0	0	0	34	1117	0	23	0	0	0	77	71	89	299	0	0	0	166	20	0	0	0	0	0	13	0	31	0	0	380	65	59	25	0	0	0	63	32	0	0	0	8	0	0	49	7	34	148	17	0	0	3	1300	0	0	10	17	0	0	0	0	9	28	0	28	0	37	0	0	0	120	3	0	72	39	0	0	139	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	516	0	0	0	0	0	286	10	927	0	240	13	0	19	28	0	0	0	0	0	0	0	0	333	0	49	19	0	0	0	24	0	0	0	0	0	0	20	59	346	7	0	119	0	0	89	52	48	11	39	31	18	36	2751	0	0	0	0	28	79	0	0	11	0	126	9	0	19	2225	0	0	0	0	0	0	0	0	4	12	0	0	0	2348	0	12	1142	0	0	0	0	0	0	14	43	0	0	0	0
f146	0	0	157	0	0	0	0	0	431	0	0	15	0	0	8	0	0	0	0	0	0	0	11	0	0	0	36	0	0	0	0	8	0	2	0	0	0	0	0	0	133	81	0	0	91223	0	0	0	0	0	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	7	0	0	0	43	0	65	0	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	5	36	0	0	36	0	0	0	0	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
f147	0	0	238	7	0	0	0	0	27	9	0	56	0	0	0	0	0	0	0	0	0	0	16	0	0	0	52	0	0	0	0	31	0	0	0	0	0	0	0	0	112	61	0	0	69978	0	0	0	0	0	0	1174	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	14	0	0	12	0	17	0	79	0	0	60	27	0	0	0	0	57	3	0	5	0	25	0	0	311	0	0	0	0	13	0	0	0	26	20	0	0	0	0	0	0	0	0	0	0	46	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	26	0	0	0	0	0	0	0	0	0	0	9	0	0	0	26	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
f171	0	32	333	0	4	14	5	0	81	0	0	1085	0	0	0	0	6	0	3	0	0	0	53	0	8	5	0	11	0	0	0	12	0	59	0	0	0	0	0	0	2299	33	113	0	23465	0	0	7	9	0	0	6452	0	0	0	0	0	0	0	0	0	0	9	7	0	0	259	493	426	14	4	0	0	0	0	26	0	0	1101	0	127	0	670	0	0	772	772	80	0	0	0	0	43	0	0	0	470	0	0	26640	0	56	54	0	45	0	0	0	44	93	0	0	6	0	0	900	0	0	0	0	155	71	2	0	0	0	0	0	0	0	0	0	0	62	0	0	15	0	0	51	0	0	0	23	0	0	0	0	7	0	3	0	0	25	25	0	3	0	0	0	0	19	0	0	79	0	0	0	0	0	0	0	0	0	0	807	0	0	0	113	0	18	46	17	37	4	0	0	0	151	11	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	20	0	0	0	0	0	0	44	0	0	19	0	0	0	0	0	15	0	0	0	0	31	0	8	0	22	0	0	0	5	0	0	0	69	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	82	13	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	104	10	0	0	0	0	33	6	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	22	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	22	0	0	0	0	0	0	0	76	0	0	0	0
f172	0	11	447	8	4	3	0	0	54	13	0	904	0	0	0	0	0	0	0	11	0	0	60	0	11	0	13	2	0	0	0	21	0	0	0	6	0	0	0	0	2120	10	131	0	25434	0	0	0	0	0	11	7421	0	0	0	0	0	0	0	0	0	0	0	10	0	0	253	543	424	12	0	0	0	0	0	29	0	2	1080	0	84	0	761	0	0	855	272	35	0	0	0	15	30	0	0	0	493	0	0	23641	0	28	56	0	38	0	0	0	35	61	0	0	0	0	0	693	0	0	0	0	139	46	0	0	0	0	0	0	0	0	0	0	0	56	0	0	9	0	0	83	0	0	0	36	0	0	0	0	16	0	0	0	0	27	16	0	0	0	6	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	310	0	0	0	92	0	8	37	11	20	0	0	0	0	211	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	27	0	0	24	0	0	0	0	0	4	0	0	0	0	24	0	0	0	8	0	0	0	6	0	0	0	90	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	12	0	0	0	0	0	94	14	0	0	12	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	43	6	0	0	0	0	23	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	32	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	88	0	0	0	0
f173	0	6	72	0	4	27	0	0	43	0	0	188	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	15	29	0	62881	0	0	0	0	0	0	8604	0	0	3	0	0	0	0	0	0	0	0	4	0	0	59	84	69	0	0	0	0	0	0	0	0	0	179	0	8	0	166	0	0	115	82	0	0	0	0	0	0	0	0	0	99	0	0	11712	0	10	0	0	0	0	0	0	9	171	0	0	0	0	0	2487	0	0	0	0	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	15	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	23	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	24	0	0	0	0
f174	0	26	357	0	0	0	0	0	61	0	0	1271	8	0	0	0	0	0	3	0	0	0	52	0	14	7	0	0	0	0	0	12	0	63	0	0	0	0	0	0	1437	24	136	3	44221	0	0	25	0	0	0	9097	0	0	0	22	0	0	16	0	7	0	3	0	0	0	187	463	413	10	2	0	0	0	0	29	28	0	1081	0	125	0	928	0	0	884	330	55	0	0	0	29	39	0	0	0	474	0	0	13267	13	39	51	0	65	0	0	0	35	138	0	0	0	0	0	995	0	0	0	0	145	0	8	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	1333	0	0	0	37	0	0	0	0	2	0	7	0	0	22	23	0	0	0	3	0	0	10	0	0	116	0	0	0	0	0	0	0	0	0	0	487	56	0	0	28	0	73	24	0	19	0	0	0	0	227	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	24	0	0	0	0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	90	0	0	0	0	0	15	0	0	0	0	0	122	13	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	25	0	0	0	0	0	0	0	0	0	0	0	0	64	6	0	0	0	0	23	4	0	0	3	0	0	0	42	0	0	0	0	0	12	0	0	33	0	38	0	0	4	70	0	0	0	0	0	0	0	0	0	0	0	0	3	16	0	0	18	0	0	0	0	0	0	0	129	0	0	0	0
f175	0	7	18	0	0	0	0	0	12	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	3	0	0	63325	0	0	0	0	0	9	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	80	76	0	0	0	0	0	0	0	0	0	95	0	0	0	151	0	0	67	14	0	0	0	0	0	5	0	4	0	35	0	0	15706	0	5	0	0	0	0	0	0	0	135	0	0	0	0	0	718	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	91	0	0	0	5	0	0	0	0	6	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
f176	0	140	499	0	4	0	0	0	113	9	0	1183	0	12	0	0	0	40	0	0	0	0	119	6	28	0	60	0	0	28	101	13	0	260	0	62	23	0	138	0	2965	0	161	32	1815	30	0	973	182	0	2650	1962	0	0	0	106	0	4	10	544	0	40	10	3	0	0	377	5967	395	564	267	0	0	41	0	33	1386	14	1624	18	185	0	1172	0	0	2088	254	87	20	0	161	897	78	32	0	0	685	0	0	11966	0	37	126	6	69	28	0	0	27	34	15	0	2	0	0	729	0	18	0	0	212	150	6	0	0	0	0	0	0	0	0	49	0	91	0	0	11	16	0	46	0	0	0	186	0	16	0	0	640	70	11	0	11	20	0	0	18	0	9	35	8	58	51	11	126	0	0	0	0	0	0	0	0	0	0	95	105	0	9	0	0	0	70	69	66	265	0	0	0	208	6	0	0	0	0	0	0	0	0	0	0	96	0	11	7	0	0	0	14	0	0	0	0	4	9	0	91	0	25	46	0	0	0	0	1450	71	0	0	0	0	0	133	185	0	0	0	0	0	37	0	44	0	221	0	0	71	64	0	0	10	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	151	0	0	0	0	0	56	34	1079	0	136	35	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	122	469	42	0	52	0	0	28	65	0	0	0	0	12	0	43	0	0	0	0	57	55	0	0	103	0	84	0	0	57	7	0	0	0	0	0	0	0	0	18	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0
f177	0	0	225	7	20	0	0	0	0	0	0	282	0	0	0	0	0	0	5	11	0	0	47	0	17	0	7	0	0	6	29	0	0	51	0	153	12	0	46	0	729	0	102	4	39458	47	0	460	44	0	1210	5401	0	0	0	23	0	3	0	210	0	0	0	0	0	0	152	4380	364	210	50	0	0	0	0	26	640	20	581	0	28	0	515	0	0	627	82	33	36	0	19	129	24	5	0	0	570	0	0	13570	0	39	16	0	42	7	0	0	21	280	0	0	0	0	0	1866	0	4	0	0	81	34	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	11	0	12	0	0	0	0	0	0	0	0	1575	0	12	0	0	17	7	0	0	0	0	0	0	20	0	0	32	0	0	0	3	0	0	0	0	0	0	166	21	0	0	8	0	5	30	24	39	459	0	0	0	140	0	0	0	0	0	0	0	0	12	0	0	153	0	0	4	0	0	4	3	25	0	0	0	9	2	0	64	0	7	0	0	0	0	0	39	0	0	0	0	0	0	37	146	0	3	0	2	0	9	0	11	0	135	0	0	16	10	0	0	16	0	0	0	0	0	0	0	0	0	23	0	0	17	0	0	66	0	0	0	0	0	39	18	197	0	0	21	0	0	5	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	33	146	12	0	19	0	0	21	27	0	0	0	0	0	0	7	0	0	0	0	69	0	0	0	27	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	7	0	0	0	0	0	0	0	68	0	0	0	0
