gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
42sp43	51.58580536600378	3.1187743981497467	2.8374026557506165	1.0991652495386472	0.27169599329352084	0.8315946386152445
a1cf	11062.524512401731	-0.5480263311954595	0.3131949657191955	-1.7497929123382183	0.08015405413965229	0.6334822002144513
a2m2a	392.0874411927757	-0.35024913435088134	0.4407163221236201	-0.7947269405934031	0.4267723575041993	0.9093598594011099
a2m2b	648.0970472659394	-1.6501772212808932	1.4256623053481536	-1.1574811335689428	0.24707584300121935	0.8201688784002334
a2m2c	622.6297075299054	-1.798781017354922	1.3230174936882153	-1.3596048623215151	0.17395499864738556	0.7601478806730566
a2m2d	4502.0700082882095	-0.6966119329486449	1.4654083600778158	-0.4753705191852826	0.6345229035113402	0.9671800661653938
a2m2e	1559.3156592130042	-1.4662355670119895	1.367018536249761	-1.0725791407587038	0.28345998790690863	0.8400101547822449
a2m2f	901.752196170864	-1.5375267450614019	1.5017601201060513	-1.0238164700716814	0.3059219695745037	0.8492129605943779
a2m2h	3211.9620038467137	-1.053526008143212	1.4277186749455626	-0.7379086837141651	0.46056994171972127	0.916642815483907
a2m3a	59.765845667392774	2.9878829759711087	2.7724803683512094	1.077693104729899	0.2811707366369504	0.8381325118044478
a2m3b	80.37976272305228	4.0364214578307	2.3630434860960396	1.7081452294808301	NA	NA
a2m3d	30.93252257206713	2.531893007481528	2.354695550821546	1.0752528099006933	0.2822615575417859	0.8393159240669211
a2m3f	85.72468326289244	4.739479988556617	2.7130291494016125	1.746932940105697	0.0806489711448719	0.6337295124823472
a2m3g	116.48067260327626	4.452785327431029	2.1627131718778325	2.058888522681342	NA	NA
a2m3h	231.2562239103852	3.0650104113982377	2.9385002232693247	1.04305263859676	0.2969239141444548	0.8455379981877436
aaas	231.0422793687067	0.5536702518841765	0.23275686794016262	2.378749365309876	0.01737148285073184	0.38760512855287355
aacs	3132.2915751966275	-1.6290364136912092	0.6245175271755505	-2.6084718887854215	0.009094748148966858	0.30166692852177973
aadac	81.91224945153319	0.18172558314225204	0.3545688727071005	0.51252548413174015	0.6082832894582115	0.9588644678605027
aadacl4	35.99861843605002	0.001811403688515455	0.9426739542290595	0.0019215590718180632	0.9984668186274428	1
aadat	300.5337182568136	0.39712375186132387	0.27530467369820866	1.4424882314081393	0.14916468921269088	0.739887079994932
aagab	310.6952771122062	-0.3522934243225654	0.17073208453106012	-2.063428354958526	0.03907194826346552	0.5010107604560696
aak1a	137.76619794603144	0.1115203670033992	0.3356477970792665	0.33225413059112846	0.7396973727613685	0.986521714652577
aak1b	145.8275652053779	-0.46385819904934555	0.23356365524146736	-1.986003338446603	0.04703295322128522	0.5370969804826826
aamdc	384.3445333443496	0.36001974298526174	0.27591013028766004	1.3048442353671834	0.19194589296172274	0.7782544886472479
aamp	1126.4156722437049	0.1402263404023685	0.20683691568859008	0.6779560599012738	0.49779955368660717	0.9275389889974699
aar2	264.97752948085395	-0.17975961078719901	0.22948140167286027	-0.7833297577790522	0.43343349283395044	0.9116743194326498
aars1	3113.3068346513155	-0.2948176968422624	0.23410318663956087	-1.25934935390769	0.20790417404893557	0.7882403225244776
aars2	122.92990495447044	0.0032697225432210416	0.24016029009512396	0.013614750972885453	0.9891373359871102	1
aarsd1	226.57587663276368	-0.12355948552348717	0.2861669975904365	-0.4317740569802743	0.6659056366635724	0.9731489217648809
aasdh	19.88448754871109	-1.123942815779355	0.5620660707056101	-1.9996631612514386	0.0455366486492769	0.5335961136594755
aasdhppt	68.76836051537745	-0.29648139427309234	0.27716515032052635	-1.069692181467359	0.2847578867679472	0.8400780125385189
aass	254.20598702549677	-0.46238468328999016	0.44947242588174463	-1.0287275851970565	0.3036077035328387	0.8482297143815581
aatf	280.5623707682248	-0.12167397355068973	0.31515211297633916	-0.3860801452402914	0.6994373138462258	0.9803943736522429
aatka	371.20814499880925	0.23306786382856162	0.35252558491698965	0.6611374430693956	0.5085241747950333	0.9319478013980894
aatkb	50.6542871629606	0.09006958309349514	0.4744078316476166	0.18985686383102873	0.8494212952666182	0.9979861765614053
abat	13998.688313822897	-0.023596389818788505	0.2361400905647777	-0.0999253865040573	0.9204035617014592	1
abca12	175.15814830918436	-0.05254977642383824	0.9729864015661219	-0.05400874702796869	0.9569281952944377	1
abca1a	1315.6938196702918	-0.31773716437492877	0.5275575318623934	-0.6022796475926466	0.5469880060331411	0.9457041969015134
abca1b	1494.6410527480978	-0.027301514389873403	0.5308080163979491	-0.05143387730867527	0.9589797902995165	1
abca2	969.7061604193589	0.5698705395770189	0.29722556101155684	1.9172999039435272	0.055199842138926196	0.5681247322820192
abca3b	1260.5792819989147	-0.11024470047230936	0.24603716053202185	-0.44808150213536935	0.6540943774493397	0.9710578812905789
abca5	530.0033669926858	-0.32546616555245833	0.23639305643619932	-1.3768008691080111	0.1685738220799173	0.7534780303617298
abca7	80.72423593216487	-0.34831903122402863	0.34193489627203216	-1.018670615434692	0.30835936732285396	0.8506129498624502
abcb10	348.7369053971499	-0.5829411544872206	0.2917826624629112	-1.9978608378121812	0.04573174942008383	0.5343599016045592
abcb11a	2714.708803607831	-0.6792920133887893	0.7667057068525661	-0.8859879446800752	0.375624023435102	0.8860219774846583
abcb11b	723.0482957343131	-2.6316506294506867	1.4326315465050576	-1.8369347204943711	0.06621953289192561	0.6052018209790279
abcb4	18653.800776687935	-0.04954935953817822	0.31328248190581687	-0.15816192222670913	0.8743292076958897	0.9989435404650142
abcb5	7.9239380635124554	1.1661965705855626	1.7250269128992086	0.6760454355031283	0.49901179825625613	0.9278085598196504
abcb6a	500.1166707203865	0.17726066317586542	0.2728489971186675	0.6496658043378155	0.5159081169792459	0.9355394190913482
abcb6b	82.33051631020481	0.27952733868225493	0.3647148026826969	0.7664271826264333	0.4434221638794992	0.915121064795984
abcb7	878.2008471456721	0.07601666514355104	0.18237800157721215	0.4168083019122697	0.676818629561092	0.9767658830358765
abcb8	335.8429505224456	-0.17868967530399807	0.167480717720862	-1.0669268542413215	0.2860048672979917	0.8407995216180785
abcb9	392.76904427492445	0.22229146605863154	0.30197264428656423	0.7361311372552101	0.46165089512306756	0.916642815483907
abcc1	674.1528706381172	0.4796700552707722	0.2506337657151441	1.9138285454160935	0.05564206684646794	0.5688435378755143
abcc10	200.72659407420164	-0.251430781643711	0.2392946184534334	-1.0507164066986292	0.29338885842152834	0.8444303981652056
abcc12	4084.629308785666	0.019298830951282667	0.36080139983356524	0.05348879178458027	0.9573424607264385	1
abcc2	14025.183747953019	-1.1035967322096984	0.5203947749687653	-2.120691416004201	0.03394777937111765	0.47915997444545944
abcc3	581.5858769475353	-0.10403066633023236	0.219963174756705	-0.4729458303431823	0.6362518265155631	0.9671800661653938
abcc4	4713.63509846646	0.34245744778241055	0.3274532039616518	1.045821032255088	0.29564366875506726	0.8452239183022822
abcc5	2286.8810914612354	0.0597317605640239	0.2881256690891166	0.2073114858279045	0.8357666046037144	0.9959191868910773
abcc6a	80.89723420783154	-2.4334575298039534	0.8363208134919428	-2.9097177668500027	0.0036175527021776485	0.20366240958406165
abcc6b.2	18.370796530738602	-1.1659559949314808	0.8871092168845717	-1.3143319590638318	0.18873451679558223	0.7754895780022275
abcc8	81.37230559726491	0.7748056120378551	0.3656411723518371	2.119032731063177	0.03408770090674013	0.48014628023774714
abcc8b	20.392801448196444	1.149063183242401	0.7833469621308239	1.4668636489210003	0.1424131509036527	0.7354944972283934
abcc9	172.37420038227924	0.2544868272050287	0.32277973616212785	0.7884225640397805	0.43044957671752104	0.9103450786914665
abcd1	315.55318159048323	-0.656087596054186	0.34081306536120903	-1.9250658579031728	0.054221119628706314	0.564585987424985
abcd3a	6781.753025791766	0.19148959480301916	0.26305843508887905	0.72793558107468	0.46665302104841816	0.9174683917648871
abcd3b	446.3631446352548	-0.16072892338961506	0.35254146945352455	-0.4559149414074928	0.6484511447599886	0.9695783551230981
abcd4	281.6371421865169	0.9271046664802353	0.2709957064429087	3.4211046316910947	6.236733292530547e-4	0.07838611071069086
abce1	2989.1299769857233	0.053591021740624106	0.286909834896083	0.18678698051614176	0.8518276553046953	0.9980218748891039
abcf1	2838.1695984835355	0.19391364365745528	0.2354978529572612	0.8234200066896036	0.41026918971298937	0.9023431795877384
abcf2a	1683.5254386261608	-0.3996743765182645	0.3955770988196859	-1.0103577222008149	0.31232393551140086	0.8529851937502311
abcf2b	503.26472594062005	-0.20686276918358323	0.3540789377107565	-0.584227829311235	0.5590670405435536	0.948572154223949
abcf3	911.288963496365	0.055557521433622456	0.2719916003975467	0.20426190129555033	0.8381488406386183	0.9964371566847904
abcg2a	12648.822871715236	0.23529508421646014	0.35665306160686294	0.6597310090550262	0.509426463579931	0.9324241614776102
abcg2b	1126.6670875494174	-0.42856188602505607	0.5384420009993528	-0.795929524869237	0.42607299919763736	0.9085928075873527
abcg2c	549.5446326206669	-2.2470176640821435	0.5645125831272644	-3.9804562931692407	6.878311110933564e-5	0.0200977619064376
