gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
42sp43	50.905531287075185	-2.9784187304096936	2.9702678276511882	-1.0027441642408896	0.3159843151868822	0.8969083977029745
a1cf	11037.242562329417	-0.049042713205699924	0.3111015120123783	-0.1576421563767539	0.8747387828983357	0.9994604099233803
a2m2a	396.15509696560036	0.23928776868891216	0.44678964655588205	0.5355714272554956	0.5922547803852003	0.9565647658496799
a2m2b	682.7470377694865	-0.5250834085262692	1.4224247824153664	-0.3691466958517446	0.7120183847522006	0.9784596129371045
a2m2c	637.5604709957114	-0.24338061802154087	1.3172054780211988	-0.1847704265451164	0.8534091046284539	0.9972829220063564
a2m2d	4878.544515688093	-0.6449372356838898	1.4670095377939154	-0.4396271592437937	0.6602071667527561	0.9693114350263151
a2m2e	1632.9553326799307	-0.5349215286864252	1.36508506230428	-0.39185948440712637	0.6951620404488492	0.9749506728469554
a2m2f	956.4395521952239	-0.008494493848621346	1.501548022798154	-0.005657157626428589	0.9954862653476909	1
a2m2h	3424.4590304856956	-0.8528963567094215	1.427018847922483	-0.5976770089274613	0.5500554690685382	0.9519141596685213
a2m3a	58.93307434917669	-3.083590968184799	2.827411185891877	-1.0906057751950615	0.2754463872568688	0.8801469458897151
a2m3b	79.31094634301962	-3.8783881459904532	2.386656555968624	-1.6250298503533158	NA	NA
a2m3d	30.55664107738387	-3.6619999855813936	2.3019143733791605	-1.5908497848274248	0.1116433857604695	0.7692109714360059
a2m3f	84.59068694222583	-1.4440216291523535	2.6861311391079137	-0.5375841886974755	0.5908641484324643	0.9565647658496799
a2m3g	114.91084324530877	-1.92251318394558	2.16235079189688	-0.8890847827049805	0.37395751652860554	0.9194073510452133
a2m3h	228.11189470342438	-5.016549047567926	3.017843300253199	-1.6622960665807383	0.09645342609333099	0.7464991857869377
aaas	231.08782331787188	0.38062157710297817	0.23281781675088073	1.6348472913920078	0.10208106416003158	0.7544571367977991
aacs	3103.7479296422084	-1.2374900487905287	0.6302034357725083	-1.963635833361657	0.04957233876012293	0.6334193785849743
aadac	81.3986481708314	-0.24837239988638293	0.35791148327065897	-0.6939492346451465	0.4877140457058188	0.942077220895623
aadacl4	35.53559387256854	-0.8310691697758089	0.9633497892332228	-0.8626868236897602	0.3883096788306495	0.9209293390487461
aadat	299.09977051575794	-0.09582091843421715	0.2801462059850976	-0.34203896532267997	0.7323215686756908	0.9798663762366149
aagab	310.2632268271566	-0.09405924040070421	0.16926463351024254	-0.5556934041688779	0.5784204663601262	0.9556747712934119
aak1a	136.99836275483062	-0.11267442147336415	0.34206703225357243	-0.3293928114938572	0.7418588005150014	0.9805796347613144
aak1b	146.00830374656854	-0.17497074371322371	0.23086498047819817	-0.757892094984701	0.44851558302264033	0.9327220106131409
aamdc	381.13818552895316	-0.11267999458885813	0.2904688832541212	-0.3879244941024485	0.6980719111180275	0.975454790987217
aamp	1126.3248322815864	-0.062207628395752654	0.20690781261688676	-0.30065384003134343	0.7636784713257612	0.9834930310381121
aar2	264.6725329669018	-0.18887904376524267	0.22942196792244512	-0.8232822927797927	0.41034748077963984	0.9246688698927066
aars1	3107.974703168837	-0.6862524532528015	0.2337010622032474	-2.9364541469476713	0.0033198789636935595	0.2755901138127392
aars2	122.93931788441982	-0.3028984961898366	0.24048507286913062	-1.2595313820358018	0.20783846248947316	0.8498861074269991
aarsd1	226.73199795025334	-0.09032357404320633	0.2858045654449159	-0.31603264945260195	0.7519777264804752	0.9827312546850469
aasdh	19.896137682634922	-1.0570147326376835	0.5530905239136606	-1.9111062058309414	0.05599093381402917	0.6468492449098869
aasdhppt	68.48466180847652	-0.0837455150741318	0.2755097208158087	-0.30396573604065186	0.7611539954530934	0.9834930310381121
aass	255.9890191228328	0.2878269726476603	0.45180215261821194	0.6370641905526373	0.52408303258611	0.9479651908086136
aatf	280.49630777990404	-0.37602202270498536	0.316291299609206	-1.188847189820206	0.23449980454360045	0.8629794285199687
aatka	380.1177446277375	0.4173882492008545	0.3716749245771553	1.1229927595349782	0.26144056953954786	0.8747402901203757
aatkb	50.49867706721373	0.49081001350635267	0.4723028170983804	1.0391850222737868	0.2987186948954358	0.8877150949662497
abat	13941.002930007777	-0.16737913671616605	0.2351147398215126	-0.7119040551997377	0.47652419084951675	0.9381735745277444
abca12	175.06183340817861	1.7174830715499545	0.9471275666127567	1.8133598177194288	0.06977634282148436	0.68594594784001794
abca1a	1330.7917589693795	-0.209390393499142	0.5358903659515485	-0.39073364031715707	0.6959941303075767	0.9750548595197062
abca1b	1482.8640090816987	-0.2789444034994545	0.5344519091539057	-0.5219261054583062	0.6017217813273879	0.9573506310422867
abca2	969.4415400068588	0.13642741123907048	0.2979470718090303	0.45789143155772943	0.647030443097677	0.9662704983777195
abca3b	1259.8718385340571	0.2704021804159814	0.24606316630533315	1.0989136833281525	0.27180571760831634	0.8798147133284305
abca5	528.190859986573	0.12208350449172085	0.2371572618800732	0.5147786895661521	0.60670767851366	0.958858372652535
abca7	80.65564577365133	0.075403788879741307	0.3385501188012927	0.2227256311317336	0.8237490516270319	0.9933617118865323
abcb10	348.3565620638323	-0.3265684821693196	0.2921347496578657	-1.1178693481408188	0.2636227979439339	0.8762340599483819
abcb11a	2680.531752691202	-1.1328960113543263	0.7581437340454412	-1.4943024132234315	0.13509659468349033	0.7947035706833488
abcb11b	725.4427221065592	-2.0691300792603267	1.4237491102604434	-1.453296837447593	0.14614135501620173	0.8056559646455915
abcb4	18558.28632700398	-0.2507895119386344	0.31112868721784487	-0.8060636072527687	0.4202061742031793	0.9262594706242023
