UniqueCount	AmbigCount
0	0
141641	7
5219	3
455925	31
195563	12
188989	9
124631	6
0	1
998	5
0	0
0	0
15	133
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	27
61	0
0	4
0	4
0	28
2	37
3	34
0	609
0	648
0	665
0	490
0	662
0	679
0	565
0	503
0	483
0	480
0	517
0	628
0	645
0	497
0	481
0	642
0	659
0	626
0	643
0	461
0	623
0	516
0	318
0	480
0	403
0	548
0	383
0	380
0	417
0	528
0	545
0	360
0	596
0	579
0	397
0	381
0	576
0	559
0	543
0	361
0	506
0	523
6	472
0	453
0	433
0	290
0	353
0	333
0	4
0	5
0	36
17	9
0	33
2	0
0	7
0	24
0	24
0	24
0	2
0	2
0	1
0	2
0	2
0	1
0	2
0	2
0	2
0	2
0	1
0	19
0	35
0	0
0	748
10	500
0	606
0	0
0	0
1	396
0	396
0	872
0	867
0	858
0	853
0	838
0	0
0	2
0	2
0	47
0	47
0	47
0	47
2	20
4	3
0	3
138	0
0	0
0	0
0	0
5	50
0	50
0	364
0	296
0	40
0	0
2	0
4	35
0	35
0	41
0	41
0	0
0	0
17	85
1	85
205	0
4	82
0	82
1269	41
0	49
0	49
15	133
0	133
0	14
0	14
78	575
0	624
0	529
0	516
0	422
1	5
2	9
0	9
0	0
0	8
0	281
0	285
309	0
0	0
0	1
0	1
0	3
0	3
0	15
6	38
0	16
0	15
0	13
0	22
0	19
0	18
0	19
0	13
0	20
0	26
0	0
0	0
0	0
0	16
0	9
0	16
0	157
36	161
0	148
0	144
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	0
174	20
1095	0
0	7
0	7
0	7
0	3
18	4
1	0
0	5
0	7
0	5
0	7
0	5
0	5
0	7
0	7
3	34
0	34
0	464
0	460
0	460
0	460
0	460
0	439
0	439
5	451
0	451
0	423
0	462
0	427
0	423
0	411
0	411
0	415
0	378
0	393
0	411
0	378
0	382
0	397
0	400
0	378
0	2
0	2
0	1
0	20
0	20
0	0
0	0
0	0
0	0
0	10
115	0
6	72
0	60
0	72
0	72
0	0
0	0
2	0
0	105
1	86
1	60
2	0
0	0
0	0
0	0
1	0
0	321
0	321
0	321
0	75
0	75
1365	0
1	34
0	34
1	34
9	44
5	44
0	44
0	44
17	120
0	0
29	0
16	188
0	188
62	326
0	326
0	268
0	389
0	346
0	200
0	3
0	3
0	3
0	3
0	48
0	50
0	43
0	41
0	51
0	53
0	47
0	49
0	49
27	32
0	45
0	43
0	45
0	43
0	1
0	25
0	25
0	20
0	20
0	20
3	249
0	249
0	134
0	0
0	0
1	1
0	0
0	335
0	248
0	215
0	145
11	194
0	194
751	4679
0	0
0	32
1	26
0	32
0	27
0	385
0	376
0	22
5	22
2640	184
22	7
0	0
0	0
0	510
0	426
0	359
0	271
0	444
0	323
0	356
0	271
0	1
0	1
0	28
0	28
0	0
0	0
0	0
0	0
0	0
0	0
1880	309
7	3
0	3
9	29
0	29
0	29
0	2
0	1
0	1
0	2
0	2
0	3648
0	3646
0	30
0	27
0	31
0	22
0	31
0	330
0	330
0	17
14	43
0	43
0	356
3	355
0	355
0	355
77	113
2	113
8	12
3	15
0	15
0	3
1	9
7	0
2	7
0	0
1	0
0	32
144	1602
0	0
0	0
0	9
0	9
0	9
0	0
0	0
11	0
14	0
26	0
159	1
0	8
0	3
0	5
0	8
0	5
0	8
0	5
0	5
0	5
0	3
0	3
0	1
1	1
6	51
0	51
35	1024
3	1024
15	1022
2	3
6	19
0	19
0	0
0	7
0	7
1	457
2	457
0	0
0	0
0	0
0	0
0	0
0	0
0	445
0	651
2	645
0	427
0	633
0	2
0	2
0	2
0	2
0	1
0	1
0	1
0	1
0	1
0	1
0	2
0	1
0	1
0	1
0	2
0	1
0	2
0	1
0	1
9	33
0	0
0	0
0	0
0	0
0	969
0	854
0	854
0	854
0	56
0	56
134	59
3	0
0	18
0	0
0	0
0	19
0	19
0	19
0	19
0	19
5	19
0	307
0	274
0	270
0	0
1	0
0	0
0	0
0	0
85	0
0	0
0	0
86	61
18	1
0	0
0	2
0	1
0	2
0	2
0	12
7	82
0	82
0	674
0	674
0	677
0	694
0	331
0	311
11	0
3	184
0	195
0	173
0	189
0	16
0	0
0	0
3	7
0	55
0	55
69	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
74	0
1107	19
0	7
56	0
23	2
18	464
0	464
0	62
0	57
6	62
0	63
8	47
6	86
0	86
0	3
1	0
0	0
1	8
0	8
711	28
0	0
1	0
0	6
0	6
0	6
8	6
0	0
21	8
1	8
1	0
8	631
0	638
0	602
506	308
0	8
0	8
13	0
0	0
84	5
0	22
0	22
331	0
35	53
0	84
0	84
2	82
0	6
0	6
0	6
37	19
0	0
0	1
0	1
1	1
2	1
0	1
20	0
1	0
0	0
0	0
0	0
0	0
0	0
9	6
0	0
0	0
0	234
0	227
0	263
0	256
0	0
6	3
0	3
0	3
0	3
0	34
0	34
0	129
0	117
0	117
0	117
0	117
0	102
0	0
1	0
22	54
603	0
0	0
0	0
121	43
150	4675
1	3110
0	171
0	171
1	171
0	15
0	212
0	13
0	16
0	16
0	16
0	13
0	11
0	11
0	0
0	0
0	357
0	452
0	426
13	0
0	1
0	1
0	1
0	0
0	21
0	21
0	3
0	3
0	3
0	1
0	1
0	20
0	20
0	20
0	1
0	66
0	70
1	70
0	67
5	72
0	67
0	67
0	66
0	68
48	66
0	67
0	68
0	68
0	67
0	67
0	24
0	24
0	257
0	378
0	299
7	45
0	45
100	7
3	712
0	713
0	713
0	715
0	713
0	712
0	710
0	710
0	710
1	584
0	584
0	0
0	267
0	388
0	348
0	202
249	48
0	2
0	2
0	9
1	9
3	5
79	0
3	1
0	78
0	78
0	78
0	78
0	78
0	69
0	69
0	69
0	77
0	77
0	68
0	68
0	69
0	69
0	77
0	77
0	77
0	78
0	78
0	77
0	77
0	68
0	68
28	66
0	66
1130	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	25
0	25
0	25
6	0
0	9
0	9
0	8
0	8
4222	7214
22	7212
3	4
0	4
0	0
0	0
0	0
0	0
0	0
56	101
0	101
0	95
7	74
0	45
0	45
0	45
0	50
0	48
0	50
0	7
0	7
0	7
0	7
13	0
0	827
0	825
0	840
0	826
0	839
0	827
0	839
0	824
0	834
0	832
0	844
0	831
0	829
0	831
0	844
0	843
0	843
0	856
0	833
0	855
0	845
0	833
0	845
0	861
0	838
0	873
0	850
0	857
0	861
0	854
0	867
0	866
0	879
0	787
0	803
0	814
0	826
0	740
0	740
0	745
0	752
0	746
0	746
0	746
0	743
0	751
0	751
0	748
0	750
0	762
0	0
0	0
0	0
0	4
0	0
5	0
0	24
0	21
0	18
0	21
8	17
0	17
0	20
0	24
11	15
0	9
0	9
0	0
0	2
6	2
508	506
4	506
5	0
0	156
0	155
3	155
0	248
0	229
0	229
0	229
0	240
0	221
0	221
0	221
0	227
0	208
0	208
0	208
0	219
0	200
0	200
0	200
0	189
0	181
76	0
28	0
17	0
0	9
0	9
71	493
0	493
0	20
0	20
19	35
0	1403
0	1404
6	0
0	1
309	0
0	45
0	45
1	45
0	45
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
16	0
63	24
0	24
0	24
0	24
0	3
2	1
0	0
0	72
0	72
0	0
3	0
37	0
0	0
0	0
0	14
0	14
0	0
0	0
0	0
0	0
0	0
125	0
3	519
0	92
0	47
0	47
0	47
0	46
0	47
0	46
0	47
0	46
0	47
0	51
0	50
0	51
0	18
0	8
67	217
0	0
0	5
0	5
2	0
30	25
0	26
3	23
0	21
517	0
0	27
7	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
2	420
2	420
0	9
0	9
0	7
1	0
1	0
218	0
5	0
0	0
89	0
0	2
0	2
0	2
0	61
0	64
0	39
0	36
0	0
0	0
0	0
0	0
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
0	192
152	0
0	0
0	0
33	1426
0	1426
33	0
1	98
42	98
0	12
0	12
0	12
82	566
0	538
2	361
0	0
0	0
0	0
186	0
0	4312
0	4312
0	4312
0	4311
41	4242
0	4309
2	0
0	31
0	4
0	4
0	4
0	1
0	25
0	25
0	1
0	1
0	39
4	39
0	36
0	85
0	85
0	4
0	0
0	0
0	234
0	234
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	0
6	41
14	13
2	0
1	0
0	22
4	22
0	20
0	188
0	229
32	0
0	9
0	9
0	1724
0	1630
0	1724
0	1687
0	116
0	113
0	116
0	116
0	127
3	110
2	110
9	0
0	316
0	316
0	315
0	315
0	2
0	2
3	163
0	163
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
17	0
0	0
0	0
0	2
0	2
14	0
0	500
0	500
0	6
17	353
0	353
21	296
0	296
0	294
0	216
0	208
0	208
0	260
0	174
0	174
155	31
0	63
0	63
0	63
0	63
0	63
0	62
0	61
0	61
1	66
0	64
0	57
0	57
0	57
0	59
0	59
0	59
0	58
0	60
35	0
0	2
0	2
0	2
0	2
0	2
0	35
0	34
0	33
15	0
0	0
0	16
0	15
0	0
0	0
0	0
0	0
0	0
0	165
0	162
0	172
0	169
0	77
0	74
0	19
0	19
2	67
0	65
0	65
0	67
0	254
1	254
0	252
0	252
0	250
0	245
0	168
0	168
0	166
0	167
0	0
0	0
0	0
0	33
2	49
0	48
0	48
0	48
0	47
0	47
0	32
0	32
94	67
1	10
0	7
0	13
0	13
0	13
0	7
0	312
0	312
0	312
6	15
0	15
42	15
0	15
0	0
0	58
0	65
0	20
25	62
4	27
0	0
0	615
0	615
0	615
0	615
0	615
0	615
0	22
0	22
0	19
0	19
0	19
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
424	1047
0	5133
0	5133
165	0
0	76
0	77
0	76
0	77
0	76
0	77
0	76
0	77
158	3
2	32
0	11
0	9
0	11
0	9
0	2
4	0
0	0
0	0
0	0
0	0
0	0
135	0
1	11
60	265
0	224
0	229
195	256
0	270
0	7
46	28
0	28
0	0
0	0
0	0
25	26
51	25
0	0
0	118
0	112
0	111
0	115
0	110
0	116
0	109
0	118
0	293
0	287
0	297
0	70
0	268
0	262
0	278
0	265
0	253
0	256
0	282
0	277
0	278
0	269
0	252
0	255
0	298
0	298
0	309
0	309
0	288
0	288
0	291
0	291
0	245
51	2420
2	2377
54	17
5	17
0	17
0	17
0	0
290	116
0	0
8	147
2	142
0	67
1	156
11	179
0	34
0	34
3	1037
0	1869
13	1852
16	1852
7	36
0	0
0	0
0	0
0	0
0	0
0	0
52	0
0	5
0	5
0	5
0	5
0	0
0	5
153	0
0	4
0	4
0	4
0	4
0	4
0	2
0	0
0	0
1	0
0	197
0	147
0	195
0	194
0	148
0	146
0	145
0	160
0	158
0	73
0	109
0	110
37	0
1	0
7	1
0	0
0	0
0	0
0	1
90	0
0	9
0	9
0	9
0	14
0	14
5	0
8	0
0	0
0	0
0	0
0	0
1037	0
0	7
0	0
0	0
0	61
0	61
0	61
0	59
0	59
31	2
0	2
0	2
0	0
0	0
0	0
23	0
34	639
0	562
0	623
0	566
0	567
0	641
0	623
0	409
0	564
0	492
0	492
0	641
0	476
10	569
0	6
17	6
0	8
0	6
0	8
0	50
0	48
17	211
0	211
1	0
104	0
0	0
0	0
0	19
0	18
0	19
0	13
0	20
0	26
0	22
93	0
1	128
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6563
0	6563
0	6563
25	6563
8	0
0	0
8	42
0	31
0	32
1	30
0	31
0	174
0	110
0	215
0	151
64	0
0	3
0	3
0	1
0	3
0	1
0	235
4	217
0	124
8	255
0	255
0	0
0	0
0	1
0	1
0	125
12	125
0	0
0	267
0	388
0	441
0	197
0	19
0	20
1	10
0	5
0	6
0	91
18	91
0	339
0	460
0	199
0	343
5	0
0	278
0	399
0	324
0	205
0	0
0	0
0	0
0	0
95	482
0	0
0	441
0	296
4	271
1	282
10	287
11	139
0	2
0	2
7	0
0	2
0	2
4	1
0	0
0	35
1	35
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	22
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	76
0	76
4	0
0	0
0	0
0	11
0	11
0	0
0	0
0	0
0	0
7	0
1	182
74	182
9	9
0	0
0	0
0	0
0	0
0	282
0	284
1	294
0	296
0	6
0	6
1	6
0	7
0	5
0	243
0	238
21	235
0	241
0	236
0	209
11	134
0	242
0	240
0	11
0	11
0	0
0	0
0	1
0	2
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	12
0	13
0	308
0	325
0	89
1	89
151	0
0	10
0	8
0	9
4	0
0	10
0	18
0	21
0	18
0	18
0	18
0	21
0	18
0	20
0	16
0	20
28	241
0	243
29	243
38	26
0	0
7589	0
0	0
189	132
0	2741
0	2734
0	2693
0	4399
0	4392
0	4351
0	4266
0	4259
0	3506
0	3458
5	3433
0	2686
3	4044
0	29
0	22
0	30
0	30
0	28
0	22
0	34
310	43
0	32
0	28
0	26
1	41
0	24
0	37
53	0
0	16
0	0
8	81
0	81
0	22
0	22
0	22
0	0
0	29
0	0
0	0
0	0
0	0
0	0
0	77
31	0
0	8
0	3
0	3
0	8
0	8
0	8
0	4
0	4
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	3
0	3
0	3
40	1
108	0
2	0
0	0
0	0
0	0
0	2169
0	2169
0	2169
1	2169
0	2169
0	2169
0	5
1	4
0	11
0	11
0	11
0	11
0	11
0	0
0	4330
0	4339
0	4346
0	4355
3	4345
0	4338
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
4	49
0	49
0	49
0	0
0	0
0	0
0	0
0	0
4	197
9	197
0	56
0	365
0	365
0	365
38	0
0	7
5	7
0	7
0	7
0	0
0	0
0	2
1	0
0	0
0	0
0	0
0	0
0	0
5	10
5	1
0	0
190	10
0	7
1	7
88	0
5	0
0	442
0	200
191	0
36	0
2	17
0	17
2	0
0	20
0	4
6	1
0	0
0	0
0	0
0	0
681	329
0	34
0	34
12	0
0	1
0	2
48	946
0	945
0	929
0	1
3	5
0	2
23	0
187	14688
34	14688
0	35
0	35
0	35
0	4
0	4
2	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
1	19
0	19
0	19
0	32
0	31
0	27
0	26
0	26
0	31
0	0
0	0
0	0
0	0
0	0
0	0
1	14
1	96
0	82
0	44
0	102
0	100
0	156
0	98
0	134
0	0
0	0
0	0
0	0
0	8
0	8
0	8
0	10
0	6
0	10
0	0
0	0
15	0
0	4
0	4
9	0
0	10
0	10
0	10
2	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	76
3	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
124	0
10	0
9	2
485	0
538	0
0	0
0	26
0	10
0	10
9	116
239	274
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	15351
96	15486
1101	0
0	0
0	0
0	0
0	0
0	0
0	90
0	90
1	90
146	0
0	0
0	0
0	7
0	5
0	1
20	0
1	0
0	11
0	0
0	23
0	18
0	22
0	17
0	13
0	13
0	17
0	0
0	21
0	0
10	17
0	31
0	33
0	50
0	48
0	46
0	46
0	29
2	19
0	19
0	33
0	13
0	50
0	50
0	46
0	46
0	29
0	29
0	50
0	38
0	10
1	0
23	348
0	348
8	76
23	78
17	2
3	0
0	0
0	292
0	283
0	283
0	286
0	259
0	271
0	270
0	30
0	25
0	238
0	236
0	21
0	20
2	0
45	271
0	268
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	154
0	154
0	4
19	1352
11	1345
13	1355
0	34
51	33
0	0
0	0
0	0
0	0
0	0
0	28
0	140
