feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Piscinibacter	Treatment	A+ T+ P+	-0.694704794623904	0.28065386319787	61	9	0.0162034914305754	0.104469294594321
Eremiobacteria_Genus	Treatment	A+ T+ P+	-0.922157430933668	0.373159357152659	61	14	0.0163720536304533	0.104469294594321
Beijerinckiaceae_Genus	Treatment	A+ T+ P+	0.863395399303773	0.351371237172534	61	18	0.0169607322919932	0.106534599709082
Vibrio	Treatment	A+ T+ P+	1.14487719868998	0.469434061937604	61	13	0.017762154825377	0.107275049386084
Sandaracinaceae_Genus	Treatment	A+ T+ P+	-1.21148580218879	0.497279788541118	61	12	0.0178791748976807	0.107275049386084
Sporichthyaceae_Genus	Treatment	A+ T+ P+	0.629625814666188	0.257776555226298	61	8	0.0175989506635703	0.107275049386084
Barnesiellaceae_Genus	Treatment	A+ T+ P+	-0.542928382249193	0.224220354554677	61	11	0.0185542692234862	0.109688473938845
Candidatus_Paracaedibacter	Treatment	A+ T+ P+	-0.801743928469118	0.334860369316069	61	12	0.0198501871341033	0.114404810757036
Azospira	Treatment	A+ T+ P+	0.609659690012928	0.254786925913399	61	6	0.0199212357039614	0.114404810757036
Candidatus_Alysiosphaera	Treatment	A+ T+ P+	0.945698640775056	0.397268319581978	61	12	0.0205376367020944	0.114668471586694
Permianibacter	Treatment	A+ T+ P+	0.851264159348459	0.357429712016223	61	6	0.0204807333332475	0.114668471586694
Gemmobacter	Treatment	A+ T+ P+	-1.04237227156606	0.442607768369362	61	58	0.0218645598771799	0.120404836583922
Hyphomicrobiales_Incertae_Sedis_Genus	Treatment	A+ T+ P+	1.88023388639304	0.80166326772255	61	42	0.0223879261726388	0.120643620506385
Bradyrhizobium	Treatment	A+ T+ P+	-1.51049616645877	0.644622189362341	61	30	0.0225081381541764	0.120643620506385
Saprospiraceae_Genus	Treatment	A+ T+ P+	-1.29390675187012	0.556597665045555	61	16	0.0235504856969362	0.124569674344321
Sediminibacterium	Treatment	A+ T+ P+	-0.885138795021362	0.383619257158507	61	16	0.0245628468759201	0.127414239911477
Sporocytophaga	Treatment	A+ T+ P+	0.277271317216424	0.120308639678409	61	4	0.0247221659529732	0.127414239911477
Runella	Treatment	A+ T+ P+	-1.37311825862407	0.604138354514774	61	16	0.0266922485266063	0.135826378578427
Gemmataceae_Genus	Treatment	A+ T+ P+	1.45403657632692	0.642894421927115	61	45	0.0274149853009724	0.137760301137387
Phreatobacter	Treatment	A+ T+ P+	-1.19063768112594	0.537951269336584	61	60	0.0307581532292027	0.150104515781657
Blfdi19_Genus	Treatment	A+ T+ P+	0.733425448567828	0.330380050925781	61	8	0.0302777743087171	0.150104515781657
Emticicia	Treatment	A+ T+ P+	-1.77071192895603	0.801199950982731	61	17	0.03099172838278	0.150104515781657
Rhodospirillales_Genus	Treatment	A+ T+ P+	-0.36413953508307	0.166093881561645	61	7	0.0323095179520999	0.154624121627907
Elsteraceae_Genus	Treatment	A+ T+ P+	-0.201467602548595	0.0935422471708469	61	6	0.0353555792078982	0.167211092253825
Gracilibacteria_Genus	Treatment	A+ T+ P+	-1.12328876511298	0.527967435560826	61	12	0.0375620249800764	0.17447634115553
Acetobacteroides	Treatment	A+ T+ P+	0.759763309682566	0.357486765392126	61	5	0.0377598051754505	0.17447634115553
Nordella	Treatment	A+ T+ P+	-0.455383349367448	0.215501982526319	61	8	0.0388296291211238	0.177380805757861
Verrucomicrobiaceae_Genus	Treatment	A+ T+ P+	-1.05985740354747	0.504725145724109	61	13	0.0400258111541476	0.178781956488526
Telmatocola	Treatment	A+ T+ P+	-1.12920569801548	0.537274622639472	61	16	0.0398562066080602	0.178781956488526
Acetobacteraceae_Genus	Treatment	A+ T+ P+	0.172619800721173	0.0829661120296828	61	3	0.0418209947903841	0.183768243574205
Babeliaceae_Genus	Treatment	A+ T+ P+	0.535477548685866	0.25787640609948	61	4	0.0422135875717211	0.183768243574205
Haliscomenobacter	Treatment	A+ T+ P+	-2.18833935988958	1.05545260465229	61	24	0.0425135488865698	0.183768243574205
Aeromonas	Treatment	A+ T+ P+	0.806378627885645	0.393698240618725	61	61	0.0449971336818277	0.19243455042654
Cytophaga	Treatment	A+ T+ P+	-0.740874774972326	0.366612188459169	61	12	0.0478390195450085	0.202434587969404
Lysobacteraceae_Genus	Treatment	A+ T+ P+	0.285560899879942	0.14337344177353	61	3	0.0510361242499973	0.213713770296864
Nitrosomonas	Treatment	A+ T+ P+	-1.59505749221754	0.803732544811299	61	20	0.0518498402059168	0.214882842915243
Phaselicystis	Treatment	A+ T+ P+	-0.748519805358364	0.379604064879151	61	10	0.0533216481132297	0.218727576954269
Fundidesulfovibrio	Treatment	A+ T+ P+	0.426563955925896	0.220010987797484	61	4	0.0573097818912711	0.232712447679707
Chitinophagaceae_Genus	Treatment	A+ T+ P+	-1.10968682844308	0.577116656543227	61	13	0.0593348019893415	0.238525903997153
Simkaniaceae_Genus	Treatment	A+ T+ P+	0.687725289797697	0.36278688877836	61	10	0.0629046748047516	0.25037306209416
Hyphomonadaceae_Genus	Treatment	A+ T+ P+	-0.601159615635623	0.323376156148041	61	9	0.0680150582876708	0.268059347369055
Microscillaceae_Genus	Treatment	A+ T+ P+	1.0037000810862	0.541998420937058	61	19	0.0690528913493479	0.269507401188717
Niveibacterium	Treatment	A+ T+ P+	-1.65827871803966	0.899757667740014	61	45	0.0703500466733661	0.271929988102819
Pseudobdellovibrio	Treatment	A+ T+ P+	-0.761626654290974	0.417281045862795	61	13	0.0730320074594604	0.279608257130506
Gaiellales_Genus	Treatment	A+ T+ P+	0.368707858735999	0.20278589721381	61	8	0.0741090457081317	0.281055060138386
Undibacterium	Treatment	A+ T+ P+	-1.70141336279521	0.939850174783461	61	35	0.0753420270838402	0.283060699885082
Pseudolysobacter	Treatment	A+ T+ P+	-0.724288394021712	0.4072239964029	61	9	0.0804575646646516	0.299480935140648
Rhodovastum	Treatment	A+ T+ P+	1.13966507306868	0.647781002436959	61	36	0.0837047265632198	0.308709175031324
Burkholderiales_Genus	Treatment	A+ T+ P+	-0.712676990757917	0.408789996044469	61	30	0.0864761143960404	0.315152467285036
Aurantisolimonas	Treatment	A+ T+ P+	-1.28102056713653	0.736090978455285	61	50	0.0870197111160173	0.315152467285036
X37.13_Genus	Treatment	A+ T+ P+	-0.119047530130903	0.0686619872653405	61	4	0.088173062586555	0.316478313926742
Methylibium	Treatment	A+ T+ P+	0.0987349153468132	0.0578420253656154	61	2	0.0930849560358728	0.3311517904993
Gloeocapsa_PCC.7428	Treatment	A+ T+ P+	0.101599184353119	0.0598054154347461	61	2	0.0946193134707879	0.3336575790812
Dechloromonas	Treatment	A+ T+ P+	-1.44005541520051	0.857611969332709	61	51	0.0984126396053796	0.34218775334324
Ensifer	Treatment	A+ T+ P+	-1.09432599790419	0.652365975722483	61	49	0.0987407447458105	0.34218775334324
Ideonella	Treatment	A+ T+ P+	0.116225498417189	0.0702321202666479	61	2	0.103260158500658	0.351784607773428
Vicinamibacteraceae_Genus	Treatment	A+ T+ P+	-0.757186021087294	0.457350129780957	61	14	0.103114187282205	0.351784607773428
Hyphomicrobiales_Genus	Treatment	A+ T+ P+	-0.432954072915529	0.265480818536297	61	9	0.108253563905123	0.365696913360163
Unknown_Family_Genus	Treatment	A+ T+ P+	0.132995251271997	0.082764801047644	61	2	0.113414219335842	0.379937634775072
Nevskiaceae_Genus	Treatment	A+ T+ P+	-0.485031546447353	0.303545365020567	61	7	0.115410306584437	0.380286420056914
Ohtaekwangia	Treatment	A+ T+ P+	0.135717507774663	0.0848401460678454	61	2	0.115010336083659	0.380286420056914
Arthrospira_PCC.7345	Treatment	A+ T+ P+	0.149359409234953	0.0953667846848795	61	2	0.122660006991678	0.381236292873702
Lysobacter	Treatment	A+ T+ P+	0.714821362254321	0.457195516569976	61	10	0.123285368342242	0.381236292873702
Brevifollis	Treatment	A+ T+ P+	-0.865799767537586	0.551563189910308	61	16	0.12182830977248	0.381236292873702
Actinobacteria_Genus	Treatment	A+ T+ P+	0.143827661124385	0.0910751568735511	61	2	0.119632634752089	0.381236292873702
Chitinilyticum	Treatment	A+ T+ P+	-0.983508843106233	0.623770860492531	61	58	0.120208411362156	0.381236292873702
Acinetobacter	Treatment	A+ T+ P+	0.87563038245087	0.558983173228671	61	30	0.122586874081093	0.381236292873702
Micavibrionales_Genus	Treatment	A+ T+ P+	0.329805043680772	0.208621168878344	61	3	0.119252099114866	0.381236292873702
Candidatus_Obscuribacter	Treatment	A+ T+ P+	1.09017586451589	0.695937613194813	61	35	0.122583358023274	0.381236292873702
Kinneretia	Treatment	A+ T+ P+	0.155631938189186	0.10026538939381	61	2	0.125962472706524	0.386541328458188
Deinococcus	Treatment	A+ T+ P+	-0.840584202232841	0.543198021973768	61	17	0.127096921822242	0.387067898276826
cvE6_Genus	Treatment	A+ T+ P+	-0.415960721695652	0.271713890319447	61	12	0.131144226149759	0.393432678449276
OLB12	Treatment	A+ T+ P+	0.643608895053327	0.420229708583117	61	11	0.130974709771	0.393432678449276
Kapabacteriales_Genus	Treatment	A+ T+ P+	-0.798344225718357	0.52491685499486	61	15	0.133627400633091	0.397912704107427
Phenylobacterium	Treatment	A+ T+ P+	-0.384542615694051	0.253996519090227	61	5	0.135372951124476	0.400146517294408
Enterococcus	Treatment	A+ T+ P+	0.183946944702705	0.122695474578202	61	2	0.139149869952525	0.405349621166052
Hirschia	Treatment	A+ T+ P+	-0.600576839274606	0.400388012881827	61	12	0.138950269903733	0.405349621166052
Burkholderia.Caballeronia.Paraburkholderia	Treatment	A+ T+ P+	-0.36438896550648	0.244293139540988	61	4	0.141130430513687	0.408161388967643
Blastococcus	Treatment	A+ T+ P+	-0.662882360476758	0.524502013816996	61	14	0.211261111142458	0.418521759361992
Chitinophagales_Genus	Treatment	A+ T+ P+	-0.259511436656347	0.198800712194437	61	4	0.196829577160735	0.418521759361992
Tabrizicola	Treatment	A+ T+ P+	0.0400000000000026	0.0332088069457044	61	1	0.233206154470267	0.418521759361992
Thermomonas	Treatment	A+ T+ P+	0.0400000000000018	0.0332088069457044	61	1	0.233206154470276	0.418521759361992
Lutispora	Treatment	A+ T+ P+	-0.130716767114313	0.0941440019461971	61	3	0.170211948646736	0.418521759361992
Tumebacillus	Treatment	A+ T+ P+	0.039999999999998	0.0332088069457044	61	1	0.23320615447032	0.418521759361992
Caldovatus	Treatment	A+ T+ P+	0.0399999999999994	0.0332088069457043	61	1	0.233206154470303	0.418521759361992
Micrococcus	Treatment	A+ T+ P+	-0.220844119350742	0.165856874674854	61	3	0.188135050196411	0.418521759361992
Peptostreptococcus	Treatment	A+ T+ P+	0.316656371784522	0.23070048498194	61	2	0.175076287348957	0.418521759361992
Bacillota_Genus	Treatment	A+ T+ P+	-0.163189223346658	0.117093665651605	61	3	0.168646760478847	0.418521759361992
Altererythrobacter	Treatment	A+ T+ P+	0.0400000000000026	0.0332088069457044	61	1	0.233206154470267	0.418521759361992
Larkinella	Treatment	A+ T+ P+	0.227045947212079	0.157441575300988	61	2	0.154562688707002	0.418521759361992
DEV007_Genus	Treatment	A+ T+ P+	0.0400000000000002	0.0332088069457044	61	1	0.233206154470294	0.418521759361992
Pajaroellobacter	Treatment	A+ T+ P+	-0.830744174112687	0.632114851841706	61	14	0.193855520760929	0.418521759361992
Brevibacterium	Treatment	A+ T+ P+	0.0400000000000006	0.0332088069457044	61	1	0.233206154470289	0.418521759361992
Marmoricola	Treatment	A+ T+ P+	-0.289316206370812	0.215938066029579	61	6	0.185444522389435	0.418521759361992
Hyphomicrobium	Treatment	A+ T+ P+	-0.460581205037087	0.344215269388528	61	12	0.186010798636883	0.418521759361992
Armatimonadaceae_Genus	Treatment	A+ T+ P+	-0.473221990896969	0.34178229179551	61	9	0.17139774275242	0.418521759361992
Intestinimonas	Treatment	A+ T+ P+	0.0399999999999942	0.0332088069457044	61	1	0.233206154470364	0.418521759361992
Xanthobacteraceae_Genus	Treatment	A+ T+ P+	-0.25909758642848	0.198002769009599	61	3	0.195759593515856	0.418521759361992
Flavobacterium	Treatment	A+ T+ P+	-0.67018658598345	0.513688075648254	61	56	0.197075931407318	0.418521759361992
Cyclobacteriaceae_Genus	Treatment	A+ T+ P+	0.0400000000000002	0.0332088069457044	61	1	0.233206154470294	0.418521759361992
Novispirillum	Treatment	A+ T+ P+	0.0399999999999987	0.0332088069457044	61	1	0.233206154470311	0.418521759361992
Psychrobacter	Treatment	A+ T+ P+	0.0400000000000026	0.0332088069457044	61	1	0.233206154470267	0.418521759361992
Novosphingobium	Treatment	A+ T+ P+	-0.52919081668845	0.366637750855783	61	10	0.154207495987005	0.418521759361992
Sphingomonas	Treatment	A+ T+ P+	-0.676127852453681	0.476788251415315	61	7	0.161425352869526	0.418521759361992
AAP99	Treatment	A+ T+ P+	-0.397269208659142	0.296961213576924	61	10	0.186101563611865	0.418521759361992
Gloeocapsa	Treatment	A+ T+ P+	0.0399999999999968	0.0332088069457044	61	1	0.233206154470333	0.418521759361992
Granulicatella	Treatment	A+ T+ P+	0.0399999999999983	0.0332088069457044	61	1	0.233206154470316	0.418521759361992
Dinghuibacter	Treatment	A+ T+ P+	-0.890772471214718	0.612357641167235	61	46	0.15106304768245	0.418521759361992
Truepera	Treatment	A+ T+ P+	0.0400000000000026	0.0332088069457044	61	1	0.233206154470267	0.418521759361992
Saccharimonadales_Genus	Treatment	A+ T+ P+	0.22039546340186	0.152048665465562	61	2	0.152491227416652	0.418521759361992
Bacteriovorax	Treatment	A+ T+ P+	0.0399999999999975	0.0332088069457044	61	1	0.233206154470325	0.418521759361992
Levilactobacillus	Treatment	A+ T+ P+	0.222083640570092	0.153416751137791	61	2	0.153026469145348	0.418521759361992
Gordonia	Treatment	A+ T+ P+	-0.886489381958006	0.726496735970805	61	32	0.22723449139448	0.418521759361992
Cellvibrio	Treatment	A+ T+ P+	1.00634868302274	0.827633052611643	61	49	0.228852069584059	0.418521759361992
Marinifilaceae_Genus	Treatment	A+ T+ P+	0.0399999999999968	0.0332088069457044	61	1	0.233206154470333	0.418521759361992
Pir4_lineage	Treatment	A+ T+ P+	0.785885506450053	0.579448440883852	61	36	0.180182719281138	0.418521759361992
Candidatus_Nomurabacteria_Genus	Treatment	A+ T+ P+	0.0400000000000002	0.0332088069457044	61	1	0.233206154470294	0.418521759361992
Modestobacter	Treatment	A+ T+ P+	0.0399999999999987	0.0332088069457044	61	1	0.233206154470311	0.418521759361992
Stella	Treatment	A+ T+ P+	-0.115285828003297	0.0806314206356781	61	3	0.158052141423769	0.418521759361992
OM190_Genus	Treatment	A+ T+ P+	-1.2829587202923	0.959751083688952	61	19	0.186432284142465	0.418521759361992
Fusobacteriaceae_Genus	Treatment	A+ T+ P+	0.0400000000000029	0.0332088069457044	61	1	0.233206154470263	0.418521759361992
alphaI_cluster	Treatment	A+ T+ P+	0.70245108035928	0.490450093571933	61	16	0.157347000674997	0.418521759361992
Leptothrix	Treatment	A+ T+ P+	0.0399999999999967	0.0332088069457044	61	1	0.233206154470334	0.418521759361992
Ligilactobacillus	Treatment	A+ T+ P+	0.23123946617813	0.160846601334886	61	2	0.155819172340949	0.418521759361992
Candidatus_Finniella	Treatment	A+ T+ P+	0.0400000000000014	0.0332088069457044	61	1	0.23320615447028	0.418521759361992
Cyanobacteriia_Genus	Treatment	A+ T+ P+	0.0400000000000044	0.0332088069457044	61	1	0.233206154470245	0.418521759361992
Geminicoccaceae_Genus	Treatment	A+ T+ P+	0.0399999999999976	0.0332088069457044	61	1	0.233206154470325	0.418521759361992
Aquicella	Treatment	A+ T+ P+	0.0400000000000029	0.0332088069457044	61	1	0.233206154470263	0.418521759361992
Absconditabacteriales_.SR1._Genus	Treatment	A+ T+ P+	0.0400000000000011	0.0332088069457044	61	1	0.233206154470284	0.418521759361992
CM1G08	Treatment	A+ T+ P+	0.28042927746186	0.200983266546158	61	2	0.168159394452362	0.418521759361992
Lactobacillus	Treatment	A+ T+ P+	0.0399999999999983	0.0332088069457044	61	1	0.233206154470316	0.418521759361992
Anaerocolumna	Treatment	A+ T+ P+	0.0399999999999976	0.0332088069457044	61	1	0.233206154470325	0.418521759361992
Dechlorobacter	Treatment	A+ T+ P+	0.278885523287263	0.199719308614905	61	2	0.167829431426355	0.418521759361992
Pararhizobium	Treatment	A+ T+ P+	0.0399999999999991	0.0332088069457044	61	1	0.233206154470307	0.418521759361992
Ruminiclostridium	Treatment	A+ T+ P+	-0.302925799933388	0.239621865994638	61	3	0.211136091036809	0.418521759361992
Arenicella	Treatment	A+ T+ P+	0.0399999999999994	0.0332088069457043	61	1	0.233206154470303	0.418521759361992
Pyrinomonadaceae_Genus	Treatment	A+ T+ P+	-0.246485470280128	0.179172564775397	61	4	0.174118726530875	0.418521759361992
RBG.13.54.9_Genus	Treatment	A+ T+ P+	0.211976885871557	0.160342922128749	61	3	0.191263558421252	0.418521759361992
Bacteroides	Treatment	A+ T+ P+	0.0399999999999968	0.0332088069457044	61	1	0.233206154470333	0.418521759361992
Caldilineaceae_Genus	Treatment	A+ T+ P+	0.218512947046205	0.150523815165666	61	2	0.151886613218073	0.418521759361992
Defluviimonas	Treatment	A+ T+ P+	-0.197150497074789	0.145315437359026	61	3	0.180042826176208	0.418521759361992
Microbulbifer	Treatment	A+ T+ P+	0.0400000000000037	0.0332088069457044	61	1	0.233206154470253	0.418521759361992
Lactiplantibacillus	Treatment	A+ T+ P+	0.0400000000000037	0.0332088069457044	61	1	0.233206154470253	0.418521759361992
Parageobacillus	Treatment	A+ T+ P+	0.040000000000001	0.0332088069457044	61	1	0.233206154470285	0.418521759361992
Chloronema	Treatment	A+ T+ P+	0.0399999999999964	0.0332088069457044	61	1	0.233206154470338	0.418521759361992
Gemmatimonadaceae_Genus	Treatment	A+ T+ P+	-0.292310327877442	0.208322572699973	61	8	0.165809508454438	0.418521759361992
Midichloriaceae_Genus	Treatment	A+ T+ P+	0.040000000000001	0.0332088069457044	61	1	0.233206154470285	0.418521759361992
Weissella	Treatment	A+ T+ P+	0.0400000000000006	0.0332088069457044	61	1	0.233206154470289	0.418521759361992
Aggregatilineales_Genus	Treatment	A+ T+ P+	0.0400000000000007	0.0332088069457044	61	1	0.233206154470289	0.418521759361992
Bacillales_Genus	Treatment	A+ T+ P+	0.0399999999999987	0.0332088069457044	61	1	0.233206154470311	0.418521759361992
Hassallia	Treatment	A+ T+ P+	-0.37111857391821	0.263408908481668	61	10	0.164111434024152	0.418521759361992
Nannocystis	Treatment	A+ T+ P+	-0.0908839670120652	0.0617199742690044	61	3	0.146195010273597	0.418521759361992
Falsiporphyromonas	Treatment	A+ T+ P+	0.0399999999999983	0.0332088069457044	61	1	0.233206154470316	0.418521759361992
Steroidobacter	Treatment	A+ T+ P+	0.0399999999999971	0.0332088069457044	61	1	0.23320615447033	0.418521759361992
Latilactobacillus	Treatment	A+ T+ P+	0.0399999999999975	0.0332088069457044	61	1	0.233206154470325	0.418521759361992
Candidatus_Peregrinibacteria_Genus	Treatment	A+ T+ P+	0.0400000000000018	0.0332088069457044	61	1	0.233206154470276	0.418521759361992
Ferruginibacter	Treatment	A+ T+ P+	-0.347980778924884	0.237890114750257	61	5	0.148834680675206	0.418521759361992
Arcobacter	Treatment	A+ T+ P+	0.039999999999996	0.0332088069457044	61	1	0.233206154470342	0.418521759361992
Propionivibrio	Treatment	A+ T+ P+	0.0399999999999991	0.0332088069457044	61	1	0.233206154470307	0.418521759361992
Romboutsia	Treatment	A+ T+ P+	0.0399999999999976	0.0332088069457044	61	1	0.233206154470325	0.418521759361992
Lautropia	Treatment	A+ T+ P+	0.0399999999999983	0.0332088069457044	61	1	0.233206154470316	0.418521759361992
Limosilactobacillus	Treatment	A+ T+ P+	0.273384984722213	0.19521758597462	61	2	0.166627285415826	0.418521759361992
Vagococcus	Treatment	A+ T+ P+	0.0400000000000018	0.0332088069457044	61	1	0.233206154470276	0.418521759361992
Babeliales_Genus	Treatment	A+ T+ P+	-0.136712759028815	0.113935716367386	61	5	0.234969945468655	0.419812969237329
Enterobacterales_Genus	Treatment	A+ T+ P+	-0.283888155268644	0.239905979909525	61	11	0.241424198958444	0.422607617116124
