feature	Oleiharenicola	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Streptococcus	Rhodospirillales_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Lysobacter	env.OPS_17_Genus	Luteimonas	Terrimonas	Leuconostoc	Sediminibacterium	Altererythrobacter	SM1A02	Aeromonas	Burkholderia.Caballeronia.Paraburkholderia	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Chryseobacterium	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Babeliaceae_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Fimbriiglobus	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Nocardia	Abditibacterium	Enterovirga	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Cytophagales_Genus	Kinneretia	Marinomonas	cvE6_Genus	Pir4_lineage	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Caedibacter	Aquihabitans	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Bacillus	X0319.6G20_Genus	Parvibium	Afipia	Pseudolysobacter	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Blastococcus	Cellvibrio	Candidatus_Alysiosphaera	Parachlamydiaceae_Genus	Deinococcus	Gaiellales_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	KD4.96_Genus	Curvibacter	Gemmata	Bradyrhizobium	Nocardioides	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Acinetobacter	Candidatus_Paracaedibacter	Paracoccaceae_Genus	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	CL500.3	Ruminiclostridium	Aquabacterium	Bdellovibrio	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Variovorax	Blastocatella	Sphingobium	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	Pirellula	Sandaracinus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Unknown_Family_Genus	Cloacibacterium	Allomeiothermus	Paraconexibacter	Defluviimonas	JG30.KF.CM45_Genus	Ellin6055	Rhodovastum	Massilia	X11.24_Genus	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Eremiobacteria_Genus	Hirschia	Plesiomonas	Arthrospira_PCC.7345	Knoellia	Anoxybacillus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Frisingicoccus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Ferruginibacter	Methylobacterium	Kocuria	Peptoniphilus	Methylocystis	Mesorhizobium	Micavibrionales_Genus	Hassallia	Nannocystis	WY65	Fuscovulum	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	KD3.10	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Enhydrobacter	AKYH767_Genus	Methyloversatilis	Bordetella	Hyphomicrobiales_Genus	Haliscomenobacter	Sphingomonadaceae_Genus	Hydrogenophaga	Dongia	Babeliales_Genus	Panacibacter	Pseudoxanthomonas	Niveibacterium	Elsteraceae_Genus	Methylibium	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f438	0	30	21	19	0	534	0	0	12794	53	2	0	0	5474	0	0	0	0	0	0	0	17	0	35	0	5	4	0	0	0	107	0	0	0	137	13	0	0	0	0	0	0	0	0	10089	0	0	0	0	0	0	2709	0	0	0	0	0	0	0	0	0	0	0	0	10	0	845	0	0	0	0	0	0	19	0	0	1867	0	167	0	2711	0	817	0	0	0	0	0	0	673	0	0	0	15482	0	158	907	56	0	0	0	0	0	0	705	0	0	0	206	0	222	0	39	686	0	135	0	0	0	0	46	0	0	0	0	0	44	0	0	20	0	0	43	0	0	0	0	0	0	0	41	0	0	90	0	0	57	3	187	0	0	0	0	0	0	0	14	0	0	0	0	114	0	0	5	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	23	57	5	0	0	0	0	0	0	11	0	1176	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	8	6	0	0	13	15	0	0	171	0	0	0	13	0	22	0	0	0	0	0	0	0	0	577	4	0	117	0	0	0	0	0	0	0	0	0	2484	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	179	0	0	0	0
f439	0	8	0	12	0	54	0	0	10531	58	0	0	0	3199	12	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	10	0	0	0	59	5	0	0	0	0	0	0	0	0	28473	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	5	0	656	0	108	0	808	0	139	0	0	0	0	0	0	206	0	0	0	12563	0	73	125	25	0	0	0	0	0	0	2903	0	0	0	93	0	575	0	0	189	0	27	0	0	0	0	22	0	0	0	0	0	35	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	44	0	0	0	0	9	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	6	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	0	0	0	153	4	0	0	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	49	0	0	0	0
f440	0	28	0	0	0	342	0	0	13520	11	0	0	0	3879	10	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	54	0	0	0	147	17	0	0	3	0	0	0	0	0	10165	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	0	0	0	0	0	0	19	0	0	1363	0	158	0	3643	0	503	0	0	0	0	0	8	429	0	0	0	19766	0	166	1217	56	0	0	0	0	0	0	501	0	0	0	155	0	125	0	21	951	0	95	0	0	0	0	48	0	0	0	0	0	111	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	159	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	12	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	15	50	0	0	0	14	0	0	0	5	0	692	0	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0	24	0	0	0	8	0	0	0	117	0	0	0	14	0	27	0	0	0	0	0	0	0	0	356	0	0	96	0	0	0	0	0	0	0	0	0	2125	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	246	0	0	0	0
f556	0	0	0	0	0	0	0	0	66	5	8	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59230	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2534	0	12	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	43	0	0	0	10	0	135	0	0	32	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	4	0	0	0	0
f557	0	0	0	0	0	9	0	0	2992	7	103	0	0	278	20	0	0	0	7	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	59612	0	0	0	0	0	0	2358	0	0	4	0	0	0	11	0	0	0	0	0	103	0	19	0	0	0	0	0	0	0	0	0	239	0	67	0	1628	0	116	0	0	0	0	0	0	17	0	0	0	2555	0	7	57	21	0	0	0	0	0	0	128	0	0	0	123	0	402	0	0	170	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	49	5	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	16	0	0	0	0	0	0	0	0	33	0	0	32	2	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0
f558	0	6	0	0	0	143	0	0	290	0	18	0	0	175	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	57090	0	0	0	0	0	13	5652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	56	0	0	4	1019	4	82	0	0	0	0	0	0	4	0	0	0	681	0	0	22	6	0	0	0	0	0	0	127	0	0	0	42	0	332	0	0	105	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0	0	0	7	15	0	830	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	22	7	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	32	0	0	0	0	0	0	0	19	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	375	0	0	0	0	0	0	8	0	0	0	0
f559	5	40	0	314	0	228	0	0	360	12	147	35	0	282	5	8	0	0	8	0	79	0	0	0	0	13	4	0	0	0	0	0	0	72	35	24	0	29	111	26	0	0	0	0	54240	0	10	29	0	47	18	2165	0	0	7	16	5	0	6	0	0	4	0	4	58	26	46	0	23	101	0	14	0	0	21	52	157	3	16	262	919	301	107	77	17	173	5	0	0	20	0	0	0	405	0	0	83	16	0	0	33	0	0	0	102	0	0	0	29	0	409	0	39	169	0	0	0	0	0	0	0	11	0	34	23	10	10	0	3	15	0	0	0	0	0	0	9	0	0	0	22	7	0	0	0	0	4	0	9	0	529	0	0	0	0	0	36	0	0	9	0	33	0	0	0	130	0	0	0	80	0	0	9	0	0	0	0	0	0	27	302	55	0	0	18	0	0	0	0	13	0	334	10	0	13	0	0	21	0	0	174	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	344	0	102	0	0	0	0	0	0	0	168	0	0	0	0	0	0	38	0	19	35	0	8	0	0	0	0	0	0	42	58	0	0	0	52	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	8	133	101	0	0	0	0	5	0	0	4	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	17	0	0	0	188	0	0	0	0	0	0	37	0	0	0	0
f560	0	0	0	0	0	40	0	0	128	4	20	0	0	90	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	72931	0	0	0	0	0	0	2147	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	33	0	6	0	520	0	48	0	0	0	0	0	0	11	0	0	0	199	0	0	67	0	0	0	0	0	0	0	107	0	0	0	22	0	122	0	0	102	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	10	0	0	0	0
f586	0	122	0	12	0	505	0	0	40	42	1058	0	0	164	8	0	0	38	26	0	30	0	5	5	0	16	77	0	21	0	0	0	0	0	46	105	0	0	15	0	0	0	0	6	60358	0	0	3	0	21	0	3152	0	0	23	0	0	0	0	3	0	0	0	0	255	0	405	0	15	23	4	0	0	67	9	0	251	0	59	26	64	37	114	11	0	41	0	0	0	382	0	0	0	168	0	33	0	0	0	0	0	0	0	0	57	0	0	0	129	0	18	0	19	51	0	0	0	20	0	0	83	63	0	4	52	2	0	0	0	24	0	0	0	0	0	0	352	0	0	8	18	0	11	0	0	0	0	14	0	0	156	0	0	0	0	0	5	0	0	0	0	19	0	0	37	8	0	0	0	2	84	0	2	0	0	0	0	0	0	0	21	8	11	0	0	0	0	0	6	0	0	332	0	0	215	0	0	8	0	0	0	0	0	0	0	0	26	0	0	73	0	10	0	0	0	12	0	10	0	82	0	0	0	12	0	26	0	77	0	27	0	0	0	0	109	0	0	63	0	0	0	0	0	0	0	0	5	61	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	4	0	0	0	0	0	0	0	39	34	0	0	4	332	0	0	0	0	0	48	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	853	0	0	0	0	0	0	72	0	19	0	0
f616	12	207	26	163	0	126	0	4	2353	5967	21	10	0	1068	0	0	0	0	42	12	101	0	0	0	0	129	34	0	22	0	10	0	0	456	50	45	0	371	149	0	0	5	0	0	37522	0	0	8	0	11	25	490	0	0	8	4	0	11	19	173	0	59	8	0	48	0	209	0	66	203	0	0	0	48	76	27	373	0	34	61	627	90	44	57	24	252	16	0	0	53	0	5	0	4191	0	461	153	8	45	0	41	0	0	0	147	0	0	0	152	0	84	0	0	231	0	5	0	1431	0	0	224	4	0	14	100	0	39	0	0	695	0	0	21	0	5	0	96	0	0	0	16	0	6	0	0	0	0	0	17	0	779	0	0	0	11	0	0	0	0	0	22	56	0	0	36	112	0	0	0	21	9	13	300	6	0	0	10	0	0	8	72	44	53	0	25	44	7	0	0	0	0	455	6	4	31	4	0	68	0	0	27	4	0	100	0	0	0	0	0	52	0	26	0	26	0	51	12	76	0	149	0	0	0	46	0	18	0	188	0	3	0	0	0	0	195	0	8	36	0	0	7	0	0	21	0	0	40	85	0	0	0	4	0	0	0	3	0	0	5	0	10	0	68	0	0	0	0	0	0	141	0	40	86	25	0	0	0	0	9	0	0	10	71	0	0	0	21	0	0	0	0	0	0	0	0	17	0	0	0	0	0	88	0	0	5	0	15	47	452	0	0	0	0	0	0	82	0	0	0	0
f617	0	65	0	3	0	125	0	0	3948	116	3	0	0	687	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	4	0	0	19	2	0	0	0	25	0	0	0	0	0	65708	0	0	0	0	0	0	450	0	0	0	0	0	0	20	0	0	6	0	0	10	0	120	0	0	0	0	0	0	33	0	0	83	0	8	0	539	0	25	0	0	0	0	0	0	0	0	0	0	4092	0	194	258	0	0	0	0	0	0	0	182	0	0	0	22	0	97	0	0	53	0	0	0	327	0	0	63	0	0	0	9	0	0	0	0	12	0	0	0	40	5	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	41	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	36	24	0	0	75	0	0	0	0	0	5	0	2	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	371	0	0	0	0	0	0	54	0	0	0	0
f618	0	111	0	20	0	237	0	0	1569	40	16	0	0	1247	53	0	0	0	16	0	0	0	0	2	0	0	9	0	6	0	17	0	0	0	37	42	0	0	13	0	0	0	0	0	66806	0	0	0	0	9	0	569	0	0	0	0	0	0	0	0	0	77	0	0	14	0	246	0	0	9	0	0	0	52	9	4	306	0	33	17	953	3	87	0	0	9	25	0	2	23	0	0	0	2029	0	346	407	11	0	0	0	0	0	0	160	0	0	0	113	0	81	0	0	163	0	0	0	8	0	0	229	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	295	0	0	0	0	0	7	0	0	0	0	0	0	0	36	0	0	0	0	68	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	400	0	0	122	0	0	14	6	0	0	0	0	0	0	0	0	0	0	49	0	22	0	0	0	60	0	9	0	118	0	0	0	6	0	22	0	0	0	3	0	0	0	0	147	0	0	37	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	23	761	0	0	0	0	0	0	103	0	0	0	0
f619	7	241	20	724	7	13	0	5	139	1687	28	139	0	90	0	6	0	0	0	0	402	0	0	212	0	322	150	0	0	0	0	0	0	1057	65	256	0	496	4084	0	0	0	0	0	674	70	10	47	0	30	83	159	28	15	17	0	0	0	190	87	0	132	19	39	32	10	304	0	384	386	16	35	2	647	25	32	999	84	488	403	2832	331	92	204	0	2168	0	51	4	92	0	33	0	581	0	6	14	750	0	12	242	0	0	0	0	0	0	0	90	54	43	13	28	254	0	0	0	905	0	0	58	164	0	124	390	65	14	26	0	842	0	0	157	0	31	415	13	0	0	10	47	4	230	41	0	0	7	0	218	0	864	0	0	0	0	0	38	0	0	76	0	282	0	0	39	34	36	0	16	0	7	33	133	14	0	0	65	19	0	17	11	58	92	0	172	0	0	0	0	5	0	1059	21	99	29	0	0	601	6	0	0	16	18	23	0	0	0	0	0	103	0	13	0	17	15	0	51	847	6	0	0	0	236	867	0	14	0	762	0	12	0	0	0	0	6048	0	0	377	0	6	46	16	0	142	0	0	361	31	0	0	0	15	0	0	0	33	0	13	0	2	23	3024	851	0	0	0	19	15	0	92	4	103	175	230	0	380	0	0	14	0	0	13	23	0	0	0	446	12	24	0	0	0	0	0	0	0	0	9	0	0	133	1245	0	12	0	0	0	18	43	0	52	0	0	0	0	0	35	0	0	3
f620	0	66	0	14	0	66	0	0	1482	621	8	0	0	704	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	6	5	0	15	39	0	0	0	0	0	58821	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	7	0	0	6	0	122	2	0	6	0	0	0	17	9	0	162	0	21	0	1097	6	60	0	0	34	0	0	0	6	0	0	0	4164	0	226	93	0	0	0	0	0	0	0	52	0	0	0	86	0	142	0	0	150	0	0	0	103	0	0	170	0	0	0	25	0	0	0	0	256	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	35	0	0	0	0	0	5	0	0	0	0	10	0	0	24	11	0	0	0	23	0	0	22	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	219	0	0	51	0	0	0	0	0	10	0	0	0	0	0	0	0	0	29	0	12	0	0	0	22	0	7	0	62	0	0	0	0	0	9	0	7	0	0	0	0	0	0	104	0	0	26	2	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	2	0	22	6	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	2	23	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0
f21	4	259	0	81	0	258	0	0	975	44	14	96	0	875	0	8	0	4	0	24	39	24	0	163	3	21	0	0	0	0	0	0	0	138	11	8	0	30	419	17	0	38	0	0	42715	19	37	2	0	69	10075	382	0	0	12	5	4	115	0	19	0	0	0	0	0	55	70	0	55	202	0	0	0	0	61	18	438	0	125	4439	575	135	355	226	0	788	0	14	0	14	0	0	0	7351	0	80	16	77	37	0	32	0	0	0	88	0	0	0	98	0	156	0	113	171	0	0	0	0	0	0	0	0	0	13	80	0	8	0	22	7	0	3	0	12	0	13	32	0	0	0	33	0	0	0	0	0	25	0	28	0	39	0	0	0	0	0	5	0	0	0	4	66	0	0	0	440	180	3	0	7	0	0	40	0	0	0	0	0	0	32	347	0	0	0	28	0	0	0	0	12	9	648	0	0	0	0	0	16	0	12	5	0	0	0	0	0	0	2	28	46	0	0	0	0	0	0	31	109	0	8	0	0	0	20	0	34	0	23	0	0	0	0	0	0	131	2	0	0	0	13	30	0	0	0	0	0	96	143	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	10	862	0	0	84	11	0	0	49	0	0	0	0	0	2	168	0	0	0	0	0	0	0	0	0	0	37	0	0	0	1167	0	0	0	0	0	4	453	0	0	0	0	0	0	129	0	0	0	0
f22	0	0	0	0	0	37	0	0	1467	6	0	0	0	1210	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	81769	0	0	0	0	0	6	81	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	35	17	0	0	0	0	0	0	0	27	0	0	29	126	0	0	45	0	0	0	0	0	0	0	0	0	2529	0	10	8	0	0	0	0	0	0	0	55	0	0	0	0	0	35	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	30	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	84	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	12	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
