feature	Oleiharenicola	Ellin6055	Halomonas	Rickettsiaceae_Genus	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	Paracoccus	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Undibacterium	Streptococcus	Rhodospirillales_Genus	Chloroflexaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Chlamydiales_Genus	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Ideonella	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Lactobacillus	Terrimonas	Leuconostoc	Psychromonas	Rubellimicrobium	Sediminibacterium	Altererythrobacter	SM1A02	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Nubsella	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Novosphingobium	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Nocardioides	Vampirovibrionaceae_Genus	Flavobacterium	Blastococcus	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Ilumatobacter	Chryseobacterium	Peptostreptococcus	Leeia	Brevundimonas	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	IMCC26207	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	Limnobacter	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Mediterraneibacter	Hydrogenophaga	Legionella	Burkholderiales_Genus	AAP99	SM2D12_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Vampirovibrio	Ahniella	Shewanella	Bryobacteraceae_Genus	Granulicatella	Sphingobium	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	HT002	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Neochlamydia	Lactobacillaceae_Genus	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Siminovitchia	Opitutaceae_Genus	Gordonia	Longimicrobiaceae_Genus	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Aureimonas	Marinomonas	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Massilia	Stella	Neisseriaceae_Genus	TM7a	Chitinimonas	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Psychrilyobacter	Arthrospira_PCC.7345	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Rothia	Geobacillus	Candidatus_Megaira	alphaI_cluster	Runella	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Verrucomicrobiales_Genus	Limosilactobacillus	Vogesella	Geminicoccaceae_Genus	Psychrobacter	Paucilactobacillus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	Aquicella	Peptoniphilus	KD4.96_Genus	Curvibacter	Brucella	X67.14_Genus	Gemmata	CM1G08	Bradyrhizobium	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Coxiella	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	Gloeocapsa_PCC.7428	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Rhodopirellula	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Ardenticatenaceae_Genus	Blastocatella	Bryobacter	Trueperella	Ottowia	Acetobacteraceae_Genus	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	Malacoplasma	RBG.13.54.9_Genus	Atopobiaceae_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Intrasporangiaceae_Genus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Arcobacter	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Corynebacterium	Gemmobacter	MBNT15_Genus	Acidovorax	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Rhodopseudomonas	Planococcus	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	Knoellia	Sulfurifustis	Anoxybacillus	OLB12	Thermus	Sporomusaceae_Genus	Levilactobacillus	Lysinibacillus	Frisingicoccus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	Geodermatophilus	NB1.j_Genus	Pirellulaceae_Genus	Ferruginibacter	Methylobacterium	Jeotgalicoccus	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Tautonia	Chthoniobacter	Cyanobacteriales_Genus	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Miniphocaeibacter	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Pseudoalteromonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Flectobacillus	Desulfotomaculum	Rubripirellula	Candidatus_Accumulibacter	KD3.10	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Enhydrobacter	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Granulosicoccus	Dongia	Ramlibacter	Panacibacter	Hathewaya	Niveibacterium	Elsteraceae_Genus	Actinobacillus	Oceanobacillus	Perlucidibaca	Acetivibrio	Polyangiaceae_Genus	Bowdeniella	Aurantisolimonas	Agrobacterium	Anaerotaenia	CL500.29_marine_group
f1	0	0	0	0	0	0	0	0	0	0	0	0	0	22354	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	23	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	21287	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	808	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	7732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4361	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2	0	0	0	0	0	0	0	0	0	0	0	0	0	19608	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	10	52830	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	10	0	99	0	0	0	0	212	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	2	39	0	0	0	0	0	0	0	67	0	0	0	0	3016	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3	0	0	0	0	0	0	0	0	0	0	0	0	0	16469	0	0	93	0	0	8	0	0	295	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	18	0	14	0	4	0	0	49701	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	100	0	0	285	0	0	0	0	0	0	20	0	0	0	0	9	0	0	0	0	67	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	230	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	9	33	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f31	0	40	0	0	0	0	0	117	0	0	0	0	0	604	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	32	570	0	0	0	0	0	505	0	0	0	0	28	0	22	0	0	0	920	6910	0	51	0	0	0	0	232	0	299	0	0	0	0	87	0	0	0	0	0	58	0	0	0	0	0	0	196	0	112	235	0	58	0	0	0	0	0	0	0	114	14	342	0	0	0	0	2129	0	0	30	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	11793	0	0	0	0	109	0	0	0	0	0	0	0	0	34	0	0	0	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	0	0	30	0	172	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	32	0	0	0	0	0	0	0	0	0	0	119	0	109	0	0	0	0	0	0	0	64	0	0	0	0	0	0	768	0	1214	0	538	0	0	0	0	0	0	65	0	0	0	0	0	0	0	33988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f32	0	0	0	0	0	0	0	0	0	0	0	0	0	12836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35772	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1470	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22848	0	0	0	0	0	13	0	0	0	0	0	0	0	42	0	0	0	0	2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f33	0	0	0	0	0	0	0	0	0	0	0	0	0	16451	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	28805	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	9	0	68	0	0	0	0	2229	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26188	0	0	0	0	0	62	0	0	0	0	0	0	0	21	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f61	0	0	0	0	0	0	0	0	0	0	0	0	0	19258	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	27692	0	0	0	0	6	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	48	0	0	0	0	0	0	0	0	30	0	251	0	0	0	0	1510	0	0	330	16	0	0	0	0	0	0	0	0	0	0	0	0	0	15694	0	0	0	0	18	0	0	0	0	0	0	0	0	23	0	0	0	0	4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007	0	32	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f62	0	0	0	0	0	0	0	0	0	0	0	0	0	18634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14707	0	3	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	176	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24385	0	0	0	0	0	7	0	0	0	0	0	0	0	5511	0	0	0	0	2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f63	0	0	0	0	0	0	0	0	0	0	0	0	0	11628	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	0	0	32339	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	1524	0	0	70	2	0	0	0	0	0	0	0	6	0	0	0	0	0	8466	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	3801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f91	0	0	0	0	0	0	0	0	0	0	0	0	0	22694	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41180	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	2862	0	0	63	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5095	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	5696	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
