feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Rhodospirillales_Genus	Chloroflexaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Ideonella	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Psychromonas	Sediminibacterium	Altererythrobacter	SM1A02	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Ilumatobacter	Chryseobacterium	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	Limnobacter	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	AAP99	SM2D12_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Granulicatella	Sphingobium	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	Marinomonas	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Pararhodobacter	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	NS11.12_marine_group_Genus	Blastococcus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Trueperella	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Ellin6055	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Rhodopseudomonas	Planococcus	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	Knoellia	Anoxybacillus	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Frisingicoccus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Methylobacterium	Pediococcus	Peptoniphilus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Desulfotomaculum	Rubripirellula	Candidatus_Accumulibacter	KD3.10	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Enhydrobacter	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Dongia	Ramlibacter	Panacibacter	Niveibacterium	Elsteraceae_Genus	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f76	0	0	0	0	0	0	0	0	0	0	0	0	5347	18	0	0	0	2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16260	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	30	0	0	0	0	0	0	0	0	0	0	0	60	0	11	0	0	1211	0	0	233	0	74	0	0	0	0	0	0	0	7	0	0	0	0	21931	0	0	0	0	0	0	0	0	0	1723	0	0	0	23	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f77	0	0	0	0	10	0	0	0	129	0	0	0	2704	39	13	0	0	3834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	8	5	0	32	0	58	0	0	0	15	0	0	0	0	0	23038	0	0	0	0	0	0	67	115	1250	0	0	0	0	0	10	0	0	0	0	0	0	25	0	0	0	124	216	0	0	18	0	0	0	0	0	0	7	15	187	0	26	0	117	2251	0	11	618	0	314	24	0	0	12	0	0	0	18	3	0	0	0	8143	0	12	37	0	26	0	0	0	0	876	0	0	0	57	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	49	0	21	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	3	0	3	0	0	0	0	0	0	16	0	358	62	0	43	0	0	0	0	0	0	0	0	0	3	0	0	0	0	41	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	12	0	0	0	19	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	30	0	2	0	0	0	241	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	5	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	9	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	10	4	0	0	0	0	28	0	0	0	0
f78	0	0	0	0	0	0	0	0	0	0	0	0	5303	31	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26053	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	121	0	0	0	0	0	0	0	0	0	0	0	175	0	13	0	0	2875	0	0	402	0	343	0	0	0	0	0	0	0	7	0	0	0	0	17466	0	0	65	0	21	0	0	0	0	263	0	0	0	23	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	357	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
f79	0	0	0	0	0	0	0	0	0	0	0	0	8101	23	0	0	0	6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	10369	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	249	0	0	0	0	0	0	0	0	0	0	6	158	0	29	0	0	6266	0	0	698	0	167	0	0	0	0	0	0	0	20	0	0	0	0	16126	0	0	107	0	25	0	0	0	0	313	0	0	0	28	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	841	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	34	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f80	7	0	37	0	261	0	0	0	1680	0	0	0	2197	449	528	0	0	1928	0	5	0	0	0	0	0	0	28	0	0	0	77	7	22	9	0	16	0	0	0	0	0	0	82	36	87	0	178	0	25	16	0	0	71	0	0	0	0	12	23891	0	0	0	9	0	0	115	140	1472	0	0	0	0	0	57	18	0	0	0	0	0	65	0	0	0	378	201	0	22	117	0	0	0	0	0	0	8	272	342	0	72	0	662	1778	0	22	927	41	227	40	0	0	141	0	3	0	54	28	0	0	0	9539	0	36	113	0	112	5	0	0	0	563	0	0	13	53	0	0	156	0	0	0	153	0	0	11	0	0	0	0	0	0	0	15	0	655	0	26	0	0	160	0	0	0	0	0	0	0	0	2700	0	5	0	0	0	2	3	0	0	0	0	0	0	37	0	284	57	0	333	0	0	0	0	0	0	7	0	0	0	0	0	0	0	138	0	0	0	43	0	0	0	0	93	0	0	0	0	0	0	0	0	0	19	0	81	0	0	0	0	6	0	0	0	0	4	0	0	153	7	5	0	0	0	0	0	49	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22	0	0	0	4	21	0	0	0	0	0	85	55	0	0	0	0	0	0	5	0	0	0	0	0	9	0	0	38	0	0	0	0	0	459	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	9	8	257	0	0	13	0	110	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	11	0	9	0	11	0	0	10	0	0	0	1398	4	0	0	0	442	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	146	0	0	0	0	0	127	0	0	0	0
f106	0	21	207	21	176	0	7	0	673	0	27	0	657	1085	108	0	0	1856	0	0	0	0	0	0	0	0	0	0	7	0	146	0	30	22	0	0	0	0	0	0	0	0	0	8	15	0	2157	0	0	0	0	0	0	0	0	18	577	0	37891	0	0	0	0	0	0	0	0	5677	0	0	0	0	0	0	0	0	49	0	0	7	15	0	0	151	256	271	0	31	0	0	0	0	0	0	0	0	0	458	0	114	0	0	1871	0	0	1779	113	442	0	0	0	456	0	0	0	162	0	0	0	0	4182	0	615	428	0	159	0	0	0	0	202	0	0	0	60	0	0	551	0	0	0	125	38	0	0	0	0	4	0	0	0	0	0	7	101	0	33	0	0	86	0	0	0	64	0	0	0	0	6	0	54	0	0	0	70	7	0	0	0	96	0	0	234	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	22	10	0	0	0	0	0	244	8	0	0	0	0	0	0	0	0	32	0	32	0	0	0	0	0	17	0	0	0	0	0	0	201	0	0	133	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	44	0	0	0	165	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	105	0	0	0	0	0	237	0	0	112	0	0	0	561	0	47	3	0	0	0	0	86	0	0	25	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	8	7	0	0	0	11	0	0	0	0	0	0	0	0	77	0	0	5	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	254	0	0	0	0
f107	0	0	7	0	0	0	0	0	183	0	0	0	149	97	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0	0	0	8	21	0	83511	0	0	0	0	0	0	0	0	4039	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	34	17	0	0	0	0	0	0	0	0	0	0	0	42	0	14	6	0	563	0	0	91	0	28	0	0	0	133	0	0	0	0	0	0	0	0	380	0	51	20	0	0	7	0	0	0	89	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	29	0	0	0	0
f108	0	0	77	0	19	0	2	0	176	0	6	0	247	106	5	0	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	263	0	0	0	0	0	0	0	0	10	157	0	58065	0	0	0	0	0	0	0	0	1706	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	111	38	0	0	0	0	0	0	0	0	0	0	0	86	0	18	3	0	223	0	0	306	8	95	0	0	0	71	0	0	0	0	0	0	0	0	4016	0	135	52	0	9	0	0	0	0	92	0	0	0	14	0	0	371	0	0	0	42	0	0	0	0	0	4	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	15	0	0	27	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	7	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	9	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	23	0	0	0	15	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	21	0	0	0	107	0	0	0	0	0	0	0	33	0	0	15	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	77	0	0	0	0
f109	0	0	0	0	0	0	0	0	60	0	0	0	66	17	0	0	0	547	0	71	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	11	16	0	71459	0	0	0	0	0	0	0	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	298	0	0	70	0	0	0	0	0	88	0	0	0	0	0	0	0	0	773	0	64	6	0	41	0	0	0	0	59	0	0	237	0	0	0	117	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
f110	0	3	0	0	0	0	0	0	41	0	0	0	132	0	0	0	0	1710	0	24	0	0	0	0	0	0	9	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	62793	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	143	2	0	0	0	0	0	0	0	0	0	0	0	19	0	9	3	6	246	0	0	82	0	10	0	0	0	76	0	0	0	0	0	0	0	0	998	0	72	7	0	0	0	0	2	0	56	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	76	0	0	0	0	0	26	0	0	0	0
f138	7	0	1423	19	135	0	3	0	890	0	21	0	17	222	96	0	0	536	0	0	0	0	0	0	0	0	8	0	0	0	102	0	13	0	0	0	0	53	0	0	0	0	0	42	10	5	437	0	133	0	0	0	13	0	0	292	117	0	32191	62	0	0	29	42	0	173	0	22817	0	0	0	25	0	6	0	0	0	0	0	35	21	0	0	13	88	65	0	40	23	0	0	0	0	0	12	0	21	225	0	257	0	692	393	0	18	623	155	125	41	0	4	282	0	0	0	101	0	6	0	0	255	12	50	30	0	92	0	0	0	0	51	0	0	0	87	0	0	20	0	0	0	51	9	0	0	0	0	11	0	0	0	15	2	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0	47	0	0	12	53	4	0	0	0	56	0	0	95	0	0	181	5	0	0	0	0	18	0	0	0	0	0	0	0	27	0	0	25	0	27	34	8	0	0	0	0	65	0	0	0	0	0	0	0	39	0	19	0	54	0	0	0	0	0	16	0	0	0	0	0	0	33	0	25	72	41	0	0	0	126	0	0	9	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	49	8	0	0	24	0	0	39	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	199	0	0	0	0	0	135	0	0	56	44	3	0	77	0	0	0	0	0	0	0	50	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	88	42	0	0	5	314	0	0	10	571	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	314	0	0	0	645	0	0	0	0	0	89	0	0	0	0
f139	0	0	1346	14	62	0	0	0	269	0	14	0	0	112	83	0	0	99	0	15	0	0	0	0	0	0	0	0	0	0	42	0	0	9	0	0	0	70	0	0	0	0	0	58	0	0	10	0	3	0	0	0	0	0	0	283	0	0	51648	0	0	0	7	0	0	0	0	11460	0	0	0	6	0	0	0	0	0	0	0	28	0	0	0	22	12	37	0	23	0	0	0	0	0	0	18	0	0	116	0	126	0	5	163	0	0	248	22	74	0	0	0	104	0	0	0	37	0	0	0	0	205	0	0	0	0	57	0	0	0	0	40	0	0	6	81	0	0	0	0	0	0	25	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0	13	30	9	0	0	0	23	0	0	22	0	0	110	0	0	0	0	0	69	0	0	0	0	0	0	0	13	0	0	15	0	7	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	25	9	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	56	0	0	0	0	0	74	0	0	10	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	13	0	0	5	190	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	19	0	0	0	0
f140	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1124	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	2	0	0	2923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	43	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	118	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
