feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Culicoidibacter	Treatment	A- T+ P-	-5.69027804716423	0.485385689754141	62	59	3.70351630263855e-17	1.37030103197626e-14
Flavobacterium	Treatment	A- T+ P-	-3.60665153832853	0.519880114215047	62	49	3.1975424054051e-09	5.91545344999944e-07
Legionella	Treatment	A- T+ P-	-3.40773471686671	0.5770561891787	62	43	1.76700187290105e-07	2.17930230991129e-05
Aquihabitans	Treatment	A- T+ P-	-3.21966773930973	0.602404551895773	62	35	1.47795227529563e-06	0.000136710585464845
Ensifer	Treatment	A- T+ P-	-2.31210710694759	0.47707818122219	62	36	9.24597769614037e-06	0.000684202349514387
Sutterellaceae_Genus	Treatment	A- T+ P-	-3.0566171905477	0.67651546481349	62	34	2.98345230415871e-05	0.00183979558756454
Paenirhodobacter	Treatment	A- T+ P-	-2.52628506749559	0.568614375761159	62	48	3.8850361894357e-05	0.00191756329736924
Acinetobacter	Treatment	A- T+ P-	2.86339200073754	0.647203648605161	62	33	4.14608280512268e-05	0.00191756329736924
Dinghuibacter	Treatment	A- T+ P-	-2.44496117539821	0.576716907757618	62	36	7.85274342527512e-05	0.00290551506735179
Agromyces	Treatment	A- T+ P-	-3.47319023841407	0.818721590763962	62	21	7.77878439652e-05	0.00290551506735179
Verrucomicrobiia_Genus	Treatment	A- T+ P-	-1.81558256266406	0.46163182065722	62	27	0.0002202391346905	0.00740804362140772
Rhodococcus	Treatment	A- T+ P-	-1.83586837898007	0.503771947384946	62	17	0.00056160291070878	0.0173160897468541
Tundrisphaera	Treatment	A- T+ P-	-2.82604995509859	0.792752392590864	62	49	0.000721715196264778	0.0205411248167668
Gemmobacter	Treatment	A- T+ P-	-1.79095793637822	0.514804286488413	62	52	0.000943731074603474	0.0249414641145204
Roseomonas	Treatment	A- T+ P-	-2.3206981018154	0.672274457723504	62	46	0.00102562178055947	0.0252986705871336
Pirellula	Treatment	A- T+ P-	-2.01129401430605	0.598769371926524	62	32	0.00136358952721365	0.0315330078168157
Pseudomonas	Treatment	A- T+ P-	1.49867449815025	0.450007497788934	62	62	0.00148768033545953	0.0323789249482368
Parachlamydiaceae_Genus	Treatment	A- T+ P-	1.19888260447888	0.372473089237687	62	11	0.00207877074093866	0.0427302874526281
Fluviicola	Treatment	A- T+ P-	-2.46918492069794	0.777823153414999	62	36	0.00236915593418547	0.0461361945078223
Gemmataceae_Genus	Treatment	A- T+ P-	-2.11236922024021	0.670578015468523	62	30	0.00254530364749291	0.0470881174786189
SH.PL14	Treatment	A- T+ P-	-1.7492676497032	0.573524166559126	62	35	0.00340350203363179	0.057240716020171
Neochlamydia	Treatment	A- T+ P-	-0.931123941258754	0.304029426148776	62	11	0.00328239655484145	0.057240716020171
Rubrivivax	Treatment	A- T+ P-	-1.13669341900592	0.385692180289484	62	14	0.00456234166095339	0.0703361006063647
cvE6_Genus	Treatment	A- T+ P-	-0.665439647711516	0.225659098814073	62	10	0.00454027465717369	0.0703361006063647
Rhizobium	Treatment	A- T+ P-	-1.87135536452595	0.650028340601863	62	33	0.00552326322834285	0.0817442957794742
Beijerinckiaceae_Genus	Treatment	A- T+ P-	1.1505929633393	0.409184109977369	62	17	0.00664471299696228	0.0945593772644631
Nocardioides	Treatment	A- T+ P-	-1.43226219767069	0.546534655791649	62	18	0.0111027539367446	0.147543235198469
Polyangiia_Genus	Treatment	A- T+ P-	-1.0816362418938	0.413077914633125	62	14	0.0111654340150193	0.147543235198469
Sphaerotilus	Treatment	A- T+ P-	-2.48535105183882	0.954513333966149	62	21	0.0116035269034794	0.148044998423702
Piscinibacter	Treatment	A- T+ P-	-0.694704794623907	0.275128552252122	62	9	0.0142302698812873	0.17550666186921
Chitinilyticum	Treatment	A- T+ P-	-1.76055084402139	0.703842724405629	62	53	0.0151189700065268	0.180452222658546
Roseicella	Treatment	A- T+ P-	-0.856382645163094	0.347658280081419	62	17	0.0166525515532154	0.192545127334053
Pseudobdellovibrio	Treatment	A- T+ P-	-0.918195949106852	0.376301651097784	62	13	0.0176564842619999	0.195006148385319
Cellvibrio	Treatment	A- T+ P-	-1.91711829092519	0.787588468430731	62	39	0.0179194839056779	0.195006148385319
Sediminibacterium	Treatment	A- T+ P-	-0.947653761547435	0.39366928313321	62	18	0.0191671734407105	0.202624404944653
Phaselicystis	Treatment	A- T+ P-	-0.855563024395246	0.361789146110693	62	9	0.0212909879603707	0.212909879603707
Bradyrhizobium	Treatment	A- T+ P-	-1.61323141437042	0.679567187626881	62	30	0.0208185207884495	0.212909879603707
Cytophaga	Treatment	A- T+ P-	-0.784307062576142	0.3349376070344	62	13	0.0225370500115625	0.219439697481003
Cytophagales_Genus	Treatment	A- T+ P-	-2.33758504581225	1.00392403038494	62	32	0.0232761281174028	0.220824805216385
Bacteroidia_Genus	Treatment	A- T+ P-	-2.20698720185964	0.958110107008094	62	28	0.0247329747348405	0.22320001589978
Verrucomicrobiaceae_Genus	Treatment	A- T+ P-	-1.30564351857701	0.565784663963132	62	13	0.024483046789508	0.22320001589978
