gene	log2FoldChange	padj	baseMean	pvalue	stat	metadata	value
nudt14	0.7845810361487845	0.02738490602169139	47.79737892821173	0.004268308981637286	2.85762023064998	Treatment	A- T- P+
nudt17	-0.912927437625205	0.021093023549864427	389.1655899069813	0.0029605006260217796	-2.971809760652543	Treatment	A- T- P+
nudt21	0.557404213233937	3.137355622787732e-4	421.74901830247796	1.0006302197576288e-5	4.4170371835468325	Treatment	A- T- P+
nudt4a	-1.153269364446277	2.8325755331295358e-6	449.69599247604464	2.1185850700300656e-8	-5.602027848513118	Treatment	A- T- P+
nudt6	-1.3730186932804191	0.027218118955693708	24.318950297952085	0.004232496032990705	-2.860293120147794	Treatment	A- T- P+
nudt9	0.9102419875055363	5.456284835819895e-4	570.3582250182034	2.1011328873511597e-5	4.25386363166274	Treatment	A- T- P+
nuf2	2.0522371397365826	2.4097292429772204e-4	131.3069830134444	7.1641270259576265e-6	4.4887531030318195	Treatment	A- T- P+
nuggc.2	1.2129434888951545	0.00412679093346463	190.03743391534036	3.2575451927389806e-4	3.5939083048125853	Treatment	A- T- P+
numa1	1.8543228392255289	7.589644082268565e-4	362.42686320057317	3.218403276848222e-5	4.157435339472936	Treatment	A- T- P+
nup107	0.7212991249362546	3.367263394425288e-5	643.8780989557142	5.274361458704078e-7	5.016053619729652	Treatment	A- T- P+
nup133	0.7714049541951217	7.722406979090334e-4	527.2582230254947	3.302554509812952e-5	4.151533125802825	Treatment	A- T- P+
nup155	0.5565582981857117	0.0023713683827365573	1045.924011818424	1.5395322352885728e-4	3.7846044772450202	Treatment	A- T- P+
nup160	0.6243391802988447	0.004920667607634386	821.5837428444343	4.163596390394007e-4	3.529491144199571	Treatment	A- T- P+
nup188	0.8724797000711133	0.005067602165434346	696.5746785118023	4.344856055271198e-4	3.5181994903931537	Treatment	A- T- P+
nup205	0.47060862726899966	0.0332574797915121	877.3047330536157	0.005557193268954747	2.7728253754618097	Treatment	A- T- P+
nup210	1.1097795970265985	9.207000487295046e-5	1730.1470027528107	1.9497512367468384e-6	4.75856394867945	Treatment	A- T- P+
nup214	0.49500732160232025	0.004366322008803487	978.2107037043074	3.5235856564854953e-4	3.5734128390330806	Treatment	A- T- P+
nup35	0.7538696693511157	0.04884327560703571	241.78662955597883	0.009374546663036276	2.5980843352218774	Treatment	A- T- P+
nup43	0.950604221698823	7.805580880505354e-5	216.7486487959404	1.5363416613525585e-6	4.806449631492075	Treatment	A- T- P+
nup50	0.4483375991875638	0.04470288877912256	1257.727885526203	0.008354151772561703	2.6374111080509715	Treatment	A- T- P+
nup58	0.7717947527602883	4.1762390380842084e-4	386.84559994658684	1.4288039577946797e-5	4.339387487941441	Treatment	A- T- P+
nup62l	0.7110789873226999	2.901033590416006e-5	677.6544876549694	4.349756671532655e-7	5.0529772759434115	Treatment	A- T- P+
nup85	0.8380633552446922	2.3800773197267283e-6	347.79574953256855	1.6432932854667233e-8	5.645889545840529	Treatment	A- T- P+
nup93	1.3396250328177508	1.241831910429641e-9	792.8134816663966	1.3293285370239975e-12	7.091222044883545	Treatment	A- T- P+
nupr1b	-2.937721230305933	1.1822548592112084e-5	4577.380656525221	1.3340571628568354e-7	-5.274104723947925	Treatment	A- T- P+
nusap1	1.9303361353742734	0.001621555250565348	217.65327968543426	9.14046498412248e-5	3.9123438235589063	Treatment	A- T- P+
nutf2l	0.939012819253686	1.0024610361690808e-4	566.7593791541327	2.19004265939659e-6	4.735047070079513	Treatment	A- T- P+
oard1	1.1711219019184453	1.645309506606273e-4	190.5333467973403	4.3704080775402004e-6	4.592941881365987	Treatment	A- T- P+
oaz1a	-0.7029378614072708	0.01269683856899253	12442.705838310114	0.0014758897264863535	-3.179382932027331	Treatment	A- T- P+
obi1	1.9874875696560694	0.017593825336433534	30.91867885975967	0.0022983327394229297	3.0487007797189074	Treatment	A- T- P+
odc1	2.7217756381611307	1.9869091504279616e-4	2436.6064511393256	5.518054575848472e-6	4.544061504501608	Treatment	A- T- P+
odf2a	1.7280336927428142	5.202168780258032e-4	69.86458322994079	1.9674319274059127e-5	4.2685551445973005	Treatment	A- T- P+
odf2b	2.0394137718883356	2.907501659708901e-4	45.33998496677956	9.093433158714462e-6	4.437678435950452	Treatment	A- T- P+
ogfod1	0.6792879094861946	0.01998005747718072	246.99887424452504	0.0027528170699701797	2.994071188640324	Treatment	A- T- P+
ogfr2	1.0113170265839164	0.008603427746392216	1818.749725419732	8.706271688950078e-4	3.3293059245251864	Treatment	A- T- P+
ogt.1	-0.531273249074005	0.044727959745682055	2256.9296770300125	0.008361239443145896	-2.6371234600732367	Treatment	A- T- P+
ola1	-0.47479994270124326	0.025727811483113157	3962.9909728516054	0.003922536798151887	-2.8843250198871817	Treatment	A- T- P+
opa1	0.4807222607075544	0.018552430034159986	1586.9663107442389	0.002493134873973315	3.024173412749723	Treatment	A- T- P+
oplah	-1.1148189344510024	0.00234725888934209	539.1411051483921	1.5200661368299743e-4	-3.787768116948519	Treatment	A- T- P+
orc1	2.128869224382137	2.4202493191004962e-5	182.36462888189178	3.366999774099e-7	5.101652823864312	Treatment	A- T- P+
orc2	1.2248801215892278	5.01492880364846e-4	130.30668075224065	1.8692764346923228e-5	4.2799591222865505	Treatment	A- T- P+
orc3	1.5470630945319594	0.002297312379573976	196.5144025309327	1.4796747980796155e-4	3.7944560634285516	Treatment	A- T- P+
orc4	1.654026791173542	1.2676379214682216e-6	161.48586564370183	7.184674946491363e-9	5.786549903630084	Treatment	A- T- P+
orc5	0.9095526333720021	0.021496457205007615	91.74943238782393	0.0030514602019680536	2.9625058406140825	Treatment	A- T- P+
orc6	2.0390466138356116	0.0011237985708828242	82.97310860749704	5.524831939470515e-5	4.032237463578116	Treatment	A- T- P+
ormdl1	-1.5303291180462686	1.306128385474444e-4	797.2847671822627	3.109188551572512e-6	-4.66347176939968	Treatment	A- T- P+
ormdl3	-1.3754501477133476	0.003517953795636096	162.93828226464487	2.624689352885958e-4	-3.6497761520626337	Treatment	A- T- P+
os9	-0.7002478703241833	0.0013399645536667797	1027.6170930424278	7.03983570455544e-5	-3.9749354166666846	Treatment	A- T- P+
osbpl10a	-1.3268199691365967	1.2200114750760297e-4	702.0225435957898	2.847615407097287e-6	-4.681515730854401	Treatment	A- T- P+
osbpl2a	-0.604287906597957	0.022418382258246616	216.13351036756757	0.003237774395603115	-2.9442126609129216	Treatment	A- T- P+
osbpl9	-0.42908547167038974	0.014763660851434589	2336.0024683554325	0.0018135082167054855	-3.119187005655755	Treatment	A- T- P+
otop2	-1.1848657649016134	0.004274171888328851	1811.1335459394465	3.424706311124763e-4	-3.5808558026187294	Treatment	A- T- P+
otud3	-0.44975610868368965	0.039533352303626985	299.2655449612856	0.0070636735637545555	-2.693827388175049	Treatment	A- T- P+
oxa1l	0.6609423215554631	0.01238354647563314	682.5489653840658	0.0014244574636672563	3.189648879705442	Treatment	A- T- P+
oxsr1a	0.7841594873246408	0.0043472781466413705	138.67855086751266	3.503268250900197e-4	3.5749261069635563	Treatment	A- T- P+
p2rx4b	2.36390531256722	0.002471842554268822	27.954758991406884	1.628960545604814e-4	3.770537908926348	Treatment	A- T- P+
pabpc1a	-0.4234093436084878	0.00875644167987738	33181.653298741316	8.919767725225464e-4	-3.3225531479124064	Treatment	A- T- P+
pacs1a	-0.530597686744403	0.04111362002425506	284.5602650354663	0.007446123989347513	-2.6762043011360244	Treatment	A- T- P+
paf1	0.4913814088420508	0.001191154542227129	618.0588166041291	5.9901423805321404e-5	4.013198797234952	Treatment	A- T- P+
pag1	-0.7967538873853511	0.020039509712484367	730.2336940952391	0.0027641059099505695	-2.992822352579801	Treatment	A- T- P+
paip2b	-0.5281960932857876	0.002297312379573976	1144.5861844506203	1.4805660421722398e-4	-3.794306647445741	Treatment	A- T- P+
pak2b	0.2646152814465936	0.020142706088692276	798.0856399245016	0.0027817182685852316	2.990883246147159	Treatment	A- T- P+
pane1	2.301633344603233	2.2307653544141297e-4	93.75932467662012	6.37979904024386e-6	4.513395170360506	Treatment	A- T- P+
pank1a	-1.6372942718903094	0.0013153746951385453	1540.2593980685872	6.869295953318676e-5	-3.9807680317768965	Treatment	A- T- P+
paqr6	-0.9780671852926214	0.02880548082089128	46.18666012359197	0.004562450950299866	-2.8364052793800196	Treatment	A- T- P+
pargl	0.49266810247823495	0.045875152087225736	1277.9439090089372	0.00866068411209785	2.6251655717279765	Treatment	A- T- P+
parla	-0.8474213081959694	0.021093023549864427	167.9549047495306	0.0029603996420183116	-2.9718202340700985	Treatment	A- T- P+
parp1	0.8051144981711713	0.024474058524402657	370.2678538187985	0.003663753076810211	2.905748919607177	Treatment	A- T- P+
parp10	0.48579827932675385	0.01394420213229353	817.2040553019152	0.0016774399909051806	3.142094303300248	Treatment	A- T- P+
parp11	-1.4648262064215951	0.01703308741432967	28.995455491493455	0.0022002241419891017	-3.0617836549524107	Treatment	A- T- P+
parp12b	-0.9115583572648218	2.1909224422632595e-4	170.08340777469465	6.239496878677604e-6	-4.518106947092669	Treatment	A- T- P+
parp142.2	2.625953890386569	1.6259520243078174e-4	145.21792770507605	4.255892561564155e-6	4.598477701184255	Treatment	A- T- P+
parp14rs1	1.0984945789056353	0.006497571599481917	4387.549588377026	6.016146003848416e-4	3.430885445254969	Treatment	A- T- P+
