UniqueCount	AmbigCount
3	0
110108	12
3678	1
418676	34
193943	13
178499	10
144666	11
0	2
2340	3
0	0
0	0
2	138
0	0
0	0
0	0
0	0
0	0
0	0
2	35
0	35
66	0
0	10
0	10
0	11
0	12
2	12
0	520
0	556
0	572
0	427
0	559
0	575
0	434
0	455
0	459
0	425
0	458
0	560
0	576
0	462
0	425
0	563
0	579
0	526
0	542
0	429
0	546
0	393
0	243
0	360
0	317
0	418
0	321
0	287
0	320
0	422
0	438
0	291
0	446
0	437
0	324
0	287
0	450
0	441
0	404
0	291
0	392
0	408
9	449
0	399
0	403
0	217
0	261
0	265
0	0
2	1
0	5
11	0
0	5
1	0
0	7
0	9
0	9
0	9
0	53
0	53
0	50
0	53
0	54
0	48
0	50
1	49
0	50
0	50
0	47
0	15
0	33
0	2
2	331
1	200
1	293
0	0
0	0
3	787
9	796
0	313
0	311
0	308
0	306
0	304
0	1
0	0
0	0
0	62
0	62
0	62
0	62
0	18
14	7
0	7
11	0
0	0
1	4
1	4
0	10
0	10
0	16
0	27
0	65
0	0
0	0
3	3
0	3
0	46
0	46
1	1
3	1
11	88
0	86
104	0
4	39
0	39
249	18
0	45
0	45
22	102
0	102
0	2
0	2
10	58
0	60
0	54
0	44
0	38
2	18
0	3
0	3
0	0
0	0
0	72
0	74
238	0
4	17
0	1
0	1
0	11
0	11
0	82
15	120
0	82
0	82
5	82
0	181
0	154
0	160
0	148
0	144
0	191
0	203
0	0
0	0
0	2
0	7
0	7
0	7
0	10
3	10
0	10
0	10
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	7
0	2
83	8
1984	0
0	26
3	26
0	23
0	2
315	0
0	0
0	5
0	9
0	6
0	10
0	6
0	6
0	10
0	10
1	37
0	37
0	235
0	237
0	237
0	237
0	242
0	232
0	232
0	236
0	221
0	219
0	230
0	217
0	224
0	213
0	213
0	211
0	173
0	185
0	218
0	173
0	171
0	183
0	186
0	178
0	0
0	0
0	0
0	25
0	25
0	0
0	1
0	1
0	1
0	0
31	0
5	91
0	36
0	91
0	89
0	0
0	0
0	0
0	152
0	140
0	91
9	0
0	3
0	3
0	3
0	0
0	111
0	111
0	111
0	49
0	49
12	0
0	89
2	89
0	89
0	97
2	100
0	100
0	97
37	198
0	5
26	0
17	247
0	247
6	65
0	65
0	49
0	54
0	59
0	59
0	2
0	2
0	2
0	2
0	15
0	17
0	12
0	12
0	15
0	17
0	15
0	17
0	17
4	12
0	14
0	14
0	14
0	14
0	0
0	4
0	4
0	10
0	10
0	10
14	345
0	345
0	149
0	0
0	0
7	0
0	2
0	79
0	86
0	76
0	84
30	1304
0	1304
21	143
0	0
0	32
0	19
1	32
2	26
0	81
0	86
0	13
3	13
2918	252
35	7
0	0
0	0
0	63
0	64
0	79
0	86
0	61
0	56
0	66
0	0
0	0
0	0
0	41
0	41
0	0
0	0
0	0
0	0
0	0
0	0
75	68
4	19
0	19
3	37
0	37
0	36
14	3
0	6
0	6
0	6
0	6
0	657
0	657
0	0
0	0
0	0
0	0
0	0
0	639
0	639
0	20
2	26
0	26
0	98
0	98
0	98
0	98
3	12
0	12
10	27
3	34
0	34
0	5
0	5
20	0
3	10
61	0
17	0
5	507
97	2436
0	0
0	0
0	20
0	20
0	20
0	0
0	0
4	0
0	0
18	1
108	4
0	7
0	4
0	5
0	7
0	5
0	7
0	5
0	5
0	5
0	4
0	4
2	34
7	10
5	36
0	36
4	329
0	329
10	329
2	0
14	25
0	25
0	0
0	0
0	0
1	879
2	879
0	0
0	0
0	0
0	0
0	0
0	0
0	516
0	761
0	734
0	498
0	743
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	99
0	30
0	30
0	30
0	30
0	777
0	715
0	715
0	715
0	22
0	22
5	15
3	4
0	63
14	0
0	0
0	60
0	60
0	60
0	60
1	60
0	62
0	209
7	183
0	185
0	0
2	0
0	2
0	2
0	0
18	0
0	0
5	0
91	55
3	10
12	0
1	4
0	4
0	0
0	0
0	7
0	69
0	69
0	9
0	9
0	9
0	9
0	5
0	5
8	0
0	26
0	67
0	19
0	62
0	52
0	0
0	0
1	2
0	34
0	34
32	0
0	65
0	19
0	19
0	19
0	19
0	12
0	12
84	0
627	19
0	2
83	0
16	0
10	398
0	398
0	65
0	63
6	74
0	69
5	50
0	59
0	59
0	13
0	0
0	0
2	1
0	1
287	31
0	0
0	0
0	21
0	21
0	21
0	15
0	0
17	0
0	0
12	0
0	558
0	560
0	532
190	93
0	23
1	23
21	1
0	0
0	0
0	16
0	16
292	0
15	38
0	62
0	63
0	59
0	15
0	13
0	15
0	12
5	7
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	0
0	0
1	0
13	12
0	0
0	0
0	83
0	71
0	103
0	91
0	0
12	2
0	2
0	11
0	11
0	25
0	24
0	363
1	348
0	347
0	348
0	346
0	244
0	0
20	0
14	34
119	0
0	9
0	9
102	24
46	7661
0	5266
0	42
0	42
0	42
0	28
0	0
0	5
0	10
0	10
0	10
0	5
0	5
0	5
0	0
0	0
0	76
0	80
0	84
4	0
0	0
0	0
0	0
0	0
0	7
0	7
0	0
0	2
0	2
3	7
0	7
0	32
0	33
0	32
0	7
0	73
0	79
10	79
0	75
4	116
0	73
0	73
0	73
0	110
76	74
0	68
0	70
0	68
0	68
0	69
0	39
0	40
0	28
0	33
0	38
2	80
0	80
160	6
0	278
4	284
0	278
0	278
0	278
0	278
0	278
0	278
0	278
0	234
0	234
0	0
0	49
0	54
0	59
0	59
127	12
0	0
0	3
0	0
0	0
0	0
66	0
0	2
0	91
0	92
0	92
0	91
0	91
0	91
0	92
0	91
0	92
0	93
0	92
0	93
0	91
0	92
0	92
0	93
0	92
0	88
0	89
0	89
0	90
0	89
0	90
14	50
0	50
1201	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	49
0	50
0	50
4	50
0	0
0	21
0	21
0	16
0	16
320	608
1	608
0	0
0	0
1	5
0	0
0	5
0	5
0	5
146	407
0	407
0	341
4	44
0	158
0	147
0	152
0	178
0	174
0	166
0	28
0	28
0	27
0	20
12	0
0	146
0	146
0	148
0	146
0	146
0	145
0	145
0	146
0	146
0	146
0	146
0	148
0	148
0	148
0	150
0	148
0	148
0	150
0	151
0	148
0	151
0	150
0	150
0	150
0	151
0	150
0	151
0	151
0	152
0	153
0	155
0	153
0	155
0	145
0	147
0	152
0	152
0	141
0	141
0	141
0	141
0	146
0	146
0	145
0	145
0	146
0	146
0	146
0	147
0	147
0	0
0	0
0	0
0	19
0	0
3	0
0	15
0	15
0	15
0	15
0	13
0	13
0	13
0	15
0	13
0	7
0	7
0	0
0	0
1	0
105	232
5	232
0	0
0	314
0	304
1	309
0	586
0	559
0	559
0	560
0	553
0	526
0	526
0	527
0	536
0	509
0	509
0	510
0	503
0	476
0	476
0	477
0	485
0	452
54	0
120	0
6	0
0	6
0	6
0	92
0	92
0	14
0	17
14	28
0	2230
0	2230
2	1
0	0
257	0
0	36
0	36
0	36
0	31
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
13	9
0	9
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	13
0	13
0	12
0	12
0	9
0	9
0	8
24	0
8	21
0	23
0	23
0	23
0	3
0	1
0	0
0	22
0	22
0	0
2	0
61	0
0	0
0	0
0	16
0	16
0	0
0	0
0	0
0	0
0	0
81	0
18	862
0	163
0	50
0	46
0	50
0	49
0	46
0	45
0	50
0	50
0	46
0	50
0	49
0	46
0	33
0	27
36	64
0	0
2	6
0	6
3	0
68	42
0	42
7	27
0	40
507	0
1	14
2	0
0	0
0	0
0	0
0	0
0	10
1	0
3	2
3	357
7	357
0	22
0	22
0	21
2	5
4	0
105	0
24	0
0	0
177	0
0	106
0	96
0	65
2	146
0	148
0	68
0	66
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
409	0
0	1
0	1
69	2132
1	2132
21	5
3	168
77	168
0	15
0	15
0	15
0	48
0	44
0	31
44	0
0	0
0	0
278	0
0	7550
3	7550
0	7550
0	7549
30	7324
0	7542
0	0
1	111
0	4
0	4
0	4
0	0
0	43
0	41
0	2
0	0
0	90
1	90
0	88
3	157
0	157
1	0
2	0
3	0
0	280
0	280
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
54	0
0	62
8	1
2	0
0	0
0	15
6	17
0	17
0	44
0	44
96	0
0	0
0	0
0	286
0	274
0	266
0	270
0	131
0	131
0	132
0	132
0	132
0	129
0	128
1	0
0	513
0	507
0	507
0	501
0	15
0	15
5	129
0	129
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	0
0	0
0	0
0	11
0	11
0	0
0	290
0	290
0	4
7	166
0	166
15	604
0	604
0	598
0	396
0	377
0	361
0	534
0	313
0	297
126	43
0	160
0	160
0	160
0	165
0	160
0	160
0	153
0	153
0	153
0	153
0	135
0	135
0	135
0	158
0	153
