gene	log2FoldChange	padj	baseMean	pvalue	stat
pcna	2.3665546902049686	2.6758809725506564e-21	2488.793158103774	1.2997916027350544e-25	10.461358057808772
ercc6l	3.280955668038466	1.2919614455214884e-20	253.41568069448803	1.7372622105885687e-24	10.212828005229376
gbp1	4.1893989859587135	1.2919614455214884e-20	4431.219195926025	1.8826853531667874e-24	10.205027128277393
zgc:110540	3.319264988707201	7.29512207734549e-19	175.22375494465146	1.4174230489814912e-22	9.776710654679825
rab40b	-2.7031969199913926	1.983261956331313e-18	382.0982400321585	4.816782329458671e-22	-9.65208173234901
dut	2.6858224485565367	2.069912693628508e-18	514.0011766598847	6.03267895359744e-22	9.62897745550681
anxa3b	2.6946998982950827	5.430162139191706e-18	3082.231645197847	1.846365909279737e-21	9.51334028697581
tapbpl	2.2054744164073683	7.728307940100275e-18	723.2629053357799	3.003179847515529e-21	9.462621445242709
rfc4	2.0424298726065104	1.0984470425504072e-17	295.25625966539917	4.802070910260681e-21	9.413429542599777
rpa1	1.6844515808794587	2.0138659463103665e-17	796.3434588915637	9.782221529656418e-21	9.338376826081307
uhrf1	2.540377602779249	4.828907002856201e-17	603.8982277651733	2.5801708374905626e-20	9.235111525917235
lig1	2.1609771155840183	7.477330478650614e-17	707.6427406382775	4.358476987604186e-20	9.178818352431552
pold2	2.969970626858033	5.5289890632504e-16	115.95466670767345	3.491371147921271e-19	8.951987938989022
pold1	2.414878200726197	7.5400901151801705e-16	391.5486022506032	5.127568932458464e-19	8.909473040152253
smc2	2.646357978217411	8.315595028003094e-16	412.95341285791386	6.058868481082548e-19	8.890949916846003
acp2	-1.9121045885101637	1.0207981314894533e-15	1692.1445965741862	7.933535776864649e-19	-8.86095012398225
klhdc3	-1.092039167341498	1.3778778916962243e-15	782.237058776662	1.1378017272470886e-18	-8.820666748178544
irf10	3.0316983751821773	1.5833862226570245e-15	569.9975627155292	1.3844150195670298e-18	8.798674579668237
mybl2b	3.0080974147885224	1.6386908388678425e-15	197.87381685843252	1.5123682876810126e-18	8.788747291148331
dnmt3ba	1.9342330294858534	2.0161731683500414e-15	233.85683669318945	1.958685741827407e-18	8.759643656792958
ncapd3	2.950805424934599	3.413750277084549e-15	227.2900400980174	3.482234216679241e-18	8.69454465836637
nsd2	2.883536544798287	5.187201781703014e-15	317.8439814101534	5.543228211855361e-18	8.641597772693403
rbbp4	1.853842525906502	7.186143301393806e-15	1007.976550072733	8.028430365379003e-18	8.599184824131765
batf2	4.775154684471437	9.935592411141396e-15	461.45741450085615	1.1582756976120539e-17	8.557014899134925
zgc:101715	2.4778778020166756	1.3410688096328552e-14	458.7660148031174	1.628538409715907e-17	8.517628339407572
LOC101885672	4.875136677716289	1.5211743412940254e-14	1003.782710414203	2.0689212394342408e-17	8.489856658507465
skp2	5.0724777845365825	1.5211743412940254e-14	91.91003982873018	2.0203200758102005e-17	8.492618862738762
ube2t	3.8936022100181096	1.5211743412940254e-14	118.99243577608387	1.9495357290411635e-17	8.496761414864674
znf367	2.5110583028904947	1.6824414056888583e-14	285.80251271352864	2.3699810931644676e-17	8.474053693514453
gbp2	2.858222161687279	1.8173109759107718e-14	987.536622476852	2.6482406021918276e-17	8.461118972057914
atad5a	2.465253134351055	1.844511818256894e-14	233.5613277916492	2.77747444338484e-17	8.455561533049016
ncapg	3.500425681474547	4.95718865787092e-14	256.2219271502464	7.70534983493804e-17	8.335680856359064
hapstr1b	-0.793959163903816	8.488524957119585e-14	1687.2927968994825	1.3606709262395992e-16	-8.268138217818901
ilf3b	1.3834064335093645	9.230282376620568e-14	2285.716168970723	1.524406668310581e-16	8.254577396638169
seta	1.2610240276658702	9.984890007678683e-14	2332.350472384633	1.6975331532945737e-16	8.241719391695007
nup93	1.537397172893866	1.0179502629127264e-13	794.0257703046142	1.7800655493689296e-16	8.23603857900921
fen1	2.4912314061368774	1.2948193188508235e-13	298.5643487222355	2.3271149170583604e-16	8.203900106388717
chaf1b	2.746260959122665	2.0035825869718142e-13	204.5337269855895	3.698262899156212e-16	8.148054302375698
banf1	1.6659160240253565	2.151580465897371e-13	2225.0059426949374	4.0759526968474014e-16	8.136283934558689
cyp2p6	-2.5024407175284478	2.1594656507465177e-13	3100.610690366398	4.3006796366934097e-16	-8.129780644303219
pclaf	3.174079190058462	2.1594656507465177e-13	237.27826591885034	4.276988676836125e-16	8.13045023457566
LOC137496284	4.638986381201595	2.551078812650582e-13	86.84773268285568	5.204513048590102e-16	8.10662509906622
atad2	2.6220849834831985	2.732368133657037e-13	375.1207366684467	5.707088441601622e-16	8.095411945352964
mki67	2.443485045021211	3.8644030708141163e-13	1235.533431814617	8.259276976529903e-16	8.05029787650215
slbp	2.6211570305592797	5.885891126890649e-13	314.5022507179287	1.2865648259099393e-15	7.995875361239426
mcm7	1.8877288940555326	7.368688513438073e-13	1057.0323581752093	1.6464743363197715e-15	7.965432091589061
pola2	2.4528371776556086	7.925712839914698e-13	153.11698983663402	1.809435583018365e-15	7.953753785493581
LOC100534669	3.967118484523242	8.377385775862259e-13	97.43917276172645	1.9939374509022718e-15	7.941721811069319
rrm1	2.3252355334451735	8.377385775862259e-13	769.321704999759	1.9721735537045015e-15	7.943082701853727
snapc1a	19.77536460147351	1.315797378571527e-12	12.919306169689012	3.195699661367676e-15	7.8830168457810865
plk4	3.1104926638369066	2.284080118745319e-12	127.9086210895564	5.658332251227049e-15	7.811339610053216
haus8	2.654032172788927	2.3844261235487495e-12	69.83144552132238	6.022740487906688e-15	7.803470676224503
wdhd1	2.9152786146061587	2.405712134338832e-12	185.03772801306198	6.1933619818311605e-15	7.799946106031116
tyms	2.5318369214373426	2.7129513774344447e-12	265.0908303956099	7.116110865179969e-15	7.782400605214317
LOC795715	6.050935671628535	3.0997261115023587e-12	182.25498975588704	8.431760928942152e-15	7.76091681619194
zgc:194101	3.9423821242230117	3.0997261115023587e-12	960.9144490669015	8.33084157854872e-15	7.7624436111813395
tmem106ba	-1.487619762700738	3.910206667848568e-12	841.9967808427003	1.082633604057747e-14	-7.729154329907508
adad2	19.404157885540204	3.996388281560351e-12	5.992560882819526	1.1259072246101926e-14	7.724162965656676
ano5a	-2.98054762934613	4.166310407748627e-12	3327.4699898892363	1.194017166450522e-14	-7.7166770091765615
aqr	1.1854713141301707	4.195652751010973e-12	726.3042552025615	1.222806455824833e-14	7.71363836919378
rpa2	1.9992599900129644	4.385108738532634e-12	405.41534022251494	1.2993230341987209e-14	7.705892175013417
vrk1	1.5626065607853876	4.428848271124295e-12	387.293333876344	1.3337960499815723e-14	7.702547890147222
