feature	Oleiharenicola	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Pseudorhodoplanes	Blastococcus	Niveibacterium	Pedosphaeraceae_Genus	Burkholderiales_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Aeromonas	Crenobacter	Streptococcus	Rhodospirillales_Genus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Chryseobacterium	Roseomonas	env.OPS_17_Genus	Sphingobium	Pseudomonas	Pedomicrobium	Paracoccaceae_Genus	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Hyphomicrobiales_Genus	Cytophagales_Genus	Pajaroellobacter	Gemmataceae_Genus	Candidatus_Obscuribacter	Nocardia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Nitrosomonas	Planctomycetes_Genus	Nocardioides	Lysobacter	Obscuribacteraceae_Genus	Sphingomonas	Luteimonas	Candidatus_Megaira	JG30.KF.CM45_Genus	Bacillota_Genus	Terrimonas	Leuconostoc	Sediminibacterium	Babeliaceae_Genus	Blastocatellaceae_Genus	Aquihabitans	Acetobacteraceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	IS.44	Bacteroidia_Genus	Acidobacteriota_Genus	Sphaerotilus	Marmoricola	Aeromonadaceae_Genus	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Anaerovorax	Alphaproteobacteria_Genus	Microscillaceae_Genus	Clostridia_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	X0319.6G20_Genus	Flavobacterium	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Microtrichaceae_Genus	Ensifer	Paucibacter	Telmatocola	Rhizobium	Agitococcus	Paenirhodobacter	Novosphingobium	Candidatus_Captivus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Fluviicola	Vibrionaceae_Genus	Exiguobacterium	Kineosporiaceae_Genus	AAP99	Streptomyces	SM2D12_Genus	Chitinilyticum	Fimbriiglobus	Acinetobacter	Eremiobacteria_Genus	Vibrio	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	X11.24_Genus	Runella	Truepera	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Rhizobiaceae_Genus	Stagnimonas	Rhizorhapis	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Unknown_Family_Genus	Phenylobacterium	Opitutaceae_Genus	Pseudomonadota_Genus	Gordonia	Pasteurella	Microtrichales_Genus	Paracoccus	Bdellovibrio	Sphingopyxis	Haliscomenobacter	cvE6_Genus	Pseudoduganella	Pseudolabrys	Pir4_lineage	Agromyces	Planctomycetota_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Romboutsia	Pseudoxanthomonas	Thermoleophilia_Genus	Bosea	MBNT15_Genus	Undibacterium	Stella	Neisseriaceae_Genus	OM190_Genus	TM7a	Caedibacter	Pectobacteriaceae_Genus	Bacillus	Anaeromyxobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	SH3.11	Glutamicibacter	Rothia	alphaI_cluster	Vampirovibrionales_Genus	Gemmobacter	Chitinophagaceae_Genus	Deinococcus	Kapabacteriales_Genus	Chlamydiaceae_Genus	Cellvibrio	Parachlamydiaceae_Genus	Micropepsaceae_Genus	oc32	Alicyclobacillus	Pseudomonadales_Genus	Longivirga	Turneriella	LWQ8_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	Sinimarinibacterium	SM1A02	PMMR1	Bradyrhizobium	Acidiferrimicrobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	PB19_Genus	Anaerocolumna	Holosporaceae_Genus	BIrii41_Genus	Pontibacter	Kineococcus	CL500.3	Ruminiclostridium	Candidatus_Alysiosphaera	Heyndrickxia	Cerasibacillus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Enterobacteriaceae_Genus	Variovorax	Blastocatella	Aerococcaceae_Genus	Ottowia	Serinicoccus	Oscillospiraceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Cloacibacterium	Paraconexibacter	DEV007_Genus	Defluviimonas	Rhodovastum	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Alcaligenaceae_Genus	Methylorubrum	Micavibrionales_Genus	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Gemmatimonadaceae_Genus	Rubritaleaceae_Genus	Campylobacterales_Genus	Steroidobacter	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	Virgibacillus	Bauldia	Nevskiaceae_Genus	Stenotrophomonas	DEV114	Simkaniaceae_Genus	Lysobacteraceae_Genus	Pirellulaceae_Genus	Hirschia	Plesiomonas	Lactococcus	OLB12	vadinHA49_Genus	Thermus	Rheinheimera	Rhodospirillaceae_Genus	Sporomusaceae_Genus	Weissella	Chitinimonas	Raineya	NB1.j_Genus	Acidovorax	Lactobacillaceae_Genus	Ferruginibacter	Vampirovibrio	Kocuria	Nordella	Polyangiales_Genus	Elsteraceae_Genus	Methylocystis	Methyloligellaceae_Genus	Mesorhizobium	Pseudorhizobium	Mariniblastus	Azospira	Oxalobacteraceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Siphonobacter	Polyangiaceae_Genus	Permianibacter	Desulfosporosinus	Geodermatophilus	Hyphomonadaceae_Genus	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Elstera	Marinomonas	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Babeliales_Genus	Bryobacter	Aeromicrobium	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Chthonomonas	Dongia	Panacibacter	Methylibium	Perlucidibaca	Coxiella	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f76	0	0	0	0	0	0	0	0	3	60	0	0	0	0	0	0	5347	18	0	35	0	0	16260	2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	673	0	233	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	11	1211	0	0	0	74	0	0	0	0	0	0	0	0	0	0	21934	0	0	0	0	0	0	0	0	0	0	1725	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	222	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f77	0	0	8	26	0	0	10	10	5	187	0	0	0	129	0	0	2704	39	13	218	0	0	23050	3834	0	0	13	0	117	0	0	0	12	0	0	0	0	0	0	0	57	32	0	1273	14	618	3	0	0	0	0	2	368	0	18	5	0	0	0	0	0	8	24	0	0	0	0	0	58	0	3	0	0	0	15	0	0	16	0	16	0	0	0	0	0	67	0	115	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	30	0	0	0	0	0	26	2251	11	43	20	314	0	0	0	0	0	3	0	9	0	0	8143	0	0	12	37	0	0	0	0	0	0	885	25	0	5	0	0	320	0	0	0	0	0	0	0	0	0	0	0	8	0	0	49	0	21	0	0	0	0	0	0	0	0	7	0	178	3	0	0	0	358	0	0	0	0	0	0	0	0	62	3	43	0	0	22	0	0	0	0	0	0	3	0	3	0	0	0	0	0	246	0	0	0	0	111	0	0	0	0	2	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	4	0	0	0	365	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
f78	0	0	0	21	0	4	3	0	4	175	0	0	0	0	0	0	5303	31	0	121	0	0	26073	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	497	0	402	3	0	0	0	0	5	22	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	13	2875	0	0	0	343	0	0	0	0	0	0	0	8	0	0	17466	0	0	0	65	0	0	0	0	0	0	263	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f79	0	0	0	25	0	6	0	0	0	158	0	0	0	0	0	0	8101	23	0	256	0	0	10369	6997	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	987	0	698	12	0	0	0	0	0	134	0	20	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	29	6266	0	0	6	167	0	0	0	0	0	0	0	10	0	0	16126	0	0	0	107	0	0	0	0	0	0	316	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	841	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	201	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f80	7	0	37	112	0	0	146	261	8	345	0	11	4	1680	0	0	2197	449	528	201	0	0	23906	1928	5	0	19	0	662	0	0	0	143	0	28	0	0	84	7	0	55	178	0	1472	22	927	16	0	28	0	0	0	2700	0	58	87	41	0	0	0	82	36	40	0	0	0	16	0	25	0	3	0	16	0	71	0	0	37	0	22	0	0	9	0	0	117	0	140	0	0	8	0	5	57	18	0	0	0	0	2	10	0	0	0	0	0	5	378	22	117	0	0	0	0	0	72	1778	22	138	272	227	0	0	0	3	0	28	0	0	0	0	9539	0	0	36	113	0	0	0	0	0	0	563	65	0	9	13	0	156	0	9	43	0	0	0	0	59	0	0	0	0	0	21	655	0	26	0	0	0	0	160	0	0	0	153	0	252	0	0	0	2	284	0	0	0	0	0	0	0	0	57	0	333	0	0	85	0	0	0	0	0	0	0	153	9	0	0	0	0	0	459	0	12	5	0	104	0	0	0	0	0	4	11	0	0	0	0	0	442	0	0	0	0	0	81	0	0	6	0	0	0	7	7	0	0	0	0	0	0	0	49	0	0	0	0	0	7	0	0	0	0	0	4	21	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	257	0	13	0	0	5	0	110	0	0	0	0	25	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1398	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
f556	0	0	0	0	0	0	33	0	0	10	0	0	0	10	0	0	66	5	8	0	0	0	59230	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2547	0	0	0	12	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	135	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f557	0	0	0	27	0	0	119	0	0	239	0	0	0	9	0	0	2992	7	108	23	0	0	59612	278	20	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	123	0	0	2358	8	304	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	67	1628	0	13	0	116	0	0	0	0	0	0	0	4	0	0	2555	0	0	7	57	0	0	0	0	0	0	128	0	0	0	0	0	402	0	0	0	0	0	0	0	32	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	8	0	33	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f558	0	0	6	6	0	0	375	0	0	56	0	0	0	143	0	0	290	0	18	0	0	0	57093	175	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	42	0	0	5654	0	214	0	0	0	0	0	0	6	0	4	0	0	0	0	0	12	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	1019	4	10	0	82	0	0	0	0	0	0	0	0	0	0	681	0	0	0	22	0	0	3	0	0	0	127	0	0	0	0	0	332	0	19	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	3	0	11	7	0	0	0	0	0	0	0	0	15	0	834	0	0	19	0	0	0	0	0	0	5	105	0	0	0	0	0	0	42	3	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0
f559	5	0	40	16	0	0	188	314	4	157	0	0	0	228	0	0	360	12	147	53	35	0	54240	282	5	8	302	0	262	0	0	8	173	0	79	7	0	0	0	0	32	29	0	2167	13	334	4	0	0	0	0	0	9	29	22	24	0	2	0	0	72	35	77	0	0	0	0	0	111	0	0	0	26	0	0	0	0	4	0	14	0	0	10	0	0	47	0	18	0	2	21	0	7	16	5	0	6	0	0	0	4	0	0	0	4	58	36	26	23	101	0	14	0	0	3	16	919	301	33	52	107	17	0	5	0	0	0	0	5	0	0	405	0	0	7	83	0	0	0	33	0	0	102	39	13	0	0	0	409	0	168	130	0	0	0	3	35	0	0	0	11	0	34	23	10	10	0	0	3	0	15	0	0	0	0	0	332	0	0	0	22	0	0	7	0	0	0	0	0	0	9	0	542	0	0	344	0	0	0	0	0	0	9	169	8	13	0	0	0	0	38	0	9	0	0	80	0	0	0	0	0	0	101	0	0	0	0	0	10	0	27	0	0	0	55	0	0	18	0	0	0	0	10	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	2	0	0	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	174	0	0	0	0	0	42	58	0	52	0	0	0	0	0	0	0	0	0	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	37	0	0	0	0
f560	0	0	0	0	0	0	153	2	0	33	0	0	0	40	0	0	128	4	20	3	0	0	72941	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	2147	6	78	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	520	0	0	0	48	0	0	0	0	0	0	0	0	0	0	199	0	0	0	67	0	0	0	0	0	0	107	0	0	0	0	0	122	0	0	0	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
f586	0	0	122	0	0	0	853	18	0	251	0	0	0	505	0	0	40	42	1058	405	0	0	60360	164	8	0	21	0	26	0	38	26	41	0	30	0	5	5	0	4	131	0	0	3152	16	332	77	0	0	0	0	0	352	3	382	107	20	0	0	0	0	46	11	0	11	0	21	0	15	0	12	0	0	0	0	0	0	2	0	73	0	0	0	0	0	21	0	0	0	0	9	0	23	0	0	0	0	3	0	0	0	4	0	0	0	255	5	0	15	23	0	0	0	69	0	59	64	37	19	0	114	0	0	0	0	0	0	0	4	0	0	168	0	0	33	0	0	5	0	0	0	0	57	19	0	0	0	0	18	0	77	8	0	0	0	0	63	0	0	83	63	0	4	52	2	0	8	0	0	0	24	0	0	0	0	0	24	8	0	0	18	14	0	3	11	0	0	0	0	0	0	0	156	0	0	10	0	0	0	0	0	0	0	51	10	215	0	0	37	0	109	0	2	0	0	2	0	0	4	0	4	34	4	0	0	0	0	0	332	0	0	0	6	0	8	0	0	2	0	0	6	0	0	0	0	0	0	84	0	0	8	0	0	0	0	0	0	0	0	0	26	0	10	0	0	0	12	0	82	0	0	0	26	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	61	0	0	0	0	0	0	258	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	19	0	0
f616	12	0	207	11	26	0	456	163	0	373	0	5	0	126	0	4	2353	5974	21	212	10	0	37534	1068	0	0	72	0	61	0	0	42	255	12	101	0	0	0	0	0	152	371	0	490	129	455	34	0	0	0	10	6	96	10	57	45	1431	0	0	0	456	50	59	0	53	0	22	0	149	0	49	0	0	0	5	2	0	0	2	52	0	0	0	0	0	11	12	25	0	0	76	0	8	4	0	11	19	173	0	0	68	0	8	0	0	48	2	0	66	203	0	0	0	52	0	34	627	90	56	27	44	24	0	16	0	0	0	5	0	0	0	4191	6	0	461	153	0	45	7	41	0	0	147	2	0	0	0	0	84	0	188	117	0	0	0	0	36	3	0	224	4	0	14	100	0	39	0	0	0	0	695	0	21	0	0	5	90	0	0	2	16	0	0	0	6	0	0	0	47	0	17	2	779	0	0	78	11	0	0	0	0	0	0	231	40	31	22	0	36	0	195	0	304	4	0	21	13	0	0	0	0	71	25	0	0	0	10	0	21	0	8	2	0	0	44	0	0	25	44	0	0	4	6	0	0	4	0	9	0	0	68	0	0	0	0	0	100	0	0	0	0	0	26	0	26	0	51	12	149	0	0	0	18	0	0	3	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	27	0	21	0	3	0	40	85	0	4	0	0	0	4	0	0	3	5	10	0	0	68	0	0	9	0	0	0	0	0	0	0	0	0	141	0	0	86	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	5	15	0	0	0	82	0	0	0	0
f617	0	0	65	13	0	0	371	3	0	83	0	0	0	125	0	0	3948	116	3	120	0	0	65708	687	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	2	22	0	0	457	8	56	3	0	0	0	4	0	3	0	0	0	331	0	0	0	19	2	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	6	0	0	0	0	10	0	0	0	0	0	0	0	33	0	8	539	0	0	0	25	0	0	0	0	0	0	0	0	0	0	4095	0	0	194	258	0	0	0	0	0	0	182	0	0	0	0	0	97	0	2	0	0	0	0	0	0	0	0	63	0	0	0	9	0	0	0	0	0	0	12	0	0	40	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	41	0	0	0	0	0	0	2	0	0	0	53	0	7	5	0	0	0	84	0	66	0	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	24	75	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0
f618	0	0	111	11	0	0	765	20	6	306	0	0	0	237	0	0	1569	40	16	246	0	0	66806	1247	53	0	0	0	17	0	0	16	21	0	0	0	0	2	0	0	113	0	0	569	0	400	9	0	0	0	17	0	0	0	23	42	8	0	0	0	0	37	0	0	2	0	6	0	13	0	6	0	0	0	0	0	0	0	0	52	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	77	0	0	0	0	14	7	0	0	9	0	0	0	52	0	33	966	3	0	4	87	0	0	25	0	2	0	0	0	0	0	2037	3	0	346	407	0	0	0	0	0	0	160	0	0	0	0	0	81	0	0	0	0	0	0	0	37	0	0	229	0	0	0	65	0	0	0	0	0	0	5	0	0	0	6	0	7	0	0	0	0	7	0	0	0	4	0	0	23	0	0	0	295	0	0	9	0	0	0	0	0	0	0	163	0	122	0	0	36	0	147	0	0	0	0	68	0	0	0	0	0	36	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	60	0	118	0	0	0	22	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
