feature	Oleiharenicola	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Pseudorhodoplanes	Blastococcus	Niveibacterium	Pedosphaeraceae_Genus	Burkholderiales_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Aeromonas	Crenobacter	Streptococcus	Rhodospirillales_Genus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Chryseobacterium	Roseomonas	env.OPS_17_Genus	Sphingobium	Pseudomonas	Pedomicrobium	Paracoccaceae_Genus	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Hyphomicrobiales_Genus	Cytophagales_Genus	Pajaroellobacter	Gemmataceae_Genus	Candidatus_Obscuribacter	Nocardia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Nitrosomonas	Planctomycetes_Genus	Nocardioides	Lysobacter	Obscuribacteraceae_Genus	Sphingomonas	Luteimonas	Candidatus_Megaira	JG30.KF.CM45_Genus	Bacillota_Genus	Terrimonas	Leuconostoc	Sediminibacterium	Babeliaceae_Genus	Blastocatellaceae_Genus	Aquihabitans	Acetobacteraceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	IS.44	Bacteroidia_Genus	Acidobacteriota_Genus	Sphaerotilus	Marmoricola	Aeromonadaceae_Genus	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Anaerovorax	Alphaproteobacteria_Genus	Microscillaceae_Genus	Clostridia_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	X0319.6G20_Genus	Flavobacterium	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Microtrichaceae_Genus	Ensifer	Paucibacter	Telmatocola	Rhizobium	Agitococcus	Paenirhodobacter	Novosphingobium	Candidatus_Captivus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Fluviicola	Vibrionaceae_Genus	Exiguobacterium	Kineosporiaceae_Genus	AAP99	Streptomyces	SM2D12_Genus	Chitinilyticum	Fimbriiglobus	Acinetobacter	Eremiobacteria_Genus	Vibrio	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	X11.24_Genus	Runella	Truepera	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Rhizobiaceae_Genus	Stagnimonas	Rhizorhapis	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Unknown_Family_Genus	Phenylobacterium	Opitutaceae_Genus	Pseudomonadota_Genus	Gordonia	Pasteurella	Microtrichales_Genus	Paracoccus	Bdellovibrio	Sphingopyxis	Haliscomenobacter	cvE6_Genus	Pseudoduganella	Pseudolabrys	Pir4_lineage	Agromyces	Planctomycetota_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Romboutsia	Pseudoxanthomonas	Thermoleophilia_Genus	Bosea	MBNT15_Genus	Undibacterium	Stella	Neisseriaceae_Genus	OM190_Genus	TM7a	Caedibacter	Pectobacteriaceae_Genus	Bacillus	Anaeromyxobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	SH3.11	Glutamicibacter	Rothia	alphaI_cluster	Vampirovibrionales_Genus	Gemmobacter	Chitinophagaceae_Genus	Deinococcus	Kapabacteriales_Genus	Chlamydiaceae_Genus	Cellvibrio	Parachlamydiaceae_Genus	Micropepsaceae_Genus	oc32	Alicyclobacillus	Pseudomonadales_Genus	Longivirga	Turneriella	LWQ8_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	Sinimarinibacterium	SM1A02	PMMR1	Bradyrhizobium	Acidiferrimicrobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	PB19_Genus	Anaerocolumna	Holosporaceae_Genus	BIrii41_Genus	Pontibacter	Kineococcus	CL500.3	Ruminiclostridium	Candidatus_Alysiosphaera	Heyndrickxia	Cerasibacillus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Enterobacteriaceae_Genus	Variovorax	Blastocatella	Aerococcaceae_Genus	Ottowia	Serinicoccus	Oscillospiraceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Cloacibacterium	Paraconexibacter	DEV007_Genus	Defluviimonas	Rhodovastum	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Alcaligenaceae_Genus	Methylorubrum	Micavibrionales_Genus	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Gemmatimonadaceae_Genus	Rubritaleaceae_Genus	Campylobacterales_Genus	Steroidobacter	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	Virgibacillus	Bauldia	Nevskiaceae_Genus	Stenotrophomonas	DEV114	Simkaniaceae_Genus	Lysobacteraceae_Genus	Pirellulaceae_Genus	Hirschia	Plesiomonas	Lactococcus	OLB12	vadinHA49_Genus	Thermus	Rheinheimera	Rhodospirillaceae_Genus	Sporomusaceae_Genus	Weissella	Chitinimonas	Raineya	NB1.j_Genus	Acidovorax	Lactobacillaceae_Genus	Ferruginibacter	Vampirovibrio	Kocuria	Nordella	Polyangiales_Genus	Elsteraceae_Genus	Methylocystis	Methyloligellaceae_Genus	Mesorhizobium	Pseudorhizobium	Mariniblastus	Azospira	Oxalobacteraceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Siphonobacter	Polyangiaceae_Genus	Permianibacter	Desulfosporosinus	Geodermatophilus	Hyphomonadaceae_Genus	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Elstera	Marinomonas	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Babeliales_Genus	Bryobacter	Aeromicrobium	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Chthonomonas	Dongia	Panacibacter	Methylibium	Perlucidibaca	Coxiella	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f81	4	0	173	54	0	0	92	146	8	731	12	19	12	1056	0	0	151	167	54	186	13	0	832	376	0	11	257	2	4370	0	0	0	459	26	55	30	0	78	4	0	127	97	0	237	44	961	3	0	0	0	2	0	394	23	99	14	39	0	0	0	63	19	154	0	0	4	3	0	497	0	58	0	10	0	54	0	0	35	0	24	0	0	41	0	0	613	0	3131	9	0	110	0	0	0	62	36	0	35	0	0	65	0	0	0	0	8	8	333	116	184	0	75	4	0	0	464	6034	46	118	0	563	41	0	0	24	0	5	0	3	155	0	338	0	0	71	0	0	8	10	47	0	0	19	126	141	60	0	0	24	6	34	701	0	0	0	2	112	16	0	37	0	0	6	78	0	0	0	0	3	0	48	0	15	10	13	11	1186	0	419	0	22	0	0	0	9	9	3	0	0	0	72	0	25187	0	0	213	0	0	0	7	0	0	15	205	0	10	0	0	0	0	224	56	83	16	0	226	0	0	0	0	0	10	11	0	0	0	0	0	87	0	14	0	0	0	137	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	113	0	5	0	0	0	12	0	0	0	0	0	17	0	0	0	9	19	22	0	0	0	38	0	0	0	0	0	0	0	0	0	0	4	0	0	0	45	0	0	0	0	80	0	0	0	0	0	52	24	0	0	0	0	0	0	2	0	0	0	0	130	0	18	0	0	21	4	0	0	0	0	0	0	0	0	22	6	0	787	0	0	0	0	0	0	50	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0
f82	0	0	216	101	0	0	177	54	5	896	0	0	18	1268	0	0	1313	202	286	306	6	0	20826	1519	0	8	186	2	4431	0	0	28	435	17	19	67	0	133	0	0	252	104	0	783	22	1435	6	0	22	0	3	0	3549	33	34	0	24	2	0	0	45	25	106	0	3	0	0	0	463	0	15	0	0	0	16	0	0	114	0	64	0	0	12	0	0	1560	0	2006	0	0	129	19	5	6	12	85	0	0	0	0	0	0	0	0	0	32	21	352	40	384	0	0	0	18	0	107	2634	77	74	26	748	33	0	0	20	6	32	0	8	0	0	3135	0	0	192	18	0	0	0	55	0	0	1129	90	21	11	0	0	54	0	326	762	0	0	0	0	68	0	0	87	9	0	8	57	0	43	0	0	0	0	14	0	23	0	44	0	1542	5	9	0	26	237	0	0	2	13	0	0	8	0	42	0	97	0	0	174	0	0	0	0	0	0	37	387	0	33	0	0	21	0	612	80	59	9	0	84	0	0	0	0	0	41	0	0	0	0	0	0	204	2	0	0	0	0	74	0	0	18	0	0	0	0	0	0	0	0	14	0	0	0	92	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	20	65	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	7	0	0	0	38	0	0	0	0	3	4	0	0	0	0	23	82	0	0	0	0	0	2	53	0	0	0	4	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	30	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0
f83	22	0	222	185	0	0	69	744	20	2432	0	0	28	1018	0	0	934	835	75	314	101	0	10927	919	0	11	946	0	7723	0	0	5	457	111	128	22	0	202	0	0	65	85	0	934	105	1848	5	0	0	0	0	18	2062	61	500	310	168	0	0	0	397	38	708	0	3	58	16	0	891	0	22	3	12	0	596	0	0	38	0	177	0	0	59	0	0	1218	0	8537	0	0	104	28	89	34	0	29	0	23	0	0	17	0	0	0	0	170	23	326	16	1313	0	0	0	0	0	321	2653	657	1599	19	510	167	0	0	24	0	110	7	15	0	0	1632	0	0	41	37	0	0	46	47	0	14	163	1012	0	117	5	0	85	0	62	548	0	0	0	15	132	0	0	0	0	0	113	340	6	11	0	0	3	0	27	0	6	0	31	0	4092	3	0	0	0	301	3	0	0	0	0	0	0	0	60	10	68	0	0	844	0	0	0	0	0	0	127	189	0	0	0	0	0	0	584	238	0	94	0	28	0	0	0	0	8	7	10	0	0	0	0	0	376	0	140	0	0	0	605	0	5	33	0	0	0	14	4	0	0	0	0	0	0	0	51	0	0	173	0	0	52	0	0	0	0	9	0	0	0	0	0	107	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	3	49	95	0	0	0	0	0	0	30	0	0	0	20	164	0	0	9	0	56	0	6	0	0	0	0	0	0	0	23	9	0	505	0	0	0	0	0	0	74	0	0	0	0	1530	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
f84	0	0	0	5	0	3	0	0	0	43	0	0	0	0	0	0	1812	38	0	47	0	0	57750	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	462	0	211	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	12	1449	0	0	0	95	0	0	0	0	0	0	0	4	0	0	3785	0	0	0	19	0	0	0	0	0	0	5412	0	0	0	6	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f85	0	0	0	14	0	0	14	0	0	104	0	0	3	89	0	0	1604	93	0	99	0	0	72187	2787	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	0	0	4044	5	849	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	25	922	0	0	0	146	0	0	0	0	9	0	0	0	0	0	4789	0	0	0	23	0	0	0	0	0	0	207	9	4	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	338	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	4	0
f86	0	0	0	89	0	0	0	0	0	415	0	0	0	30	0	0	4423	392	0	320	0	0	49396	2659	0	0	5	0	53	0	0	7	11	0	0	28	0	4	0	0	121	0	0	2653	0	2050	4	0	0	0	0	2	0	0	34	0	81	6	0	0	0	18	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	26	0	33	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	281	0	0	0	0	0	0	0	101	16793	0	34	0	508	0	0	0	0	7	0	0	15	0	0	3926	0	0	0	62	0	0	0	0	0	0	1483	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	20	0	0	0	0	33	0	22	0	0	0	6	0	5	0	6	1226	0	0	0	0	0	0	0	0	195	6	0	0	0	0	0	0	0	0	0	0	0	25	0	6	12	0	0	0	670	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	23	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
f87	0	0	0	3	0	0	4	0	17	80	0	0	0	71	0	0	1534	51	0	51	0	0	81360	1722	17	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	35	0	0	1813	0	308	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	23	1861	0	0	0	80	0	0	0	0	8	0	0	3	0	0	2823	0	0	0	38	3	0	0	0	0	0	160	3	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	5	0	2	0	0	0	0	0	0	0	0	3	184	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f88	0	0	239	97	3	0	167	133	19	1100	0	0	6	782	5	4	1142	954	1227	392	91	0	24062	1794	0	0	316	0	3043	3	9	19	624	27	164	26	0	51	4	0	228	153	4	1583	74	2180	15	0	0	0	0	17	1526	54	202	34	654	0	0	0	117	32	178	0	8	4	7	0	558	0	22	0	81	0	84	0	0	40	0	83	0	0	45	5	0	2411	0	2841	0	0	139	0	41	12	5	66	11	21	12	0	10	0	0	0	0	75	28	426	48	680	0	8	0	14	0	198	5534	255	162	27	946	31	0	0	10	5	7	8	0	0	0	1816	0	0	100	162	0	4	0	54	0	5	375	260	33	71	0	2	63	0	329	948	0	0	0	0	102	0	8	50	19	0	21	145	3	45	0	10	2	0	64	0	13	0	97	0	1882	5	0	0	15	551	0	0	11	7	0	0	0	0	90	11	154	7	0	142	7	0	0	0	0	0	35	181	7	17	12	0	19	0	700	62	89	12	0	146	0	0	0	0	27	19	0	0	0	10	0	0	575	0	59	0	0	0	119	0	0	27	0	0	0	0	14	0	0	0	0	24	0	0	95	0	0	0	0	30	17	0	0	0	6	0	6	0	0	0	15	60	0	0	0	0	44	0	0	5	0	0	0	0	23	0	9	21	0	0	0	81	0	0	0	0	0	0	0	3	0	0	63	79	0	0	0	0	0	0	146	0	0	0	0	228	0	28	0	0	16	0	0	0	0	25	0	0	0	0	35	0	0	451	0	0	0	0	0	0	21	0	0	0	0	195	5	0	0	0	15	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	185	0	0	0	0
f89	0	0	0	7	0	0	0	0	0	19	0	0	0	8	0	0	10788	0	0	0	0	0	66125	320	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	121	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	3	0	0	0	0	20	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16483	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	56	0	0	0	0	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f90	0	0	0	60	0	0	0	0	15	288	0	10	0	218	0	0	1095	250	20	165	0	0	54892	3947	45	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	88	0	0	2847	0	1044	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	61	2	0	0	0	0	0	0	67	230	0	47	0	198	0	0	0	0	0	0	0	16	0	0	2367	0	0	14	0	0	0	0	0	0	0	900	4	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	37	0	10	0	0	0	0	6	0	0	2	622	0	0	0	0	0	0	0	0	88	6	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	109	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
f561	18	0	332	179	74	0	24	125	82	241	0	0	0	0	3	0	1759	800	342	132	208	0	70136	24	126	0	567	20	159	8	0	43	631	0	117	23	0	20	16	0	179	394	29	685	290	430	420	0	0	0	0	0	11	114	14	246	653	0	0	0	36	125	163	0	59	0	0	4	77	0	173	0	51	0	5	0	0	16	0	53	0	0	223	0	0	0	0	31	0	0	12	0	116	0	0	519	0	157	17	5	8	0	0	0	0	160	59	0	284	233	0	0	0	44	0	150	194	367	69	16	12	12	0	2	8	0	0	19	25	0	0	242	20	0	0	0	0	0	0	106	5	0	18	495	0	49	0	0	41	0	85	152	0	0	0	0	25	0	8	0	57	0	65	3661	57	14	0	0	37	0	172	0	23	55	0	28	474	0	0	0	129	5	0	36	77	0	0	0	0	0	6	11	178	7	0	351	0	0	0	38	0	0	15	78	276	26	0	5	5	0	37	0	64	10	0	0	0	8	0	0	0	14	133	0	7	0	0	51	252	18	170	0	5	0	145	0	0	219	0	50	0	0	14	0	0	0	0	0	9	5	0	0	0	0	0	69	81	0	46	0	7	20	5	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	53	0	0	64	0	0	3	0	0	21	5	5	231	0	0	0	0	0	27	12	25	117	4	0	0	64	13	0	0	0	133	0	0	20	0	0	57	0	0	0	0	0	0	0	0	0	62	20	0	166	0	0	0	0	0	0	14	0	35	0	0	0	0	0	0	0	33	0	0	32	0	5	0	196	0	0	0	0	0	0	24	0	0	0	0	0	0	0
f562	0	0	40	91	18	0	291	0	0	592	0	0	0	120	0	0	1093	25	368	90	0	0	49856	450	0	0	3	0	0	0	0	22	0	0	0	80	0	0	0	0	286	0	0	2990	31	760	18	0	0	0	19	0	0	0	13	51	0	0	0	0	0	68	0	0	10	0	0	2	0	0	31	0	0	0	0	0	0	36	0	39	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	5	0	15	0	0	0	0	0	0	128	0	0	14	0	2	0	0	20	0	289	1428	0	27	0	227	0	0	36	0	0	0	0	8	0	0	314	0	0	12	184	0	0	0	0	0	0	9079	19	0	0	0	0	589	0	0	0	0	0	0	0	108	0	0	36	140	0	0	0	0	15	8	0	0	0	0	0	29	0	0	0	0	0	0	0	109	2	0	0	0	0	0	0	0	0	23	3	8	0	0	0	0	0	0	0	0	0	0	338	0	10	0	0	13	3	60	0	0	0	0	164	0	0	0	0	0	27	0	0	0	0	0	0	224	0	0	0	0	0	168	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	15	0	3	0	0	0	0	0	272	0	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	69	0	7	0	0
f621	0	0	587	36	79	0	1556	73	0	2970	0	29	0	997	3	0	3241	398	58	1069	0	0	35238	2156	0	0	0	0	119	0	0	35	21	0	0	0	0	9	0	0	924	23	0	6019	37	1540	59	0	0	0	99	2	50	11	86	193	33	0	0	0	0	221	11	0	6	0	0	0	0	0	48	0	0	0	0	0	0	73	3	178	0	0	0	0	0	29	0	0	0	0	27	0	21	0	0	5	42	0	0	0	44	0	0	0	0	67	15	24	13	90	0	11	0	166	0	360	7350	0	19	15	231	11	0	45	0	0	0	0	0	0	0	1078	3	0	832	416	0	2	0	14	0	0	429	38	0	0	21	0	252	0	10	0	0	0	0	10	254	0	0	957	34	0	0	337	0	19	0	0	0	0	36	0	87	0	5	0	178	6	0	0	24	14	0	0	0	0	0	3	55	0	39	0	102	0	0	78	0	0	0	0	0	0	0	541	0	243	0	0	174	0	365	0	0	0	0	143	0	0	0	0	0	200	13	0	0	0	0	0	100	0	0	0	0	0	9	3	0	0	158	0	0	3	64	0	0	0	0	22	0	0	32	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	254	0	230	0	0	0	98	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	4	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	136	0	0	0	0
