gene	log2FoldChange	padj	baseMean	pvalue	stat	metadata	value
adgrl2b.1	0.7795331298401476	0.028704376412576824	80.99933723887322	2.010721673355129e-5	4.263696884584743	Treatment	A+ T- P+
caprin2	4.626804268641577	0.0432638002777746	195.03885343917727	9.954588534658032e-5	3.891696096874318	Treatment	A+ T- P+
ccnb2	2.9704309238966515	0.0432638002777746	183.61678980436815	8.184346982430626e-5	3.9389368404534735	Treatment	A+ T- P+
chia.4	4.045479141396719	0.03887568789476198	213.1137822214167	4.942479345754113e-5	4.058330470928312	Treatment	A+ T- P+
cks2	1.4551394602231367	0.0432638002777746	44.35179475636557	1.008725124269287e-4	3.8884835338347155	Treatment	A+ T- P+
crp7	-3.5720657335305463	0.01461198025313783	90.21282593888674	6.790448603992113e-6	-4.500153259944825	Treatment	A+ T- P+
cspp1a	2.8615708095296624	0.01461198025313783	23.024984293432652	7.0976734119288055e-6	4.4907382439959065	Treatment	A+ T- P+
cyp2n13	-1.315580731417818	0.04670833550171071	1347.7759381137755	1.202478156890595e-4	-3.845620369615695	Treatment	A+ T- P+
dzip1	-1.4636919496795209	0.040624863822022704	36.646586260545064	5.7092660830188525e-5	-4.024515801331835	Treatment	A+ T- P+
eomesa	3.498199224969305	0.03887568789476198	27.542344087881542	5.0781019255836347e-5	4.052002974947385	Treatment	A+ T- P+
fbxw10	4.633757664671892	0.045930731245561456	8.08480346171906	1.1601486495211521e-4	3.854397731295988	Treatment	A+ T- P+
foxj1b	-3.1352580954175546	0.037743045508304394	5.707502243319661	3.438270251168433e-5	-4.142308766886702	Treatment	A+ T- P+
frrs1a	-1.8845722322931278	0.04520916110680101	322.34296517980147	1.1199627028935015e-4	-3.8630146896791535	Treatment	A+ T- P+
ftr73	-1.5081987156260523	0.0432638002777746	150.22482391791252	8.27418240109719e-5	-3.9363165294669535	Treatment	A+ T- P+
gal3st4	0.99337695709282825	0.040624863822022704	40.091946014568926	5.722645605666967e-5	4.023964874779591	Treatment	A+ T- P+
