.sample_name,Sample,Tank.ID,Time,Antibiotics,Temperature,Pathogen,Treatment,History,Sex,Weight.g,Weight.mg,Length.mm,Body.Size,Mortality,Total.Worm.Count,Flagged,notes,fecal.sample.number,gut.sample.number,adultworm.count,larvalworm.count,notes.dissection,PLATE,WELL,treatment_code,treatment_group,time_point,pathogen_status,sex,Exp_Type
f22,22,1,60,0,0,0,A- T- P-,0,M,0.52,520,34,1.323020558,0,0,0,NA,f22,g22,NA,NA,NA,P6,F1,NA,Control,60,Unexposed,M,No prior stressor(s)
f23,23,1,60,0,0,0,A- T- P-,0,F,NA,0,NA,#DIV/0!,0,0,0,"Fecal sample, no weight, gut sample confirm",f23,g23,NA,NA,NA,P6,G1,NA,Control,60,Unexposed,F,No prior stressor(s)
f24,24,1,60,0,0,0,A- T- P-,0,M,0.47,470,36,1.007373114,0,0,0,NA,f24,g24,NA,NA,NA,P6,H1,NA,Control,60,Unexposed,M,No prior stressor(s)
f25,25,1,60,0,0,0,A- T- P-,0,M,0.4,400,35,0.932944606,0,0,0,NA,f25,g25,NA,NA,NA,P6,A2,NA,Control,60,Unexposed,M,No prior stressor(s)
f26,26,1,60,0,0,0,A- T- P-,0,NA,0.5,500,36,1.071673525,0,0,0,"Fecal sample, weight, no gut sample",f26,g26,NA,NA,NA,P6,B2,NA,Control,60,Unexposed,NA,No prior stressor(s)
f27,27,1,60,0,0,0,A- T- P-,0,M,0.61,610,39,1.028338306,0,0,0,NA,f27,g27,NA,NA,NA,P6,C2,NA,Control,60,Unexposed,M,No prior stressor(s)
f28,28,1,60,0,0,0,A- T- P-,0,M,0.39,390,34,0.992265418,0,0,0,NA,f28,g28,NA,NA,NA,P6,D2,NA,Control,60,Unexposed,M,No prior stressor(s)
f29,29,1,60,0,0,0,A- T- P-,0,M,0.39,390,33,1.08523249,0,0,1,"maybe fish 83, fish jumped into fish 29's tank. Same treatment",f29,g29,NA,NA,NA,P6,E2,NA,Control,60,Unexposed,M,No prior stressor(s)
f30,30,1,60,0,0,0,A- T- P-,0,M,0.42,420,34,1.068593527,0,0,0,NA,f30,g30,NA,NA,NA,P6,F2,NA,Control,60,Unexposed,M,No prior stressor(s)
f51,51,2,60,0,0,0,A- T- P-,0,F,0.42,420,34,1.068593527,0,0,0,NA,f51,g51,NA,NA,NA,P6,G2,NA,Control,60,Unexposed,F,No prior stressor(s)
f81,81,3,60,0,0,0,A- T- P-,0,M,0.36,360,34,0.915937309,0,0,0,NA,f81,g81,NA,NA,NA,P6,H2,NA,Control,60,Unexposed,M,No prior stressor(s)
f82,82,3,60,0,0,0,A- T- P-,0,F,0.56,560,36,1.200274348,0,0,0,NA,f82,g82,NA,NA,NA,P6,A3,NA,Control,60,Unexposed,F,No prior stressor(s)
f83,83,3,60,0,0,0,A- T- P-,0,F,0.47,470,34,1.195807043,0,0,1,"Maybe fish.id 29, fish jumped into another tank. Same treatment",f83,g83,NA,NA,NA,P6,B3,NA,Control,60,Unexposed,F,No prior stressor(s)
f84,84,3,60,0,0,0,A- T- P-,0,M,0.59,590,39,0.994622296,0,0,0,NA,f84,g84,NA,NA,NA,P6,C3,NA,Control,60,Unexposed,M,No prior stressor(s)
f85,85,3,60,0,0,0,A- T- P-,0,F,0.41,410,35,0.956268222,0,0,0,NA,f85,g85,NA,NA,NA,P6,D3,NA,Control,60,Unexposed,F,No prior stressor(s)
f86,86,3,60,0,0,0,A- T- P-,0,M,0.41,410,33,1.140885438,0,0,0,NA,f86,g86,NA,NA,NA,P6,E3,NA,Control,60,Unexposed,M,No prior stressor(s)
f87,87,3,60,0,0,0,A- T- P-,0,F,0.51,510,34,1.297577855,0,0,0,NA,f87,g87,NA,NA,NA,P6,F3,NA,Control,60,Unexposed,F,No prior stressor(s)
f88,88,3,60,0,0,0,A- T- P-,0,F,0.7,700,39,1.180060352,0,0,0,NA,f88,g88,NA,NA,NA,P6,G3,NA,Control,60,Unexposed,F,No prior stressor(s)
f89,89,3,60,0,0,0,A- T- P-,0,F,0.51,510,36,1.093106996,0,0,0,NA,f89,g89,NA,NA,NA,P6,H3,NA,Control,60,Unexposed,F,No prior stressor(s)
f90,90,3,60,0,0,0,A- T- P-,0,F,0.47,470,35.5,1.050540497,0,0,0,NA,f90,g90,NA,NA,NA,P6,A4,NA,Control,60,Unexposed,F,No prior stressor(s)
f111,111,4,60,0,0,1,A- T- P+,0,F,0.59,590,37,1.16478787,0,2,0,NA,f111,g111,2,0,2 Worms,P6,B4,NA,Parasite,60,Exposed,F,No prior stressor(s)
f112,112,4,60,0,0,1,A- T- P+,0,M,0.46,460,36,0.985939643,0,2,0,NA,f112,g112,2,0,2 Worms,P6,C4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f113,113,4,60,0,0,1,A- T- P+,0,NA,0.54,540,36,1.157407407,0,4,0,"Fecal sample, weight, no gut sample",f113,g113,4,0,4 Worms,P6,D4,NA,Parasite,60,Exposed,NA,No prior stressor(s)
f114,114,4,60,0,0,1,A- T- P+,0,M,0.36,360,34,0.915937309,0,5,0,NA,f114,g114,5,0,5 Worms,P6,E4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f115,115,4,60,0,0,1,A- T- P+,0,F,0.3,300,30,1.111111111,0,1,0,NA,f115,g115,1,0,1 Worm,P6,F4,NA,Parasite,60,Exposed,F,No prior stressor(s)
f116,116,4,60,0,0,1,A- T- P+,0,NA,0.39,390,34.5,0.949745669,0,3,0,"Fecal sample, weight, no gut sample",f116,g116,3,0,3 Worms,P6,G4,NA,Parasite,60,Exposed,NA,No prior stressor(s)
f117,117,4,60,0,0,1,A- T- P+,0,M,0.43,430,36,0.921639232,0,2,0,NA,f117,g117,2,0,2 Worms,P6,H4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f118,118,4,60,0,0,1,A- T- P+,0,F,0.28,280,31,0.939881172,0,34,0,NA,f118,g118,34,0,34 Worms,P6,A5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f119,119,4,60,0,0,1,A- T- P+,0,F,0.43,430,35,1.002915452,0,8,0,NA,f119,g119,8,0,8 Worms,P6,B5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f141,141,5,60,0,0,1,A- T- P+,0,F,0.46,460,34,1.17036434,0,7,0,NA,f141,g141,7,0,7 Worms,P6,C5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f142,142,5,60,0,0,1,A- T- P+,0,F,0.7,700,40,1.09375,0,0,0,NA,f142,g142,NA,NA,NA,P6,D5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f143,143,5,60,0,0,1,A- T- P+,0,M,0.5,500,35,1.166180758,0,1,0,NA,f143,g143,1,0,1 Worm,P6,E5,NA,Parasite,60,Exposed,M,No prior stressor(s)
f144,144,5,60,0,0,1,A- T- P+,0,M,0.4,400,35,0.932944606,0,2,0,NA,f144,g144,2,0,2 Worms,P6,F5,NA,Parasite,60,Exposed,M,No prior stressor(s)
f145,145,5,60,0,0,1,A- T- P+,0,M,0.34,340,34,0.865051903,0,4,0,NA,f145,g145,4,0,4 Worms,P6,G5,NA,Parasite,60,Exposed,M,No prior stressor(s)
f146,146,5,60,0,0,1,A- T- P+,0,F,0.63,630,37,1.24375654,0,0,0,NA,f146,g146,NA,NA,NA,P6,H5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f147,147,5,60,0,0,1,A- T- P+,0,NA,0.57,570,37,1.125303536,0,5,0,"Fecal sample, weight, no gut sample",f147,g147,5,0,5 Worms,P6,A6,NA,Parasite,60,Exposed,NA,No prior stressor(s)
f171,171,6,60,0,0,1,A- T- P+,0,M,0.45,450,34,1.144921636,0,26,0,NA,f171,g171,26,0,26 Worms,P6,B6,NA,Parasite,60,Exposed,M,No prior stressor(s)
f172,172,6,60,0,0,1,A- T- P+,0,M,0.49,490,36,1.050240055,0,3,0,NA,f172,g172,3,0,3 Worms,P6,C6,NA,Parasite,60,Exposed,M,No prior stressor(s)
f173,173,6,60,0,0,1,A- T- P+,0,F,0.2,200,29,0.820041822,0,2,0,NA,f173,g173,2,0,2 Worms,P6,D6,NA,Parasite,60,Exposed,F,No prior stressor(s)
f174,174,6,60,0,0,1,A- T- P+,0,M,0.39,390,35,0.909620991,0,3,0,NA,f174,g174,3,0,3 Worms,P6,E6,NA,Parasite,60,Exposed,M,No prior stressor(s)
f175,175,6,60,0,0,1,A- T- P+,0,F,0.45,450,34,1.144921636,0,1,0,NA,f175,g175,1,0,1 Worm,P6,F6,NA,Parasite,60,Exposed,F,No prior stressor(s)
f176,176,6,60,0,0,1,A- T- P+,0,M,0.54,540,36,1.157407407,0,5,0,NA,f176,g176,5,0,5 Worms,P6,G6,NA,Parasite,60,Exposed,M,No prior stressor(s)
f177,177,6,60,0,0,1,A- T- P+,0,M,0.37,370,34,0.941380012,0,0,0,NA,f177,g177,NA,NA,NA,P6,H6,NA,Parasite,60,Exposed,M,No prior stressor(s)
f178,178,6,60,0,0,1,A- T- P+,0,M,0.5,500,35,1.166180758,0,5,0,NA,f178,g178,5,0,5 Worms,P6,A7,NA,Parasite,60,Exposed,M,No prior stressor(s)
f201,201,7,60,0,1,0,A- T+ P-,1,F,0.52,520,36,1.114540466,0,0,0,NA,f201,g201,NA,NA,NA,P6,B7,NA,Temperature,60,Unexposed,F,Temperature
f202,202,7,60,0,1,0,A- T+ P-,1,F,0.47,470,35,1.096209913,0,0,0,NA,f202,g202,NA,NA,NA,P6,C7,NA,Temperature,60,Unexposed,F,Temperature
f203,203,7,60,0,1,0,A- T+ P-,1,M,0.37,370,33,1.029579542,0,0,0,NA,f203,g203,NA,NA,NA,P6,D7,NA,Temperature,60,Unexposed,M,Temperature
f204,204,7,60,0,1,0,A- T+ P-,1,M,0.44,440,34,1.119478933,0,0,0,NA,f204,g204,NA,NA,NA,P6,E7,NA,Temperature,60,Unexposed,M,Temperature
f205,205,7,60,0,1,0,A- T+ P-,1,F,0.64,640,39,1.078912322,0,0,0,NA,f205,g205,NA,NA,NA,P6,F7,NA,Temperature,60,Unexposed,F,Temperature
f231,231,8,60,0,1,0,A- T+ P-,1,M,0.42,420,34,1.068593527,0,0,0,NA,f231,g231,NA,NA,NA,P6,G7,NA,Temperature,60,Unexposed,M,Temperature
f232,232,8,60,0,1,0,A- T+ P-,1,F,0.62,620,36,1.328875171,0,0,0,NA,f232,g232,NA,NA,NA,P6,H7,NA,Temperature,60,Unexposed,F,Temperature
f233,233,8,60,0,1,0,A- T+ P-,1,F,0.49,490,36,1.050240055,0,0,0,NA,f233,g233,NA,NA,NA,P6,A8,NA,Temperature,60,Unexposed,F,Temperature
f261,261,9,60,0,1,0,A- T+ P-,1,F,0.59,590,38,1.075229625,0,0,0,NA,f261,g261,NA,NA,NA,P6,B8,NA,Temperature,60,Unexposed,F,Temperature
f262,262,9,60,0,1,0,A- T+ P-,1,F,0.38,380,32,1.159667969,0,0,0,NA,f262,g262,NA,NA,NA,P6,C8,NA,Temperature,60,Unexposed,F,Temperature
f263,263,9,60,0,1,0,A- T+ P-,1,F,0.44,440,33,1.224364861,0,0,0,NA,f263,g263,NA,NA,NA,P6,D8,NA,Temperature,60,Unexposed,F,Temperature
f291,291,10,60,0,1,1,A- T+ P+,1,M,0.39,390,35,0.909620991,0,1,0,NA,f291,g291,1,0,1 Worm,P6,E8,NA,Temperature_Parasite,60,Exposed,M,Temperature
f321,321,11,60,0,1,1,A- T+ P+,1,F,0.56,560,36,1.200274348,0,0,0,NA,f321,g321,NA,NA,NA,P6,F8,NA,Temperature_Parasite,60,Exposed,F,Temperature
f322,322,11,60,0,1,1,A- T+ P+,1,F,0.51,510,38,0.929435778,0,0,0,NA,f322,g322,NA,NA,NA,P6,G8,NA,Temperature_Parasite,60,Exposed,F,Temperature
f323,323,11,60,0,1,1,A- T+ P+,1,F,0.33,330,32,1.007080078,0,2,0,NA,f323,g323,2,0,2 Worms,P6,H8,NA,Temperature_Parasite,60,Exposed,F,Temperature
f324,324,11,60,0,1,1,A- T+ P+,1,M,0.31,310,32,0.946044922,0,0,0,NA,f324,g324,NA,NA,NA,P6,A9,NA,Temperature_Parasite,60,Exposed,M,Temperature
f325,325,11,60,0,1,1,A- T+ P+,1,M,0.44,440,31,1.476956128,0,2,0,NA,f325,g325,2,0,2 Worms,P6,B9,NA,Temperature_Parasite,60,Exposed,M,Temperature
f326,326,11,60,0,1,1,A- T+ P+,1,F,0.54,540,36,1.157407407,0,4,0,NA,f326,g326,4,0,5 Worms,P6,C9,NA,Temperature_Parasite,60,Exposed,F,Temperature
f327,327,11,60,0,1,1,A- T+ P+,1,M,0.35,350,33,0.973926594,0,2,0,NA,f327,g327,2,0,2 Worms,P6,D9,NA,Temperature_Parasite,60,Exposed,M,Temperature
f328,328,11,60,0,1,1,A- T+ P+,1,F,0.43,430,34,1.09403623,0,2,0,NA,f328,g328,2,0,2 Worms,P6,E9,NA,Temperature_Parasite,60,Exposed,F,Temperature
f329,329,11,60,0,1,1,A- T+ P+,1,M,0.12,120,29,0.492025093,0,0,0,NA,f329,g329,NA,NA,NA,P6,F9,NA,Temperature_Parasite,60,Exposed,M,Temperature
f330,330,11,60,0,1,1,A- T+ P+,1,M,0.4,400,34,1.017708121,0,0,0,NA,f330,g330,NA,NA,NA,P6,G9,NA,Temperature_Parasite,60,Exposed,M,Temperature
f351,351,12,60,0,1,1,A- T+ P+,1,F,0.6,600,38,1.093453856,0,4,0,NA,f351,g351,4,0,4 Worms,P6,H9,NA,Temperature_Parasite,60,Exposed,F,Temperature
f352,352,12,60,0,1,1,A- T+ P+,1,M,0.4,400,35,0.932944606,0,12,0,NA,f352,g352,12,0,12 Worms,P6,A10,NA,Temperature_Parasite,60,Exposed,M,Temperature
f353,353,12,60,0,1,1,A- T+ P+,1,M,0.41,410,34,1.043150824,0,6,0,NA,f353,g353,6,0,6 Worms,P6,B10,NA,Temperature_Parasite,60,Exposed,M,Temperature
f354,354,12,60,0,1,1,A- T+ P+,1,M,0.46,460,32,1.403808594,0,2,0,NA,f354,g354,2,0,2 Worms,P6,C10,NA,Temperature_Parasite,60,Exposed,M,Temperature
f355,355,12,60,0,1,1,A- T+ P+,1,M,0.45,450,35,1.049562682,0,15,0,NA,f355,g355,15,0,15 Worms,P6,D10,NA,Temperature_Parasite,60,Exposed,M,Temperature
f356,356,12,60,0,1,1,A- T+ P+,1,M,0.39,390,34,0.992265418,0,6,0,NA,f356,g356,6,0,6 Worms,P6,E10,NA,Temperature_Parasite,60,Exposed,M,Temperature
f381,381,13,60,1,0,0,A+ T- P-,1,M,0.36,360,32,1.098632813,0,0,0,NA,f381,g381,NA,NA,NA,P6,F10,NA,Antibiotics,60,Unexposed,M,Antibiotics
f411,411,14,60,1,0,0,A+ T- P-,1,F,0.73,730,39,1.230634367,0,0,0,NA,f411,g411,NA,NA,NA,P6,G10,NA,Antibiotics,60,Unexposed,F,Antibiotics
f412,412,14,60,1,0,0,A+ T- P-,1,F,0.56,560,36,1.200274348,0,0,0,NA,f412,g412,NA,NA,NA,P6,H10,NA,Antibiotics,60,Unexposed,F,Antibiotics
f413,413,14,60,1,0,0,A+ T- P-,1,M,0.49,490,36,1.050240055,0,0,0,NA,f413,g413,NA,NA,NA,P6,A11,NA,Antibiotics,60,Unexposed,M,Antibiotics
f414,414,14,60,1,0,0,A+ T- P-,1,F,0.62,620,38,1.129902318,0,0,0,NA,f414,g414,NA,NA,NA,P6,B11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f415,415,14,60,1,0,0,A+ T- P-,1,M,0.48,480,36,1.028806584,0,0,0,NA,f415,g415,NA,NA,NA,P6,C11,NA,Antibiotics,60,Unexposed,M,Antibiotics
f416,416,14,60,1,0,0,A+ T- P-,1,F,0.66,660,37,1.302983041,0,0,0,NA,f416,g416,NA,NA,NA,P6,D11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f441,441,15,60,1,0,0,A+ T- P-,1,F,0.6,600,37,1.184530038,0,0,0,NA,f441,g441,NA,NA,441a Fish ID,P6,E11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f442,442,15,60,1,0,0,A+ T- P-,1,F,0.72,720,39,1.213776362,0,0,0,NA,f442,g442,NA,NA,NA,P6,F11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f443,443,15,60,1,0,0,A+ T- P-,1,F,0.39,390,32,1.190185547,0,0,0,NA,f443,g443,NA,NA,NA,P6,G11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f444,444,15,60,1,0,0,A+ T- P-,1,F,0.48,480,34,1.221249746,0,0,0,NA,f444,g444,NA,NA,NA,P6,H11,NA,Antibiotics,60,Unexposed,F,Antibiotics
f445,445,15,60,1,0,0,A+ T- P-,1,F,0.47,470,35,1.096209913,0,0,0,NA,f445,g445,NA,NA,NA,P6,A12,NA,Antibiotics,60,Unexposed,F,Antibiotics
f446,446,15,60,1,0,0,A+ T- P-,1,M,0.47,470,35,1.096209913,0,0,0,NA,f446,g446,NA,NA,NA,P6,B12,NA,Antibiotics,60,Unexposed,M,Antibiotics
f447,447,15,60,1,0,0,A+ T- P-,1,F,0.91,910,35,2.12244898,0,0,0,NA,f447,g447,NA,NA,NA,P6,C12,NA,Antibiotics,60,Unexposed,F,Antibiotics
f448,448,15,60,1,0,0,A+ T- P-,1,M,NA,0,NA,#DIV/0!,0,0,0,"Fecal sample, no weight, gut sample confirm",f448,g448,NA,NA,NA,P6,D12,NA,Antibiotics,60,Unexposed,M,Antibiotics
f449,449,15,60,1,0,0,A+ T- P-,1,F,0.37,370,33,1.029579542,0,0,0,NA,f449,g449,NA,NA,NA,P6,E12,NA,Antibiotics,60,Unexposed,F,Antibiotics
f471,471,16,60,1,0,1,A+ T- P+,1,M,0.44,440,34,1.119478933,0,1,0,NA,f471,g471,1,0,1 Worm,P6,F12,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f472,472,16,60,1,0,1,A+ T- P+,1,F,0.44,440,32,1.342773438,0,0,0,NA,f472,g472,NA,NA,NA,P6,G12,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f473,473,16,60,1,0,1,A+ T- P+,1,M,0.46,460,35,1.072886297,0,1,0,NA,f473,g473,1,0,1 Worm,P7,B1,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f474,474,16,60,1,0,1,A+ T- P+,1,F,0.42,420,34,1.068593527,0,0,0,NA,f474,g474,NA,NA,NA,P7,C1,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f475,475,16,60,1,0,1,A+ T- P+,1,M,0.47,470,37,0.927881863,0,0,0,NA,f475,g475,NA,NA,NA,P7,D1,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f476,476,16,60,1,0,1,A+ T- P+,1,M,0.48,480,36,1.028806584,0,3,0,NA,f476,g476,3,0,3 Worms,P7,E1,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f477,477,16,60,1,0,1,A+ T- P+,1,M,0.38,380,34,0.966822715,0,2,0,NA,f477,g477,2,0,2 Worms,P7,F1,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f478,478,16,60,1,0,1,A+ T- P+,1,F,0.67,670,37,1.322725209,0,0,0,NA,f478,g478,NA,NA,NA,P7,G1,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f479,479,16,60,1,0,1,A+ T- P+,1,M,0.52,520,36,1.114540466,0,2,0,NA,f479,g479,2,0,2 Worms,P7,H1,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f501,501,17,60,1,0,1,A+ T- P+,1,F,0.63,630,39,1.062054316,0,1,0,NA,f501,g501,1,0,1 Worm,P7,A2,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f502,502,17,60,1,0,1,A+ T- P+,1,M,0.43,430,35,1.002915452,0,0,0,NA,f502,g502,NA,NA,NA,P7,B2,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f503,503,17,60,1,0,1,A+ T- P+,1,M,0.48,480,36,1.028806584,0,1,0,NA,f503,g503,1,0,1 Worm,P7,C2,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f504,504,17,60,1,0,1,A+ T- P+,1,M,0.45,450,37,0.888397528,0,7,0,NA,f504,g504,7,0,7 Worms,P7,D2,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f505,505,17,60,1,0,1,A+ T- P+,1,F,0.54,540,35,1.259475219,0,3,0,NA,f505,g505,3,0,3 Worms,P7,E2,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f506,506,17,60,1,0,1,A+ T- P+,1,F,0.56,560,39,0.944048281,0,1,0,NA,f506,g506,1,0,1 Worm,P7,F2,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f507,507,17,60,1,0,1,A+ T- P+,1,F,0.52,520,40,0.8125,0,0,0,NA,f507,g507,NA,NA,NA,P7,G2,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f508,508,17,60,1,0,1,A+ T- P+,1,M,0.51,510,35,1.189504373,0,2,0,NA,f508,g508,2,0,2 Worms,P7,H2,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f531,531,18,60,1,0,1,A+ T- P+,1,M,0.33,330,32,1.007080078,0,0,0,NA,f531,g531,NA,NA,NA,P7,A3,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f532,532,18,60,1,0,1,A+ T- P+,1,M,0.39,390,35,0.909620991,0,1,0,NA,f532,g532,1,0,1 Worm,P7,B3,NA,Antibiotics_Parasite,60,Exposed,M,Antibiotics
f533,533,18,60,1,0,1,A+ T- P+,1,F,0.44,440,37,0.868655361,0,1,0,NA,f533,g533,1,0,1 Worm,P7,C3,NA,Antibiotics_Parasite,60,Exposed,F,Antibiotics
f561,561,19,60,1,1,0,A+ T+ P-,2,F,0.68,680,38,1.239247704,0,0,0,NA,f561,g561,NA,NA,NA,P7,D3,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f562,562,19,60,1,1,0,A+ T+ P-,2,F,0.55,550,37,1.085819201,0,0,0,NA,f562,g562,NA,NA,NA,P7,E3,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f621,621,21,60,1,1,0,A+ T+ P-,2,F,0.49,490,33,1.363497231,0,0,0,NA,f621,g621,NA,NA,NA,P7,F3,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f622,622,21,60,1,1,0,A+ T+ P-,2,F,0.61,610,37,1.204272205,0,0,0,NA,f622,g622,NA,NA,NA,P7,G3,NA,Antibiotics_Temperature,60,Unexposed,F,Combined
f651,651,22,60,1,1,1,A+ T+ P+,2,F,0.69,690,38,1.257471935,0,2,0,NA,f651,g651,2,0,2 Worms,P7,H3,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f652,652,22,60,1,1,1,A+ T+ P+,2,M,0.29,290,36,0.621570645,0,2,0,NA,f652,g652,2,0,2 Worms,P7,A4,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f653,653,22,60,1,1,1,A+ T+ P+,2,F,0.39,390,34,0.992265418,0,5,0,NA,f653,g653,5,0,5 Worms,P7,B4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f654,654,22,60,1,1,1,A+ T+ P+,2,F,0.42,420,34,1.068593527,0,1,0,NA,f654,g654,1,0,1 Worm,P7,C4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f655,655,22,60,1,1,1,A+ T+ P+,2,F,0.48,480,36,1.028806584,0,3,0,NA,f655,g655,3,0,3 Worms,P7,D4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f656,656,22,60,1,1,1,A+ T+ P+,2,F,0.62,620,38,1.129902318,0,0,0,NA,f656,g656,NA,NA,NA,P7,E4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f657,657,22,60,1,1,1,A+ T+ P+,2,M,0.24,240,31,0.805612433,0,2,0,NA,f657,g657,2,0,2 Worms,P7,F4,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f658,658,22,60,1,1,1,A+ T+ P+,2,M,0.33,330,34,0.8396092,0,7,0,NA,f658,g658,7,0,7 Worms,P7,G4,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
f681,681,23,60,1,1,1,A+ T+ P+,2,F,0.43,430,33,1.196538387,0,6,0,NA,f681,g681,6,0,6 Worms,P7,H4,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f682,682,23,60,1,1,1,A+ T+ P+,2,F,0.44,440,37,0.868655361,0,5,0,NA,f682,g682,5,0,5 Worms,P7,A5,NA,Antibiotics_Temperature_Parasite,60,Exposed,F,Combined
f683,683,23,60,1,1,1,A+ T+ P+,2,M,0.4,400,35,0.932944606,0,2,0,NA,f683,g683,2,0,2 Worm,P7,B5,NA,Antibiotics_Temperature_Parasite,60,Exposed,M,Combined
