.sample_name,Sample,Tank.ID,Time,Antibiotics,Temperature,Pathogen,Treatment,History,Sex,Weight.g,Weight.mg,Length.mm,Body.Size,Mortality,Total.Worm.Count,Flagged,notes,fecal.sample.number,gut.sample.number,adultworm.count,larvalworm.count,notes.dissection,PLATE,WELL,treatment_code,treatment_group,time_point,pathogen_status,sex,Exp_Type
f577,577,20,18,1,1,0,A+ T+ P-,2,F,0.72,720,40,1.125,0,0,0,NA,f577,g577,NA,NA,NA,P3,G2,NA,Antibiotics_Temperature,18,Unexposed,F,Combined
f578,578,20,18,1,1,0,A+ T+ P-,2,F,0.6,600,37,1.184530038,0,0,0,NA,f578,g578,NA,NA,Full Gut,P3,H2,NA,Antibiotics_Temperature,18,Unexposed,F,Combined
f579,579,20,18,1,1,0,A+ T+ P-,2,M,0.3,300,32,0.915527344,0,0,0,NA,f579,g579,NA,NA,NA,P3,A3,NA,Antibiotics_Temperature,18,Unexposed,M,Combined
f607,607,21,18,1,1,0,A+ T+ P-,2,F,0.55,550,40,0.859375,0,0,0,NA,f607,g607,NA,NA,NA,P3,B3,NA,Antibiotics_Temperature,18,Unexposed,F,Combined
f608,608,21,18,1,1,0,A+ T+ P-,2,F,0.4,400,38,0.728969237,0,0,0,NA,f608,g608,NA,NA,Full Gut,P3,C3,NA,Antibiotics_Temperature,18,Unexposed,F,Combined
f609,609,21,18,1,1,0,A+ T+ P-,2,F,0.42,420,40,0.65625,0,0,0,NA,f609,g609,NA,NA,Full Gut,P3,D3,NA,Antibiotics_Temperature,18,Unexposed,F,Combined
f637,637,22,18,1,1,1,A+ T+ P+,2,F,0.26,260,28,1.184402332,0,0,0,NA,f637,g637,NA,NA,Full Gut,P3,E3,NA,Antibiotics_Temperature_Parasite,18,Exposed,F,Combined
f638,638,22,18,1,1,1,A+ T+ P+,2,M,0.38,380,34,0.966822715,0,0,0,NA,f638,g638,NA,NA,1/2 Full gut,P3,F3,NA,Antibiotics_Temperature_Parasite,18,Exposed,M,Combined
f639,639,22,18,1,1,1,A+ T+ P+,2,M,0.42,420,34,1.068593527,0,0,0,NA,f639,g639,NA,NA,Full Gut,P3,G3,NA,Antibiotics_Temperature_Parasite,18,Exposed,M,Combined
f667,667,23,18,1,1,1,A+ T+ P+,2,F,0.52,520,35,1.212827988,0,0,0,NA,f667,g667,NA,NA,NA,P3,H3,NA,Antibiotics_Temperature_Parasite,18,Exposed,F,Combined
f668,668,23,18,1,1,1,A+ T+ P+,2,F,0.54,540,37,1.066077034,0,0,0,NA,f668,g668,NA,NA,1/2 Full gut,P3,A4,NA,Antibiotics_Temperature_Parasite,18,Exposed,F,Combined
f669,669,23,18,1,1,1,A+ T+ P+,2,M,0.4,400,33,1.113058964,0,0,0,NA,f669,g669,NA,NA,Full Gut,P3,B4,NA,Antibiotics_Temperature_Parasite,18,Exposed,M,Combined
f697,697,24,18,1,1,1,A+ T+ P+,2,F,0.55,550,31,1.84619516,0,0,0,NA,f697,g697,NA,NA,Full Gut,P3,C4,NA,Antibiotics_Temperature_Parasite,18,Exposed,F,Combined
f698,698,24,18,1,1,1,A+ T+ P+,2,F,0.45,450,35,1.049562682,0,0,0,NA,f698,g698,NA,NA,Full Gut,P3,D4,NA,Antibiotics_Temperature_Parasite,18,Exposed,F,Combined
f699,699,24,18,1,1,1,A+ T+ P+,2,M,0.58,580,37,1.145045703,0,0,0,NA,f699,g699,NA,NA,Full Gut,P3,E4,NA,Antibiotics_Temperature_Parasite,18,Exposed,M,Combined
f10,10,1,25,0,0,0,A- T- P-,0,M,0.41,410,34,1.043150824,0,0,0,NA,f10,g10,NA,NA,NA,P3,F4,NA,Control,25,Unexposed,M,No prior stressor(s)
f11,11,1,25,0,0,0,A- T- P-,0,F,0.45,450,34,1.144921636,0,0,0,NA,f11,g11,NA,NA,NA,P3,G4,NA,Control,25,Unexposed,F,No prior stressor(s)
f12,12,1,25,0,0,0,A- T- P-,0,M,0.41,410,35,0.956268222,0,0,0,NA,f12,g12,NA,NA,NA,P3,H4,NA,Control,25,Unexposed,M,No prior stressor(s)
f40,40,2,25,0,0,0,A- T- P-,0,F,0.52,520,36,1.114540466,0,0,0,NA,f40,g40,NA,NA,NA,P3,A5,NA,Control,25,Unexposed,F,No prior stressor(s)
f41,41,2,25,0,0,0,A- T- P-,0,F,0.42,420,35,0.979591837,0,0,0,NA,f41,g41,NA,NA,NA,P3,B5,NA,Control,25,Unexposed,F,No prior stressor(s)
f42,42,2,25,0,0,0,A- T- P-,0,F,0.34,340,34,0.865051903,0,0,0,NA,f42,g42,NA,NA,NA,P3,C5,NA,Control,25,Unexposed,F,No prior stressor(s)
f70,70,3,25,0,0,0,A- T- P-,0,F,0.91,910,42,1.228269085,0,0,0,NA,f70,g70,NA,NA,NA,P3,D5,NA,Control,25,Unexposed,F,No prior stressor(s)
f71,71,3,25,0,0,0,A- T- P-,0,M,0.44,440,37,0.868655361,0,0,0,NA,f71,g71,NA,NA,NA,P3,E5,NA,Control,25,Unexposed,M,No prior stressor(s)
f72,72,3,25,0,0,0,A- T- P-,0,F,0.54,540,35,1.259475219,0,0,0,NA,f72,g72,NA,NA,NA,P3,F5,NA,Control,25,Unexposed,F,No prior stressor(s)
f100,100,4,25,0,0,1,A- T- P+,0,F,0.39,390,35,0.909620991,0,0,0,NA,f100,g100,NA,NA,NA,P3,G5,NA,Parasite,25,Exposed,F,No prior stressor(s)
f101,101,4,25,0,0,1,A- T- P+,0,M,0.44,440,36,0.943072702,0,0,0,NA,f101,g101,NA,NA,NA,P3,H5,NA,Parasite,25,Exposed,M,No prior stressor(s)
f102,102,4,25,0,0,1,A- T- P+,0,F,0.49,490,36,1.050240055,0,0,0,NA,f102,g102,NA,NA,NA,P3,A6,NA,Parasite,25,Exposed,F,No prior stressor(s)
f130,130,5,25,0,0,1,A- T- P+,0,NA,0.41,410,34,1.043150824,0,0,0,"Fecal sample, weight, no gut sample",f130,g130,NA,NA,NA,P3,B6,NA,Parasite,25,Exposed,NA,No prior stressor(s)
f131,131,5,25,0,0,1,A- T- P+,0,F,0.65,650,37,1.283240874,0,0,0,NA,f131,g131,NA,NA,NA,P3,C6,NA,Parasite,25,Exposed,F,No prior stressor(s)
f132,132,5,25,0,0,1,A- T- P+,0,M,0.38,380,34,0.966822715,0,0,0,NA,f132,g132,NA,NA,NA,P3,D6,NA,Parasite,25,Exposed,M,No prior stressor(s)
f160,160,6,25,0,0,1,A- T- P+,0,M,0.42,420,35,0.979591837,0,0,0,NA,f160,g160,NA,NA,NA,P3,E6,NA,Parasite,25,Exposed,M,No prior stressor(s)
f161,161,6,25,0,0,1,A- T- P+,0,F,0.55,550,38,1.002332702,0,0,0,NA,f161,g161,NA,NA,NA,P3,F6,NA,Parasite,25,Exposed,F,No prior stressor(s)
f162,162,6,25,0,0,1,A- T- P+,0,M,0.48,480,37,0.94762403,0,0,0,NA,f162,g162,NA,NA,NA,P3,G6,NA,Parasite,25,Exposed,M,No prior stressor(s)
f190,190,7,25,0,1,0,A- T+ P-,1,F,0.4,400,34,1.017708121,0,0,0,NA,f190,g190,NA,NA,NA,P3,H6,NA,Temperature,25,Unexposed,F,Temperature
f191,191,7,25,0,1,0,A- T+ P-,1,F,0.54,540,36,1.157407407,0,0,0,NA,f191,g191,NA,NA,NA,P3,A7,NA,Temperature,25,Unexposed,F,Temperature
f192,192,7,25,0,1,0,A- T+ P-,1,M,0.32,320,33,0.890447171,0,0,0,NA,f192,g192,NA,NA,NA,P3,B7,NA,Temperature,25,Unexposed,M,Temperature
f220,220,8,25,0,1,0,A- T+ P-,1,M,0.39,390,36,0.83590535,0,0,0,NA,f220,g220,NA,NA,NA,P3,C7,NA,Temperature,25,Unexposed,M,Temperature
f221,221,8,25,0,1,0,A- T+ P-,1,F,0.53,530,36,1.135973937,0,0,0,NA,f221,g221,NA,NA,NA,P3,D7,NA,Temperature,25,Unexposed,F,Temperature
f222,222,8,25,0,1,0,A- T+ P-,1,NA,0.54,540,37,1.066077034,0,0,0,"Fecal sample, weight, gut sample, no sex",f222,g222,NA,NA,Sex undetermined,P3,E7,NA,Temperature,25,Unexposed,NA,Temperature
f250,250,9,25,0,1,0,A- T+ P-,1,M,0.39,390,35,0.909620991,0,0,0,NA,f250,g250,NA,NA,NA,P3,F7,NA,Temperature,25,Unexposed,M,Temperature
f251,251,9,25,0,1,0,A- T+ P-,1,F,0.35,350,33,0.973926594,0,0,1,"2 fish in one cup,might have swapped 251 with 461. Different treatment",f251,g251,NA,NA,NA,P3,G7,NA,Temperature,25,Unexposed,F,Temperature
f252,252,9,25,0,1,0,A- T+ P-,1,M,0.34,340,35,0.793002915,0,0,0,NA,f252,g252,NA,NA,NA,P3,H7,NA,Temperature,25,Unexposed,M,Temperature
f280,280,10,25,0,1,1,A- T+ P+,1,M,0.36,360,35,0.839650146,0,0,0,NA,f280,g280,NA,NA,NA,P3,A8,NA,Temperature_Parasite,25,Exposed,M,Temperature
f281,281,10,25,0,1,1,A- T+ P+,1,F,0.57,570,36,1.221707819,0,0,0,NA,f281,g281,NA,NA,NA,P3,B8,NA,Temperature_Parasite,25,Exposed,F,Temperature
f282,282,10,25,0,1,1,A- T+ P+,1,M,0.39,390,35,0.909620991,0,0,0,NA,f282,g282,NA,NA,NA,P3,C8,NA,Temperature_Parasite,25,Exposed,M,Temperature
f310,310,11,25,0,1,1,A- T+ P+,1,F,0.53,530,36,1.135973937,0,0,0,NA,f310,g310,NA,NA,NA,P3,D8,NA,Temperature_Parasite,25,Exposed,F,Temperature
f311,311,11,25,0,1,1,A- T+ P+,1,M,0.5,500,37,0.987108365,0,0,0,NA,f311,g311,NA,NA,Full of food,P3,E8,NA,Temperature_Parasite,25,Exposed,M,Temperature
f312,312,11,25,0,1,1,A- T+ P+,1,M,0.37,370,35,0.862973761,0,0,0,NA,f312,g312,NA,NA,Full of food,P3,F8,NA,Temperature_Parasite,25,Exposed,M,Temperature
f340,340,12,25,0,1,1,A- T+ P+,1,F,0.33,330,31,1.107717096,0,0,0,NA,f340,g340,NA,NA,Full of food,P3,G8,NA,Temperature_Parasite,25,Exposed,F,Temperature
f341,341,12,25,0,1,1,A- T+ P+,1,M,0.46,460,36,0.985939643,0,0,0,NA,f341,g341,NA,NA,Full of food,P3,H8,NA,Temperature_Parasite,25,Exposed,M,Temperature
f342,342,12,25,0,1,1,A- T+ P+,1,F,0.64,640,38,1.16635078,0,0,0,NA,f342,g342,NA,NA,NA,P3,A9,NA,Temperature_Parasite,25,Exposed,F,Temperature
f370,370,13,25,1,0,0,A+ T- P-,1,M,0.41,410,34.5,0.998450575,0,0,0,NA,f370,g370,NA,NA,NA,P3,B9,NA,Antibiotics,25,Unexposed,M,Antibiotics
f371,371,13,25,1,0,0,A+ T- P-,1,NA,0.62,620,38,1.129902318,0,0,0,"Fecal sample, weight, no gut sample",f371,g371,NA,NA,NA,P3,C9,NA,Antibiotics,25,Unexposed,NA,Antibiotics
f372,372,13,25,1,0,0,A+ T- P-,1,F,0.52,520,37,1.026592699,0,0,0,NA,f372,g372,NA,NA,NA,P3,D9,NA,Antibiotics,25,Unexposed,F,Antibiotics
f400,400,14,25,1,0,0,A+ T- P-,1,M,0.44,440,37,0.868655361,0,0,0,NA,f400,g400,NA,NA,NA,P3,E9,NA,Antibiotics,25,Unexposed,M,Antibiotics
f401,401,14,25,1,0,0,A+ T- P-,1,NA,0.68,680,38,1.239247704,0,0,0,"Fecal sample, weight, no gut sample",f401,g401,NA,NA,NA,P3,F9,NA,Antibiotics,25,Unexposed,NA,Antibiotics
f402,402,14,25,1,0,0,A+ T- P-,1,M,0.42,420,36,0.900205761,0,0,0,NA,f402,g402,NA,NA,NA,P3,G9,NA,Antibiotics,25,Unexposed,M,Antibiotics
f430,430,15,25,1,0,0,A+ T- P-,1,F,0.68,680,40,1.0625,0,0,0,NA,f430,g430,NA,NA,NA,P3,H9,NA,Antibiotics,25,Unexposed,F,Antibiotics
f431,431,15,25,1,0,0,A+ T- P-,1,M,0.42,420,36,0.900205761,0,0,0,NA,f431,g431,NA,NA,NA,P3,A10,NA,Antibiotics,25,Unexposed,M,Antibiotics
f432,432,15,25,1,0,0,A+ T- P-,1,NA,0.36,360,34,0.915937309,0,0,0,"Fecal sample, weight, no gut sample",f432,g432,NA,NA,NA,P3,B10,NA,Antibiotics,25,Unexposed,NA,Antibiotics
f460,460,16,25,1,0,1,A+ T- P+,1,F,0.85,850,41,1.233296093,0,0,0,NA,f460,g460,NA,NA,NA,P3,C10,NA,Antibiotics_Parasite,25,Exposed,F,Antibiotics
f461,461,16,25,1,0,1,A+ T- P+,1,M,0.33,330,38,0.601399621,0,0,1,"2 fish in one cup,might have swapped 461 with 251. Diff treatment",f461,g461,NA,NA,NA,P3,D10,NA,Antibiotics_Parasite,25,Exposed,M,Antibiotics
f462,462,16,25,1,0,1,A+ T- P+,1,M,0.4,400,34,1.017708121,0,0,0,NA,f462,g462,NA,NA,NA,P3,E10,NA,Antibiotics_Parasite,25,Exposed,M,Antibiotics
f490,490,17,25,1,0,1,A+ T- P+,1,M,0.38,380,34,0.966822715,0,0,0,NA,f490,g490,NA,NA,NA,P3,F10,NA,Antibiotics_Parasite,25,Exposed,M,Antibiotics
f491,491,17,25,1,0,1,A+ T- P+,1,F,0.65,650,37,1.283240874,0,0,0,NA,f491,g491,NA,NA,NA,P3,G10,NA,Antibiotics_Parasite,25,Exposed,F,Antibiotics
f492,492,17,25,1,0,1,A+ T- P+,1,M,0.39,390,35,0.909620991,0,0,0,NA,f492,g492,NA,NA,NA,P3,H10,NA,Antibiotics_Parasite,25,Exposed,M,Antibiotics
f520,520,18,25,1,0,1,A+ T- P+,1,F,0.54,540,36,1.157407407,0,0,0,NA,f520,g520,NA,NA,NA,P3,A11,NA,Antibiotics_Parasite,25,Exposed,F,Antibiotics
f521,521,18,25,1,0,1,A+ T- P+,1,F,0.49,490,35,1.142857143,0,0,0,NA,f521,g521,NA,NA,NA,P3,B11,NA,Antibiotics_Parasite,25,Exposed,F,Antibiotics
f522,522,18,25,1,0,1,A+ T- P+,1,NA,0.35,350,35,0.816326531,0,0,0,"Fecal sample, weight, no gut sample",f522,g522,NA,NA,NA,P3,C11,NA,Antibiotics_Parasite,25,Exposed,NA,Antibiotics
f550,550,19,25,1,1,0,A+ T+ P-,2,M,0.4,400,34,1.017708121,0,0,0,NA,f550,g550,NA,NA,NA,P3,D11,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f551,551,19,25,1,1,0,A+ T+ P-,2,M,0.31,310,33,0.862620697,0,0,0,NA,f551,g551,NA,NA,NA,P3,E11,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f552,552,19,25,1,1,0,A+ T+ P-,2,M,0.5,500,38,0.911211547,0,0,0,NA,f552,g552,NA,NA,NA,P3,F11,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f580,580,20,25,1,1,0,A+ T+ P-,2,M,0.33,330,33,0.918273646,0,0,0,NA,f580,g580,NA,NA,NA,P3,G11,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f581,581,20,25,1,1,0,A+ T+ P-,2,M,0.38,380,33,1.057406016,0,0,0,NA,f581,g581,NA,NA,NA,P3,H11,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f582,582,20,25,1,1,0,A+ T+ P-,2,F,0.48,480,37,0.94762403,0,0,0,NA,f582,g582,NA,NA,NA,P3,A12,NA,Antibiotics_Temperature,25,Unexposed,F,Combined
f610,610,21,25,1,1,0,A+ T+ P-,2,F,0.42,420,33,1.168711913,0,0,0,NA,f610,g610,NA,NA,Full of food,P3,B12,NA,Antibiotics_Temperature,25,Unexposed,F,Combined
f611,611,21,25,1,1,0,A+ T+ P-,2,M,0.48,480,37,0.94762403,0,0,0,NA,f611,g611,NA,NA,NA,P3,C12,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f612,612,21,25,1,1,0,A+ T+ P-,2,M,0.35,350,35,0.816326531,0,0,0,NA,f612,g612,NA,NA,NA,P3,D12,NA,Antibiotics_Temperature,25,Unexposed,M,Combined
f640,640,22,25,1,1,1,A+ T+ P+,2,M,0.37,370,34,0.941380012,0,0,0,NA,f640,g640,NA,NA,Full of food,P3,E12,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f641,641,22,25,1,1,1,A+ T+ P+,2,F,0.39,390,34,0.992265418,0,0,0,NA,f641,g641,NA,NA,NA,P3,F12,NA,Antibiotics_Temperature_Parasite,25,Exposed,F,Combined
f642,642,22,25,1,1,1,A+ T+ P+,2,M,0.37,370,34,0.941380012,0,0,0,NA,f642,g642,NA,NA,Full of food,P3,G12,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f670,670,23,25,1,1,1,A+ T+ P+,2,M,0.36,360,34,0.915937309,0,0,0,NA,f670,g670,NA,NA,Full of food,P4,B1,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f671,671,23,25,1,1,1,A+ T+ P+,2,NA,0.33,330,33,0.918273646,0,0,0,"Fecal sample, weight, no gut sample",f671,g671,NA,NA,NA,P4,C1,NA,Antibiotics_Temperature_Parasite,25,Exposed,NA,Combined
f672,672,23,25,1,1,1,A+ T+ P+,2,M,NA,0,NA,#DIV/0!,0,0,0,"Fecal sample, no weight, gut sample confirm",f672,g672,NA,NA,NA,P4,D1,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f700,700,24,25,1,1,1,A+ T+ P+,2,F,0.47,470,35,1.096209913,0,0,0,NA,f700,g700,NA,NA,NA,P4,E1,NA,Antibiotics_Temperature_Parasite,25,Exposed,F,Combined
f701,701,24,25,1,1,1,A+ T+ P+,2,M,0.47,470,37,0.927881863,0,0,0,NA,f701,g701,NA,NA,Full of food,P4,F1,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f702,702,24,25,1,1,1,A+ T+ P+,2,M,0.4,400,35,0.932944606,0,0,0,NA,f702,g702,NA,NA,Full of food,P4,G1,NA,Antibiotics_Temperature_Parasite,25,Exposed,M,Combined
f16,16,1,60,0,0,0,A- T- P-,0,M,0.36,360,31,1.20841865,0,0,0,NA,f16,g16,NA,NA,NA,P4,H1,NA,Control,60,Unexposed,M,No prior stressor(s)
f17,17,1,60,0,0,0,A- T- P-,0,F,0.47,470,35,1.096209913,0,0,0,NA,f17,g17,NA,NA,NA,P4,A2,NA,Control,60,Unexposed,F,No prior stressor(s)
f18,18,1,60,0,0,0,A- T- P-,0,F,0.51,510,35,1.189504373,0,0,0,NA,f18,g18,NA,NA,In tube 80,P4,B2,NA,Control,60,Unexposed,F,No prior stressor(s)
f19,19,1,60,0,0,0,A- T- P-,0,F,0.46,460,36,0.985939643,0,0,0,NA,f19,g19,NA,NA,NA,P4,C2,NA,Control,60,Unexposed,F,No prior stressor(s)
f20,20,1,60,0,0,0,A- T- P-,0,M,0.3,300,30,1.111111111,0,0,0,NA,f20,g20,NA,NA,NA,P4,D2,NA,Control,60,Unexposed,M,No prior stressor(s)
f46,46,2,60,0,0,0,A- T- P-,0,F,0.84,840,40,1.3125,0,0,0,NA,f46,g46,NA,NA,NA,P4,E2,NA,Control,60,Unexposed,F,No prior stressor(s)
f47,47,2,60,0,0,0,A- T- P-,0,F,0.9,900,41,1.305842922,0,0,0,NA,f47,g47,NA,NA,NA,P4,F2,NA,Control,60,Unexposed,F,No prior stressor(s)
f48,48,2,60,0,0,0,A- T- P-,0,M,0.34,340,35,0.793002915,0,0,0,NA,f48,g48,NA,NA,NA,P4,G2,NA,Control,60,Unexposed,M,No prior stressor(s)
f49,49,2,60,0,0,0,A- T- P-,0,F,0.7,700,39,1.180060352,0,0,0,NA,f49,g49,NA,NA,NA,P4,H2,NA,Control,60,Unexposed,F,No prior stressor(s)
f50,50,2,60,0,0,0,A- T- P-,0,F,0.69,690,40,1.078125,0,0,0,NA,f50,g50,NA,NA,NA,P4,A3,NA,Control,60,Unexposed,F,No prior stressor(s)
f76,76,3,60,0,0,0,A- T- P-,0,M,0.46,460,36,0.985939643,0,0,0,NA,f76,g76,NA,NA,Guts full of fish eggs,P4,B3,NA,Control,60,Unexposed,M,No prior stressor(s)
f77,77,3,60,0,0,0,A- T- P-,0,M,0.51,510,37,1.006850532,0,0,0,NA,f77,g77,NA,NA,NA,P4,C3,NA,Control,60,Unexposed,M,No prior stressor(s)
f78,78,3,60,0,0,0,A- T- P-,0,M,0.42,420,34,1.068593527,0,0,0,NA,f78,g78,NA,NA,No Gut,P4,D3,NA,Control,60,Unexposed,M,No prior stressor(s)
f79,79,3,60,0,0,0,A- T- P-,0,M,0.44,440,35,1.026239067,0,0,0,NA,f79,g79,NA,NA,NA,P4,E3,NA,Control,60,Unexposed,M,No prior stressor(s)
f80,80,3,60,0,0,0,A- T- P-,0,F,0.54,540,31,1.812627975,0,0,0,NA,f80,g80,NA,NA,In tube 18,P4,F3,NA,Control,60,Unexposed,F,No prior stressor(s)
f106,106,4,60,0,0,1,A- T- P+,0,F,0.31,310,32,0.946044922,0,3,0,NA,f106,g106,3,0,3 Worms,P4,G3,NA,Parasite,60,Exposed,F,No prior stressor(s)
f107,107,4,60,0,0,1,A- T- P+,0,M,0.34,340,34,0.865051903,0,0,0,NA,f107,g107,NA,NA,NA,P4,H3,NA,Parasite,60,Exposed,M,No prior stressor(s)
f108,108,4,60,0,0,1,A- T- P+,0,F,0.55,550,38,1.002332702,0,1,0,NA,f108,g108,1,0,1 Worm,P4,A4,NA,Parasite,60,Exposed,F,No prior stressor(s)
f109,109,4,60,0,0,1,A- T- P+,0,M,0.37,370,34,0.941380012,0,5,0,NA,f109,g109,5,0,5 Worms,P4,B4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f110,110,4,60,0,0,1,A- T- P+,0,M,0.38,380,34,0.966822715,0,0,0,NA,f110,g110,NA,NA,NA,P4,C4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f138,138,5,60,0,0,1,A- T- P+,0,NA,NA,0,NA,#DIV/0!,0,0,0,"Fecal sample, no weight, no gut sample",f138,g138,NA,NA,NA,P4,D4,NA,Parasite,60,Exposed,NA,No prior stressor(s)
f139,139,5,60,0,0,1,A- T- P+,0,F,0.4,400,34,1.017708121,0,2,0,NA,f139,g139,2,0,2 Worms,P4,E4,NA,Parasite,60,Exposed,F,No prior stressor(s)
f140,140,5,60,0,0,1,A- T- P+,0,M,0.42,420,35,0.979591837,0,2,0,NA,f140,g140,2,0,2 Worms,P4,F4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f166,166,6,60,0,0,1,A- T- P+,0,M,0.35,350,34,0.890494606,0,1,0,NA,f166,g166,0,1,1 Larvae,P4,G4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f167,167,6,60,0,0,1,A- T- P+,0,M,0.47,470,36,1.007373114,0,2,0,NA,f167,g167,2,0,2 Worms,P4,H4,NA,Parasite,60,Exposed,M,No prior stressor(s)
f168,168,6,60,0,0,1,A- T- P+,0,M,0.48,480,35,1.119533528,0,16,0,NA,f168,g168,16,0,16 Worms,P4,A5,NA,Parasite,60,Exposed,M,No prior stressor(s)
f169,169,6,60,0,0,1,A- T- P+,0,F,0.63,630,39,1.062054316,0,8,0,NA,f169,g169,8,0,8 Worms,P4,B5,NA,Parasite,60,Exposed,F,No prior stressor(s)
f170,170,6,60,0,0,1,A- T- P+,0,M,0.55,550,37,1.085819201,0,2,0,NA,f170,g170,2,0,2 Worms,P4,C5,NA,Parasite,60,Exposed,M,No prior stressor(s)
f196,196,7,60,0,1,0,A- T+ P-,1,F,0.28,280,34,0.712395685,0,0,0,NA,f196,g196,NA,NA,NA,P4,D5,NA,Temperature,60,Unexposed,F,Temperature
f197,197,7,60,0,1,0,A- T+ P-,1,M,0.5,500,35,1.166180758,0,0,0,NA,f197,g197,NA,NA,NA,P4,E5,NA,Temperature,60,Unexposed,M,Temperature
f198,198,7,60,0,1,0,A- T+ P-,1,F,0.56,560,36,1.200274348,0,0,0,NA,f198,g198,NA,NA,NA,P4,F5,NA,Temperature,60,Unexposed,F,Temperature
f199,199,7,60,0,1,0,A- T+ P-,1,M,0.45,450,36,0.964506173,0,0,0,NA,f199,g199,NA,NA,NA,P4,G5,NA,Temperature,60,Unexposed,M,Temperature
f200,200,7,60,0,1,0,A- T+ P-,1,F,0.3,300,34,0.763281091,0,0,0,NA,f200,g200,NA,NA,NA,P4,H5,NA,Temperature,60,Unexposed,F,Temperature
f226,226,8,60,0,1,0,A- T+ P-,1,F,0.52,520,35,1.212827988,0,0,0,NA,f226,g226,NA,NA,NA,P4,A6,NA,Temperature,60,Unexposed,F,Temperature
f227,227,8,60,0,1,0,A- T+ P-,1,M,0.37,370,33,1.029579542,0,0,0,NA,f227,g227,NA,NA,"No Gut, Liver Only",P4,B6,NA,Temperature,60,Unexposed,M,Temperature
f228,228,8,60,0,1,0,A- T+ P-,1,F,0.51,510,34,1.297577855,0,0,0,NA,f228,g228,NA,NA,NA,P4,C6,NA,Temperature,60,Unexposed,F,Temperature
f229,229,8,60,0,1,0,A- T+ P-,1,M,0.46,460,35,1.072886297,0,0,0,NA,f229,g229,NA,NA,NA,P4,D6,NA,Temperature,60,Unexposed,M,Temperature
f230,230,8,60,0,1,0,A- T+ P-,1,F,0.57,570,38,1.038781163,0,0,0,NA,f230,g230,NA,NA,NA,P4,E6,NA,Temperature,60,Unexposed,F,Temperature
f256,256,9,60,0,1,0,A- T+ P-,1,F,0.39,390,33,1.08523249,0,0,0,NA,f256,g256,NA,NA,NA,P4,F6,NA,Temperature,60,Unexposed,F,Temperature
f257,257,9,60,0,1,0,A- T+ P-,1,M,0.41,410,34,1.043150824,0,0,0,NA,f257,g257,NA,NA,Half Gut,P4,G6,NA,Temperature,60,Unexposed,M,Temperature
f258,258,9,60,0,1,0,A- T+ P-,1,M,0.44,440,34,1.119478933,0,0,0,NA,f258,g258,NA,NA,NA,P4,H6,NA,Temperature,60,Unexposed,M,Temperature
f259,259,9,60,0,1,0,A- T+ P-,1,F,0.41,410,31,1.376254574,0,0,0,NA,f259,g259,NA,NA,NA,P4,A7,NA,Temperature,60,Unexposed,F,Temperature
f260,260,9,60,0,1,0,A- T+ P-,1,F,NA,0,38,0,0,0,0,"Fecal sample, no weight",f260,g260,NA,NA,NA,P4,B7,NA,Temperature,60,Unexposed,F,Temperature
f286,286,10,60,0,1,1,A- T+ P+,1,M,0.36,360,35,0.839650146,0,4,0,81?,f286,g286,4,0,4 Worms,P4,C7,NA,Temperature_Parasite,60,Exposed,M,Temperature
f287,287,10,60,0,1,1,A- T+ P+,1,F,0.57,570,39,0.960906286,0,15,0,NA,f287,g287,15,0,15 Worms,P4,D7,NA,Temperature_Parasite,60,Exposed,F,Temperature
f288,288,10,60,0,1,1,A- T+ P+,1,F,0.43,430,36,0.921639232,0,0,0,NA,f288,g288,NA,NA,NA,P4,E7,NA,Temperature_Parasite,60,Exposed,F,Temperature
f289,289,10,60,0,1,1,A- T+ P+,1,M,0.38,380,35,0.886297376,0,0,0,NA,f289,g289,NA,NA,NA,P4,F7,NA,Temperature_Parasite,60,Exposed,M,Temperature
f290,290,10,60,0,1,1,A- T+ P+,1,F,0.43,430,35,1.002915452,0,4,0,NA,f290,g290,4,0,4 Worms,P4,G7,NA,Temperature_Parasite,60,Exposed,F,Temperature
f316,316,11,60,0,1,1,A- T+ P+,1,M,0.35,350,34,0.890494606,0,0,0,NA,f316,g316,NA,NA,NA,P4,H7,NA,Temperature_Parasite,60,Exposed,M,Temperature
f317,317,11,60,0,1,1,A- T+ P+,1,F,0.58,580,38,1.057005394,0,0,0,NA,f317,g317,NA,NA,NA,P4,A8,NA,Temperature_Parasite,60,Exposed,F,Temperature
