feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Cloacibacterium	Treatment	A+ T+ P+	-2.50678037008606	0.319345762051558	40	12	1.79670557237701e-09	6.88138234220394e-07
Flavobacterium	Treatment	A+ T+ P+	3.65298297457704	0.63262714152181	40	24	1.16142244009897e-06	0.000222412397278952
Polymorphobacter	Treatment	A+ T+ P+	3.06471658640087	0.596208858972307	40	18	8.55761010096678e-06	0.00109252155622343
Rhodococcus	Treatment	A+ T+ P+	2.93805094338088	0.612778416261227	40	27	2.51635683315078e-05	0.00192752933419349
Pirellula	Treatment	A+ T+ P+	-2.89048602985831	0.598565258007038	40	27	2.26156103983085e-05	0.00192752933419349
Pseudobdellovibrionaceae_Genus	Treatment	A+ T+ P+	2.95338528718424	0.676522984491699	40	28	9.41149997915434e-05	0.00594508280520567
Neochlamydia	Treatment	A+ T+ P+	-2.97293429899501	0.701966631656366	40	18	0.000139701684717627	0.00594508280520567
Candidatus_Megaira	Treatment	A+ T+ P+	2.12473263632763	0.500340277971429	40	16	0.000134966400224261	0.00594508280520567
Chthoniobacter	Treatment	A+ T+ P+	2.78072687197708	0.656154350327321	40	15	0.000138540827753826	0.00594508280520567
Niveibacterium	Treatment	A+ T+ P+	-2.75945842349836	0.667596216519243	40	31	0.000189692568974518	0.00660475035611276
Chitinibacter	Treatment	A+ T+ P+	2.47279079512663	0.593714518188165	40	20	0.000172575148824441	0.00660475035611276
Rhodocyclaceae_Genus	Treatment	A+ T+ P+	1.94416617566862	0.504967808421546	40	16	0.000439404512908417	0.014024327370327
Undibacterium	Treatment	A+ T+ P+	-3.49095463876873	0.96005025061125	40	26	0.000817250966396065	0.0240774707792071
Hyphomicrobium	Treatment	A+ T+ P+	-1.63835692585951	0.455935946884172	40	12	0.000923940900669342	0.0252763832111684
Pseudomonas	Treatment	A+ T+ P+	1.37816383089931	0.390465828074485	40	40	0.00110827120932183	0.0265292420731413
Dinghuibacter	Treatment	A+ T+ P+	-1.75338976918368	0.493984210500148	40	35	0.00104718966495317	0.0265292420731413
Chitinivorax	Treatment	A+ T+ P+	2.34015677362298	0.70598943553258	40	13	0.00202400344767867	0.0455996070859372
Rhizobium	Treatment	A+ T+ P+	-2.36084444531077	0.71735181854653	40	15	0.00216075288583568	0.0459760197375037
Bdellovibrio	Treatment	A+ T+ P+	2.40506702140662	0.775793937973652	40	20	0.00363409662081989	0.0732557371460009
NS9_marine_group_Genus	Treatment	A+ T+ P+	1.84687233203437	0.600068527748394	40	14	0.0038587886405991	0.0738958024674727
Halomonas	Treatment	A+ T+ P+	1.32741434604346	0.441084220157225	40	11	0.004629218083049	0.0844281202765604
Shewanella	Treatment	A+ T+ P+	2.34859123154771	0.790497984312489	40	40	0.00512361335785083	0.0850055701490091
Acinetobacter	Treatment	A+ T+ P+	1.93612317022312	0.654925261943992	40	17	0.0053267198004601	0.0850055701490091
Pirellulaceae_Genus	Treatment	A+ T+ P+	1.33161250746303	0.445916426866202	40	12	0.0049221630711343	0.0850055701490091
X11.24_Genus	Treatment	A+ T+ P+	-2.75891988395392	0.970068986151274	40	14	0.00713399953028217	0.107112321015148
Roseicella	Treatment	A+ T+ P+	1.47197615561276	0.518914103082475	40	21	0.00727133249711188	0.107112321015148
Rhizobiaceae_Genus	Treatment	A+ T+ P+	-2.3632244033864	0.84061594074917	40	25	0.00776076405141189	0.110087875247806
Ferruginibacter	Treatment	A+ T+ P+	-1.46130663030911	0.527398180277059	40	5	0.00860727949808191	0.117735287420192
Thermodesulfobacteriota_Genus	Treatment	A+ T+ P+	-0.912631114475779	0.332405286688657	40	6	0.00917735654793774	0.121204398546902
Dongia	Treatment	A+ T+ P+	-0.481859213320685	0.176681621193688	40	4	0.00961136349308712	0.122705073928412
Turneriella	Treatment	A+ T+ P+	-1.68609784748978	0.628956595622824	40	10	0.0108033755608549	0.133473962574433
Nevskiaceae_Genus	Treatment	A+ T+ P+	-1.211113950374	0.468986035998335	40	5	0.0137886668948059	0.165033106897208
SWB02	Treatment	A+ T+ P+	-0.924042193355911	0.362312697718559	40	4	0.0149126867823302	0.173077546594924
env.OPS_17_Genus	Treatment	A+ T+ P+	2.92223669449374	1.16275115307057	40	24	0.0163236767867333	0.183881417921143
Saprospiraceae_Genus	Treatment	A+ T+ P+	-1.86212813936896	0.746012077994735	40	12	0.0170124700691963	0.18465227016734
Cetobacterium	Treatment	A+ T+ P+	1.7735304569188	0.713411663137901	40	40	0.0174327353929284	0.18465227016734
Pararhodobacter	Treatment	A+ T+ P+	0.597596992391807	0.241315030772928	40	8	0.0178384699639467	0.18465227016734
Sandaracinaceae_Genus	Treatment	A+ T+ P+	-1.14538542070386	0.472002649430186	40	6	0.0200913637595289	0.202499797892094
Pedomicrobium	Treatment	A+ T+ P+	-1.81235422326098	0.758647375550865	40	26	0.0219676890594674	0.214258294118487
Crenobacter	Treatment	A+ T+ P+	1.6599549183667	0.697140305752968	40	40	0.0223768453387454	0.214258294118487
Agitococcus	Treatment	A+ T+ P+	-1.30370807819089	0.550703588348103	40	10	0.0231109557726971	0.215890147827878
Paucibacter	Treatment	A+ T+ P+	-1.4542266030629	0.624921403491416	40	39	0.0253905574106086	0.218847004113637
Aquihabitans	Treatment	A+ T+ P+	1.46807979282406	0.633701542246638	40	32	0.0260097422149011	0.218847004113637
alphaI_cluster	Treatment	A+ T+ P+	-1.69151144437308	0.720677915106264	40	20	0.0242317516792924	0.218847004113637
Staphylococcus	Treatment	A+ T+ P+	-0.316843237739196	0.137034727060814	40	3	0.026284496577617	0.218847004113637
WY65	Treatment	A+ T+ P+	-1.03944973916786	0.449286328139974	40	7	0.0261982464167932	0.218847004113637
Clostridium	Treatment	A+ T+ P+	-2.13677543361844	0.93040651778172	40	32	0.0272453845730949	0.22202089981905
Gordonia	Treatment	A+ T+ P+	-2.01513401406809	0.88368654263658	40	23	0.0282830046971912	0.225674808313005
Telmatocola	Treatment	A+ T+ P+	-1.8832103936136	0.829984554218148	40	12	0.0290328569454933	0.226930290002529
Ga0077536_Genus	Treatment	A+ T+ P+	-1.0152038019169	0.450883871072825	40	5	0.0302104517731308	0.227872729329463
Nordella	Treatment	A+ T+ P+	-0.594131544424871	0.264098135185366	40	5	0.030343366046482	0.227872729329463
Chryseotalea	Treatment	A+ T+ P+	2.42000011151621	1.08930698150487	40	34	0.0323425070027778	0.238215003501229
Oscillospiraceae_Genus	Treatment	A+ T+ P+	-0.44918394194493	0.203461363442265	40	3	0.0333742512206028	0.238236560777088
Brevitalea	Treatment	A+ T+ P+	-0.428860921653145	0.194506842703411	40	3	0.033589488986848	0.238236560777088
PeM15_Genus	Treatment	A+ T+ P+	-1.12896635871622	0.530233082594244	40	17	0.0397780835948635	0.277000109396958
Candidatus_Nomurabacteria_Genus	Treatment	A+ T+ P+	-0.562072278100648	0.267578981915206	40	5	0.0423674157110824	0.28976286102401
Vogesella	Treatment	A+ T+ P+	1.24957111083238	0.59862416843755	40	7	0.0436095584780282	0.293025629773417
Obscuribacteraceae_Genus	Treatment	A+ T+ P+	1.25307820739067	0.608195383296295	40	21	0.0462628414806126	0.300615159172049
Caulobacter	Treatment	A+ T+ P+	-0.508381108712852	0.247158887355766	40	3	0.0466079305157251	0.300615159172049
IMCC26207	Treatment	A+ T+ P+	1.16587634734968	0.5681326401784	40	15	0.0470937586170312	0.300615159172049
OM190_Genus	Treatment	A+ T+ P+	-2.29812853282494	1.13842192350629	40	15	0.0506162196602941	0.317803477539224
Roseomonas	Treatment	A+ T+ P+	-1.11644146045552	0.571174183124924	40	36	0.0580117217528232	0.353626860120342
Bradyrhizobium	Treatment	A+ T+ P+	-1.34260055089425	0.687327315507266	40	20	0.0581683869127456	0.353626860120342
AAP99	Treatment	A+ T+ P+	-0.782494807544222	0.404292412831037	40	8	0.0603999758014911	0.355895242030325
Citrobacter	Treatment	A+ T+ P+	0.703988472074374	0.362603492053043	40	6	0.0596417981378855	0.355895242030325
Rhodospirillales_Genus	Treatment	A+ T+ P+	-0.135084314348594	0.0706759878522143	40	2	0.0635278589760651	0.368654090724741
Anaerovorax	Treatment	A+ T+ P+	-0.146208615901981	0.0768302387358688	40	2	0.0646358695723159	0.36893560192122
Micropepsaceae_Genus	Treatment	A+ T+ P+	-0.150995670959397	0.0796142511689287	40	2	0.0655029267118616	0.36893560192122
Armatimonadaceae_Genus	Treatment	A+ T+ P+	-1.12096183583073	0.59394936987188	40	6	0.0667755424327693	0.370652648576096
Candidatus_Berkiella	Treatment	A+ T+ P+	-1.05541029222322	0.562769556746859	40	11	0.068438974177897	0.374458958716208
Haliscomenobacter	Treatment	A+ T+ P+	-2.01067238550614	1.07890942219103	40	17	0.0701168003090073	0.375752609722328
Bacilli_Genus	Treatment	A+ T+ P+	-0.171064551734133	0.0919696430247971	40	2	0.0706375663185577	0.375752609722328
Chitinophagales_Genus	Treatment	A+ T+ P+	-0.18284104101921	0.0996167602107948	40	2	0.0742753819883321	0.376692391123948
mle1.27_Genus	Treatment	A+ T+ P+	-1.23067683319906	0.668551354932375	40	7	0.0734673721350212	0.376692391123948
Longivirga	Treatment	A+ T+ P+	1.48375308942001	0.809764746753244	40	32	0.074748359596397	0.376692391123948
Simkaniaceae_Genus	Treatment	A+ T+ P+	0.267768021103393	0.145933226313088	40	5	0.0743628306893477	0.376692391123948
Rhodospirillaceae_Genus	Treatment	A+ T+ P+	-0.510588704101639	0.28143946363877	40	4	0.0775477897110603	0.385207109948699
Vicinamibacteraceae_Genus	Treatment	A+ T+ P+	-1.22242363239239	0.6759378083765	40	8	0.0784494897545653	0.385207109948699
Sporichthyaceae_Genus	Treatment	A+ T+ P+	0.701455399516019	0.390495197519951	40	9	0.0803966625090975	0.389156243924884
Acetivibrio	Treatment	A+ T+ P+	0.332778042261681	0.185821188642727	40	5	0.0812858995143361	0.389156243924884
Thermoactinomycetaceae_Genus	Treatment	A+ T+ P+	-0.214084067769968	0.120841441273399	40	2	0.084478704893483	0.399448691039555
Nannocystis	Treatment	A+ T+ P+	-0.225261408358919	0.128670668306387	40	2	0.0880710997004029	0.411356477868955
Lysobacter	Treatment	A+ T+ P+	0.617235837687509	0.358744859498436	40	5	0.0934685790106168	0.428741892209259
Paludibaculum	Treatment	A+ T+ P+	-0.24457433558963	0.142403007206801	40	2	0.0940321643487671	0.428741892209259
Haliangiaceae_Genus	Treatment	A+ T+ P+	-1.72401447615843	1.0268018227212	40	14	0.101355216763361	0.442633291559607
Uliginosibacterium	Treatment	A+ T+ P+	0.686237656575421	0.413649767453976	40	7	0.105352043022875	0.442633291559607
Unknown_Family_Genus	Treatment	A+ T+ P+	-0.460772088953437	0.275973865249766	40	5	0.103213199493517	0.442633291559607
Pseudoxanthomonas	Treatment	A+ T+ P+	1.27608259431711	0.773832186951695	40	22	0.107382963980815	0.442633291559607
Deinococcus	Treatment	A+ T+ P+	-1.44641076087702	0.865288401570511	40	12	0.102820823253837	0.442633291559607
Culicoidibacter	Treatment	A+ T+ P+	-1.12707650956953	0.683668628917735	40	40	0.107480146514474	0.442633291559607
Hassallia	Treatment	A+ T+ P+	-0.704080335956241	0.424448438406347	40	6	0.105386496434589	0.442633291559607
