UniqueCount	AmbigCount
44	0
117916	8
2483	0
220439	9
186573	3
166285	3
77994	2
0	0
1564	5
0	0
0	0
10	141
0	0
0	0
0	0
1	4
0	0
0	0
0	4
0	4
54	0
0	11
0	11
0	24
0	24
7	24
0	110
0	113
0	111
0	105
0	113
0	111
0	50
0	105
0	106
0	105
0	105
0	114
0	112
0	106
0	105
0	114
0	112
0	113
0	111
0	106
0	112
0	47
0	41
0	47
0	44
0	52
0	45
0	44
0	44
0	53
0	51
0	45
0	53
0	50
0	45
0	44
0	54
0	51
0	50
0	45
0	53
0	51
0	106
0	105
0	106
0	41
0	44
0	45
0	6
0	6
0	1
3	6
0	0
1	0
0	2
0	9
0	9
0	9
0	8
0	8
0	6
0	6
0	8
0	6
0	4
0	6
0	6
0	6
0	6
0	0
0	0
0	0
0	82
5	40
0	69
0	0
0	0
0	296
3	298
0	117
0	117
0	110
0	110
0	117
0	0
0	0
0	0
0	29
0	29
0	29
0	29
0	5
22	0
0	0
46	0
0	0
0	7
0	7
0	15
0	15
0	26
0	34
0	15
0	0
0	0
1	7
0	7
0	18
0	18
0	0
0	0
6	15
0	14
100	0
6	34
0	34
370	9
0	13
0	13
1	51
2	51
0	0
0	0
3	22
0	23
0	23
0	17
0	17
8	8
0	0
0	0
0	0
0	0
0	1
0	1
136	0
0	0
0	0
0	0
0	0
0	0
0	9
7	21
0	9
0	9
0	9
0	97
0	81
0	80
0	78
0	79
0	99
0	101
0	0
0	0
0	4
0	12
0	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	0
902	0
0	11
0	11
0	11
0	1
57	1
7	2
0	10
0	9
0	10
0	9
0	10
0	10
0	9
0	9
0	6
0	6
0	194
0	194
0	194
0	194
0	194
0	194
0	194
0	194
0	185
0	174
0	185
0	174
0	174
0	169
0	169
0	169
0	148
0	152
0	169
0	148
0	148
0	152
0	153
0	148
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
5	0
2	28
0	4
0	28
0	28
0	3
0	3
0	0
0	28
0	28
0	19
6	0
0	0
0	0
0	0
0	0
0	11
0	11
23	10
1	153
0	153
211	0
0	20
0	20
0	20
0	24
0	24
0	24
0	24
9	60
0	0
47	0
4	52
0	52
35	138
0	138
0	64
0	66
0	72
0	65
0	5
0	5
0	5
0	5
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	4
0	4
0	5
0	5
0	5
0	5
0	5
0	3
0	0
0	0
2	1
0	0
0	97
0	103
0	95
0	96
0	205
0	205
0	18
0	0
0	4
0	4
0	4
0	4
0	97
0	106
0	1
1	1
1264	71
27	1
0	0
0	0
0	75
0	77
0	97
0	103
0	75
0	73
0	81
0	14
1	0
2	0
0	28
0	28
4	0
0	0
0	0
0	0
0	0
0	0
307	81
0	17
0	17
0	7
0	7
0	7
0	0
0	5
0	5
0	5
0	5
0	220
0	220
0	0
0	0
0	0
0	0
0	0
0	159
0	159
0	0
0	2
0	2
0	2
0	2
0	2
0	2
2	18
0	18
0	5
0	32
0	32
0	0
1	2
9	0
3	4
47	0
0	0
0	20
15	567
0	0
0	0
0	5
0	5
0	5
0	0
0	0
0	0
1	0
0	1
32	0
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	2
1	83
0	83
4	129
0	129
5	128
4	0
