UniqueCount	AmbigCount
0	0
137937	13
5754	1
398076	30
201971	9
166679	8
118250	9
0	6
114	0
0	0
0	0
27	133
0	0
0	0
0	0
7	0
0	0
0	0
4	33
0	33
80	0
0	15
0	15
0	35
5	46
7	42
0	328
0	346
0	366
0	241
0	352
0	372
0	329
0	260
0	254
0	232
0	266
0	340
0	360
0	260
0	232
0	346
0	366
0	318
0	338
0	226
0	332
0	297
0	157
0	263
0	223
0	309
0	217
0	195
0	229
0	303
0	323
0	189
0	344
0	335
0	223
0	195
0	338
0	329
0	301
0	189
0	275
0	295
23	250
0	215
0	209
0	140
0	178
0	172
0	17
0	20
0	8
6	17
0	0
1	0
0	14
0	37
0	37
0	37
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	43
0	92
0	0
0	1460
14	657
3	1299
1	0
0	0
0	259
2	259
0	921
0	920
0	896
0	895
0	891
0	0
0	0
0	0
0	38
0	38
0	38
0	38
13	31
11	7
0	7
251	0
0	0
0	3
0	3
15	43
0	43
0	35
0	58
0	117
0	0
1	0
4	48
0	48
0	52
0	52
0	0
6	0
7	39
0	39
262	0
32	166
0	166
455	47
0	19
0	19
17	207
0	207
0	8
0	8
11	156
0	174
0	160
0	121
0	107
3	14
0	22
0	22
0	0
0	15
0	12
0	13
257	0
0	5
0	3
0	3
0	8
0	8
0	21
12	27
0	21
0	21
4	21
0	80
0	69
0	69
0	68
0	76
0	96
0	89
0	0
0	0
0	2
0	1
0	1
0	1
0	74
11	75
0	69
0	68
2	0
0	1
0	1
0	1
1	0
0	18
0	18
3	18
0	3
262	15
569	0
0	24
0	24
0	24
0	1
67	17
8	0
0	40
0	44
0	40
0	44
0	40
0	40
0	44
0	44
3	47
0	47
0	440
0	437
0	437
0	437
0	437
0	433
0	433
9	426
0	393
0	385
0	416
0	388
0	385
0	366
0	366
0	369
0	300
0	311
0	366
0	300
0	303
0	314
0	324
0	300
2	0
0	4
0	4
0	72
0	72
0	5
0	0
0	0
0	0
0	1
81	0
1	82
0	27
0	82
0	80
1	0
0	0
1	0
0	136
3	118
5	79
13	0
0	0
0	0
0	0
3	0
0	86
0	86
27	84
14	87
3	87
731	0
1	113
0	113
0	113
1	135
0	136
2	136
0	135
70	134
0	0
42	0
17	229
0	229
109	344
0	344
0	86
0	92
0	120
0	118
0	15
0	15
0	15
0	15
0	42
0	43
0	42
0	38
0	43
0	44
0	42
0	43
0	43
16	33
0	43
0	39
0	43
0	39
0	0
0	40
2	40
0	12
0	12
0	12
5	245
0	245
3	136
0	0
0	0
0	0
0	4
0	117
0	145
0	111
0	143
2	165
0	165
364	4190
0	0
0	41
0	24
0	50
1	48
0	117
0	147
0	47
4	47
2430	330
57	14
0	0
0	0
0	96
0	121
0	117
0	145
0	96
0	90
0	124
0	4
0	1
0	1
0	55
0	55
0	0
0	0
0	0
0	0
0	0
0	0
1174	197
0	25
0	25
3	113
2	113
0	109
3	9
0	14
0	14
0	14
0	14
3	2334
0	2334
0	2
0	2
0	1
0	1
0	1
0	570
0	570
0	84
7	26
0	26
0	16
1	16
0	16
0	16
16	48
0	48
22	60
6	36
0	36
1	7
3	8
13	0
0	0
0	0
2	0
10	179
166	2043
0	0
0	0
0	28
0	28
0	28
0	0
0	0
0	0
0	0
25	9
107	3
0	16
0	9
0	16
2	16
0	16
0	16
0	16
0	16
0	16
0	9
0	9
0	4
7	16
5	146
0	146
29	1494
0	1494
42	1492
2	3
2	18
0	18
4	0
0	5
0	5
3	872
13	872
0	1
0	1
0	1
0	1
0	0
0	0
0	302
0	462
0	454
0	273
0	433
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
33	56
0	10
0	10
0	10
0	10
0	1188
0	928
0	928
0	928
0	50
0	50
39	51
48	94
0	43
0	0
0	0
0	36
0	36
0	36
0	36
0	37
1	38
0	437
4	407
0	385
0	1
0	0
0	36
0	35
0	0
495	0
0	0
1	0
57	56
9	4
1	0
26	50
0	53
0	0
0	0
0	0
8	189
0	189
0	337
0	337
0	337
0	356
0	195
0	186
8	0
0	5
0	38
0	5
0	41
0	37
0	1
0	0
1	13
0	29
0	29
96	0
0	117
0	9
0	9
0	9
0	9
0	3
0	3
66	0
1403	8
0	6
35	0
14	4
20	354
0	354
0	83
1	76
10	73
0	79
5	55
0	87
0	88
1	23
0	0
0	0
1	15
0	15
2746	208
0	0
5	0
0	16
0	16
0	16
0	16
0	0
14	5
0	5
4	0
7	735
0	743
0	705
1714	298
9	22
0	22
21	0
2	0
0	0
0	6
0	6
274	0
54	38
0	80
0	76
0	72
0	28
0	25
0	28
5	6
0	0
0	6
0	7
0	5
0	4
2	5
5	0
3	0
0	1
0	1
0	1
0	1
0	1
3	1
0	0
0	0
0	294
0	292
0	337
0	335
0	0
2	15
0	15
1	12
1	12
0	36
0	36
0	121
0	96
0	96
0	96
0	95
0	70
0	0
63	0
15	5
656	0
0	0
0	0
166	39
33	4913
0	3102
0	232
0	232
0	232
0	34
0	2
0	70
1	86
0	83
0	83
0	70
0	56
0	56
0	6
0	6
0	111
0	117
0	145
6	0
4	8
2	7
0	7
0	0
0	8
0	8
0	2
0	2
0	2
0	12
0	10
0	25
0	32
0	24
0	10
0	43
0	44
1	44
0	44
4	57
0	44
0	44
0	43
3	56
34	43
0	40
0	41
0	41
0	40
0	40
0	24
0	24
0	62
0	68
0	97
6	152
0	152
165	5
0	499
0	497
0	508
0	506
0	505
0	501
0	501
0	498
0	498
0	424
2	424
16	0
0	84
0	90
0	118
0	116
6	14
0	0
0	0
0	41
2	41
15	20
53	0
1	0
0	85
0	85
0	85
0	85
0	85
0	66
0	66
0	66
0	85
0	85
0	66
0	66
0	66
0	66
0	85
0	85
0	85
0	82
0	82
0	82
0	82
0	63
0	63
70	99
0	98
698	0
1	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	0
0	32
0	31
0	31
0	32
4032	7749
129	7749
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	62
0	62
0	59
6	92
0	63
0	62
0	59
0	70
0	69
0	69
0	9
0	9
0	9
0	9
8	0
0	723
0	723
0	733
0	723
0	725
0	723
0	725
0	723
0	728
0	735
0	737
0	726
0	726
0	726
0	736
0	731
0	731
0	741
0	719
0	733
0	721
0	719
0	721
0	753
0	732
0	755
0	734
0	739
0	729
0	740
0	750
0	742
0	752
0	696
0	704
0	713
0	715
0	647
0	643
0	655
0	660
0	643
0	639
0	639
0	639
0	656
0	652
0	656
0	642
0	647
2	0
0	0
7	0
0	26
0	0
2	0
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	5
0	5
0	0
0	0
20	0
431	591
8	591
73	0
0	173
0	167
0	173
0	209
0	204
0	204
0	204
0	194
0	189
0	189
0	189
0	197
0	192
0	192
0	192
0	182
0	177
0	177
0	177
0	168
0	155
67	0
68	2
5	0
0	11
0	11
18	515
4	515
0	12
0	13
35	82
0	2162
0	2162
0	0
0	0
355	0
0	27
0	27
0	27
0	27
0	7
0	7
0	7
0	7
0	7
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
38	43
0	43
0	43
0	43
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
24	0
20	9
0	5
0	5
0	5
0	4
0	5
0	0
1	63
0	63
0	0
4	0
163	0
0	0
0	0
0	57
0	57
0	0
0	0
0	0
0	0
0	0
228	0
4	850
3	279
0	22
0	22
0	22
0	21
0	22
0	21
0	22
0	22
0	22
0	22
0	21
0	22
0	14
0	9
1165	217
0	0
2	12
1	12
0	0
64	27
0	27
6	27
0	26
602	0
0	28
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	358
0	358
0	9
0	9
0	6
0	0
4	0
316	0
14	0
0	0
22	0
0	193
0	171
0	135
0	60
0	55
0	35
0	40
0	0
0	0
0	0
0	0
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
0	13
3	0
0	0
0	0
15	870
0	870
47	2
7	83
40	83
0	14
0	12
0	12
0	995
1	995
0	304
80	0
0	0
0	0
145	0
0	4892
0	4892
0	4894
0	4888
12	4852
0	4891
3	0
0	90
0	1
0	1
0	1
0	0
1	48
0	48
0	0
0	0
0	23
0	23
0	22
3	65
0	65
0	0
0	0
1	0
0	206
0	206
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	0
1	49
9	1
0	0
1	1
0	48
0	0
0	0
0	75
0	71
14	0
0	3
0	3
0	419
0	396
0	411
0	405
0	164
0	164
0	168
0	168
0	168
0	165
10	157
39	0
0	541
0	533
0	541
0	533
0	35
0	35
0	133
0	133
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
13	0
0	0
0	0
0	2
0	2
1	0
12	206
5	206
0	5
29	377
0	377
2	165
0	165
0	161
0	114
0	114
0	113
0	148
0	101
0	100
248	54
0	78
0	78
0	78
6	79
0	78
0	77
0	71
0	71
0	72
0	72
0	62
0	62
0	62
0	78
0	77
0	77
0	76
0	71
4	0
0	7
0	4
0	7
0	4
0	7
0	27
0	27
0	27
27	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	112
0	110
0	114
0	112
0	46
0	44
0	15
0	15
0	47
0	46
0	46
0	47
0	199
0	199
0	199
0	196
0	196
0	195
0	91
0	89
0	89
0	85
0	0
0	0
3	0
0	19
4	34
0	29
0	32
0	34
0	29
0	32
0	14
0	17
81	53
5	27
0	11
0	26
0	28
0	26
0	9
1	356
0	356
1	356
12	9
0	9
104	74
0	74
0	0
0	62
0	62
0	40
13	62
9	37
0	0
0	1466
0	1466
0	1466
0	1460
0	1460
0	1460
0	27
0	27
0	25
0	25
0	25
0	0
1	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
361	1104
16	2042
5	2042
163	0
0	51
0	53
0	51
0	53
0	47
0	49
0	47
0	49
170	9
0	44
0	9
0	9
0	8
0	8
3	4
13	0
0	1
0	0
0	0
0	0
0	0
51	1
1	22
17	237
0	197
0	207
84	224
2	247
0	22
0	16
0	16
4	0
0	0
0	0
0	25
36	7
0	0
0	225
0	233
0	211
0	214
0	227
0	231
0	205
4	219
0	398
0	374
0	390
0	107
0	376
0	358
0	370
0	363
0	354
0	360
0	362
0	356
0	357
0	355
0	340
0	346
0	205
0	203
0	209
0	207
0	192
0	190
0	192
0	190
0	181
30	2608
0	2547
17	5
2	5
0	5
0	5
0	0
362	113
8	0
50	474
4	471
4	65
0	104
0	119
0	39
0	39
1	1462
0	1736
0	1743
8	1743
4	2
0	0
0	0
0	0
0	10
0	10
0	3
2	0
0	6
0	11
0	12
0	12
0	2
0	12
286	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	220
0	175
0	219
0	205
0	177
0	176
0	174
0	206
0	205
0	51
0	152
0	161
133	0
4	0
13	5
0	0
0	0
0	0
1	0
71	0
0	0
0	0
0	0
0	1
0	1
23	0
2	0
0	0
0	0
0	0
10	0
401	0
0	11
0	0
0	0
0	62
0	62
0	62
0	60
0	60
26	2
0	0
0	0
0	0
0	0
0	0
33	0
5	440
0	530
0	440
0	539
1	544
0	440
0	440
0	191
0	536
0	191
0	191
0	440
0	191
7	547
0	10
50	10
0	5
0	5
